id;protocolo;processo;assunto;despacho;data_publicacao;coord_despacho;documento;data_extracao
5f9aee56730daf0008bef136;171-20-SP-SAO;1010.2020/0008272-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;10/12/2021;;;2023.10.09
5f9b013385bb480008fbcacd;172-20-SP-SAO;1010.2020/0008529-0;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho indeferido;02/03/2021;;;2023.10.09
5f9b0a984efed10008a52433;173-20-SP-SAO;1010.2020/0008358-1;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;27/04/2021;;;2023.10.09
5f9b0a984efed10008a52433;173-20-SP-SAO;1010.2020/0008358-1;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;22/08/2023;;;2023.10.09
5f9b12cb68aac40008ae8374;174-20-SP-NEW;1020.2020/0014488-7;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5f9b14f668aac40008ae8377;175-20-SP-NEW;1020.2020/0014489-5;Alvará de Instalação de Heliponto;Despacho deferido;07/10/2022;;;2023.10.09
5f9b17fc191664000879f669;176-20-SP-SAO;1010.2020/0008518-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;04/11/2021;;;2023.10.09
5f9b17fc191664000879f669;176-20-SP-SAO;1010.2020/0008518-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;01/03/2023;;;2023.10.09
5f9b1ff2a316e20008572904;178-20-SP-SAO;1010.2020/0008381-6;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;19/11/2021;;;2023.10.09
5f9b288211cf9a00089f020e;179-20-SP-NEW;1020.2020/0014548-4;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5f9b51952e9ddf0009ac9274;180-20-SP-NEW;1020.2020/0014490-9;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;07/04/2021;;;2023.10.09
5f9c186c66ae6400085f66d2;181-20-SP-SAO;1020.2020/0014290-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;20/01/2023;;;2023.10.09
5f9c23dcf4015300098cc326;182-20-SP-SAO;1010.2020/0008679-3;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;22/04/2021;;;2023.10.09
5f9c410280a83100081719ad;184-20-SP-NEW;1020.2020/0014640-5;Certificado de Segurança;Despacho deferido;09/09/2021;;;2023.10.09
5f9c48cc5dbd250008b61ac6;185-20-SP-NEW;1010.2020/0008699-8;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5f9c537e60aee7000886b236;186-20-SP-SAO;1010.2020/0008643-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;28/10/2021;;;2023.10.09
5f9c53e360aee7000886b239;187-20-SP-SAO;1010.2020/0008448-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;21/09/2021;;;2023.10.09
5f9c59c375f01200080232e8;188-20-SP-SAO;1020.2020/0014302-3;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;09/11/2021;;;2023.10.09
5f9c5e6d1f1b15000909f635;189-20-SP-SAO;1010.2020/0008449-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;11/04/2022;;;2023.10.09
5f9c62ae7caf390008b13375;190-20-SP-NEW;1020.2020/0014483-6;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;17/03/2021;;;2023.10.09
5f9c6936bbaf980008372a17;191-20-SP-DIR;1010.2020/0008674-2;Certidão de Diretrizes Urbanísticas;Despacho deferido;07/06/2022;;;2023.10.09
5f9c768ab287b10009cb8d23;192-20-SP-NEW;1020.2020/0014219-1;Cadastro de Sistema Especial de Segurança;Despacho deferido;21/01/2021;;;2023.10.09
5f9c8c73614b9800082563a6;195-20-SP-NEW;1010.2020/0008676-9;Certificado de Acessibilidade;Despacho indeferido;23/03/2021;;;2023.10.09
5f9c8d7b614b9800082563a9;196-20-SP-NEW;1020.2020/0014481-0;Alvará de Execução para instalação de Estação Rádio-Base;Despacho deferido;05/03/2021;;;2023.10.09
5fa158b9f0bc9b000954cf81;198-20-SP-SAO;1010.2020/0008639-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;26/08/2022;;;2023.10.09
5fa16bdda376ae0009c01421;200-20-SP-SAO;1010.2020/0008628-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;20/03/2023;;;2023.10.09
5fa19604cb5fe80008967e48;202-20-SP-NEW;1020.2020/0014423-2;Certificado de Acessibilidade;Despacho indeferido;26/12/2022;;;2023.10.09
5fa1a0031d74230008b18790;204-20-SP-SAO;1010.2020/0008635-1;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;21/05/2023;;;2023.10.09
5fa1ad39aa70c20008595423;205-20-SP-SAO;1010.2020/0008646-7;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;23/08/2021;;;2023.10.09
5fa1ad39aa70c20008595423;205-20-SP-SAO;1010.2020/0008646-7;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;27/06/2022;;;2023.10.09
5fa1ae0aaa70c20008595426;206-20-SP-SAO;1020.2020/0014941-2;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;20/04/2021;;;2023.10.09
5fa1ae7daa70c20008595429;207-20-SP-SAO;1010.2020/0008645-9;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;25/03/2021;;;2023.10.09
5fa1ae7daa70c20008595429;207-20-SP-SAO;1010.2020/0008645-9;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;25/03/2021;;;2023.10.09
5fa1ae7daa70c20008595429;207-20-SP-SAO;1010.2020/0008645-9;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;25/03/2021;;;2023.10.09
5fa1bf4a6615450008e3af8e;209-20-SP-NEW;1020.2020/0015994-9;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5fa1c2cf048c150009010f43;211-20-SP-SAO;1010.2020/0008648-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;15/06/2022;;;2023.10.09
5fa1c78c53afb40008f0d817;213-20-SP-SAO;1020.2020/0014318-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;07/10/2022;;;2023.10.09
5fa1c7e29ea82f00088382df;214-20-SP-SAO;1020.2020/0014288-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;09/04/2021;;;2023.10.09
5fa1d23e8d6234000870f917;216-20-SP-SAO;1020.2020/0014208-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;23/03/2023;;;2023.10.09
5fa1f0967041d4000809d4cd;218-20-SP-NEW;1020.2020/0014204-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho deferido;26/02/2021;;;2023.10.09
5fa2ab74db57ec00088d712a;219-20-SP-SAO;1010.2020/0008671-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;01/06/2021;;;2023.10.09
5fa2ab74db57ec00088d712a;219-20-SP-SAO;1010.2020/0008671-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;11/08/2021;;;2023.10.09
5fa2dfb545e61e0008693828;221-20-SP-NEW;1020.2020/0014215-9;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;04/02/2021;;;2023.10.09
5fa2dfb545e61e0008693828;221-20-SP-NEW;1020.2020/0014215-9;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho documental;01/02/2021;;;2023.10.09
5fa2dfb545e61e0008693828;221-20-SP-NEW;1020.2020/0014215-9;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;26/01/2021;;;2023.10.09
5fa30a8d8a8d9b0009bc1fad;224-20-SP-SAO;1020.2020/0014289-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;28/10/2021;;;2023.10.09
5fa318c1c2c0ad000850fb80;225-20-SP-SAO;1020.2020/0014213-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;04/09/2023;;;2023.10.09
5fa31b3c22e4850009eeb39e;226-20-SP-NEW;1020.2020/0014202-7;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5fa31edb9c20270008eccc52;227-20-SP-NEW;1020.2020/0014504-2;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;08/06/2022;;;2023.10.09
5fa412ed999f470008a675b0;230-20-SP-SAO;1020.2020/0014307-4;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;09/02/2021;;;2023.10.09
5fa412ed999f470008a675b0;230-20-SP-SAO;1020.2020/0014307-4;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;03/12/2021;;;2023.10.09
5fa41b3e11f138000987abf5;231-20-SP-SAO;1020.2020/0014306-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;08/09/2021;;;2023.10.09
5fa41b3e11f138000987abf5;231-20-SP-SAO;1020.2020/0014306-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;10/12/2021;;;2023.10.09
5fa422ee9022de00082dacfb;232-20-SP-NEW;1020.2021/0000691-5;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;07/10/2021;;;2023.10.09
5fa44d97a1bffd000817f784;236-20-SP-SAO;1010.2020/0008662-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;19/08/2021;;;2023.10.09
5fa45373eea63e00087e16e5;237-20-SP-NEW;1020.2020/0014581-6;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;16/03/2022;;;2023.10.09
5fa45373eea63e00087e16e5;237-20-SP-NEW;1020.2020/0014581-6;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;08/08/2022;;;2023.10.09
5fa45373eea63e00087e16e5;237-20-SP-NEW;1020.2020/0014581-6;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;11/07/2023;;;2023.10.09
5fa455047b800e00092174fe;238-20-SP-NEW;1020.2020/0014212-4;Alvará de Instalação de Heliponto;Despacho indeferido;24/09/2021;;;2023.10.09
5fa455047b800e00092174fe;238-20-SP-NEW;1020.2020/0014212-4;Alvará de Instalação de Heliponto;Despacho deferido;29/08/2023;;;2023.10.09
5fa45aca3caf490008abb172;239-20-SP-SAO;1020.2020/0014221-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;27/07/2021;;;2023.10.09
5fa45aca3caf490008abb172;239-20-SP-SAO;1020.2020/0014221-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;10/12/2021;;;2023.10.09
5fa45c8443f3f20009d7f2c3;240-20-SP-NEW;1020.2020/0014537-9;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5fa45d18a0ac830008aaa7be;241-20-SP-NEW;1020.2020/0014582-4;Certificado de Estanqueidade;Despacho indeferido;06/10/2021;;;2023.10.09
5fa45d18a0ac830008aaa7be;241-20-SP-NEW;1020.2020/0014582-4;Certificado de Estanqueidade;Despacho indeferido;08/08/2022;;;2023.10.09
5fa45d18a0ac830008aaa7be;241-20-SP-NEW;1020.2020/0014582-4;Certificado de Estanqueidade;Despacho indeferido;10/07/2023;;;2023.10.09
5fa46654da5c0e000878ed2c;242-20-SP-SAO;1020.2020/0014217-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;21/09/2021;;;2023.10.09
5fa4755939ebee0009978268;244-20-SP-NEW;1020.2020/0014485-2;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;13/04/2021;;;2023.10.09
5fa54981faf00a000832ab21;246-20-SP-NEW;1020.2020/0014499-2;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5fa5547150fc4a0008b1c6ec;247-20-SP-NEW;1020.2020/0014529-8;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;09/03/2021;;;2023.10.09
5fa55d34c18b0600087f3b5e;248-20-SP-NEW;1020.2021/0002697-5;Alvará de Funcionamento de Local de Reunião;Despacho indeferido;12/05/2021;;;2023.10.09
5fa59204e422440008bd84aa;250-20-SP-SAO;1020.2020/0014292-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;06/04/2022;;;2023.10.09
5fa5a7848ce1ee00097705fd;252-20-SP-NEW;1020.2020/0014501-8;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5fa5a924ec89cf000950d33d;253-20-SP-SAO;1020.2020/0014424-0;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;23/08/2022;;;2023.10.09
5fa5afea0db633000944ed35;254-20-SP-NEW;1020.2020/0014502-6;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;19/05/2022;;;2023.10.09
5fa5b3a6e52feb0008fce82f;255-20-SP-NEW;1020.2020/0014425-9;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5fa5baff6e9cf300085d7dfd;256-20-SP-NEW;1020.2020/0014503-4;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;24/06/2022;;;2023.10.09
5fa5c4f80e645800087f7adc;257-20-SP-NEW;1010.2020/0008681-5;Alvará de Execução para instalação de Estação Rádio-Base;Despacho deferido;26/02/2021;;;2023.10.09
5fa92bb006fbde0008a486cd;258-20-SP-SAO;1020.2020/0014223-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;10/12/2021;;;2023.10.09
5fa92f421c1c670008f36980;259-20-SP-SAO;1020.2020/0014225-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;17/08/2021;;;2023.10.09
5fa936167f28e6000884db56;260-20-SP-SAO;1020.2020/0014323-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;20/10/2021;;;2023.10.09
5fa97c0d9dc2df00080edb48;264-20-SP-SAO;1020.2020/0014325-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;15/07/2021;;;2023.10.09
5fa98aec99be960008fe6e2d;267-20-SP-SAO;1020.2020/0014283-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;24/06/2021;;;2023.10.09
5fa99215f7fcaf0008755640;269-20-SP-SAO;1020.2020/0014326-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;28/04/2021;;;2023.10.09
5fa99215f7fcaf0008755640;269-20-SP-SAO;1020.2020/0014326-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;13/08/2021;;;2023.10.09
5fa99215f7fcaf0008755640;269-20-SP-SAO;1020.2020/0014326-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;17/02/2022;;;2023.10.09
5fa994f245e6ed000999789b;271-20-SP-SAO;1020.2020/0014332-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;25/07/2022;;;2023.10.09
5fa9a006cfd49400087fe2dd;275-20-SP-SAO;1020.2020/0014484-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;25/03/2021;;;2023.10.09
5fa9a006cfd49400087fe2dd;275-20-SP-SAO;1020.2020/0014484-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;25/03/2021;;;2023.10.09
5fa9a006cfd49400087fe2dd;275-20-SP-SAO;1020.2020/0014484-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;25/03/2021;;;2023.10.09
5fa9a221c537d3000863e1e9;276-20-SP-NEW;1020.2020/0014495-0;Certificado de Acessibilidade;Despacho indeferido;14/01/2022;;;2023.10.09
5fa9a395bac3fb00094b0c1e;277-20-SP-SAO;1020.2020/0014284-1;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;23/04/2021;;;2023.10.09
5fa9a395bac3fb00094b0c1e;277-20-SP-SAO;1020.2020/0014284-1;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;04/02/2022;;;2023.10.09
5fa9c2d2676fd3000842316f;279-20-SP-SAO;1020.2020/0014207-8;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;02/07/2021;;;2023.10.09
5fa9c2d2676fd3000842316f;279-20-SP-SAO;1020.2020/0014207-8;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;27/07/2021;;;2023.10.09
5faaaa97bf3b350008cf9e13;282-20-SP-SAO;1020.2020/0014437-2;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;02/05/2022;;;2023.10.09
5faaac3efc402d0008ae8eaf;283-20-SP-SAO;1020.2020/0014285-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;05/01/2022;;;2023.10.09
5faaadb53311e70008d0064d;284-20-SP-SAO;1020.2020/0014436-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;25/03/2021;;;2023.10.09
5faaadb53311e70008d0064d;284-20-SP-SAO;1020.2020/0014436-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;25/03/2021;;;2023.10.09
5faaadb53311e70008d0064d;284-20-SP-SAO;1020.2020/0014436-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;25/03/2021;;;2023.10.09
5faabfeb51894100081850ee;285-20-SP-SAO;1020.2020/0014435-6;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;12/05/2021;;;2023.10.09
5faaccd4ed11040008b0a90e;287-20-SP-NEW;1020.2020/0014531-0;Certificado de Acessibilidade;Despacho indeferido;22/03/2023;;;2023.10.09
5faaf1b0512c750008620a5e;289-20-SP-NEW;1020.2020/0014522-0;Alvará de Funcionamento de Local de Reunião;Despacho indeferido;12/04/2021;;;2023.10.09
5faaf1b0512c750008620a5e;289-20-SP-NEW;1020.2020/0014522-0;Alvará de Funcionamento de Local de Reunião;Despacho deferido;25/06/2021;;;2023.10.09
5faaf427ec9af500081463cf;290-20-SP-SAO;1020.2020/0014329-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;05/02/2021;;;2023.10.09
5faaf854a9914200089c4290;291-20-SP-NEW;1020.2020/0014491-7;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho deferido;15/01/2021;;;2023.10.09
5faafa707aa335000940c633;292-20-SP-NEW;1020.2020/0014532-8;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5fab150b89cd0c00086c1669;293-20-SP-NEW;1020.2020/0014497-6;Certificado de Segurança;Despacho indeferido;01/10/2023;;;2023.10.09
5fabc745497969000962b33d;295-20-SP-SAO;1020.2020/0014333-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;27/04/2021;;;2023.10.09
5fabe4303073fa00088c0223;296-20-SP-SAO;1020.2020/0014294-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;23/05/2022;;;2023.10.09
5fabea7a7690760009f1b565;297-20-SP-NEW;1020.2020/0014434-8;Certificado de Acessibilidade;Despacho indeferido;04/08/2022;;;2023.10.09
5fabf124f211640008809236;298-20-SP-NEW;1020.2020/0014433-0;Certificado de Acessibilidade;Despacho indeferido;23/03/2021;;;2023.10.09
5fac0e3461c237000810fd6b;300-20-SP-NEW;1020.2020/0014549-2;Certificado de Segurança;Despacho deferido;19/07/2022;;;2023.10.09
5fac33d9855bb50008abdff1;302-20-SP-NEW;1020.2020/0014521-2;Certificado de Segurança;Despacho deferido;08/01/2021;;;2023.10.09
5fac3b35422e2b0008768613;304-20-SP-SAO;1020.2020/0014296-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;02/09/2022;;;2023.10.09
5fac3fdf66c5a70008b209ce;305-20-SP-SAO;1020.2020/0014327-9;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;17/08/2021;;;2023.10.09
5fac3fdf66c5a70008b209ce;305-20-SP-SAO;1020.2020/0014327-9;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;14/12/2021;;;2023.10.09
5fac3fdf66c5a70008b209ce;305-20-SP-SAO;1020.2020/0014327-9;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;22/03/2022;;;2023.10.09
5fac4186ff0f2600082646f7;306-20-SP-NEW;1020.2020/0014426-7;Alvará de Funcionamento de Local de Reunião;Despacho deferido;20/12/2021;;;2023.10.09
5fac4186ff0f2600082646f7;306-20-SP-NEW;1020.2020/0014426-7;Alvará de Funcionamento de Local de Reunião;Despacho deferido;19/01/2022;;;2023.10.09
5fac4fb8ce64390008443c51;308-20-SP-SAO;1020.2020/0014319-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;25/02/2021;;;2023.10.09
5fac4fb8ce64390008443c51;308-20-SP-SAO;1020.2020/0014319-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho de Retificação;03/03/2021;;;2023.10.09
5fac508bce64390008443c54;309-20-SP-SAO;1020.2020/0014311-2;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;18/06/2021;;;2023.10.09
5fad2eb25e17110008edcbe0;311-20-SP-NEW;1020.2020/0014588-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;09/04/2021;;;2023.10.09
5fad2eb25e17110008edcbe0;311-20-SP-NEW;1020.2020/0014588-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;09/04/2021;;;2023.10.09
5fad2eb25e17110008edcbe0;311-20-SP-NEW;1020.2020/0014588-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;09/04/2021;;;2023.10.09
5fad2eb25e17110008edcbe0;311-20-SP-NEW;1020.2020/0014588-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;09/04/2021;;;2023.10.09
5fad2eb25e17110008edcbe0;311-20-SP-NEW;1020.2020/0014588-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5fad353970face00086c1bbf;312-20-SP-SAO;1020.2020/0014321-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;03/06/2021;;;2023.10.09
5fad7bd11ec3160008092ffe;316-20-SP-SAO;1020.2020/0014583-2;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;15/07/2022;;;2023.10.09
5fad7cdf1ec3160008093001;317-20-SP-SAO;1020.2020/0014300-7;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;25/08/2022;;;2023.10.09
5fad7dbf1ec3160008093004;318-20-SP-NEW;1020.2020/0014643-0;Alvará de Funcionamento de Local de Reunião;Despacho indeferido;09/02/2021;;;2023.10.09
5fada49a32400c000881353b;322-20-SP-SAO;1020.2020/0014432-1;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;27/07/2023;;;2023.10.09
5fada7c18f1fc500094c1cc8;323-20-SP-SAO;1020.2020/0015495-5;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;30/05/2023;;;2023.10.09
5fae798efc251300089990cc;324-20-SP-SAO;1020.2020/0014216-7;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;03/10/2022;;;2023.10.09
5fae7ee677347b000839ae24;326-20-SP-NEW;1020.2020/0014547-6;Certificado de Segurança;Despacho indeferido;14/04/2021;;;2023.10.09
5fae8beefd91420008662f00;328-20-SP-SAO;1020.2020/0014228-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;22/08/2022;;;2023.10.09
5fae957c7563380008f36ee3;329-20-SP-SAO;1020.2020/0014229-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;14/07/2022;;;2023.10.09
5faeaa6eb21fd200082cfe9c;330-20-SP-NEW;1020.2020/0014428-3;Alvará de Funcionamento de Local de Reunião;Despacho deferido;15/01/2021;;;2023.10.09
5faec70ba98a5a0008cd815c;331-20-SP-SAO;1020.2020/0014231-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;26/10/2021;;;2023.10.09
5faed8d856f5d60009afb839;334-20-SP-NEW;1020.2020/0014427-5;Certificado de Acessibilidade;Despacho indeferido;15/08/2022;;;2023.10.09
5faeef694b66b00008d02b8d;335-20-SP-NEW;1020.2020/0016007-6;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5faef9753eeed0000884a78d;336-20-SP-SAO;1020.2020/0014246-9;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;18/01/2021;;;2023.10.09
5faefaaf3eeed0000884a790;337-20-SP-SAO;1020.2020/0014533-6;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);Despacho indeferido;30/07/2021;;;2023.10.09
5faefaaf3eeed0000884a790;337-20-SP-SAO;1020.2020/0014533-6;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);Despacho deferido;02/07/2023;;;2023.10.09
5faf1de86da5cf0008702284;338-20-SP-SAO;1020.2020/0014336-8;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;18/01/2021;;;2023.10.09
5faf4040000340000802beba;339-20-SP-SAO;1020.2020/0014517-4;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;11/05/2022;;;2023.10.09
5fb29ab7b1bed900088e0053;341-20-SP-SAO;1020.2020/0014276-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;27/09/2021;;;2023.10.09
5fb2a3bd9bd83a00082ce9ef;342-20-SP-SAO;1020.2020/0014337-6;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho indeferido;12/04/2021;;;2023.10.09
5fb2b067879b0d00084a62fa;343-20-SP-NEW;1020.2020/0014542-5;Certificado de Acessibilidade;Despacho indeferido;03/11/2021;;;2023.10.09
5fb2cc76b3f56100080a7e62;345-20-SP-SAO;1020.2020/0014316-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;30/06/2021;;;2023.10.09
5fb2cc76b3f56100080a7e62;345-20-SP-SAO;1020.2020/0014316-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;03/10/2022;;;2023.10.09
5fb2de7d0884880009586872;347-20-SP-SAO;1020.2020/0014277-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;02/09/2021;;;2023.10.09
