id;n_processo;assunto;setor_atual;status;sistema
5fa1f0967041d4000809d4cd;1020.2020/0014204-3;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido;Aprova Digital
5fa2ab74db57ec00088d712a;1010.2020/0008671-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;Aprova Digital
5fa2b688b88dce0008917537;1010.2020/0008670-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;Aprova Digital
5fa2dfb545e61e0008693828;1020.2020/0014215-9;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;indeferido;Aprova Digital
5fa2e8074e32960008fd7d9e;1010.2020/0008641-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;desistido;Aprova Digital
5fa30a8d8a8d9b0009bc1fad;1020.2020/0014289-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;deferido;Aprova Digital
5fa318c1c2c0ad000850fb80;1020.2020/0014213-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;Aprova Digital
5fa31b3c22e4850009eeb39e;1020.2020/0014202-7;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;Aprova Digital
5fa31edb9c20270008eccc52;1020.2020/0014504-2;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;Aprova Digital
5fa401d0acc65b0008289fd6;1020.2020/0014291-4;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;desistido;Aprova Digital
5fa4065d0382830008566e11;1020.2020/0014309-0;Alvará de Aprovação de Edificação Nova (HIS/ HMP);RESID;desistido;Aprova Digital
5fa412ed999f470008a675b0;1020.2020/0014307-4;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;Aprova Digital
5fa41b3e11f138000987abf5;1020.2020/0014306-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;Aprova Digital
