id;protocolo;n_processo;assunto;processo_vinculado
63c1a684ee187a00093829cd;24506-23-SP-CCE;1020.2023/0000534-3;Certificado de Conclusão;3728-21-SP-ALV
63c1ced04835f10008e24e58;24514-23-SP-CCE;1020.2023/0000929-2;Certificado de Conclusão;13162-22-SP-ALV
63c6d1902f0bcc000886b920;24559-23-SP-CCE;1020.2023/0000694-3;Certificado de Conclusão;16127-22-SP-ALV
63c6d405a5d85f0008114195;24562-23-SP-CCE;1020.2023/0000767-2;Certificado de Conclusão;909-20-SP-SAO
63c6f1d92249b10008fa6672;24567-23-SP-CCE;1020.2023/0000692-7;Certificado de Conclusão;8312-21-SP-ALV
63c99f462ac8f70008fa0a24;24637-23-SP-CCE;1020.2023/0001260-9;Certificado de Conclusão;5785-21-SP-ALV
63c9a2bb4624b10008955fae;24638-23-SP-CCE;1020.2023/0000933-0;Certificado de Conclusão;1350-21-SP-SAO
63c9b4787de9e10008941c7a;24647-23-SP-CCE;1020.2023/0001259-5;Certificado de Conclusão;3005-21-SP-ALV
63ca8d012e04bf0008f15794;24659-23-SP-CCE;1020.2023/0000935-7;Certificado de Conclusão;90-20-SP-SAO
63ca92349bcf8d0008d5def6;24660-23-SP-CCE;1020.2023/0000936-5;Certificado de Conclusão;1921-21-SP-SAO
63ca97ae088a7a0008f83786;24662-23-SP-CCE;1020.2023/0000938-1;Certificado de Conclusão;8166-21-SP-ALV
63caafaf5fe1ae0008183bf4;24671-23-SP-CCE;1020.2023/0001433-4;Certificado de Conclusão;6407-21-SP-ALV
63cab48f54b94000082cdb23;24673-23-SP-CCE;1020.2023/0001050-9;Certificado de Conclusão;7772-21-SP-ALV
63cab5123bd6d50008e09864;24674-23-SP-CCE;1020.2023/0001420-2;Certificado de Conclusão;21154-22-SP-ALV
63cabec25fe1ae0008183e69;24676-23-SP-CCE;1020.2023/0001256-0;Certificado de Conclusão;10007-22-SP-ALV
63ce8b0a5e52b70008086dc6;24721-23-SP-CCE;1020.2023/0001035-5;Certificado de Conclusão;21645-22-SP-ALV
63ceaa5045f62300086ef492;24728-23-SP-CCE;1020.2023/0001424-5;Certificado de Conclusão;10199-22-SP-ALV
63cf03b7d74fa100084a7786;24771-23-SP-CCE;1020.2023/0001415-6;Certificado de Conclusão;4498-21-SP-ALV
63cfdac34401e60008b96dfc;24795-23-SP-CCE;1020.2023/0001154-8;Certificado de Conclusão;8834-21-SP-ALV
63d2d5b885659f000853d488;24892-23-SP-CCE;1020.2023/0001729-5;Certificado de Conclusão;9027-21-SP-ALV
63d2d9b35d38ab00084be432;24893-23-SP-CCE;1020.2023/0001625-6;Certificado de Conclusão;10048-22-SP-ALV
63d2e1502a42ac0008c535dc;24899-23-SP-CCE;1020.2023/0001623-0;Certificado de Conclusão;5568-21-SP-ALV
63d430fdc96c25000834a5fb;24934-23-SP-CCE;1020.2023/0001490-3;Certificado de Conclusão;3112-21-SP-ALV
63d44e7fb37b0900083e0e2e;24937-23-SP-CCE;1020.2023/0001622-1;Certificado de Conclusão;1785-21-SP-SAO
63d7c0311db2e200081b6da8;24943-23-SP-CCE;1020.2023/0001573-0;Certificado de Conclusão;3423-21-SP-ALV
63d7cde89157940008371dc2;24947-23-SP-CCE;1020.2023/0001614-0;Certificado de Conclusão;2321-21-SP-SAO
63d7e8f5fc9bec0008a1806d;24957-23-SP-CCE;1020.2023/0001730-9;Certificado de Conclusão;6478-21-SP-ALV
63d7fe691697d7000839b4e0;24963-23-SP-CCE;1020.2023/0002800-9;Certificado de Conclusão;6254-21-SP-ALV
63d80f0d1ff9ea0008532031;24965-23-SP-CCE;1020.2023/0001609-4;Certificado de Conclusão;5818-21-SP-ALV
63d91031ba50cd00083d9272;24997-23-SP-CCE;1020.2023/0001714-7;Certificado de Conclusão;22082-22-SP-MOD
63d926bf25ce2500085b728d;25005-23-SP-CCE;1020.2023/0001711-2;Certificado de Conclusão;6495-21-SP-ALV
63d967cebeed390008f44f80;25029-23-SP-CCE;1020.2023/0001706-6;Certificado de Conclusão;3944-21-SP-REF
63dbabe0391942000879c7eb;25037-23-SP-CCE;1020.2023/0001600-0;Certificado de Conclusão;8595-21-SP-ALV
63dbbc4ab58c9e0008320567;25044-23-SP-CCE;1020.2023/0002047-4;Certificado de Conclusão;10969-22-SP-ALV
63dbbc60508c2c0008e43e10;25045-23-SP-CCE;1020.2023/0002262-0;Certificado de Conclusão;6328-21-SP-ALV
63dbcdd1c1b611000803b5ee;25059-23-SP-CCE;1020.2023/0001668-0;Certificado de Conclusão;3 4 2 4 - 2 1 - S P - A L V
63dbce63e4770d0008173699;25060-23-SP-CCE;1020.2023/0002048-2;Certificado de Conclusão;14529-22-SP-ALV
63dbcf8c277fef00086a7b12;25061-23-SP-CCE;1020.2023/0001685-0;Certificado de Conclusão;6831-21-SP-ALV
63dd4d4d1342880008068d97;25151-23-SP-CCE;1020.2023/0001931-0;Certificado de Conclusão;16347-22-SP-ALV
63dd63abf2df420008e23f3b;25161-23-SP-CCE;1020.2023/0002261-2;Certificado de Conclusão;2060-21-SP-SAO
63e105ba98157b0008cbc313;25186-23-SP-CCE;1020.2023/0002326-0;Certificado de Conclusão;12938-22-SP-ALV
63e1481140095300081f49bd;25206-23-SP-CCE;1020.2023/0002278-7;Certificado de Conclusão;18845-22-SP-REF
63e16692af6c4b0009b55a7c;25223-23-SP-CCE;1020.2023/0002421-6;Certificado de Conclusão;1544-21-SP-SAO
63e1694900f4a600080be67b;25224-23-SP-CCE;1020.2023/0002053-9;Certificado de Conclusão;3785-21-SP-ALV
63e169c47c968b0008eda735;25225-23-SP-CCE;1020.2023/0002076-8;Certificado de Conclusão;3157-21-SP-ALV
63e2b4d0c5329f0008c1a03e;25272-23-SP-CCE;1020.2023/0002426-7;Certificado de Conclusão;12882-22-SP-ALV
63e3938aaddbd1000887f68c;25289-23-SP-CCE;1020.2023/0002425-9;Certificado de Conclusão;2057-21-SP-SAO
63e3a9aecdef010008767bd5;25295-23-SP-CCE;1020.2023/0002160-8;Certificado de Conclusão;25154-23-SP-ALV
63e3b188a685960008871814;25301-23-SP-CCE;1020.2023/0002167-5;Certificado de Conclusão;10571-22-SP-ALV
63e3fbd533756b0008d10e1d;25316-23-SP-CCE;1020.2023/0002182-9;Certificado de Conclusão;12089-22-SP-ALV
63e4e051f71c940008f915ba;25329-23-SP-CCE;1020.2023/0002254-0;Certificado de Conclusão; 1643-21-SP-NEW
63e51596f65b760008273ec8;25345-23-SP-CCE;1020.2023/0002376-7;Certificado de Conclusão; 12680-22-SP-ALV
63e57ba960fa10000856c4e4;25369-23-SP-CCE;1020.2023/0002881-5;Certificado de Conclusão;4923-21-SP-ALV
63e65eeabe5551000954a310;25385-23-SP-CCE;1020.2023/0002594-8;Certificado de Conclusão;10636-22-SP-ALV
63e667f5b61cc20008d8af98;25391-23-SP-CCE;1020.2023/0002365-1;Certificado de Conclusão;10246-22-SP-ALV
63e68c8ebd27600008d6fbef;25405-23-SP-CCE;1020.2023/0002377-5;Certificado de Conclusão;9160-21-SP-ALV
63e693197c672700084c09f9;25408-23-SP-CCE;1020.2023/0002378-3;Certificado de Conclusão;11167-22-SP-ALV
63e699520850f100083d1329;25414-23-SP-CCE;1020.2023/0003293-6;Certificado de Conclusão;2794-21-SP-ALV
63e6a409b9ddd50008129287;25425-23-SP-CCE;1020.2023/0002447-0;Certificado de Conclusão;2335-21-SP-SAO
63ea783fb8007b00084815dc;25459-23-SP-CCE;1020.2023/0002872-6;Certificado de Conclusão;9910-22-SP-ALV
63ea7ddd94cc1700084503d1;25460-23-SP-CCE;1020.2023/0002785-1;Certificado de Conclusão;13927-22-SP-ALV
63eb818e5e168300085a5a34;25487-23-SP-CCE;1020.2023/0002777-0;Certificado de Conclusão;6629-21-SP-ALV
63eb898bdf919900080cc7f6;25490-23-SP-CCE;1020.2023/0002873-4;Certificado de Conclusão;12972-22-SP-ALV
63eba418e4c9440008f102b8;25501-23-SP-CCE;1020.2023/0003301-0;Certificado de Conclusão;2058-21-SP-SAO
63ebbbf4d64f840008de2837;25507-23-SP-CCE;1020.2023/0002977-3;Certificado de Conclusão;5651-21-SP-ALV
63ebd029bf014800088efe4b;25514-23-SP-CCE;1020.2023/0002983-8;Certificado de Conclusão;4076-21-SP-ALV
63ebe0a031d0770008cb6590;25519-23-SP-CCE;1020.2023/0002549-2;Certificado de Conclusão; 8492-21-SP-ALV
63ebf9a2bc11e70008163577;25525-23-SP-CCE;1020.2023/0002612-0;Certificado de Conclusão;1154-21-SP-SAO
63ec12ebab29a50008ad89ed;25529-23-SP-CCE;1020.2023/0002866-1;Certificado de Conclusão;5164-21-SP-ALV
63ecce90a8fd8200082c06d5;25535-23-SP-CCE;1020.2023/0003204-9;Certificado de Conclusão;589-20-SP-SAO
63ecdcd13f4b9a00083d8ea7;25537-23-SP-CCE;1020.2023/0002615-4;Certificado de Conclusão;10973-22-SP-ALV
63ed1a08fcc527000863062c;25563-23-SP-CCE;1020.2023/0002859-9;Certificado de Conclusão;18087-22-SP-ALV
63ed320a5fcd4500080302a2;25569-23-SP-CCE;1020.2023/0002648-0;Certificado de Conclusão;12249-22-SP-ALV
63ed32a865572f00088553ad;25570-23-SP-CCE;1020.2023/0002649-9;Certificado de Conclusão;519-20-SP-SAO
63ed38a065572f000885580e;25575-23-SP-CCE;1020.2023/0002652-9;Certificado de Conclusão;4471-21-SP-ALV
63ee0936548a3000089283da;25591-23-SP-CCE;1020.2023/0003192-1;Certificado de Conclusão;12098-22-SP-ALV
63ef6a3fc6078c000831d088;25631-23-SP-CCE;1020.2023/0003641-9;Certificado de Conclusão; 12063-22-SP-ALV
63efd94d0d37fd000864f15c;25658-23-SP-CCE;1020.2023/0003389-4;Certificado de Conclusão;1834-21-SP-SAO
63efda4e81db7e0008fc1179;25659-23-SP-CCE;1020.2023/0002824-6;Certificado de Conclusão;5404-21-SP-ALV
63f628ed6b20500008a403b3;25688-23-SP-CCE;1020.2023/0003102-6;Certificado de Conclusão;22010-22-SP-ALV
63f62e990649790008017269;25690-23-SP-CCE;1020.2023/0003185-9;Certificado de Conclusão;5612-21-SP-ALV
63f660249229bb00084a6a4a;25702-23-SP-CCE;1020.2023/0003178-6;Certificado de Conclusão;16058-22-SP-ALV
63f67c26b43a6b0008cfc5c7;25708-23-SP-CCE;1020.2023/0003350-9;Certificado de Conclusão;930-21-SP-NEW
63f76c6e13386e0009a25c1b;25718-23-SP-CCE;1020.2023/0004331-8;Certificado de Conclusão;4636-21-SP-ALV
63f788c505ca270008830555;25727-23-SP-CCE;1020.2023/0003324-0;Certificado de Conclusão;3493-21-SP-ALV
63f7afad7c39870008e57766;25735-23-SP-CCE;1020.2023/0003665-6;Certificado de Conclusão;10907-22-SP-ALV
63f8a0b77c1f180008e1a056;25755-23-SP-CCE;1020.2023/0003394-0;Certificado de Conclusão;2313-21-SP-SAO
63f8b5ebe10c1e0008424858;25760-23-SP-CCE;1020.2023/0003107-7;Certificado de Conclusão;8314-21-SP-ALV
63f8ba3d2224290009600d45;25761-23-SP-CCE;1020.2023/0003120-4;Certificado de Conclusão;1368-21-SP-SAO
63f91c416deedb0008d5d29e;25793-23-SP-CCE;1020.2023/0003180-8;Certificado de Conclusão;4548-21-SP-ALV
63f920533027a2000837c231;25798-23-SP-CCE;1020.2023/0003514-5;Certificado de Conclusão;7132-21-SP-ALV
63fca389a0bc670008c1fce7;25821-23-SP-CCE;1020.2023/0003515-3;Certificado de Conclusão;8839-21-SP-ALV
63fcb03d108d890008cb98bf;25823-23-SP-CCE;1020.2023/0003519-6;Certificado de Conclusão;3082-21-SP-ALV
63fcb30dd583440008057ce7;25824-23-SP-CCE;1020.2023/0003520-0;Certificado de Conclusão;3481-21-SP-ALV
63fcc25ea0ec590009d0b114;25830-23-SP-CCE;1020.2023/0003521-8;Certificado de Conclusão;9969-22-SP-ALV
63fce9c404c32000088f1c3f;25847-23-SP-CCE;1020.2023/0003667-2;Certificado de Conclusão;810-20-SP-SAO
63fcfded8c2a3800087a4744;25857-23-SP-CCE;1020.2023/0003236-7;Certificado de Conclusão;4328-21-SP-ALV
63fe03a764314800081218ae;25879-23-SP-CCE;1020.2023/0003644-3;Certificado de Conclusão;7074-21-SP-ALV
63fe3d0948b4bc0008954ba4;25891-23-SP-CCE;1020.2023/0003639-7;Certificado de Conclusão;4800-21-SP-ALV
63ff38659b208e0008ac5c2c;25914-23-SP-CCE;1020.2023/0003590-0;Certificado de Conclusão;3950-21-SP-ALV
63ff9c9e84de7f0008a5cf7e;25941-23-SP-CCE;1020.2023/0003869-1;Certificado de Conclusão;11445-22-SP-ALV
63ffadb23eb6070008090460;25944-23-SP-CCE;1020.2023/0003873-0;Certificado de Conclusão;10729-22-SP-ALV
63ffbd913eb6070008090d74;25948-23-SP-CCE;1020.2023/0003538-2;Certificado de Conclusão;665-20-SP-SAO
6400b66439e0d500086ff8ac;25964-23-SP-CCE;1020.2023/0003733-4;Certificado de Conclusão;635-20-SP-SAO
6400f4f204b558000838f085;25991-23-SP-CCE;1020.2023/0003591-9;Certificado de Conclusão; 5242-21-SP-ALV
6401e121f18fb400081cc499;26009-23-SP-CCE;1020.2023/0004650-3;Certificado de Conclusão;5683-21-SP-ALV
6401fd9a3146a70008bb7a9d;26018-23-SP-CCE;1020.2023/0003910-8;Certificado de Conclusão;11442-22-SP-ALV
64022b5459c2cd0008deac7c;26028-23-SP-CCE;1020.2023/0003742-3;Certificado de Conclusão;5756-21-SP-ALV
64028382211c220008c346f6;26048-23-SP-CCE;1020.2023/0004045-9;Certificado de Conclusão;1583-21-SP-SAO
6406241d32f28600080cc9b1;26079-23-SP-CCE;1020.2023/0004054-8;Certificado de Conclusão;16162-22-SP-ALV
640634bfaaa6690008f3a963;26090-23-SP-CCE;1020.2023/0004139-0;Certificado de Conclusão;11345-22-SP-ALV
64063dd13a66590008f65dbe;26092-23-SP-CCE;1020.2023/0003851-9;Certificado de Conclusão;6872-21-SP-ALV
64064103aaa6690008f3ad57;26093-23-SP-CCE;1020.2023/0003856-0;Certificado de Conclusão;2132-21-SP-NEW
640724ac9a2d120009f091f1;26107-23-SP-CCE;1020.2023/0004137-4;Certificado de Conclusão;23988-22-SP-ALV
6407338fe88383000881c45e;26115-23-SP-CCE;1020.2023/0004135-8;Certificado de Conclusão;6238-21-SP-ALV
640749706382a10008d7f8c2;26122-23-SP-CCE;1020.2023/0003892-6;Certificado de Conclusão;13917-22-SP-ALV
64074f4208084a0008eb44e6;26126-23-SP-CCE;1020.2023/0004128-5;Certificado de Conclusão;9892-22-SP-ALV
64079c0b31b4390008a9e360;26145-23-SP-CCE;1020.2023/0004338-5;Certificado de Conclusão;6699-21-SP-ALV
64079f6143b46a0008b5ed95;26146-23-SP-CCE;1020.2023/0004339-3;Certificado de Conclusão;7661-21-SP-ALV
6407a4c461a59c000834492a;26147-23-SP-CCE;1020.2023/0003907-8;Certificado de Conclusão;14372-22-SP-ALV
6408841f397ca00008ac13aa;26158-23-SP-CCE;1020.2023/0004284-2;Certificado de Conclusão;140-20-SP-SAO
64088c6f08fec600080c3a78;26160-23-SP-CCE;1020.2023/0003958-2;Certificado de Conclusão;2791-21-SP-ALV
6408d605d3022500084de43d;26170-23-SP-CCE;1020.2023/0004028-9;Certificado de Conclusão;676-20-SP-INT
6409c6d7a85bea0008725ad6;26189-23-SP-CCE;1020.2023/0004593-0;Certificado de Conclusão;10958-22-SP-ALV
640a098f7d345600081fc750;26205-23-SP-CCE;1020.2023/0004346-6;Certificado de Conclusão;3735-21-SP-REF
640a261cb077310008f1e760;26219-23-SP-CCE;1020.2023/0004347-4;Certificado de Conclusão;3417-21-SP-ALV
640b24eadb99630008b102be;26241-23-SP-CCE;1020.2023/0004585-0;Certificado de Conclusão; 3285-21-SP-ALV
640b25ba50f5510008f53620;26242-23-SP-CCE;1020.2023/0004236-2;Certificado de Conclusão;2497-21-SP-NEW
640b4b75a062ae00086be2b2;26253-23-SP-CCE;1020.2023/0004223-0;Certificado de Conclusão;74-20-SP-SAO
640b5af7d5f40b0008655ba0;26258-23-SP-CCE;1020.2023/0004225-7;Certificado de Conclusão;6012-21-SP-ALV
640b76a9a52e19000883b0be;26269-23-SP-CCE;1020.2023/0004235-4;Certificado de Conclusão; 1247-21-SP-NEW
640f198314412b0008e1125a;26292-23-SP-CCE;1020.2023/0004574-4;Certificado de Conclusão;5788-21-SP-ALV
640f2731b2d38d0008659bb1;26296-23-SP-CCE;1020.2023/0004651-1;Certificado de Conclusão;5470-21-SP-ALV
640f36801b02270008854d61;26305-23-SP-CCE;1020.2023/0004572-8;Certificado de Conclusão;4557-21-SP-ALV
640f4be80726aa0008f3ce04;26313-23-SP-CCE;1020.2023/0004878-6;Certificado de Conclusão;5346-21-SP-ALV
640f67920f49ce0008d75a83;26327-23-SP-CCE;1020.2023/0004655-4;Certificado de Conclusão;3966-21-SP-ALV
6410740ac19cae0008a05887;26347-23-SP-CCE;1020.2023/0004364-4;Certificado de Conclusão;20259-22-SP-MOD
641081ea0e7b2100089a39a4;26357-23-SP-CCE;1020.2023/0004658-9;Certificado de Conclusão;13458-22-SP-ALV
64108b3bbe31580008409c04;26363-23-SP-CCE;1020.2023/0004858-1;Certificado de Conclusão;4897-21-SP-ALV
6410adf3fd6d0300084372b0;26373-23-SP-CCE;1020.2023/0004661-9;Certificado de Conclusão;9619-21-SP-ALV
6411c10e64ec1900085cb4ef;26405-23-SP-CCE;1020.2023/0004793-3;Certificado de Conclusão; 6756-21-SP-ALV
6411f89bda28d00008c888d7;26417-23-SP-CCE;1020.2023/0004517-5;Certificado de Conclusão;4284-21-SP-ALV
641218e9fb89600008fcff91;26431-23-SP-CCE;1020.2023/0004882-4;Certificado de Conclusão;2569-21-SP-ALV
64122f046460f10008eab468;26443-23-SP-CCE;1020.2023/0004527-2;Certificado de Conclusão;463-20-SP-SAO
64123a812bb9480008192b8e;26451-23-SP-CCE;1020.2023/0004528-0;Certificado de Conclusão;242-20-SP-SAO
641311a73bf67c0008e2509f;26459-23-SP-CCE;1020.2023/0004604-0;Certificado de Conclusão;5549-21-SP-ALV
641316845788f70008b94e7d;26461-23-SP-CCE;1020.2023/0006578-8;Certificado de Conclusão;4476-21-SP-ALV
6413193ded47a40008c7b624;26463-23-SP-CCE;1020.2023/0004889-1;Certificado de Conclusão;5741-21-SP-ALV
64134b9f99afb40008aebee3;26474-23-SP-CCE;1020.2023/0008449-9;Certificado de Conclusão;6106-21-SP-ALV
64135b99731c0f00088af475;26480-23-SP-CCE;1020.2023/0004631-7;Certificado de Conclusão;15770-22-SP-ALV
641362bcc1f9930008918ccc;26483-23-SP-CCE;1020.2023/0004630-9;Certificado de Conclusão;8979-21-SP-ALV
64145b6766136f00083cb83f;26498-23-SP-CCE;1020.2023/0006766-7;Certificado de Conclusão;18496-22-SP-REF
6414822b8860cb000824496a;26511-23-SP-CCE;1020.2023/0004730-5;Certificado de Conclusão;11224-22-SP-ALV
64189160b6bac7000885e9b1;26567-23-SP-CCE;1020.2023/0004863-8;Certificado de Conclusão;4006-21-SP-ALV
64189288f3eaf800083e8856;26568-23-SP-CCE;1020.2023/0004869-7;Certificado de Conclusão;11486-22-SP-ALV
6418b7014cd8650009027c7f;26586-23-SP-CCE;1020.2023/0005120-5;Certificado de Conclusão;7606-21-SP-ALV
6418c033e1a95700085cd7c9;26590-23-SP-CCE;1020.2023/0004872-7;Certificado de Conclusão;4207-21-SP-ALV
6419c69c8109ef0008e2d45e;26622-23-SP-CCE;1020.2023/0005302-0;Certificado de Conclusão;10116-22-SP-ALV
6419caa28109ef0008e2d6b5;26624-23-SP-CCE;1020.2023/0005197-3;Certificado de Conclusão;9852-22-SP-ALV
6419f89adc2d330008b46744;26634-23-SP-CCE;1020.2023/0004930-8;Certificado de Conclusão;19602-22-SP-ALV
641a010fc41c1c0008bfed1f;26639-23-SP-CCE;1020.2023/0005303-8;Certificado de Conclusão;12096-22-SP-ALV
641af84458998e0008d0966b;26656-23-SP-CCE;1020.2023/0005703-3;Certificado de Conclusão;3944-21-SP-REF
641b03b89d10c700089206a9;26659-23-SP-CCE;1020.2023/0004976-6;Certificado de Conclusão;9839-22-SP-ALV
641b32f205e6370008ce4015;26674-23-SP-CCE;1020.2023/0005315-1;Certificado de Conclusão;8007-21-SP-ALV
641b3d3f3c9ce400081b7a07;26678-23-SP-CCE;1020.2023/0005317-8;Certificado de Conclusão;17311-22-SP-ALV
641b58229894f10008beb371;26686-23-SP-CCE;1020.2023/0005318-6;Certificado de Conclusão;3847-21-SP-ALV
641b5a97239d9f0008fb8a2b;26687-23-SP-CCE;1020.2023/0005319-4;Certificado de Conclusão;8341-21-SP-ALV
641b8e3075182f0008d34eff;26697-23-SP-CCE;1020.2023/0005117-5;Certificado de Conclusão;12838-22-SP-ALV
641db41c817aba0008c2255a;26757-23-SP-CCE;1020.2023/0005583-9;Certificado de Conclusão;17529-22-SP-ALV
641dcd085f4fac0008c73096;26763-23-SP-CCE;1020.2023/0005209-0;Certificado de Conclusão;961-21-SP-SAO
641de4c38dbf730008d75256;26771-23-SP-CCE;1020.2023/0005208-2;Certificado de Conclusão;809-20-SP-SAO
6421c2dcf41c730008bbf811;26821-23-SP-CCE;1020.2023/0005263-5;Certificado de Conclusão;19360-22-SP-ALV
6421d49cc8561e0008eb53e2;26824-23-SP-CCE;1020.2023/0005588-0;Certificado de Conclusão;9944-22-SP-ALV
6421fd67f918fa0008f75aa1;26839-23-SP-CCE;1020.2023/0005723-8;Certificado de Conclusão;6812-21-SP-ALV
6422e6f718edd400087612e4;26861-23-SP-CCE;1020.2023/0005861-7;Certificado de Conclusão;5221-21-SP-ALV
6422ec761d8507000874f5ba;26863-23-SP-CCE;1020.2023/0005724-6;Certificado de Conclusão;6633-21-SP-ALV
64230b7ac8171e00083c2402;26874-23-SP-CCE;1020.2023/0005839-0;Certificado de Conclusão;6973-21-SP-ALV
6423181499e7a8000874c167;26875-23-SP-CCE;1020.2023/0005457-3;Certificado de Conclusão;6162-21-SP-ALV
642323d22b0b6a0008df3d8c;26879-23-SP-CCE;1020.2023/0005860-9;Certificado de Conclusão;4474-21-SP-ALV
6423299ee731ac00083900f3;26886-23-SP-CCE;1020.2023/0005460-3;Certificado de Conclusão;413-20-SP-SAO
64233610e015850008bbf3ad;26889-23-SP-CCE;1020.2023/0005348-8;Certificado de Conclusão; 1841-21-SP-SAO
64233948790cc9000840aa95;26891-23-SP-CCE;1020.2023/0005349-6;Certificado de Conclusão;22360-22-SP-MOD
6423458e4bf0ea0008e80f4c;26899-23-SP-CCE;1020.2023/0006798-5;Certificado de Conclusão;10188-22-SP-INT
6424406a6061df00084641b4;26924-23-SP-CCE;1020.2023/0005851-0;Certificado de Conclusão;6928-21-SP-ALV
64245d1dccd84200080c8ae8;26931-23-SP-CCE;1020.2023/0005862-5;Certificado de Conclusão;22180-22-SP-ALV
64247ca3e916ec0008a73c37;26940-23-SP-CCE;1020.2023/0005871-4;Certificado de Conclusão;11497-22-SP-ALV
6424abac8719780008d9434d;26958-23-SP-CCE;1020.2023/0005648-7;Certificado de Conclusão;24586-23-SP-REF
642593254de1bb00083ce87a;26987-23-SP-CCE;1020.2023/0005657-6;Certificado de Conclusão;267-20-SP-SAO
6425a22126f1810008e0c5ea;26998-23-SP-CCE;1020.2023/0006020-4;Certificado de Conclusão;13559-22-SP-ALV
6425aac16d745200081aa6cc;27001-23-SP-CCE;1020.2023/0005650-9;Certificado de Conclusão;3413-21-SP-ALV
6425cb1a392aa300089b2704;27006-23-SP-CCE;1020.2023/0005658-4;Certificado de Conclusão;22997-22-SP-ALV
642628e06e4c700008720757;27038-23-SP-CCE;1020.2023/0006150-2;Certificado de Conclusão;8728-21-SP-ALV
6426f33b9ff12d0008e1da35;27050-23-SP-CCE;1020.2023/0006149-9;Certificado de Conclusão;13077-22-SP-ALV
64270635ba0f880008bc7d80;27059-23-SP-CCE;1020.2023/0006664-4;Certificado de Conclusão;5846-21-SP-ALV
64271a0ca69d620008e4196d;27065-23-SP-CCE;1020.2023/0006670-9;Certificado de Conclusão;16093-22-SP-REF
642723b220843000088db39a;27070-23-SP-CCE;1020.2023/0005748-3;Certificado de Conclusão;22397-22-SP-REF
6427574da91cc0000832fc27;27093-23-SP-CCE;1020.2023/0006158-8;Certificado de Conclusão;16936-22-SP-ALV
642ad15e6987d400088e0f54;27103-23-SP-CCE;1020.2023/0006157-0;Certificado de Conclusão;12095-22-SP-ALV
642ad18e2c02ef0008500f76;27105-23-SP-CCE;1020.2023/0005948-6;Certificado de Conclusão;8004-21-SP-ALV
642ade0141258d0008dee844;27109-23-SP-CCE;1020.2023/0005947-8;Certificado de Conclusão;8966-21-SP-ALV
642adfa4c5bfbc0008a84a96;27110-23-SP-CCE;1020.2023/0005765-3;Certificado de Conclusão;6580-21-SP-ALV
642af8529b56ec0008738f22;27119-23-SP-CCE;1020.2023/0006159-6;Certificado de Conclusão;15980-22-SP-ALV
642c31c1fe9111000884d786;27159-23-SP-CCE;1020.2023/0005970-2;Certificado de Conclusão;23460-22-SP-MOD
642c330c1c2ce30008a0eec1;27161-23-SP-CCE;1020.2023/0005969-9;Certificado de Conclusão;19555-22-SP-ALV
642c600807714d00083d1002;27175-23-SP-CCE;1020.2023/0005977-0;Certificado de Conclusão;760-20-SP-SAO
642c8d71ea15930008441486;27197-23-SP-CCE;1020.2023/0007107-9;Certificado de Conclusão;1701-21-SP-SAO
642d6a4389bee3000877f534;27212-23-SP-CCE;1020.2023/0006255-0;Certificado de Conclusão;4344-21-SP-ALV
642d94e5c9a971000822e0dc;27229-23-SP-CCE;1020.2023/0006346-7;Certificado de Conclusão;1744-21-SP-SAO
642dc43cf2d94700082fab7d;27244-23-SP-CCE;1020.2023/0006584-2;Certificado de Conclusão;9428-21-SP-ALV
642ec8550005750008501580;27267-23-SP-CCE;1020.2023/0006165-0;Certificado de Conclusão;24767-23-SP-ALV
642ed2a64e2c2400091ecf74;27268-23-SP-CCE;1020.2023/0006434-0;Certificado de Conclusão;8871-21-SP-ALV
642ed90b7d81c90008f25781;27270-23-SP-CCE;1020.2023/0006588-5;Certificado de Conclusão;6828-21-SP-ALV
642eedf1da50960008d42e18;27275-23-SP-CCE;1020.2023/0006436-6;Certificado de Conclusão;4409-21-SP-REF
642f2416797f780008b683fb;27288-23-SP-CCE;1020.2023/0006591-5;Certificado de Conclusão;9527-21-SP-ALV
64342836ace0380008ea73ce;27316-23-SP-CCE;1020.2023/0006273-8;Certificado de Conclusão; 15415-22-SP-REF
643455bafef7670008228a0b;27325-23-SP-CCE;1020.2023/0006278-9;Certificado de Conclusão;15291-22-SP-MOD
6434800193e3ad00080c39fe;27343-23-SP-CCE;1020.2023/0006598-2;Certificado de Conclusão;1537-21-SP-SAO
64359a790b37370008e80b81;27374-23-SP-CCE;1020.2023/0006655-5;Certificado de Conclusão;13610-22-SP-ALV
6435aa7e1d051c0008bb7d0c;27380-23-SP-CCE;1020.2023/0006859-0;Certificado de Conclusão;6847-21-SP-ALV
6436a4acce9df900089c3dce;27411-23-SP-CCE;1020.2023/0006466-8;Certificado de Conclusão;7984-21-SP-ALV
6436ca0c1cebca0009174b01;27423-23-SP-CCE;1020.2023/0006785-3;Certificado de Conclusão;13128-22-SP-ALV SEI: 1020.2022/0008221-4
64372f3739301e0008d7889c;27451-23-SP-CCE;1020.2023/0006904-0;Certificado de Conclusão;4936-21-SP-ALV
6437fc67545ade00086aa6c1;27459-23-SP-CCE;1020.2023/0006675-0;Certificado de Conclusão;11805-22-SP-ALV
6437fe0da5b5f1000868a877;27462-23-SP-CCE;1020.2023/0006601-6;Certificado de Conclusão;1090-21-SP-SAO
