n_protocolo;n_processo;data_comuniquese;coord_comuniquese;data_extracao
30248/2020;1020.2020/0003275-2;16/12/2021;GTEC;2024.07.02
30250/2021;1020.2020/0007014-0;04/08/2021;GTEC;2024.07.02
30438/2020;1020.2020/0002422-9;06/01/2021;GTEC;2024.07.02
30442/2022;1020.2020/0001634-0;03/07/2023;GTEC;2024.07.02
30492/2022;1020.2021/0002402-6;24/08/2022;GTEC;2024.07.02
30634/2022;1020.2020/0004986-8;06/07/2022;GTEC;2024.07.02
30634/2022;1020.2020/0004986-8;12/09/2022;GTEC;2024.07.02
30634/2022;1020.2020/0004986-8;13/06/2023;GTEC;2024.07.02
30769/2022;1020.2020/0003603-0;11/07/2022;GTEC;2024.07.02
31073/2020;1020.2020/0003280-9;03/02/2022;GTEC;2024.07.02
31154/2021;1020.2021/0009486-5;24/01/2023;GTEC;2024.07.02
31194/2022;1020.2022/0011695-0;13/02/2023;GTEC;2024.07.02
31451/2020;1020.2021/0003843-4;31/01/2023;GTEC;2024.07.02
31552/2021;1020.2021/0009494-6;19/09/2022;GTEC;2024.07.02
32072/2023;1020.2021/0013867-6;15/05/2024;GTEC;2024.07.02
32072/2023;1020.2021/0013867-6;27/02/2024;GTEC;2024.07.02
32219/2021;1020.2021/0010047-4;10/10/2022;GTEC;2024.07.02
32219/2021;1020.2021/0010047-4;29/08/2022;GTEC;2024.07.02
32310/2023;1020.2023/0020119-3;08/05/2024;GTEC;2024.07.02
32362/2020;1020.2020/0013684-1;14/02/2024;GTEC;2024.07.02
32499/2021;1020.2021/0010049-0;21/06/2022;GTEC;2024.07.02
3260/2024;1020.2021/0007878-9;12/06/2024;GTEC;2024.07.02
32661/2020;1020.2020/0002659-0;16/03/2021;GTEC;2024.07.02
3277/2022;1020.2020/0003274-4;31/01/2022;GTEC;2024.07.02
32907/2021;1020.2021/0010909-9;06/02/2024;GTEC;2024.07.02
32977/2023;1020.2020/0004982-5;27/02/2024;GTEC;2024.07.02
3304/2022;1020.2020/0000994-7;11/04/2022;GTEC;2024.07.02
33109/2020;1020.2020/0004990-6;04/01/2023;GTEC;2024.07.02
33167/2020;1020.2020/0002712-0;01/06/2021;GTEC;2024.07.02
33167/2020;1020.2020/0002712-0;15/04/2021;GTEC;2024.07.02
33238/2021;1020.2021/0010054-7;13/03/2024;GTEC;2024.07.02
33390/2020;1020.2020/0004984-1;27/06/2023;GTEC;2024.07.02
33417/2021;1020.2020/0000369-8;02/05/2022;GTEC;2024.07.02
33417/2021;1020.2020/0000369-8;10/01/2022;GTEC;2024.07.02
33417/2021;1020.2020/0000369-8;30/08/2021;GTEC;2024.07.02
33607/2020;1020.2020/0001900-4;06/12/2021;GTEC;2024.07.02
33607/2020;1020.2020/0001900-4;28/09/2021;GTEC;2024.07.02
33735/2020;1020.2020/0004982-5;20/04/2023;GTEC;2024.07.02
33836/2020;1020.2020/0004736-9;05/06/2023;GTEC;2024.07.02
34344/2021;1020.2020/0001000-7;19/01/2022;GTEC;2024.07.02
34344/2021;1020.2020/0001000-7;28/03/2022;GTEC;2024.07.02
34394/2021;1020.2020/0000599-2;24/01/2022;GTEC;2024.07.02
34550/2021;1020.2021/0015655-0;23/10/2023;GTEC;2024.07.02
34673/2020;1020.2020/0002654-0;02/03/2021;GTEC;2024.07.02
34673/2020;1020.2020/0002654-0;26/05/2021;GTEC;2024.07.02
34769/2023;1020.2023/0019610-6;01/04/2024;GTEC;2024.07.02
34782/2021;1020.2021/0010336-8;05/04/2022;GTEC;2024.07.02
34937/2020;1020.2020/0001980-2;08/03/2021;GTEC;2024.07.02
34953/2020;1020.2020/0002423-7;06/01/2021;GTEC;2024.07.02
35049/2023;1020.2022/0006831-9;12/09/2023;GTEC;2024.07.02
35049/2023;1020.2022/0006831-9;27/12/2023;GTEC;2024.07.02
35132/2021;1020.2020/0001947-0;24/01/2022;GTEC;2024.07.02
35170/2020;1020.2020/0005337-7;26/07/2023;GTEC;2024.07.02
35318/2023;1020.2020/0013147-5;24/11/2023;GTEC;2024.07.02
35379/2022;1020.2020/0003666-9;18/07/2022;GTEC;2024.07.02
3541/2021;1020.2021/0002973-7;27/03/2024;GTEC;2024.07.02
3550/2022;1020.2022/0002986-0;22/03/2024;GTEC;2024.07.02
35610/2023;1020.2021/0012244-3;10/05/2024;GTEC;2024.07.02
35610/2023;1020.2021/0012244-3;22/02/2024;GTEC;2024.07.02
35637/2021;1020.2021/0010813-0;20/12/2021;GTEC;2024.07.02
35691/2022;1020.2020/0003667-7;23/08/2022;GTEC;2024.07.02
35816/2020;1020.2020/0001922-5;03/03/2021;GTEC;2024.07.02
36075/2023;1020.2020/0009086-8;22/02/2024;GTEC;2024.07.02
36094/2020;1020.2020/0003676-6;10/03/2022;GTEC;2024.07.02
36157/2020;1020.2020/0003679-0;11/05/2022;GTEC;2024.07.02
36164/2020;1020.2020/0005339-3;11/12/2023;GTEC;2024.07.02
3618/2024;1020.2020/0011248-9;06/02/2024;GTEC;2024.07.02
36342/2021;1020.2021/0012635-0;03/01/2023;GTEC;2024.07.02
36442/2020;1020.2020/0003140-3;21/06/2021;GTEC;2024.07.02
36513/2023;1020.2020/0005657-0;28/09/2023;GTEC;2024.07.02
36630/2021;1020.2020/0003135-7;24/01/2022;GTEC;2024.07.02
36658/2020;1020.2020/0002660-4;10/02/2021;GTEC;2024.07.02
36691/2022;1020.2021/0000301-0;08/08/2022;GTEC;2024.07.02
36733/2020;1020.2020/0002658-2;03/11/2021;GTEC;2024.07.02
36733/2020;1020.2020/0002658-2;15/03/2021;GTEC;2024.07.02
36866/2021;1020.2020/0013151-3;31/08/2021;GTEC;2024.07.02
37019/2021;1020.2020/0005421-7;27/02/2024;GTEC;2024.07.02
37220/2020;1020.2020/0002674-4;25/03/2021;GTEC;2024.07.02
37254/2020;1020.2020/0002657-4;11/03/2021;GTEC;2024.07.02
37290/2020;1020.2020/0004983-3;06/06/2023;GTEC;2024.07.02
37421/2023;1020.2020/0004983-3;03/05/2024;GTEC;2024.07.02
37421/2023;1020.2020/0004983-3;21/02/2024;GTEC;2024.07.02
37523/2021;1020.2021/0012248-6;19/05/2022;GTEC;2024.07.02
37552/2020;1020.2020/0003146-2;27/10/2021;GTEC;2024.07.02
37797/2020;1020.2020/0003276-0;17/12/2021;GTEC;2024.07.02
37893/2020;1020.2020/0004981-7;11/06/2024;GTEC;2024.07.02
37950/2020;1020.2020/0002718-0;22/02/2022;GTEC;2024.07.02
37950/2020;1020.2020/0002718-0;24/05/2021;GTEC;2024.07.02
37950/2020;1020.2020/0002718-0;27/06/2022;GTEC;2024.07.02
37950/2020;1020.2020/0002718-0;28/09/2021;GTEC;2024.07.02
38211/2023;1020.2020/0009087-6;13/03/2024;GTEC;2024.07.02
38221/2022;1020.2020/0003280-9;23/08/2022;GTEC;2024.07.02
38448/2021;1020.2021/0011676-1;26/04/2024;GTEC;2024.07.02
38541/2020;1020.2020/0004986-8;12/01/2022;GTEC;2024.07.02
38639/2020;1020.2020/0002417-2;03/09/2021;GTEC;2024.07.02
38639/2020;1020.2020/0002417-2;06/04/2021;GTEC;2024.07.02
38803/2020;1020.2020/0003666-9;07/03/2022;GTEC;2024.07.02
38803/2020;1020.2020/0003666-9;08/04/2022;GTEC;2024.07.02
38950/2021;1020.2020/0001602-1;24/01/2022;GTEC;2024.07.02
3901/2023;1020.2021/0012959-6;10/02/2023;GTEC;2024.07.02
3901/2023;1020.2021/0012959-6;19/04/2023;GTEC;2024.07.02
39055/2021;1020.2020/0000692-1;26/01/2022;GTEC;2024.07.02
39081/2021;1020.2021/0012244-3;03/05/2023;GTEC;2024.07.02
39122/2020;1020.2020/0001949-7;16/08/2021;GTEC;2024.07.02
39125/2020;1020.2020/0002655-8;10/03/2021;GTEC;2024.07.02
39125/2020;1020.2020/0002655-8;30/08/2021;GTEC;2024.07.02
39236/2022;1020.2020/0005646-5;12/06/2023;GTEC;2024.07.02
39236/2022;1020.2020/0005646-5;17/04/2023;GTEC;2024.07.02
39236/2022;1020.2020/0005646-5;27/02/2024;GTEC;2024.07.02
39236/2022;1020.2020/0005646-5;29/08/2022;GTEC;2024.07.02
39285/2021;1020.2021/0012247-8;02/08/2023;GTEC;2024.07.02
39540/2020;1020.2020/0002653-1;01/03/2021;GTEC;2024.07.02
39604/2021;1020.2021/0015755-7;04/09/2023;GTEC;2024.07.02
39699/2022;1020.2020/0003669-3;24/08/2022;GTEC;2024.07.02
39776/2020;1020.2020/0001963-2;02/03/2021;GTEC;2024.07.02
39848/2020;1020.2020/0001964-0;08/03/2021;GTEC;2024.07.02
39854/2020;1020.2020/0004991-4;07/10/2022;GTEC;2024.07.02
39854/2020;1020.2020/0004991-4;20/07/2022;GTEC;2024.07.02
39952/2020;1020.2020/0004195-6;01/04/2024;GTEC;2024.07.02
39952/2020;1020.2020/0004195-6;27/09/2022;GTEC;2024.07.02
39994/2020;1020.2020/0003138-1;18/06/2021;GTEC;2024.07.02
40168/2020;1020.2020/0002711-2;15/04/2021;GTEC;2024.07.02
40169/2020;1020.2020/0002713-9;03/06/2021;GTEC;2024.07.02
40172/2020;1020.2020/0003665-0;09/03/2022;GTEC;2024.07.02
40212/2020;1020.2020/0002714-7;04/06/2021;GTEC;2024.07.02
40264/2020;1020.2020/0002716-3;08/06/2021;GTEC;2024.07.02
40264/2020;1020.2020/0002716-3;26/07/2021;GTEC;2024.07.02
40295/2020;1020.2020/0002717-1;14/06/2021;GTEC;2024.07.02
40322/2020;1020.2020/0004414-9;27/01/2023;GTEC;2024.07.02
40388/2020;1020.2020/0003136-5;17/06/2021;GTEC;2024.07.02
40466/2023;1020.2020/0005338-5;01/03/2024;GTEC;2024.07.02
40611/2020;1020.2020/0003667-7;07/03/2022;GTEC;2024.07.02
40611/2020;1020.2020/0003667-7;08/04/2022;GTEC;2024.07.02
40685/2020;1020.2020/0003673-1;02/05/2022;GTEC;2024.07.02
40685/2020;1020.2020/0003673-1;08/03/2022;GTEC;2024.07.02
40685/2020;1020.2020/0003673-1;24/05/2022;GTEC;2024.07.02
40718/2020;1020.2020/0002720-1;08/10/2021;GTEC;2024.07.02
40718/2020;1020.2020/0002720-1;09/08/2021;GTEC;2024.07.02
40718/2020;1020.2020/0002720-1;14/06/2021;GTEC;2024.07.02
40747/2020;1020.2020/0002715-5;07/06/2021;GTEC;2024.07.02
40794/2022;1020.2020/0003678-2;14/09/2022;GTEC;2024.07.02
40886/2020;1020.2020/0003143-8;29/06/2021;GTEC;2024.07.02
41088/2021;1020.2021/0015658-5;28/03/2024;GTEC;2024.07.02
41203/2021;1020.2021/0012961-8;24/02/2023;GTEC;2024.07.02
41513/2022;1020.2020/0003679-0;02/12/2022;GTEC;2024.07.02
41513/2022;1020.2020/0003679-0;14/09/2022;GTEC;2024.07.02
41546/2020;1020.2020/0003141-1;21/06/2021;GTEC;2024.07.02
41689/2021;1020.2021/0012959-6;29/08/2022;GTEC;2024.07.02
41692/2020;1020.2020/0006084-5;22/01/2024;GTEC;2024.07.02
41810/2021;1020.2021/0012967-7;23/01/2023;GTEC;2024.07.02
41829/2020;1020.2020/0003145-4;18/01/2022;GTEC;2024.07.02
41829/2020;1020.2020/0003145-4;18/10/2021;GTEC;2024.07.02
41836/2021;1020.2021/0014703-9;04/04/2023;GTEC;2024.07.02
42101/2021;1020.2021/0014164-2;12/09/2022;GTEC;2024.07.02
42394/2020;1020.2020/0004410-6;04/05/2021;GTEC;2024.07.02
42654/2021;1020.2021/0018614-0;13/03/2024;GTEC;2024.07.02
42656/2021;1020.2021/0017796-5;20/02/2024;GTEC;2024.07.02
43058/2021;1020.2020/0002712-0;03/02/2022;GTEC;2024.07.02
43078/2021;1020.2020/0001635-8;04/07/2023;GTEC;2024.07.02
43078/2021;1020.2020/0001635-8;07/12/2023;GTEC;2024.07.02
43219/2020;1020.2020/0004544-7;27/01/2023;GTEC;2024.07.02
43285/2021;1020.2021/0013566-9;25/03/2024;GTEC;2024.07.02
43304/2020;1020.2020/0004551-0;05/04/2023;GTEC;2024.07.02
43379/2021;1020.2021/0013867-6;01/06/2023;GTEC;2024.07.02
43379/2021;1020.2021/0013867-6;24/02/2023;GTEC;2024.07.02
43442/2020;1020.2020/0004552-8;12/04/2023;GTEC;2024.07.02
436/2023;1020.2021/0004104-4;16/06/2023;GTEC;2024.07.02
436/2023;1020.2021/0004104-4;19/10/2023;GTEC;2024.07.02
43857/2020;1020.2020/0003274-4;29/10/2021;GTEC;2024.07.02
43936/2020;1020.2020/0003605-7;19/01/2022;GTEC;2024.07.02
44654/2021;1020.2021/0014707-1;18/12/2023;GTEC;2024.07.02
44669/2021;1020.2021/0016908-3;15/01/2024;GTEC;2024.07.02
44933/2020;1020.2020/0005651-1;09/08/2022;GTEC;2024.07.02
44933/2020;1020.2020/0005651-1;20/06/2022;GTEC;2024.07.02
44961/2020;1020.2020/0006353-4;21/12/2022;GTEC;2024.07.02
45395/2020;1020.2020/0003599-9;23/12/2021;GTEC;2024.07.02
45441/2023;1020.2020/0004984-1;04/03/2024;GTEC;2024.07.02
45469/2020;1020.2020/0003718-5;12/05/2022;GTEC;2024.07.02
45490/2020;1020.2020/0003279-5;21/12/2021;GTEC;2024.07.02
4567/2021;1020.2021/0002312-7;08/12/2023;GTEC;2024.07.02
45720/2020;1020.2020/0008508-2;12/07/2021;GTEC;2024.07.02
45736/2020;1020.2020/0003678-2;05/04/2022;GTEC;2024.07.02
45736/2020;1020.2020/0003678-2;11/03/2022;GTEC;2024.07.02
45746/2020;1020.2020/0003664-2;07/02/2022;GTEC;2024.07.02
45820/2020;1020.2020/0005657-0;05/04/2023;GTEC;2024.07.02
45820/2020;1020.2020/0005657-0;16/06/2023;GTEC;2024.07.02
45852/2021;1020.2020/0001510-6;04/02/2022;GTEC;2024.07.02
45867/2021;1020.2021/0015275-0;24/01/2023;GTEC;2024.07.02
45914/2020;1020.2020/0003669-3;07/03/2022;GTEC;2024.07.02
45914/2020;1020.2020/0003669-3;30/05/2022;GTEC;2024.07.02
4604/2022;1020.2020/0001344-8;07/06/2022;GTEC;2024.07.02
4604/2022;1020.2020/0001344-8;18/04/2022;GTEC;2024.07.02
46366/2021;1020.2021/0014709-8;22/03/2024;GTEC;2024.07.02
46427/2021;1020.2021/0014614-8;04/02/2022;GTEC;2024.07.02
46474/2020;1020.2020/0003272-8;03/11/2021;GTEC;2024.07.02
46476/2020;1020.2020/0003603-0;11/01/2022;GTEC;2024.07.02
46573/2022;1020.2020/0005651-1;13/12/2022;GTEC;2024.07.02
46573/2022;1020.2020/0005651-1;31/01/2023;GTEC;2024.07.02
46614/2020;1020.2020/0003600-6;10/01/2022;GTEC;2024.07.02
46614/2020;1020.2020/0003600-6;16/03/2022;GTEC;2024.07.02
46679/2021;1020.2021/0014616-4;20/05/2024;GTEC;2024.07.02
46759/2020;1020.2020/0004194-8;30/08/2022;GTEC;2024.07.02
47255/2021;1020.2021/0016100-7;11/06/2024;GTEC;2024.07.02
47334/2020;1020.2020/0003273-6;10/11/2021;GTEC;2024.07.02
47426/2020;1020.2020/0003270-1;28/10/2021;GTEC;2024.07.02
47493/2020;1020.2020/0003596-4;22/12/2021;GTEC;2024.07.02
47770/2020;1020.2020/0004197-2;28/09/2022;GTEC;2024.07.02
47878/2022;1020.2022/0009065-9;13/12/2022;GTEC;2024.07.02
47952/2021;1020.2020/0001348-0;02/02/2022;GTEC;2024.07.02
48047/2020;1020.2020/0005333-4;17/10/2023;GTEC;2024.07.02
48047/2020;1020.2020/0005333-4;24/07/2023;GTEC;2024.07.02
48256/2020;1020.2020/0004411-4;26/01/2023;GTEC;2024.07.02
48430/2020;1020.2020/0003278-7;20/12/2021;GTEC;2024.07.02
48432/2022;1020.2020/0004191-3;11/11/2022;GTEC;2024.07.02
48485/2020;1020.2020/0004190-5;17/05/2022;GTEC;2024.07.02
48513/2020;1020.2020/0004547-1;14/02/2023;GTEC;2024.07.02
48513/2020;1020.2020/0004547-1;18/05/2023;GTEC;2024.07.02
48599/2020;1020.2020/0003598-0;23/12/2021;GTEC;2024.07.02
48831/2021;1020.2021/0015133-8;16/02/2024;GTEC;2024.07.02
48858/2020;1020.2020/0005643-0;20/03/2024;GTEC;2024.07.02
49027/2021;1020.2021/0015143-5;21/07/2023;GTEC;2024.07.02
49227/2023;1020.2023/0024422-4;01/07/2024;GTEC;2024.07.02
49229/2020;1020.2020/0003597-2;22/12/2021;GTEC;2024.07.02
49378/2020;1020.2020/0004733-4;05/06/2023;GTEC;2024.07.02
49378/2020;1020.2020/0004733-4;10/04/2023;GTEC;2024.07.02
49378/2020;1020.2020/0004733-4;17/07/2023;GTEC;2024.07.02
49378/2020;1020.2020/0004733-4;25/09/2023;GTEC;2024.07.02
49383/2020;1020.2020/0004553-6;12/05/2023;GTEC;2024.07.02
49468/2020;1020.2020/0011111-3;06/02/2024;GTEC;2024.07.02
49468/2020;1020.2020/0011111-3;23/05/2024;GTEC;2024.07.02
49533/2020;1020.2020/0011110-5;20/03/2024;GTEC;2024.07.02
49679/2020;1020.2020/0008717-4;22/04/2024;GTEC;2024.07.02
49679/2020;1020.2020/0008717-4;29/01/2024;GTEC;2024.07.02
49950/2020;1020.2020/0004738-5;05/06/2023;GTEC;2024.07.02
50002/2020;1020.2020/0004732-6;06/04/2023;GTEC;2024.07.02
50002/2020;1020.2020/0004732-6;08/05/2023;GTEC;2024.07.02
50002/2020;1020.2020/0004732-6;22/09/2023;GTEC;2024.07.02
50002/2020;1020.2020/0004732-6;28/08/2023;GTEC;2024.07.02
50204/2020;1020.2020/0004200-6;05/10/2022;GTEC;2024.07.02
50310/2022;1020.2020/0004192-1;13/12/2022;GTEC;2024.07.02
50383/2021;1020.2021/0017794-9;19/12/2022;GTEC;2024.07.02
50439/2020;1020.2020/0007640-7;07/06/2023;GTEC;2024.07.02
50476/2022;1020.2021/0018612-3;13/12/2022;GTEC;2024.07.02
50696/2021;1020.2021/0019208-5;17/02/2023;GTEC;2024.07.02
50750/2020;1020.2020/0004198-0;30/09/2022;GTEC;2024.07.02
50954/2020;1020.2020/0004191-3;18/05/2022;GTEC;2024.07.02
5106/2024;1020.2020/0004736-9;15/02/2024;GTEC;2024.07.02
51418/2020;1020.2020/0004192-1;23/05/2022;GTEC;2024.07.02
51428/2020;1020.2020/0014689-8;08/11/2022;GTEC;2024.07.02
51470/2020;1020.2020/0005660-0;03/09/2021;GTEC;2024.07.02
51470/2020;1020.2020/0005660-0;15/07/2021;GTEC;2024.07.02
51573/2020;1020.2020/0012217-4;16/05/2023;GTEC;2024.07.02
51658/2020;1020.2020/0004421-1;27/01/2021;GTEC;2024.07.02
51738/2021;1020.2021/0016465-0;07/11/2022;GTEC;2024.07.02
51832/2020;1020.2020/0004196-4;28/09/2022;GTEC;2024.07.02
5185/2022;1020.2020/0004410-6;06/07/2022;GTEC;2024.07.02
51865/2020;1020.2020/0004199-9;05/10/2022;GTEC;2024.07.02
51865/2020;1020.2020/0004199-9;06/12/2022;GTEC;2024.07.02
51942/2021;1020.2021/0019202-6;13/09/2022;GTEC;2024.07.02
52257/2020;1020.2020/0008503-1;19/02/2024;GTEC;2024.07.02
52370/2021;1020.2020/0001963-2;31/01/2022;GTEC;2024.07.02
5246/2021;1020.2021/0001244-3;28/01/2022;GTEC;2024.07.02
52468/2021;1020.2021/0018612-3;20/09/2022;GTEC;2024.07.02
52598/2020;1020.2020/0005844-1;27/03/2024;GTEC;2024.07.02
52730/2021;1020.2020/0002468-7;21/02/2024;GTEC;2024.07.02
52730/2021;1020.2020/0002468-7;27/02/2024;GTEC;2024.07.02
52746/2023;1020.2023/0028818-3;28/05/2024;GTEC;2024.07.02
52868/2020;1020.2020/0005644-9;13/03/2024;GTEC;2024.07.02
52938/2021;1020.2020/0001268-9;21/02/2024;GTEC;2024.07.02
53022/2020;1020.2020/0007979-1;21/09/2022;GTEC;2024.07.02
53146/2020;1020.2020/0006360-7;04/10/2021;GTEC;2024.07.02
53218/2020;1020.2020/0005656-2;25/05/2021;GTEC;2024.07.02
5324/2022;1020.2020/0001946-2;18/04/2022;GTEC;2024.07.02
53261/2020;1020.2020/0005646-5;21/03/2022;GTEC;2024.07.02
5335/2023;1020.2020/0011723-5;03/04/2023;GTEC;2024.07.02
53642/2020;1020.2020/0008236-9;08/07/2022;GTEC;2024.07.02
5376/2024;1020.2022/0011448-5;18/06/2024;GTEC;2024.07.02
5378/2021;1020.2020/0000996-3;05/04/2021;GTEC;2024.07.02
53894/2021;1020.2020/0001978-0;06/04/2022;GTEC;2024.07.02
54117/2022;1020.2020/0008236-9;07/03/2024;GTEC;2024.07.02
54117/2022;1020.2020/0008236-9;14/06/2023;GTEC;2024.07.02
54117/2022;1020.2020/0008236-9;19/12/2022;GTEC;2024.07.02
54355/2021;1020.2020/0007055-7;07/03/2023;GTEC;2024.07.02
54355/2021;1020.2020/0007055-7;12/05/2023;GTEC;2024.07.02
54355/2021;1020.2020/0007055-7;18/05/2022;GTEC;2024.07.02
5446/2022;1020.2021/0000655-9;06/05/2022;GTEC;2024.07.02
54469/2020;1020.2020/0007995-3;06/12/2021;GTEC;2024.07.02
54603/2021;1020.2021/0005866-4;18/04/2023;GTEC;2024.07.02
54603/2021;1020.2021/0005866-4;23/03/2022;GTEC;2024.07.02
54603/2021;1020.2021/0005866-4;24/08/2022;GTEC;2024.07.02
54834/2022;1020.2021/0014164-2;24/01/2023;GTEC;2024.07.02
54879/2023;1020.2021/0000528-5;05/03/2024;GTEC;2024.07.02
54981/2021;1020.2020/0003143-8;10/05/2022;GTEC;2024.07.02
54981/2021;1020.2020/0003143-8;25/03/2022;GTEC;2024.07.02
55036/2021;1020.2021/0018620-4;06/06/2022;GTEC;2024.07.02
551/2020;1020.2020/0013669-8;23/01/2024;GTEC;2024.07.02
55479/2022;1020.2020/0002660-4;19/03/2024;GTEC;2024.07.02
55479/2022;1020.2020/0002660-4;30/11/2023;GTEC;2024.07.02
55895/2020;1020.2020/0007928-7;12/09/2023;GTEC;2024.07.02
55895/2020;1020.2020/0007928-7;15/01/2024;GTEC;2024.07.02
56275/2021;1020.2020/0003312-0;01/03/2024;GTEC;2024.07.02
56275/2021;1020.2020/0003312-0;17/06/2024;GTEC;2024.07.02
56275/2021;1020.2020/0003312-0;22/02/2024;GTEC;2024.07.02
56322/2020;1020.2020/0007013-1;20/07/2021;GTEC;2024.07.02
56587/2020;1020.2020/0007055-7;07/06/2021;GTEC;2024.07.02
56848/2020;1020.2020/0007802-7;22/11/2022;GTEC;2024.07.02
56848/2020;1020.2020/0007802-7;23/01/2023;GTEC;2024.07.02
57112/2020;1020.2020/0007534-6;03/01/2024;GTEC;2024.07.02
57112/2020;1020.2020/0007534-6;24/06/2024;GTEC;2024.07.02
57139/2023;1020.2021/0012247-8;01/03/2024;GTEC;2024.07.02
57166/2021;1020.2022/0000104-4;30/03/2023;GTEC;2024.07.02
57271/2021;1020.2022/0000110-9;06/12/2023;GTEC;2024.07.02
57271/2021;1020.2022/0000110-9;07/03/2024;GTEC;2024.07.02
57271/2021;1020.2022/0000110-9;22/05/2023;GTEC;2024.07.02
57553/2022;1020.2023/0000813-0;27/03/2024;GTEC;2024.07.02
57698/2022;1020.2020/0011608-5;26/01/2023;GTEC;2024.07.02
57919/2020;1020.2020/0011106-7;16/02/2024;GTEC;2024.07.02
57919/2020;1020.2020/0011106-7;19/06/2024;GTEC;2024.07.02
58469/2020;1020.2020/0012983-7;10/04/2023;GTEC;2024.07.02
58469/2020;1020.2020/0012983-7;11/01/2023;GTEC;2024.07.02
58469/2020;1020.2020/0012983-7;28/11/2022;GTEC;2024.07.02
58522/2021;1020.2022/0002589-0;04/07/2022;GTEC;2024.07.02
59054/2020;1020.2020/0009330-1;07/03/2024;GTEC;2024.07.02
59054/2020;1020.2020/0009330-1;31/10/2023;GTEC;2024.07.02
59089/2021;1020.2020/0001568-8;23/03/2022;GTEC;2024.07.02
59322/2021;1020.2020/0002716-3;24/03/2022;GTEC;2024.07.02
59393/2021;1020.2020/0002713-9;24/03/2022;GTEC;2024.07.02
59393/2021;1020.2020/0002713-9;24/08/2022;GTEC;2024.07.02
59534/2020;1020.2020/0008100-1;01/03/2021;GTEC;2024.07.02
59552/2020;1020.2020/0008327-6;29/03/2022;GTEC;2024.07.02
5963/2022;1020.2020/0003141-1;04/04/2022;GTEC;2024.07.02
6004/2022;1020.2022/0001844-3;26/04/2024;GTEC;2024.07.02
60117/2023;1020.2024/0000372-5;25/03/2024;GTEC;2024.07.02
60240/2020;1020.2020/0008330-6;12/04/2021;GTEC;2024.07.02
60307/2020;1020.2020/0008230-0;09/11/2021;GTEC;2024.07.02
60402/2020;1020.2020/0008383-7;27/07/2022;GTEC;2024.07.02
60860/2020;1020.2020/0008378-0;27/05/2024;GTEC;2024.07.02
60941/2023;1020.2023/0029607-0;18/03/2024;GTEC;2024.07.02
61055/2021;1020.2021/0019421-5;27/03/2024;GTEC;2024.07.02
6106/2022;1020.2020/0007314-9;02/04/2024;GTEC;2024.07.02
61099/2020;1020.2020/0008581-3;07/02/2024;GTEC;2024.07.02
61232/2020;1020.2020/0011109-1;31/10/2023;GTEC;2024.07.02
61534/2020;1020.2020/0008810-3;07/02/2024;GTEC;2024.07.02
61534/2020;1020.2020/0008810-3;12/06/2024;GTEC;2024.07.02
61579/2020;1020.2020/0009177-5;07/06/2021;GTEC;2024.07.02
62314/2020;1020.2020/0009092-2;08/08/2022;GTEC;2024.07.02
62314/2020;1020.2020/0009092-2;20/06/2022;GTEC;2024.07.02
62466/2020;1020.2020/0009091-4;29/08/2022;GTEC;2024.07.02
62494/2020;1020.2020/0009090-6;01/08/2022;GTEC;2024.07.02
62672/2020;1020.2020/0011215-2;28/06/2023;GTEC;2024.07.02
62672/2020;1020.2020/0011215-2;29/11/2023;GTEC;2024.07.02
62712/2020;1020.2020/0012546-7;26/01/2023;GTEC;2024.07.02
62764/2020;1020.2020/0009089-2;26/07/2022;GTEC;2024.07.02
62777/2020;1020.2020/0009088-4;16/08/2023;GTEC;2024.07.02
62777/2020;1020.2020/0009088-4;16/09/2022;GTEC;2024.07.02
62777/2020;1020.2020/0009088-4;20/07/2022;GTEC;2024.07.02
64008/2020;1020.2020/0009087-6;19/05/2023;GTEC;2024.07.02
64094/2020;1020.2020/0009086-8;04/04/2023;GTEC;2024.07.02
64094/2020;1020.2020/0009086-8;19/05/2023;GTEC;2024.07.02
64902/2020;1020.2020/0011115-6;14/02/2024;GTEC;2024.07.02
64902/2020;1020.2020/0011115-6;29/05/2024;GTEC;2024.07.02
65203/2020;1020.2020/0012216-6;26/07/2022;GTEC;2024.07.02
65742/2020;1020.2020/0011248-9;11/12/2023;GTEC;2024.07.02
67264/2020;1020.2020/0012980-2;22/02/2023;GTEC;2024.07.02
67336/2020;1020.2020/0011723-5;26/09/2022;GTEC;2024.07.02
67571/2020;1020.2020/0013440-7;12/04/2023;GTEC;2024.07.02
67571/2020;1020.2020/0013440-7;29/07/2022;GTEC;2024.07.02
67617/2020;1020.2020/0011731-6;03/07/2023;GTEC;2024.07.02
68013/2020;1020.2020/0011608-5;12/08/2022;GTEC;2024.07.02
6811/2022;1020.2020/0011610-7;03/10/2022;GTEC;2024.07.02
6811/2022;1020.2020/0011610-7;12/05/2022;GTEC;2024.07.02
6811/2022;1020.2020/0011610-7;28/03/2022;GTEC;2024.07.02
68157/2020;1020.2020/0011610-7;12/01/2022;GTEC;2024.07.02
68179/2020;1020.2021/0014710-1;07/03/2023;GTEC;2024.07.02
6860/2021;1020.2021/0002402-6;28/04/2022;GTEC;2024.07.02
68799/2020;1020.2020/0011963-7;12/09/2022;GTEC;2024.07.02
68799/2020;1020.2020/0011963-7;16/08/2022;GTEC;2024.07.02
