processo,sql_incra
1020.2021/0003659-8,03005300358
1020.2020/0000672-7,03301400590
1020.2021/0000437-8,05112601264
1020.2021/0001941-3,18812801934
1020.2021/0011866-7,04609300168
1020.2021/0012365-2,04726900900
1020.2021/0012372-5,07803501168
1020.2021/0013648-7,15800700132
1020.2020/0012503-3,17517300562
1020.2021/0012803-4,10743500988
1020.2021/0012590-6,07329600407
1020.2021/0013199-0,10406501733
1020.2021/0013353-4,06713400191
1020.2021/0015983-5,04615300352
1020.2021/0014986-4,00405001150
1020.2021/0015710-7,03804300081
1020.2020/0003017-2,11811100952
1020.2020/0005121-8,13449500634
1020.2022/0000109-5,02507800534
1020.2022/0001553-3,02003401474
1020.2022/0001551-7,05018100354
1020.2022/0001425-1,15305900254
1020.2022/0003066-4,04807700472
1020.2022/0004243-3,16903200257
1020.2022/0009658-4,10707500388
1020.2022/0003752-9,19808900452
1020.2022/0004977-2,16001600138
1020.2022/0009968-0,29903512951
1020.2022/0006719-3,08006300021
1020.2022/0007913-2,08303205056
1020.2022/0008210-9,03917100037
1020.2022/0008637-6,08514400827
1020.2022/0008793-3,04124200439
1020.2022/0007058-5,08012600544
1020.2022/0009878-1,01213500249
1020.2022/0009668-1,10161000354
1020.2022/0009897-8,03806906548
1020.2022/0009897-8,03806906076
1020.2022/0010464-1,03702200177
1020.2022/0013328-5,30607900201
1020.2022/0008649-0,19705900794
1020.2022/0008616-3,05401600569
1020.2022/0013062-6,10134500236
1020.2022/0012441-3,06224200084
1020.2022/0010708-0,08602804725
1020.2022/0013164-9,12815600152
1020.2022/0016420-2,08241500181
1020.2022/0016202-1,07143000132
1020.2022/0012560-6,05329900379
1020.2022/0012806-0,07208600600
1020.2022/0018959-0,01003100678
1020.2022/0019277-0,01406105716
1020.2020/0000483-0,30408500627
1020.2022/0018526-9,03704500577
1020.2021/0002880-3,11606904808
1020.2022/0015023-6,08502600257
1020.2022/0019847-6,02407200330
1020.2022/0021404-8,01509900195
1020.2022/0021592-3,04307700279
1020.2022/0022079-0,30905200494
1020.2022/0023257-7,08500400595
1020.2023/0001199-8,06658900264
1020.2022/0024300-5,03705603205
1020.2023/0001836-4,04112304242
1020.2022/0023735-8,15202300361
1020.2022/0023833-8,01612306349
1020.2022/0023832-0,09005900067
1020.2023/0000805-9,14512300871
1020.2023/0000733-8,18102900244
1020.2023/0001131-9,01801702411
1020.2023/0001145-9,12103800523
1020.2023/0002295-7,13911400429
1020.2023/0003164-6,02106300069
1020.2022/0023054-0,19209500015
1020.2023/0002249-3,03103900147
1020.2023/0001517-9,01705800440
1020.2021/0018543-7,14502700559
1020.2023/0001487-3,05611500072
1020.2023/0005396-8,06415600230
1020.2023/0005498-0,03005600033
1020.2023/0006732-2,11501800281
1020.2023/0004601-5,12102400130
1020.2021/0006617-9,11233600094
1020.2023/0008227-5,01710100621
1020.2023/0007360-8,29908400736
1020.2023/0007442-6,01703800516
1020.2023/0002299-0,06907000709
1020.2023/0007572-4,03702001018
1020.2023/0008829-0,04410100025
1020.2023/0004563-9,06916400285
1020.2023/0008706-4,11605100233
1020.2023/0007017-0,10703100237
1020.2023/0007084-6,05416300541
1020.2023/0007501-5,03706300257
1020.2023/0011457-6,05817600341
1020.2023/0008649-1,08566001893
1020.2023/0008649-1,08566001451
1020.2023/0008649-1,08566000617
1020.2023/0013246-9,15512400206
1020.2023/0012005-3,00600302016
1020.2023/0013849-1,04306100243
1020.2023/0013955-2,02803200562
1020.2021/0011379-7,07305000248
1020.2021/0012927-8,30706600069
1020.2021/0011106-9,15023200395
1020.2020/0000024-9,05509000211
1020.2021/0011211-1,04818900702
1020.2021/0011538-2,10514700113
1020.2021/0009003-7,30901000121
1020.2020/0012732-0,11354100319
1020.2020/0004725-3,29903911783
1020.2020/0001073-2,07010600716
1020.2020/0004123-9,03604101557
1020.2021/0007277-2,04210600903
1020.2020/0008232-6,13518700323
1020.2020/0003428-3,14813100707
1020.2021/0005145-7,07651302257
1020.2021/0001011-4,05700800047
1020.2020/0004275-8,01616800739
1020.2023/0016045-4,09021900432
1020.2020/0011640-9,04002400263
1020.2023/0011817-2,02902500394
1020.2020/0004586-2,08541601854
1020.2020/0003331-7,16616500569
1020.2020/0002347-8,08958000201
1020.2023/0012072-0,04715800357
1020.2021/0004272-5,05402900124
1020.2023/0009674-8,05824900639
1020.2021/0005322-0,17516000352
1020.2020/0004861-6,15208500611
1020.2021/0007144-0,02604000571
1020.2021/0005866-4,12815800501
1020.2023/0012403-2,11837000807
1020.2020/0005315-6,08009106429
1020.2021/0004704-2,11151900280
1020.2023/0011870-9,15212400375
1020.2020/0008259-8,05127001233
1020.2020/0012810-5,09705800782
1020.2020/0008384-5,08709500480
1020.2021/0001772-0,11024100218
1020.2020/0006186-8,14005100065
1020.2020/0000855-0,08928800161
1020.2020/0011542-9,02109106972
1020.2020/0001609-9,04205800134
1020.2020/0005032-7,04514602167
1020.2020/0013370-2,11824901401
1020.2020/0015115-8,04220300368
1020.2023/0016396-8,04212700085
1020.2021/0001030-0,14007700221
1020.2020/0006384-4,06607100147
1020.2021/0014414-5,11009200894
1020.2021/0005682-3,06604800091
1020.2020/0013863-1,14606800525
1020.2020/0005299-0,16301300105
1020.2021/0003321-1,13023200407
1020.2023/0016148-5,00908800363
1020.2020/0012573-4,02500200280
1020.2021/0008973-0,07841900600
1020.2021/0007888-6,15227500125
1020.2020/0014004-0,13407300025
1020.2021/0010689-8,15517200043
1020.2020/0012132-1,13032703459
1020.2021/0007373-6,04824700159
1020.2020/0014144-6,03614500330
1020.2020/0006175-2,14724900309
1020.2021/0010313-9,13900800153
1020.2021/0016844-3,03205000171
1020.2021/0013382-8,06835701374
1020.2021/0012389-0,19905401279
1020.2021/0014690-3,11811700178
1020.2021/0014200-2,03613801949
1020.2021/0014311-4,10210500335
1020.2021/0016187-2,00100500110
1020.2021/0017321-8,11519000188
1020.2021/0016797-8,08801700954
1020.2020/0001346-4,11328000515
1020.2022/0001293-3,12042300429
1020.2022/0001758-7,04213005496
1020.2022/0001758-7,04213004899
1020.2021/0019775-3,10108300217
1020.2021/0018215-2,00502300124
1020.2022/0001093-0,83580490423
1020.2022/0000118-4,06612500778
1020.2020/0005116-1,03904600321
1020.2021/0019803-2,06011000207
1020.2022/0002244-0,07835500701
1020.2022/0003877-0,07025800376
1020.2022/0004573-4,11007400403
1020.2022/0004210-7,15319900197
1020.2020/0002329-0,04727500132
1020.2022/0005020-7,05103200279
1020.2022/0009968-0,29903507672
1020.2022/0007995-7,09015100217
1020.2022/0006409-7,01511700068
1020.2022/0008131-5,06212402264
1020.2022/0008356-3,01305900774
1020.2022/0006920-0,11804900086
1020.2022/0007787-3,14003900080
1020.2022/0006461-5,17227401481
1020.2022/0010397-1,01009300326
1020.2022/0012731-5,18107501550
1020.2022/0011958-4,11009100342
1020.2022/0012434-0,08530100141
1020.2022/0014594-1,06602600486
1020.2022/0016587-0,13118100086
1020.2020/0015793-8,29906106741
1020.2022/0013335-8,03601100241
1020.2022/0015249-2,01407805290
1020.2022/0016190-4,08304300508
1020.2022/0012556-8,08111800071
1020.2022/0015737-0,05620602397
1020.2022/0018561-7,01406800163
1020.2022/0019272-9,00604014821
1020.2022/0019277-0,01406106291
1020.2022/0015119-4,02904801121
1020.2022/0015131-3,08014600762
1020.2022/0019763-1,01213500052
1020.2022/0019763-1,01213500214
1020.2022/0019573-6,10113800087
1020.2022/0019576-0,24301000060
1020.2023/0000890-3,22905700775
1020.2022/0022562-7,15216900259
1020.2023/0001777-5,10403800470
1020.2023/0000656-0,01705800467
1020.2023/0003238-3,08634900134
1020.2023/0001836-4,04112303556
1020.2023/0001951-4,04528000301
1020.2022/0022360-8,03005400670
1020.2023/0001219-6,08558700125
1020.2023/0002575-1,04412500268
1020.2023/0003207-3,11841100012
1020.2020/0003174-8,30904500508
1020.2022/0022457-4,29904100770
1020.2023/0001309-5,01007501375
1020.2023/0001768-6,10143600256
1020.2023/0005339-9,04219100903
1020.2023/0003553-6,11249200120
1020.2023/0003573-0,02801800422
1020.2023/0004184-6,15914000016
1020.2023/0003846-2,04812401283
1020.2023/0001925-5,03613802295
1020.2023/0006811-6,19218100059
1020.2023/0008352-2,03219900194
1020.2023/0007848-0,05619400344
1020.2023/0012638-8,11136700705
1020.2023/0005095-0,16830000938
1020.2023/0008016-7,06206200353
1020.2023/0008548-7,08100300364
1020.2023/0004703-8,04620701084
1020.2023/0007614-3,01407500732
1020.2023/0008761-7,05522400145
1020.2023/0008985-7,05400100491
1020.2023/0013398-8,01901002993
1020.2023/0012911-5,07003800039
1020.2023/0011337-5,04100901585
1020.2023/0014505-6,17214400366
1020.2022/0000104-4,06025600295
1020.2021/0014002-6,05503900235
1020.2021/0010292-2,11246700556
1020.2023/0012855-0,10142500691
1020.2020/0007364-5,08625902014
1020.2020/0002711-2,23012300331
1020.2023/0016588-0,04205300212
1020.2020/0006385-2,01801701792
1020.2021/0000836-5,01214700543
1020.2023/0016617-7,10009200109
1020.2020/0008684-4,02502901316
1020.2021/0006283-1,13417600080
1020.2020/0007772-1,06616800199
1020.2020/0007054-9,08505500581
1020.2020/0003402-0,15523002436
1020.2021/0003902-3,15536700021
1020.2021/0006202-5,05803300144
1020.2023/0009549-0,08306300122
1020.2023/0014244-8,05121400111
1020.2020/0005998-7,10806600151
1020.2020/0007019-0,11927300249
1020.2020/0002561-6,13829500067
1020.2020/0008206-7,01408400162
1020.2020/0003436-4,14732500871
1020.2023/0009679-9,08000200031
1020.2020/0012179-8,13106300247
1020.2021/0005213-5,05821600499
1020.2023/0016986-9,04218600392
1020.2020/0005812-3,13413700323
1020.2021/0002353-4,04520800218
1020.2021/0006899-6,05133400551
1020.2021/0006172-0,11107500191
1020.2020/0012691-9,08616000410
1020.2021/0002094-2,10211800286
1020.2020/0000454-6,10906700778
1020.2020/0003287-6,30815200193
1020.2020/0001576-9,01502700999
1020.2020/0004601-0,08552001799
1020.2021/0000343-6,11034000437
1020.2021/0002282-1,03401300962
1020.2021/0008906-3,04105700073
1020.2021/0004020-0,10162700211
1020.2023/0014980-9,05308400695
1020.2021/0011722-9,10602200351
1020.2020/0004535-8,01002008654
1020.2021/0003468-4,01615100105
1020.2021/0002775-0,11726700592
1020.2021/0001384-9,05302800624
1020.2020/0004491-2,11320800083
1020.2020/0004563-3,11406100871
1020.2020/0012271-9,05729400179
1020.2020/0012041-4,05720400176
1020.2020/0014868-8,08618500186
1020.2020/0006898-6,05233700069
1020.2023/0016603-7,11634000225
1020.2020/0007364-5,08625901484
1020.2020/0005281-8,30611000315
1020.2020/0013315-0,04207300074
1020.2020/0001939-0,16021102052
1020.2020/0006010-1,01501300075
1020.2020/0011487-2,03107500641
1020.2020/0005137-4,04215600952
1020.2020/0002387-7,07630401736
1020.2023/0014244-8,05121400101
1020.2020/0005657-0,08700600611
1020.2020/0003112-8,19901100568
1020.2020/0005903-0,05204500091
1020.2021/0001545-0,11160800072
1020.2021/0013418-2,11506600157
1020.2020/0003025-3,15007900027
1020.2021/0014861-2,30902200302
1020.2022/0000147-8,05902500011
1020.2021/0014742-0,18802900271
1020.2021/0015039-0,11256700168
1020.2020/0001525-4,06740900175
1020.2020/0012576-9,11326900535
1020.2021/0015993-2,02400601054
1020.2021/0015283-0,06810801243
1020.2021/0018806-1,27800400441
1020.2021/0014764-0,10124000184
1020.2021/0016845-1,03206601347
1020.2022/0001311-5,08009300683
1020.2020/0000131-8,07837500016
1020.2022/0001759-5,08219900024
1020.2022/0007010-0,13317300042
1020.2022/0002412-5,11345100328
1020.2022/0002923-2,08506800110
1020.2022/0003893-2,11144900211
1020.2022/0004579-3,01003410073
1020.2022/0005619-1,06623200185
1020.2022/0009968-0,29903513117
1020.2022/0009968-0,29903512579
1020.2022/0008781-0,11209800518
1020.2022/0006923-4,02904401032
1020.2022/0007934-5,05127800411
1020.2022/0008440-3,04207901061
1020.2022/0008458-6,10302503861
1020.2022/0007137-9,06606401951
1020.2022/0010441-2,08512300558
1020.2022/0010834-5,04528900181
1020.2020/0005503-5,08620100254
1020.2022/0013708-6,04015000218
1020.2022/0016180-7,13514400570
1020.2022/0014447-3,03706400911
1020.2022/0013336-6,30008800011
1020.2022/0015925-0,08011200577
1020.2020/0001042-2,12322100055
1020.2022/0012628-9,01004700482
1020.2022/0015854-7,08606500143
1020.2022/0018563-3,03706300257
1020.2020/0000072-9,06502300677
1020.2021/0002880-3,11606904719
1020.2022/0019389-0,10152600476
1020.2020/0001104-6,14512901281
1020.2022/0017664-2,30901002221
1020.2023/0000382-0,11119200317
1020.2020/0007816-7,13903100047
1020.2022/0023012-4,03006300092
1020.2022/0024020-0,08514400266
1020.2020/0003043-1,02102901009
1020.2021/0019431-2,11411000421
1020.2022/0023900-8,08513500062
1020.2022/0022911-8,10107102683
1020.2023/0000632-3,01604803703
1020.2023/0001836-4,04112303769
1020.2023/0000006-6,30400100883
1020.2023/0000006-6,30400100727
1020.2023/0000362-6,03109501813
1020.2023/0003960-4,02002401322
1020.2023/0003432-7,03007900212
1020.2023/0004094-7,02803200457
1020.2023/0004262-1,02206905620
1020.2023/0001835-6,01006500405
1020.2023/0001835-6,01006500375
1020.2023/0005988-5,08606800074
1020.2023/0005476-0,16921200425
1020.2023/0005498-0,03005600335
1020.2023/0005513-8,13917500042
1020.2023/0004724-0,05614301232
1020.2023/0010143-1,02006301985
1020.2020/0004544-7,10107100206
1020.2023/0004907-3,08427400144
1020.2023/0008636-0,06718900451
1020.2023/0008639-4,01506000320
1020.2023/0008791-9,03303100101
1020.2023/0007611-9,08511500367
1020.2023/0010878-9,00905600071
1020.2023/0009451-6,11338900365
1020.2023/0008984-9,01611503361
1020.2023/0009993-3,03806900396
1020.2023/0009996-8,15722500258
1020.2023/0009996-8,15722500274
1020.2021/0011117-4,16110800146
1020.2021/0003056-5,07022300143
1020.2021/0004213-0,07623500155
1020.2021/0004497-3,10732300419
1020.2020/0002705-8,18713200061
1020.2020/0003629-4,10106600078
1020.2021/0007067-2,15601200441
1020.2021/0009191-2,04824900328
1020.2020/0006385-2,01801701482
1020.2023/0015890-5,08514300121
1020.2020/0003819-0,11720200741
1020.2021/0005171-6,12409107061
1020.2023/0015506-0,01003004229
1020.2023/0013466-6,00606700201
1020.2021/0001343-1,16819500423
1020.2020/0008895-2,16516500079
1020.2020/0005032-7,04514602264
1020.2023/0012275-7,05929900906
1020.2021/0008844-0,02802400142
1020.2020/0000002-8,14405100119
1020.2020/0007189-8,09532500022
1020.2021/0007171-7,11929500172
1020.2020/0002485-7,02105900917
1020.2021/0003189-8,11654100098
1020.2021/0005134-1,03917201372
1020.2023/0014958-2,08564705281
1020.2021/0008537-8,07832100184
1020.2020/0006935-4,13109701986
1020.2020/0012800-8,08303101536
1020.2021/0003546-0,15609300273
1020.2021/0003154-5,15500300406
1020.2020/0014031-8,08004700136
1020.2020/0007364-5,08625901050
1020.2022/0024437-0,16804500368
1020.2020/0004586-2,08541601080
1020.2020/0011647-6,07137900143
1020.2021/0005519-3,14514900787
1020.2023/0016467-0,06720600192
1020.2020/0015368-1,14000600558
1020.2020/0003035-0,03011800367
1020.2020/0004602-8,08718802011
1020.2020/0003587-5,11720500915
1020.2020/0015306-1,08560800158
1020.2021/0016325-5,15009700130
1020.2020/0012411-8,05306800203
1020.2020/0009277-1,11151101876
1020.2020/0003510-7,30700100145
1020.2021/0000578-1,01908300493
1020.2020/0011717-0,10140100546
1020.2021/0002510-3,01704200547
1020.2020/0010994-1,16725300013
1020.2023/0016937-0,08724200311
1020.2020/0003882-3,07609000388
1020.2020/0004651-6,11501300521
1020.2021/0003671-7,10201300086
1020.2021/0002083-7,03220000193
1020.2020/0007112-0,10726800235
1020.2023/0015214-1,08807800152
1020.2023/0012268-4,08240100759
1020.2023/0012600-0,07040300222
1020.2023/0015919-7,08014200632
1020.2020/0015196-4,26602100120
1020.2021/0005762-5,09036600065
1020.2021/0000756-3,06817200075
1020.2021/0005816-8,09114900394
1020.2021/0001906-5,04126600515
1020.2020/0007917-1,07600400324
1020.2020/0004428-9,16808000106
1020.2021/0012114-5,14813700747
1020.2021/0011879-9,05308200289
1020.2021/0013071-3,11808800116
1020.2021/0014172-3,01112400710
1020.2021/0015872-3,20304400376
1020.2021/0014468-4,05824000190
1020.2021/0017968-2,06014900101
1020.2021/0016611-4,07515500719
1020.2021/0017336-6,20305400256
1020.2021/0016691-2,13836102063
1020.2021/0017275-0,11744208335
1020.2021/0018524-0,15425600193
1020.2022/0000008-0,11134700376
1020.2020/0009290-9,30010000426
1020.2021/0018873-8,16534201101
1020.2022/0000247-4,12723400033
1020.2022/0001763-3,02407001036
1020.2022/0004453-3,04009400501
1020.2022/0003210-1,14928900511
1020.2022/0005130-0,05200400368
1020.2022/0007235-9,06911206766
1020.2022/0007109-3,20306100280
1020.2022/0009968-0,29903512307
1020.2022/0007795-4,04813900925
1020.2022/0005502-0,05132900501
1020.2022/0008367-9,02700701801
1020.2022/0008114-5,03510301171
1020.2022/0008286-9,23203400373
1020.2022/0008798-4,11528100025
1020.2022/0010137-5,07970000010
1020.2022/0009897-8,03806905381
1020.2022/0009897-8,03806905924
1020.2022/0006305-8,11525501762
1020.2022/0011905-3,08308400205
1020.2022/0014429-5,30411100170
1020.2022/0012169-4,01500200107
1020.2022/0012434-0,08530100417
1020.2022/0008718-6,07851901006
1020.2022/0013807-4,04510100728
1020.2022/0012984-9,08129000202
1020.2020/0015793-8,29906106512
1020.2021/0005683-1,02702200141
1020.2022/0010708-0,08602804881
1020.2022/0013816-3,13810600384
1020.2022/0014997-1,07608200316
1020.2021/0002068-3,15423000229
1020.2021/0012638-4,09513400174
1020.2022/0012872-9,10010900054
1020.2021/0015822-7,02310002704
1020.2022/0019975-8,16601700478
1020.2022/0016783-0,02004100230
1020.2022/0015109-7,19809102614
1020.2022/0015493-2,06656300723
1020.2022/0021105-7,09034000060
1020.2022/0021486-2,29906106891
1020.2022/0021668-7,08718801129
1020.2022/0019177-3,04500900225
1020.2022/0020731-9,02106700482
1020.2022/0020711-4,11143800094
1020.2022/0022076-5,02602300306
1020.2022/0021906-6,08304300214
1020.2022/0023624-6,03709900530
1020.2022/0023927-0,05134401152
1020.2023/0000820-2,01215600232
1020.2023/0001247-1,01407506031
1020.2023/0001836-4,04112303483
1020.2022/0022357-8,05801200673
1020.2023/0000494-0,01207100511
1020.2023/0002664-2,11233500464
1020.2023/0008841-9,14934400159
1020.2023/0004277-0,11050700881
1020.2023/0001852-6,03704700665
1020.2023/0004372-5,16117900014
1020.2023/0005918-4,00908800347
1020.2023/0006000-0,01504200251
1020.2023/0004087-4,30404500517
1020.2023/0002229-9,20004400230
1020.2023/0005446-8,08721601836
1020.2023/0007845-6,03800702721
1020.2023/0007848-0,05619400311
1020.2023/0001993-0,31006603023
1020.2023/0007525-2,10410901414
1020.2023/0007678-0,01302404751
1020.2023/0007572-4,03702000135
1020.2023/0008636-0,06718900281
1020.2023/0006115-4,01405000351
1020.2023/0007506-6,08241500270
1020.2023/0010282-9,30300200800
1020.2023/0011649-8,05907702885
1020.2023/0010404-0,01306400082
1020.2023/0006835-3,19909200571
1020.2023/0006926-0,08528200231
1020.2023/0010151-2,02110001070
1020.2023/0014680-0,02602300101
1020.2023/0012808-9,03902000090
1020.2020/0009282-8,18802300266
1020.2020/0007962-7,11123400384
1020.2020/0001596-3,05207000144
1020.2020/0005119-6,12206901233
1020.2020/0004878-0,07302000451
1020.2021/0006137-1,15227800234
1020.2020/0000979-3,18422300124
1020.2020/0008616-0,12603000208
1020.2021/0006844-9,19408700219
1020.2023/0012346-0,16025100267
1020.2020/0005142-0,15027800443
1020.2020/0000678-6,03210700222
1020.2020/0009095-7,11013302132
1020.2020/0001902-0,17510100304
1020.2021/0004863-4,07508900340
1020.2020/0004774-1,19213000455
1020.2021/0001625-2,11262900505
1020.2020/0007704-7,11155305761
1020.2023/0016416-6,05817000458
1020.2020/0001334-0,14301401015
1020.2020/0014576-0,04500800621
1020.2021/0008212-3,17019601188
1020.2020/0009046-9,07704700111
1020.2023/0011786-9,02802001868
1020.2020/0005050-5,06019700984
1020.2020/0013832-1,18712400199
1020.2020/0002735-0,09125900315
1020.2023/0009490-7,08642200197
1020.2020/0006977-0,10516500553
1020.2020/0000304-3,13633000711
1020.2020/0002129-7,12705300456
1020.2020/0012439-8,04116802050
1020.2020/0007351-3,05109000468
1020.2020/0005494-2,06658300089
1020.2020/0008795-6,10821001700
1020.2021/0003856-6,13029400335
1020.2023/0017023-9,11405500084
1020.2023/0015102-1,07113500773
1020.2020/0011128-8,07611000111
1020.2020/0003656-1,21300700351
1020.2023/0012214-5,16220100211
1020.2021/0000863-2,15112001061
1020.2020/0014772-0,01708400133
1020.2021/0007725-1,15019400458
1020.2021/0001906-5,04126600493
1020.2020/0006289-9,16529700012
1020.2020/0001144-5,12324600055
1020.2023/0015815-8,08624700388
1020.2020/0005344-0,02806700531
1020.2021/0003257-6,12115300547
1020.2021/0000219-7,10100702693
1020.2020/0004601-0,08552000938
1020.2020/0003215-9,06607200656
1020.2020/0004725-3,29903912380
1020.2023/0012149-1,06612800054
1020.2021/0002638-0,11153400749
1020.2020/0011583-6,11047901365
1020.2021/0009174-2,05105000919
1020.2023/0013649-9,23305000031
1020.2021/0005576-2,15527600044
1020.2021/0001140-4,30601101127
1020.2020/0008670-4,30407100171
1020.2020/0008547-3,03501600046
1020.2021/0005531-2,08601500226
1020.2020/0006385-2,01801701261
1020.2020/0002211-0,09801401036
1020.2021/0007828-2,06853200187
1020.2021/0010149-7,02907900072
1020.2021/0014161-8,30503800659
1020.2020/0006854-4,16404500182
1020.2021/0012788-7,06856000677
1020.2021/0014811-6,04909300147
1020.2021/0015661-5,14732600041
1020.2021/0013367-4,02306300119
1020.2021/0014538-9,10809500158
1020.2022/0000720-4,09700800024
1020.2021/0018486-4,01001804015
1020.2021/0017016-2,08708700176
1020.2021/0016946-6,03202400053
1020.2022/0001758-7,04213004066
1020.2022/0002646-2,05411700167
1020.2020/0001135-6,02001201044
1020.2022/0003053-2,13826700154
1020.2022/0007764-4,10515200777
1020.2022/0005249-8,14728700843
1020.2022/0004179-8,11512000603
1020.2022/0003069-9,07600500353
1020.2022/0006687-1,07600900696
1020.2022/0005253-6,02405000113
1020.2022/0004203-4,01407500147
1020.2022/0001995-4,05525301288
1020.2022/0005438-5,17220100913
1020.2022/0005329-0,12821100018
1020.2022/0009489-1,20104900073
1020.2022/0008279-6,08558902178
1020.2022/0008040-8,06715401020
1020.2022/0012786-2,20301800462
1020.2022/0009878-1,01213500060
1020.2022/0009888-9,08304900645
1020.2022/0009897-8,03806905665
1020.2022/0010244-4,04319900286
1020.2022/0009265-1,01301601160
1020.2022/0011902-9,10144500166
1020.2022/0013273-4,01609201078
1020.2022/0015717-6,00515750703
1020.2022/0016345-1,19907000395
1020.2022/0014867-3,06202800097
1020.2022/0016477-6,02206000393
1020.2022/0015849-0,10102900301
1020.2022/0023606-8,12720300380
1020.2022/0018724-5,00103504184
1020.2022/0014878-9,11300800096
1020.2022/0018063-1,04202000269
1020.2022/0019763-1,01213500257
1020.2022/0017556-5,17332002905
1020.2022/0019754-2,02006607421
1020.2020/0002061-4,04609600188
1020.2022/0021486-2,29906105826
1020.2022/0017569-7,16832800249
1020.2022/0023136-8,07512200080
1020.2022/0022413-2,00405201079
1020.2022/0024199-1,30703701069
1020.2022/0024430-3,15305300273
1020.2022/0024292-0,30703800032
1020.2022/0022982-7,08533500221
1020.2023/0002829-7,05503500131
1020.2023/0001836-4,04112303653
1020.2023/0001836-4,04112304102
1020.2022/0023919-9,01300805927
1020.2022/0023926-1,06814200740
1020.2023/0003755-5,16101300136
1020.2020/0008236-9,06809500014
1020.2023/0003027-5,04308500419
1020.2023/0003478-5,12003500161
1020.2023/0005794-7,07724000042
1020.2023/0004489-6,06901700180
1020.2023/0001852-6,03704700681
1020.2023/0001853-4,03703700815
1020.2023/0002756-8,11352900253
1020.2023/0005138-8,11918000084
1020.2023/0006101-4,01607400995
1020.2023/0005807-2,11248200143
1020.2023/0003547-1,07514600094
1020.2023/0005545-6,13804300730
1020.2023/0008042-6,03702800123
1020.2023/0008226-7,02904800621
1020.2021/0017910-0,02905400137
1020.2023/0007678-0,01302403591
1020.2023/0009518-0,18904000131
1020.2023/0006404-8,03702200282
1020.2023/0004689-9,09900201760
1020.2023/0010427-9,04722001804
1020.2023/0010209-8,01402601425
1020.2023/0011190-9,08012600668
1020.2023/0011201-8,08543400902
1020.2023/0011667-6,08510700095
1020.2023/0012376-1,10913100381
1020.2023/0007049-8,30000400431
1020.2023/0009841-4,06114200101
1020.2023/0006616-4,14308600013
1020.2021/0010694-4,20301200147
1020.2021/0012257-5,11423200461
1020.2022/0024225-4,04317400561
1020.2020/0005068-8,08263300266
1020.2020/0005888-3,13807300243
1020.2021/0004155-9,05417300292
1020.2023/0016111-6,06820000261
1020.2020/0001996-9,11249800470
1020.2023/0012368-0,17017100130
1020.2020/0005915-4,13028600071
1020.2023/0016777-7,02806802172
1020.2020/0007243-6,11034600329
1020.2023/0016394-1,07651302699
1020.2021/0000379-7,15909300351
1020.2020/0004885-3,08549801828
1020.2020/0008368-3,07135500075
1020.2020/0014951-0,06421400922
1020.2020/0011388-4,09309200030
1020.2020/0005137-4,04215600995
1020.2020/0008366-7,15923701056
1020.2021/0006165-7,12626600015
1020.2021/0008917-9,01904300601
1020.2021/0002320-8,10212700390
1020.2021/0002100-0,09021200325
1020.2023/0016869-2,16200800293
1020.2020/0000968-8,06913101058
1020.2020/0004382-7,05929600392
1020.2020/0001066-0,03705200682
1020.2021/0000603-6,11027700097
1020.2021/0014828-0,11105200212
1020.2020/0000141-5,02109400013
1020.2023/0012144-0,05540300025
1020.2020/0007366-1,13447602812
1020.2023/0000089-9,11339300264
1020.2021/0004098-6,04946400192
1020.2020/0005346-6,04009500050
1020.2023/0012264-1,04214800761
1020.2021/0007829-0,07821600350
1020.2020/0007408-0,07041400026
1020.2021/0000160-3,01512200239
1020.2020/0000429-5,08907700443
1020.2021/0004242-3,08948900201
1020.2020/0001788-5,11052600106
1020.2021/0005832-0,07850400038
1020.2020/0000589-5,07143200034
1020.2020/0000971-8,10120700211
1020.2020/0004601-0,08552002531
1020.2023/0014069-0,12215000324
1020.2020/0002552-7,10906400111
1020.2020/0006116-7,10123000148
1020.2021/0001441-1,00401800237
1020.2023/0013167-5,06728100245
1020.2020/0002968-9,16827900036
1020.2021/0004713-1,13900700183
1020.2021/0009213-7,03810100102
1020.2023/0009376-5,04205200641
1020.2021/0000429-7,11154600326
1020.2023/0014643-5,09137500635
1020.2021/0005323-9,05914400661
1020.2020/0011020-6,15234200875
1020.2020/0001839-3,06510100886
1020.2021/0002510-3,01704200431
1020.2020/0003699-5,20301900378
1020.2020/0011813-4,30903200594
1020.2021/0003446-3,04112700377
1020.2020/0004603-6,00907406580
1020.2020/0005807-7,02706501911
1020.2021/0014599-0,18811502631
1020.2021/0014661-0,00405000529
1020.2021/0016265-8,07126300840
1020.2021/0014972-4,19004800696
1020.2021/0014640-7,04724101199
1020.2021/0018815-0,16520000298
1020.2020/0003235-3,30501700401
1020.2021/0019334-0,17237201408
1020.2021/0018868-1,10818300298
1020.2022/0000332-2,08215900364
1020.2020/0000110-5,11509800221
1020.2022/0000661-5,00101200498
1020.2022/0005620-5,17004100749
1020.2021/0019808-3,07136000327
1020.2022/0006598-0,15414800188
1020.2020/0001027-9,23404600264
1020.2020/0000947-5,04115100311
1020.2022/0003281-0,09307500142
1020.2022/0003173-3,14019700396
1020.2022/0003860-6,20207100118
1020.2022/0005469-5,14012600353
1020.2022/0006066-0,04007100578
1020.2022/0006093-8,08100509174
1020.2022/0006046-6,16321300518
1020.2022/0005491-1,17903700188
