processo,sql_incra
1020.2021/0007706-5,13448300641
1020.2020/0007138-3,14102600042
1020.2020/0014991-9,15404600372
1020.2023/0014159-0,11241200261
1020.2021/0008036-8,02206500558
1020.2020/0006992-3,09139900568
1020.2020/0012769-9,30203900070
1020.2021/0002700-9,01609102819
1020.2020/0002600-0,06730600373
1020.2021/0009338-9,02707800139
1020.2020/0004603-6,00907406459
1020.2020/0014843-2,05116800105
1020.2020/0001598-0,10203100351
1020.2020/0009103-1,12731200773
1020.2021/0008089-9,11268500177
1020.2021/0003618-0,09157100403
1020.2020/0007209-6,13938400217
1020.2020/0008340-3,10134400169
1020.2021/0003228-2,06855000703
1020.2023/0017121-9,01305501063
1020.2020/0003667-7,10102501059
1020.2020/0007291-6,05133000121
1020.2020/0013158-0,06838300206
1020.2021/0012985-5,05618400081
1020.2021/0012277-0,06654700325
1020.2021/0013537-5,08564600625
1020.2021/0013266-0,07137100333
1020.2021/0014337-8,12516100638
1020.2021/0014518-4,05624700083
1020.2022/0001401-4,07131000205
1020.2021/0016534-7,07742701421
1020.2020/0004636-2,13450800360
1020.2021/0003151-0,07306102011
1020.2022/0001758-7,04213004570
1020.2021/0018478-3,10006000265
1020.2021/0019339-1,30009500208
1020.2022/0000242-3,19905600646
1020.2022/0001239-9,06628500292
1020.2022/0003826-6,12720600333
1020.2022/0005070-3,16608500458
1020.2022/0005569-1,15415000711
1020.2020/0005374-1,07637600203
1020.2022/0008439-0,12731200617
1020.2022/0010621-0,02601000570
1020.2022/0007821-7,01609100034
1020.2022/0006304-0,07839200125
1020.2022/0007163-8,01215700164
1020.2022/0010861-2,02404000896
1020.2022/0010894-9,01301903541
1020.2021/0019037-6,11245800557
1020.2022/0011939-8,03702000127
1020.2022/0011775-1,19008300388
1020.2022/0012622-0,18300300561
1020.2022/0012268-2,03601500248
1020.2022/0012161-9,01213500257
1020.2022/0012436-7,01507601271
1020.2022/0012635-1,04320001303
1020.2022/0008821-2,02708700146
1020.2022/0011014-5,08502600559
1020.2022/0013988-7,08514400800
1020.2020/0015793-8,29906105885
1020.2020/0015793-8,29906104749
1020.2022/0012912-1,11103400389
1020.2022/0012560-6,05329900220
1020.2022/0019161-7,03906900835
1020.2022/0012725-0,16807000560
1020.2022/0018445-9,05510100168
1020.2022/0019754-2,02006607375
1020.2022/0021587-7,00708604234
1020.2022/0021900-7,03204000011
1020.2022/0021595-8,01203900139
1020.2022/0021668-7,08718801498
1020.2022/0022015-3,18801800044
1020.2022/0019671-6,04723200142
1020.2022/0023380-8,04620200451
1020.2022/0022271-7,30611204247
1020.2022/0021949-0,06202700033
1020.2022/0022854-5,08109901107
1020.2023/0002834-3,11228700371
1020.2023/0002565-4,04408400122
1020.2023/0002584-0,06413900393
1020.2023/0003633-8,02603400193
1020.2023/0001832-1,08602804792
1020.2023/0002768-1,04112100507
1020.2023/0001529-2,05825300074
1020.2023/0004764-0,01301400955
1020.2023/0005016-0,08245817538
1020.2023/0005031-4,04303900011
1020.2023/0004515-9,05825300041
1020.2023/0004843-3,04204600387
1020.2023/0005149-3,01610101049
1020.2023/0005088-8,06904900652
1020.2023/0005453-0,11310600456
1020.2023/0008354-9,01609100557
1020.2023/0002463-1,13418600211
1020.2023/0002063-6,05128200477
1020.2023/0007855-3,14102002528
1020.2023/0007685-2,30603000379
1020.2023/0015182-0,04832500538
1020.2023/0007509-0,06626402455
1020.2023/0007484-1,04012100815
1020.2023/0011674-9,03601700298
1020.2023/0008604-1,01405000457
1020.2023/0006942-2,02100713728
1020.2023/0009993-3,03806900973
1020.2023/0006690-3,21201500085
1020.2023/0015528-0,11287600033
1020.2023/0013323-6,16832800419
1020.2021/0009822-4,10609100441
1020.2021/0010795-9,06324600068
6068.2020/0000019-8,06412700633
1020.2021/0004854-5,17118200211
1020.2020/0015312-6,04220600205
1020.2021/0006935-6,06658300641
1020.2020/0006882-0,00509200087
1020.2020/0012453-3,23700100254
1020.2021/0007881-9,09517100205
1020.2020/0000794-4,06021200101
1020.2020/0012294-8,08256000074
1020.2020/0005032-7,04514602701
1020.2021/0012469-1,03210600147
1020.2023/0015161-7,07327204474
1020.2023/0016446-8,08640400539
1020.2020/0013223-4,17221800242
1020.2020/0007023-9,10118000461
1020.2020/0005193-5,05104000583
1020.2021/0003322-0,11124200461
1020.2021/0001308-3,17324400379
1020.2021/0001941-3,18812802371
1020.2021/0009607-8,06811200375
1020.2020/0013904-2,20001900178
1020.2021/0005803-6,11533001773
1020.2020/0001540-8,15517000745
1020.2020/0002697-3,11619300418
1020.2020/0008592-9,11900800275
1020.2020/0000013-3,03710205077
1020.2023/0017120-0,01710900350
1020.2021/0009339-7,18417700217
1020.2020/0005487-0,18419600120
1020.2023/0012263-3,01108600026
1020.2023/0016487-5,01200200012
1020.2023/0000022-8,04113500363
1020.2020/0008426-4,08625902812
1020.2020/0011311-6,10403800179
1020.2020/0005147-1,15117700472
1020.2020/0004187-5,03800200163
1020.2021/0006575-0,13905900024
1020.2021/0006327-7,02806400120
1020.2023/0012149-1,06612800161
1020.2021/0004585-6,10103602071
1020.2020/0001553-0,01908000457
1020.2021/0004767-0,03008400272
1020.2021/0009824-0,09419100065
1020.2020/0001213-1,10717300421
1020.2020/0011080-0,10207600197
1020.2021/0008208-5,11030800781
1020.2020/0001612-9,08011700091
1020.2020/0012016-3,06305300781
1020.2020/0001355-3,07607900241
1020.2020/0013785-6,12118900200
1020.2021/0004893-6,08943900295
1020.2023/0017042-5,04922900160
1020.2020/0006958-3,05530900100
1020.2021/0002289-9,06750200079
1020.2023/0015689-9,11522900968
1020.2023/0013685-5,01905400020
1020.2023/0017121-9,01305502922
1020.2020/0007178-2,01804000272
1020.2021/0012568-0,16826700122
1020.2021/0016158-9,11043000142
1020.2021/0014329-7,01201400570
1020.2021/0014219-3,08907301808
1020.2021/0016345-0,07616100015
1020.2021/0014911-2,19307700078
1020.2021/0019205-0,06107301291
1020.2020/0000084-2,11250000016
1020.2021/0018486-4,01001804325
1020.2021/0017348-0,16032300136
1020.2021/0019051-1,15722500347
1020.2022/0001758-7,04213003949
1020.2020/0001282-4,01902800214
1020.2022/0001555-0,15414000572
1020.2022/0004370-7,08240500706
1020.2022/0002580-6,05409803949
1020.2022/0007102-6,15400300331
1020.2022/0004225-5,09041700374
1020.2022/0005078-9,10413200077
1020.2022/0006785-1,04948101923
1020.2022/0004507-6,10155100075
1020.2022/0004508-4,05108200463
1020.2022/0006389-9,04506200705
1020.2020/0014103-9,01803100311
1020.2022/0006253-1,02207600106
1020.2022/0005369-9,08566400046
1020.2022/0007911-6,17813500023
1020.2022/0008294-0,02902400616
1020.2022/0007157-3,11248400401
1020.2022/0008458-6,10302504231
1020.2022/0010575-3,01500600237
1020.2022/0008827-1,01605400602
1020.2022/0008269-9,11410700721
1020.2022/0010400-5,09610100104
1020.2022/0013151-7,03704400548
1020.2022/0011964-9,20205600083
1020.2021/0000310-0,08706501249
1020.2022/0016417-2,06217200716
1020.2022/0019135-8,16303800083
1020.2022/0012628-9,01004700466
1020.2022/0017764-9,01005500010
1020.2022/0019488-8,10811901032
1020.2022/0019386-5,08722200223
1020.2022/0019877-8,01500804169
1020.2022/0016057-6,11351300627
1020.2022/0018156-5,03607800367
1020.2022/0020644-4,01215700288
1020.2022/0020890-0,03907600126
1020.2022/0019754-2,02006605046
1020.2022/0019754-2,02006606255
1020.2022/0019754-2,02006604708
1020.2020/0004649-4,17210102611
1020.2022/0017465-8,08564122057
1020.2022/0023148-1,08109700462
1020.2022/0021457-9,11420200101
1020.2022/0022497-3,08241900430
1020.2022/0022800-6,01301100153
1020.2022/0023906-7,01302600151
1020.2022/0022348-9,13027100180
1020.2023/0002202-7,08623500520
1020.2023/0002479-8,01113102381
1020.2023/0002728-2,08602500114
1020.2023/0003766-0,03807300201
1020.2023/0002619-7,04613500192
1020.2023/0003327-4,09046600084
1020.2023/0005329-1,06211100183
1020.2023/0005004-7,08514400266
1020.2023/0004620-1,05725400174
1020.2023/0003551-0,05813700110
1020.2023/0010143-1,02006301896
1020.2023/0007678-0,01302404113
1020.2023/0006983-0,11912400188
1020.2021/0017794-9,01801702381
1020.2023/0006408-0,01001802993
1020.2023/0007488-4,01113400481
1020.2023/0017061-1,11112900410
1020.2023/0016386-0,11103500091
1020.2023/0008649-1,08566000307
1020.2023/0006827-2,00807200093
1020.2023/0006762-4,11715800183
1020.2023/0011942-0,01605900230
1020.2021/0013753-0,12416100067
1020.2020/0002619-1,06013902046
1020.2021/0010202-7,04727500310
1020.2021/0000431-9,08005800150
1020.2020/0000371-0,30001000575
1020.2020/0001751-6,01410000044
1020.2020/0003426-7,06919200554
1020.2020/0002141-6,03006100050
1020.2023/0014845-4,19802000174
1020.2020/0003284-1,14612500554
1020.2023/0015326-1,00900500131
1020.2020/0002046-0,30905400620
1020.2020/0008699-2,29903900439
1020.2020/0002883-6,14904300598
1020.2020/0012879-2,30203200516
1020.2020/0004725-3,29903912372
1020.2020/0007339-4,11825600200
1020.2020/0012304-9,12716600537
1020.2020/0011214-4,09011900200
1020.2020/0014756-8,05612500092
1020.2020/0013336-2,30412700465
1020.2020/0013720-1,11828300811
1020.2020/0004601-0,08552001934
1020.2020/0012991-8,07438000540
1020.2020/0016099-8,11242400027
1020.2020/0005819-0,01408800845
1020.2023/0013166-7,11633700290
1020.2023/0016974-5,06505300181
1020.2022/0008716-0,05800300356
1020.2021/0019744-3,08117300354
1020.2020/0008951-7,09126300311
1020.2020/0004885-3,08549801755
1020.2021/0011835-7,11726800198
1020.2023/0009554-7,18301700059
1020.2020/0001152-6,13940500312
1020.2020/0014765-7,07618100721
1020.2021/0001431-4,13114901262
1020.2021/0011477-7,12706900252
1020.2020/0001595-5,11829000593
1020.2020/0000020-6,01707200475
1020.2021/0000757-1,08116500759
1020.2021/0004693-3,01605600512
1020.2020/0007396-3,00405603312
1020.2020/0005306-7,04531100662
1020.2020/0009137-6,08806300075
1020.2022/0018931-0,30404000123
1020.2020/0014810-6,15208500840
1020.2020/0002002-9,13536100359
1020.2021/0003620-2,14021400124
1020.2020/0008693-3,08240400906
1020.2021/0008489-4,04839900231
1020.2023/0010341-8,06627800055
1020.2021/0001207-9,02306900094
1020.2023/0015314-8,03201000167
1020.2020/0001917-9,12516400399
1020.2020/0012905-5,07505201646
1020.2021/0000453-0,06855200656
1020.2023/0014962-0,11629200165
1020.2021/0000394-0,08116503057
1020.2020/0006030-6,11109200217
1020.2020/0004586-2,08541601501
1020.2021/0003702-0,05518300786
1020.2021/0012044-0,12510300376
1020.2023/0012852-6,08514400657
1020.2020/0015671-0,02603400657
1020.2023/0015630-9,04718500028
1020.2021/0001142-0,07822900171
1020.2020/0013801-1,19401600219
1020.2023/0011539-4,05509800641
1020.2021/0001941-3,18812802175
1020.2020/0015315-0,19408500090
1020.2021/0000280-4,07138001711
1020.2023/0015900-6,18811800551
1020.2020/0015513-7,04219600582
1020.2020/0003256-6,12411600363
1020.2020/0015440-8,08944500665
1020.2020/0000312-4,12803100052
1020.2023/0016158-2,05528600103
1020.2021/0005045-0,10210000812
1020.2023/0009762-0,11265700221
1020.2020/0005081-5,06817800196
1020.2021/0014051-4,02203500409
1020.2020/0015282-0,11715400053
1020.2021/0004901-0,04945700508
1020.2020/0000642-5,08305200213
1020.2021/0015752-2,13032703191
1020.2021/0014104-9,04413300701
1020.2021/0014310-6,01301300365
1020.2020/0003816-5,26107400298
1020.2021/0015709-3,20100900151
1020.2021/0016633-5,03010000227
1020.2021/0018486-4,01001803132
1020.2020/0011677-8,29904000271
1020.2021/0018193-8,11715500163
1020.2022/0001758-7,04213004708
1020.2021/0018882-7,15716000567
1020.2020/0001201-8,02500801055
1020.2021/0019009-0,07837400526
1020.2022/0000569-4,07605600364
1020.2022/0003702-2,11108600335
1020.2022/0002776-0,09303600045
1020.2022/0004563-7,13820200206
1020.2022/0010443-9,02109107431
1020.2022/0005295-1,11274200457
1020.2022/0004203-4,01407500872
1020.2022/0005607-8,05228300181
1020.2022/0006463-1,10212500057
1020.2022/0005848-8,15531300777
1020.2020/0002305-2,07849900200
1020.2022/0007608-7,14804300421
1020.2020/0005621-0,06721602008
1020.2022/0008021-1,00901917311
1020.2022/0010109-0,15000100335
1020.2022/0008193-5,29906200039
1020.2022/0008792-5,08709600361
1020.2022/0009897-8,03806905703
1020.2022/0012707-2,12009300301
1020.2022/0010464-1,03702200231
1020.2022/0006741-0,03704400981
1020.2022/0012316-6,08320602378
1020.2020/0009286-0,30010000418
1020.2022/0014180-6,05410800095
1020.2022/0014437-6,08508500033
1020.2022/0014611-5,08815800220
1020.2022/0014614-0,08320500605
1020.2022/0013398-6,08709500472
1020.2022/0016477-6,02206003465
1020.2022/0014604-2,12500800619
1020.2022/0014438-4,00701600160
1020.2022/0017012-1,08134100651
1020.2022/0018929-9,00601600673
1020.2022/0012560-6,05329900522
1020.2022/0012871-0,04204400159
1020.2022/0019147-1,03708306015
1020.2022/0016443-1,10134300296
1020.2022/0016858-5,11838500315
1020.2022/0016610-8,08014200111
1020.2022/0021021-2,07621100117
1020.2022/0018309-6,11413000257
1020.2022/0020889-7,03407900074
1020.2022/0019754-2,02006603957
1020.2022/0019569-8,03101300551
1020.2022/0021600-8,30306800605
1020.2022/0021486-2,29906104791
1020.2023/0001202-1,06729900334
1020.2023/0000632-3,01604800186
1020.2023/0001378-8,04512702644
1020.2022/0023920-2,08549801461
1020.2022/0023920-2,08549801305
1020.2022/0023920-2,08549801070
1020.2023/0000392-8,04118100223
1020.2023/0000397-9,30405400311
1020.2023/0002565-4,04408400289
1020.2023/0003614-1,04206400326
1020.2023/0001835-6,01006503552
1020.2023/0006401-3,04502800236
1020.2023/0006109-0,02405800233
1020.2023/0006919-8,02400900345
1020.2023/0003839-0,08123000200
1020.2023/0005450-6,08310300573
1020.2023/0006883-3,11415100364
1020.2023/0008178-3,11813900141
1020.2023/0009968-2,04705600258
1020.2023/0010265-9,10003200476
1020.2023/0012514-4,20201900414
1020.2020/0007382-3,15022200278
1020.2023/0008649-1,08566001745
1020.2023/0008649-1,08566001249
1020.2023/0013064-4,09012700191
1020.2023/0013286-8,07207100752
1020.2023/0013597-2,03611600229
1020.2021/0011388-6,04518900480
1020.2020/0011472-4,06203100455
1020.2020/0011997-1,13447601654
1020.2020/0006100-0,07008200536
1020.2023/0013886-6,23700400290
1020.2020/0007005-0,15500800573
1020.2021/0001554-0,06113100049
1020.2021/0006569-5,04905000564
1020.2020/0004586-2,08541600963
1020.2023/0012264-1,04214805623
1020.2021/0004064-1,01807800271
1020.2020/0007364-5,08625900445
1020.2020/0012960-8,19004800637
1020.2020/0000273-0,07706700224
1020.2020/0007576-1,16701400174
1020.2020/0012250-6,07737100601
1020.2021/0000499-8,06303900364
1020.2021/0008869-5,06624200197
1020.2023/0017038-7,22907700608
1020.2021/0002140-0,03913901159
1020.2023/0012274-9,04412500187
1020.2023/0015219-2,05615200928
1020.2023/0016605-3,05910300105
1020.2020/0015372-0,11200300271
1020.2021/0001502-7,30501402141
1020.2021/0001353-9,20001500412
1020.2023/0014443-2,04504401339
1020.2021/0000436-0,11212500066
1020.2020/0004287-1,27402600058
1020.2020/0014725-8,04515100114
1020.2020/0001475-4,13412800243
1020.2020/0004602-8,08718801242
1020.2021/0007197-0,31001900021
1020.2021/0007873-8,12816000027
1020.2021/0002675-4,10128200021
1020.2020/0005816-6,11256700265
1020.2020/0005599-0,14927000272
1020.2020/0005421-7,14306800570
1020.2020/0008857-0,08617600098
1020.2021/0003985-6,09015700109
1020.2021/0000666-4,12511000211
1020.2020/0005021-1,10820800091
1020.2021/0003423-4,06020004295
1020.2021/0003992-9,16021301497
1020.2020/0013299-4,14000300139
1020.2021/0006076-6,08317700755
1020.2023/0016618-5,04126200096
1020.2021/0003394-7,17125900169
1020.2021/0007030-3,00405800533
1020.2021/0001416-0,04929900115
1020.2020/0001241-7,05701401510
1020.2020/0015104-2,17408100333
1020.2021/0003359-9,04120000095
1020.2020/0015926-4,09900200802
1020.2020/0008439-6,11845600281
1020.2021/0011654-0,01106400143
1020.2021/0015766-2,10712700276
1020.2021/0013862-5,16032800449
1020.2021/0015915-0,01509100105
1020.2021/0014249-5,05207900749
1020.2020/0000668-9,01208300271
1020.2021/0017478-8,12716700043
1020.2021/0018987-4,07607701079
1020.2022/0000670-4,09107501072
1020.2021/0016226-7,09006101052
1020.2021/0017536-9,09900200616
1020.2020/0000059-1,01701100721
1020.2022/0000117-6,08735700051
1020.2021/0018709-0,04304100122
1020.2020/0003997-8,05018900245
1020.2022/0000175-3,12029700249
1020.2020/0002112-2,10108800104
1020.2022/0002681-0,01804609201
1020.2021/0002496-4,11327200480
1020.2022/0004106-2,07637600645
1020.2022/0005333-8,13502303605
1020.2022/0007912-4,02102800164
1020.2022/0008364-4,01508700133
1020.2022/0008379-2,20803600583
1020.2022/0009897-8,03806905584
1020.2022/0011247-4,15518000587
1020.2022/0009344-5,04702300245
1020.2022/0010124-3,02101900106
1020.2022/0010139-1,04220300058
1020.2022/0011569-4,01502500353
1020.2022/0009351-8,04122600057
1020.2022/0012530-4,08108000122
1020.2022/0015936-5,18005101073
1020.2022/0014171-7,04512702891
1020.2022/0014458-9,05209700062
1020.2022/0016306-0,03807300155
1020.2022/0016420-2,08241500203
1020.2022/0016485-7,03615500253
1020.2022/0012559-2,01207100366
1020.2022/0019163-3,04201300579
1020.2022/0019163-3,04201300439
1020.2022/0019277-0,01406105813
1020.2022/0019387-3,01608900312
1020.2022/0019862-0,18804400586
1020.2022/0019987-1,03600900080
1020.2022/0015046-5,02101900106
1020.2022/0018427-0,08123600216
1020.2022/0017569-7,16832800141
1020.2022/0017569-7,16832800516
1020.2022/0022084-6,00901300217
1020.2022/0023258-5,08124500177
1020.2022/0021932-5,04600400097
1020.2022/0024381-1,NULL
1020.2022/0020112-4,01008704441
1020.2023/0001239-0,01507600755
1020.2023/0000942-0,17017200178
1020.2023/0001804-6,11838400086
1020.2023/0001586-1,12104800047
1020.2022/0022369-1,03016500175
1020.2023/0000361-8,01612306160
1020.2023/0002949-8,08640000077
1020.2023/0000253-0,03203400626
1020.2023/0000724-9,11847000109
1020.2023/0001852-6,03704700622
1020.2023/0006000-0,01504201159
1020.2023/0004072-6,31003700321
1020.2023/0005892-7,08742300495
1020.2023/0009091-0,00304602612
1020.2023/0008375-1,08527900084
1020.2023/0007920-7,04108900294
1020.2023/0007826-0,06904900431
1020.2023/0008016-7,06206200051
1020.2023/0006547-8,08135204043
1020.2023/0007732-8,02702101208
1020.2020/0004518-8,11241400120
1020.2023/0009781-7,08530100409
1020.2023/0011464-9,04206600351
1020.2023/0010009-5,09125500619
1020.2023/0011184-4,09519000119
1020.2023/0008982-2,05329900573
1020.2023/0006687-3,13022100166
1020.2023/0013660-0,09006700096
1020.2023/0013849-1,04306100316
1020.2021/0016281-0,10803900804
1020.2020/0000120-2,07821300391
1020.2020/0003689-8,05517600069
1020.2020/0008339-0,09712800075
1020.2020/0011643-3,15305000016
1020.2020/0008686-0,07604800173
1020.2021/0009526-8,03301104398
1020.2021/0000419-0,11338400451
1020.2021/0003637-7,06103100054
1020.2020/0002307-9,05313200992
1020.2020/0004330-4,07148201330
1020.2023/0016392-5,04000200186
1020.2023/0014241-3,16019400173
1020.2020/0002152-1,12511200456
1020.2020/0004725-3,29903911287
1020.2023/0013639-1,08241000928
1020.2020/0004369-0,04115700351
1020.2020/0004645-1,15009200170
1020.2020/0005606-6,03609300280
1020.2020/0004411-4,03103600135
1020.2021/0006993-3,14003800124
1020.2021/0000912-4,17818600069
1020.2023/0017019-0,02111800031
1020.2023/0012700-7,13517900124
1020.2021/0004344-6,03806500241
1020.2020/0008902-9,06904700203
1020.2023/0012699-0,04413500741
1020.2020/0003663-4,05112601582
1020.2021/0005314-0,03501600208
1020.2020/0012976-4,01602800103
1020.2020/0000704-9,04219300023
1020.2021/0012521-3,30505500512
1020.2021/0005002-7,16706500290
1020.2020/0012664-1,15523200181
1020.2020/0006906-0,15023000329
1020.2023/0015235-4,08700700101
1020.2023/0015919-7,08014200233
1020.2020/0006813-7,11827700067
1020.2021/0002672-0,03215701413
1020.2023/0012622-1,02803000806
1020.2021/0001096-3,19911500399
1020.2021/0003477-3,15205601190
1020.2020/0014932-3,01204000425
1020.2021/0002166-3,11320600106
1020.2020/0001067-8,02003900365
1020.2020/0000908-4,16907600012
1020.2023/0013980-3,13226500340
1020.2020/0002408-3,29906000323
1020.2023/0013629-4,08604300104
1020.2021/0008988-8,06508500406
1020.2020/0000774-0,11016000102
1020.2023/0015361-0,01501200453
1020.2020/0001454-1,13041400145
1020.2023/0016563-4,14516200375
1020.2020/0011360-4,07520700038
1020.2023/0014986-8,03702900438
1020.2020/0004481-5,11838800051
1020.2023/0013490-9,04718701171
1020.2020/0002430-0,19203700039
1020.2020/0002560-8,20701000137
1020.2023/0012588-8,14927500781
1020.2023/0014368-1,01000701573
1020.2020/0000020-6,01707200335
1020.2020/0002098-3,04317700409
1020.2021/0008862-8,01903000203
1020.2021/0002305-4,04610600641
1020.2021/0001690-2,04526800406
1020.2021/0001672-4,03104900061
1020.2021/0007153-9,03706000210
1020.2021/0008720-6,03404600932
1020.2023/0012149-1,06612800331
1020.2021/0011754-7,08908400141
1020.2021/0011949-3,05408301885
1020.2021/0014103-0,08124200793
1020.2021/0012851-4,11331000210
1020.2021/0013710-6,11713700165
1020.2021/0013777-7,03701300488
1020.2021/0014617-2,10126400368
1020.2021/0014991-0,05723000063
1020.2021/0016289-5,11617000131
1020.2021/0019814-8,16821700248
1020.2021/0018352-3,11255400861
1020.2021/0019587-4,11139800921
1020.2022/0002882-1,13401600892
1020.2022/0002587-3,13112000705
1020.2022/0001251-8,38358057959
1020.2022/0006786-0,23203200341
1020.2020/0002394-0,11286800047
1020.2022/0006366-0,15924700223
1020.2022/0004100-3,16506700059
1020.2022/0006377-5,00904502252
1020.2022/0005337-0,11335600182
1020.2022/0007058-5,08012600870
1020.2022/0007689-3,01801100748
1020.2022/0007134-4,15415100481
1020.2022/0012554-1,00103503463
1020.2022/0008885-9,02103801024
1020.2022/0009066-7,06750200151
1020.2022/0017307-4,03400800694
1020.2022/0013908-9,01500500781
1020.2022/0013911-9,01610302745
1020.2020/0015793-8,29906106261
1020.2022/0016306-0,03807300163
1020.2022/0019484-5,17019601153
1020.2022/0015000-7,08801301138
1020.2022/0012948-2,03807200134
1020.2022/0018142-5,08100500436
1020.2022/0019277-0,01406105856
1020.2022/0012549-5,09705600112
1020.2022/0019773-9,05922500821
1020.2022/0021224-0,19705900808
1020.2020/0003050-4,04210400076
1020.2022/0019754-2,02006607618
1020.2022/0021668-7,08718800882
1020.2022/0017465-8,08564123071
1020.2020/0001355-3,07607900241
1020.2022/0023522-3,07216800583
1020.2022/0023536-3,24200300026
1020.2023/0000632-3,01604803851
1020.2023/0000632-3,01604800283
1020.2022/0023833-8,01612305725
1020.2023/0001589-6,05101000884
1020.2023/0002191-8,02805100271
1020.2023/0005533-2,07506500655
1020.2023/0002294-9,04406800263
1020.2023/0002109-8,06324400271
1020.2023/0001855-0,01407500872
1020.2023/0005883-8,08922400307
1020.2023/0005030-6,01504200055
1020.2023/0005927-3,12202700144
1020.2023/0001996-4,06406500245
1020.2023/0008228-3,08123000715
1020.2023/0007851-0,08558700036
1020.2023/0009125-8,10611500328
1020.2023/0008158-9,04706000092
1020.2023/0004307-5,19801700040
1020.2023/0007226-1,06508100981
1020.2023/0007628-3,01400501261
1020.2023/0007195-8,01009503588
1020.2023/0010485-6,29910100213
1020.2023/0010201-2,10415800357
1020.2023/0009770-1,20004400745
1020.2023/0008604-1,01405000341
1020.2023/0009729-9,01504000072
1020.2023/0006611-3,10729500682
1020.2023/0009721-3,07034401942
1020.2023/0013097-0,07725200118
1020.2023/0013790-8,03908700590
1020.2023/0014209-0,06721700484
1020.2021/0016358-1,11634400053
1020.2020/0013396-6,08000500515
1020.2021/0000974-4,16917600716
1020.2020/0007563-0,14209900795
1020.2020/0013035-5,14830301456
1020.2021/0002374-7,14511700132
1020.2023/0016934-6,09532200088
1020.2021/0009860-7,04400600114
1020.2021/0015426-4,12720300356
1020.2023/0016493-0,09701200047
1020.2023/0016590-1,07600800098
1020.2020/0001606-4,09123900105
1020.2021/0001431-4,13114901254
1020.2020/0014677-4,18723900538
1020.2020/0015807-1,09409306345
1020.2020/0001201-8,02500801055
1020.2020/0005185-4,02104003628
1020.2020/0015897-7,11119400774
1020.2020/0004863-2,17109900011
1020.2020/0001870-9,09104301005
1020.2020/0013004-5,11252200098
1020.2020/0010986-0,09042400102
1020.2020/0001157-7,16304400038
1020.2020/0007515-0,07408901671
1020.2021/0004633-0,01201800560
1020.2020/0012304-9,12716600545
1020.2023/0016636-3,04621100084
1020.2020/0005365-2,13426300035
1020.2020/0008338-1,08223900424
1020.2021/0004221-0,06415800361
1020.2020/0001084-8,11242100023
1020.2021/0003897-3,05800700311
1020.2021/0002591-0,02206600439
1020.2021/0006596-2,05903800939
1020.2021/0002538-3,06328700210
1020.2020/0008090-0,05818400832
1020.2020/0007089-1,10206500032
1020.2021/0004463-9,11307000478
1020.2020/0011444-9,07433600019
1020.2023/0012397-4,06507000094
1020.2023/0012229-3,08606500224
1020.2020/0003854-8,11246800046
1020.2021/0002382-8,11245100687
1020.2020/0003451-8,30606500402
1020.2020/0000757-0,13320800301
1020.2020/0007246-0,08803200444
1020.2021/0004617-8,04202500156
1020.2021/0005808-7,05006200553
1020.2020/0015386-0,04020300380
1020.2020/0003843-2,01609801997
1020.2020/0004911-6,04102400176
1020.2023/0016111-6,06820000316
1020.2020/0001866-0,09015500258
1020.2023/0016683-5,27401700393
1020.2023/0012251-0,12315200015
1020.2020/0004814-4,07506500132
1020.2020/0002369-9,06021900022
1020.2020/0015452-1,06738900597
1020.2021/0004465-5,00902300962
1020.2021/0007517-8,05539600355
1020.2021/0011968-0,06224400016
1020.2020/0002648-5,18803600689
1020.2021/0015506-6,08710600396
1020.2021/0013590-1,02408000890
1020.2021/0013881-1,11357500202
1020.2020/0002756-2,08102600098
1020.2021/0019513-0,04728400581
1020.2021/0015073-0,11634400088
1020.2020/0006018-7,07747700091
1020.2021/0017333-1,09412900228
1020.2021/0019202-6,16111000232
1020.2020/0003827-0,15010300418
1020.2021/0019051-1,15722500355
1020.2021/0000038-0,11034500227
1020.2020/0002784-8,11828400016
1020.2022/0005972-7,06911600170
1020.2021/0019776-1,02603401033
1020.2022/0008261-3,10106900152
1020.2020/0011636-0,20305300308
1020.2022/0005509-8,06408600093
1020.2022/0007269-3,11152300163
1020.2022/0003655-7,06735300041
1020.2022/0003726-0,08810000821
1020.2022/0005058-4,06109502871
1020.2022/0008131-5,06212400490
1020.2022/0007333-9,14420400373
1020.2022/0010130-8,05418000071
1020.2022/0010450-1,07610301711
1020.2022/0006505-0,03303000141
1020.2022/0010728-4,04219900012
1020.2022/0012198-8,06500200594
1020.2022/0010327-0,10713200188
1020.2022/0012171-6,08012600676
1020.2022/0014609-3,12319200184
1020.2022/0013504-0,11925900095
1020.2022/0013908-9,01500504556
1020.2020/0015793-8,29906104811
1020.2020/0015793-8,29906106946
1020.2020/0015793-8,29906105400
1020.2020/0001353-7,16908800600
1020.2022/0017459-3,03102800173
1020.2022/0016044-4,10304702012
1020.2022/0012629-7,01502200023
1020.2022/0012643-2,01504601769
1020.2022/0015508-4,06630900138
1020.2022/0017761-4,07136815274
1020.2022/0017747-9,02106300034
1020.2022/0019282-6,00702300829
1020.2020/0002218-8,29905407225
1020.2022/0019387-3,01608900134
1020.2022/0017324-4,09302503364
1020.2022/0018063-1,04202001338
1020.2022/0021035-2,04108900294
1020.2021/0002880-3,11606903348
1020.2020/0005217-6,08014807642
1020.2022/0019754-2,02006607723
