n_protocolo;n_processo;data_comuniquese;coord_comuniquese;data_extracao
33387/2023;1020.2021/0002535-9;19/10/2023;GTEC;2024.06.03
34281/2022;1020.2021/0000316-9;02/08/2022;GTEC;2024.06.03
34281/2022;1020.2021/0000316-9;21/09/2022;GTEC;2024.06.03
3471/2021;1020.2021/0001079-3;19/12/2022;GTEC;2024.06.03
3471/2021;1020.2021/0001079-3;21/07/2022;GTEC;2024.06.03
34737/2023;1020.2023/0007149-4;15/02/2024;GTEC;2024.06.03
35229/2023;1020.2023/0018197-4;02/05/2024;GTEC;2024.06.03
35229/2023;1020.2023/0018197-4;15/03/2024;GTEC;2024.06.03
3529/2022;1020.2022/0002420-6;02/05/2024;GTEC;2024.06.03
3529/2022;1020.2022/0002420-6;18/05/2023;GTEC;2024.06.03
3563/2022;1020.2022/0002314-5;08/03/2023;GTEC;2024.06.03
36142/2023;1020.2023/0020597-0;20/05/2024;GTEC;2024.06.03
36638/2022;1020.2022/0013917-8;18/08/2023;GTEC;2024.06.03
36638/2022;1020.2022/0013917-8;23/05/2023;GTEC;2024.06.03
36806/2022;1020.2022/0018019-4;03/05/2024;GTEC;2024.06.03
36806/2022;1020.2022/0018019-4;15/03/2024;GTEC;2024.06.03
37091/2022;1020.2022/0013705-1;05/12/2023;GTEC;2024.06.03
37916/2021;1020.2021/0011662-1;05/04/2024;GTEC;2024.06.03
38272/2021;1020.2020/0001873-3;17/01/2024;GTEC;2024.06.03
3833/2021;1020.2021/0002845-5;16/09/2022;GTEC;2024.06.03
38455/2023;1020.2023/0019903-2;20/05/2024;GTEC;2024.06.03
38651/2023;1020.2023/0020222-0;05/03/2024;GTEC;2024.06.03
38651/2023;1020.2023/0020222-0;06/03/2024;GTEC;2024.06.03
38651/2023;1020.2023/0020222-0;07/03/2024;GTEC;2024.06.03
38651/2023;1020.2023/0020222-0;15/02/2024;GTEC;2024.06.03
38651/2023;1020.2023/0020222-0;18/01/2024;GTEC;2024.06.03
38651/2023;1020.2023/0020222-0;24/01/2024;GTEC;2024.06.03
38793/2023;1020.2023/0019767-6;05/02/2024;GTEC;2024.06.03
38793/2023;1020.2023/0019767-6;15/03/2024;GTEC;2024.06.03
38793/2023;1020.2023/0019767-6;29/02/2024;GTEC;2024.06.03
39780/2023;1020.2023/0022358-8;12/01/2024;GTEC;2024.06.03
39836/2022;1020.2022/0023793-5;14/03/2024;GTEC;2024.06.03
39939/2021;1020.2021/0011969-8;26/03/2024;GTEC;2024.06.03
40001/2022;1020.2022/0018694-0;06/11/2023;GTEC;2024.06.03
40622/2020;1020.2020/0007520-6;11/07/2023;GTEC;2024.06.03
40673/2021;1020.2022/0000355-1;24/01/2023;GTEC;2024.06.03
4082/2020;1020.2020/0000034-6;25/09/2023;GTEC;2024.06.03
41203/2020;1020.2020/0002898-4;27/05/2024;GTEC;2024.06.03
4125/2022;1020.2022/0003361-2;07/06/2023;GTEC;2024.06.03
41329/2020;1020.2020/0003545-0;07/05/2024;GTEC;2024.06.03
41329/2020;1020.2020/0003545-0;09/04/2024;GTEC;2024.06.03
4141/2022;1020.2022/0002309-9;08/03/2023;GTEC;2024.06.03
4141/2022;1020.2022/0002309-9;16/10/2023;GTEC;2024.06.03
41772/2023;1020.2023/0023530-6;11/12/2023;GTEC;2024.06.03
41772/2023;1020.2023/0023530-6;23/11/2023;GTEC;2024.06.03
4182/2022;1020.2022/0002473-7;03/11/2022;GTEC;2024.06.03
41889/2021;1020.2021/0014420-0;06/12/2023;GTEC;2024.06.03
4195/2020;1020.2021/0004450-7;16/12/2022;GTEC;2024.06.03
4273/2022;1020.2022/0002502-4;24/05/2023;GTEC;2024.06.03
4333/2023;1020.2021/0000223-5;21/05/2024;GTEC;2024.06.03
43499/2021;1020.2022/0000356-0;24/01/2023;GTEC;2024.06.03
44111/2021;1020.2021/0015758-1;12/01/2024;GTEC;2024.06.03
44111/2021;1020.2021/0015758-1;18/03/2024;GTEC;2024.06.03
44620/2022;1020.2022/0022049-8;03/04/2024;GTEC;2024.06.03
44649/2022;1020.2022/0017833-5;20/05/2024;GTEC;2024.06.03
44779/2020;1020.2020/0005002-5;21/03/2024;GTEC;2024.06.03
44995/2020;1020.2020/0006210-4;19/01/2024;GTEC;2024.06.03
45154/2022;1020.2022/0019156-0;23/01/2024;GTEC;2024.06.03
4583/2021;1020.2021/0001941-3;01/03/2023;GTEC;2024.06.03
4583/2021;1020.2021/0001941-3;05/09/2022;GTEC;2024.06.03
4583/2021;1020.2021/0001941-3;13/09/2023;GTEC;2024.06.03
4596/2023;1020.2022/0004474-6;06/06/2023;GTEC;2024.06.03
4596/2023;1020.2022/0004474-6;08/02/2023;GTEC;2024.06.03
4596/2023;1020.2022/0004474-6;14/02/2024;GTEC;2024.06.03
4596/2023;1020.2022/0004474-6;15/03/2023;GTEC;2024.06.03
4596/2023;1020.2022/0004474-6;29/11/2023;GTEC;2024.06.03
4610/2024;1020.2022/0002340-4;27/02/2024;GTEC;2024.06.03
46405/2020;1020.2020/0004674-5;26/10/2023;GTEC;2024.06.03
46918/2022;1020.2022/0019271-0;27/03/2024;GTEC;2024.06.03
4716/2022;1020.2022/0002474-5;18/05/2023;GTEC;2024.06.03
47225/2023;1020.2023/0023685-0;08/12/2023;GTEC;2024.06.03
47368/2023;1020.2023/0024013-0;16/01/2024;GTEC;2024.06.03
47556/2023;1020.2023/0023686-8;12/01/2024;GTEC;2024.06.03
47556/2023;1020.2023/0023686-8;20/12/2023;GTEC;2024.06.03
47595/2023;1020.2021/0006994-1;26/01/2024;GTEC;2024.06.03
47782/2020;1020.2020/0003916-1;06/02/2024;GTEC;2024.06.03
4807/2022;1020.2022/0003164-4;24/05/2023;GTEC;2024.06.03
48830/2023;1020.2023/0023940-9;06/02/2024;GTEC;2024.06.03
48830/2023;1020.2023/0023940-9;20/03/2024;GTEC;2024.06.03
48830/2023;1020.2023/0023940-9;28/05/2024;GTEC;2024.06.03
49628/2020;1020.2021/0003963-5;07/07/2023;GTEC;2024.06.03
49628/2020;1020.2021/0003963-5;08/12/2022;GTEC;2024.06.03
4990/2024;1020.2021/0003392-0;21/05/2024;GTEC;2024.06.03
49951/2022;1020.2021/0001640-6;02/02/2023;GTEC;2024.06.03
49951/2022;1020.2021/0001640-6;29/06/2023;GTEC;2024.06.03
50078/2021;1020.2021/0016714-5;06/05/2024;GTEC;2024.06.03
5019/2021;1020.2021/0005095-7;20/12/2022;GTEC;2024.06.03
5019/2021;1020.2021/0005095-7;27/04/2023;GTEC;2024.06.03
50331/2022;1020.2022/0021696-2;04/07/2023;GTEC;2024.06.03
50684/2020;1020.2020/0007561-3;06/05/2024;GTEC;2024.06.03
50684/2020;1020.2020/0007561-3;12/01/2024;GTEC;2024.06.03
50684/2020;1020.2020/0007561-3;27/02/2024;GTEC;2024.06.03
50763/2023;1020.2023/0025638-9;04/04/2024;GTEC;2024.06.03
50771/2023;1020.2023/0027755-6;26/03/2024;GTEC;2024.06.03
50776/2023;1020.2023/0024620-0;04/04/2024;GTEC;2024.06.03
52476/2022;1020.2022/0022516-3;19/03/2024;GTEC;2024.06.03
5260/2021;1020.2021/0006990-9;10/08/2023;GTEC;2024.06.03
5260/2021;1020.2021/0006990-9;11/01/2023;GTEC;2024.06.03
52608/2022;1020.2021/0002847-1;02/02/2023;GTEC;2024.06.03
52608/2022;1020.2021/0002847-1;10/04/2023;GTEC;2024.06.03
52750/2020;1020.2020/0005427-6;06/03/2024;GTEC;2024.06.03
52778/2021;1020.2020/0002917-4;28/03/2022;GTEC;2024.06.03
53268/2020;1020.2020/0015179-4;10/01/2024;GTEC;2024.06.03
53268/2020;1020.2020/0015179-4;20/10/2023;GTEC;2024.06.03
53268/2020;1020.2020/0015179-4;29/11/2023;GTEC;2024.06.03
5387/2022;1020.2022/0003171-7;25/05/2023;GTEC;2024.06.03
54174/2020;1020.2020/0005990-1;03/05/2024;GTEC;2024.06.03
54178/2020;1020.2020/0005991-0;06/05/2024;GTEC;2024.06.03
54373/2020;1020.2020/0006234-1;27/06/2023;GTEC;2024.06.03
54457/2022;1020.2022/0022637-2;07/05/2024;GTEC;2024.06.03
54563/2020;1020.2020/0008253-9;06/03/2024;GTEC;2024.06.03
54647/2023;1020.2023/0027967-2;15/03/2024;GTEC;2024.06.03
54647/2023;1020.2023/0027967-2;30/04/2024;GTEC;2024.06.03
54771/2021;1020.2021/0017492-3;20/12/2023;GTEC;2024.06.03
54771/2021;1020.2021/0017492-3;24/05/2024;GTEC;2024.06.03
54876/2023;1020.2023/0026597-3;30/04/2024;GTEC;2024.06.03
5490/2022;1020.2022/0002242-4;15/02/2023;GTEC;2024.06.03
55094/2020;1020.2020/0006296-1;03/01/2024;GTEC;2024.06.03
55094/2020;1020.2020/0006296-1;22/11/2023;GTEC;2024.06.03
55094/2020;1020.2020/0006296-1;27/06/2023;GTEC;2024.06.03
55302/2020;1020.2020/0006294-5;15/02/2024;GTEC;2024.06.03
55302/2020;1020.2020/0006294-5;22/11/2023;GTEC;2024.06.03
55302/2020;1020.2020/0006294-5;27/06/2023;GTEC;2024.06.03
55392/2021;1020.2022/0002332-3;28/04/2023;GTEC;2024.06.03
55746/2022;1020.2021/0001085-8;11/07/2023;GTEC;2024.06.03
55851/2022;1020.2022/0023808-7;03/04/2024;GTEC;2024.06.03
5610/2021;1020.2021/0002268-6;04/04/2023;GTEC;2024.06.03
5610/2021;1020.2021/0002268-6;22/08/2022;GTEC;2024.06.03
5610/2021;1020.2021/0002268-6;30/11/2022;GTEC;2024.06.03
56114/2021;1020.2021/0018062-1;26/03/2024;GTEC;2024.06.03
56341/2023;1020.2023/0028391-2;16/01/2024;GTEC;2024.06.03
56341/2023;1020.2023/0028391-2;28/05/2024;GTEC;2024.06.03
56481/2020;1020.2020/0007703-9;04/01/2024;GTEC;2024.06.03
56481/2020;1020.2020/0007703-9;09/04/2024;GTEC;2024.06.03
56481/2020;1020.2020/0007703-9;16/01/2024;GTEC;2024.06.03
56677/2020;1020.2020/0008252-0;20/05/2024;GTEC;2024.06.03
56718/2020;1020.2020/0008193-1;08/12/2023;GTEC;2024.06.03
56718/2020;1020.2020/0008193-1;18/03/2024;GTEC;2024.06.03
56718/2020;1020.2020/0008193-1;30/04/2024;GTEC;2024.06.03
57186/2021;1020.2022/0000353-5;24/01/2023;GTEC;2024.06.03
57530/2023;1020.2023/0028805-1;08/02/2024;GTEC;2024.06.03
5785/2022;1020.2022/0003367-1;07/06/2023;GTEC;2024.06.03
57867/2021;1020.2022/0000361-6;08/02/2023;GTEC;2024.06.03
57881/2021;1020.2022/0000522-8;25/05/2023;GTEC;2024.06.03
57884/2021;1020.2022/0000360-8;07/02/2023;GTEC;2024.06.03
5797/2021;1020.2021/0002847-1;29/09/2022;GTEC;2024.06.03
5802/2021;1020.2021/0001638-4;05/12/2022;GTEC;2024.06.03
5802/2021;1020.2021/0001638-4;15/03/2023;GTEC;2024.06.03
5802/2021;1020.2021/0001638-4;18/07/2022;GTEC;2024.06.03
5805/2021;1020.2021/0001643-0;01/08/2022;GTEC;2024.06.03
5805/2021;1020.2021/0001643-0;15/03/2023;GTEC;2024.06.03
5805/2021;1020.2021/0001643-0;19/10/2022;GTEC;2024.06.03
5805/2021;1020.2021/0001643-0;25/11/2022;GTEC;2024.06.03
58342/2020;1020.2020/0007817-5;20/05/2024;GTEC;2024.06.03
58464/2020;1020.2020/0011546-1;27/09/2023;GTEC;2024.06.03
58488/2020;1020.2020/0007815-9;23/01/2024;GTEC;2024.06.03
58667/2022;1020.2023/0006704-7;22/11/2023;GTEC;2024.06.03
58931/2021;1020.2022/0000330-6;12/12/2022;GTEC;2024.06.03
5899/2024;1020.2023/0017015-8;05/03/2024;GTEC;2024.06.03
5899/2024;1020.2023/0017015-8;08/04/2024;GTEC;2024.06.03
59084/2021;1020.2022/0002333-1;28/04/2023;GTEC;2024.06.03
59092/2021;1020.2022/0003951-3;29/04/2024;GTEC;2024.06.03
5960/2021;1020.2021/0002267-8;12/12/2022;GTEC;2024.06.03
5960/2021;1020.2021/0002267-8;15/03/2023;GTEC;2024.06.03
5960/2021;1020.2021/0002267-8;19/08/2022;GTEC;2024.06.03
60144/2021;1020.2022/0000345-4;17/10/2023;GTEC;2024.06.03
60144/2021;1020.2022/0000345-4;19/01/2023;GTEC;2024.06.03
6027/2022;1020.2022/0002338-2;28/04/2023;GTEC;2024.06.03
60271/2021;1020.2022/0003624-7;31/07/2023;GTEC;2024.06.03
60306/2020;1020.2021/0014414-5;20/02/2024;GTEC;2024.06.03
60432/2023;1020.2024/0003272-5;29/05/2024;GTEC;2024.06.03
60440/2021;1020.2022/0000334-9;17/01/2023;GTEC;2024.06.03
6082/2020;1020.2020/0004352-5;20/05/2024;GTEC;2024.06.03
60898/2021;1020.2022/0002299-8;06/10/2022;GTEC;2024.06.03
60898/2021;1020.2022/0002299-8;12/07/2023;GTEC;2024.06.03
61091/2023;1020.2024/0002633-4;27/05/2024;GTEC;2024.06.03
61298/2021;1020.2022/0002302-1;12/07/2023;GTEC;2024.06.03
61298/2021;1020.2022/0002302-1;15/02/2023;GTEC;2024.06.03
61693/2021;1020.2022/0000357-8;02/04/2024;GTEC;2024.06.03
61693/2021;1020.2022/0000357-8;10/01/2024;GTEC;2024.06.03
61693/2021;1020.2022/0000357-8;24/01/2023;GTEC;2024.06.03
61862/2021;1020.2022/0002346-3;07/03/2024;GTEC;2024.06.03
61862/2021;1020.2022/0002346-3;08/04/2024;GTEC;2024.06.03
61862/2021;1020.2022/0002346-3;17/05/2023;GTEC;2024.06.03
61979/2021;1020.2022/0002471-0;10/05/2023;GTEC;2024.06.03
62103/2021;1020.2022/0002297-1;15/02/2023;GTEC;2024.06.03
6240/2021;1020.2021/0001640-6;29/07/2022;GTEC;2024.06.03
62450/2021;1020.2022/0002222-0;07/03/2023;GTEC;2024.06.03
62486/2021;1020.2022/0002247-5;10/10/2023;GTEC;2024.06.03
62486/2021;1020.2022/0002247-5;15/02/2023;GTEC;2024.06.03
62562/2021;1020.2022/0002486-9;23/05/2023;GTEC;2024.06.03
63092/2021;1020.2022/0003364-7;07/06/2023;GTEC;2024.06.03
6387/2021;1020.2021/0001646-5;05/08/2022;GTEC;2024.06.03
6387/2021;1020.2021/0001646-5;30/11/2022;GTEC;2024.06.03
65/2022;1020.2022/0002300-5;15/02/2023;GTEC;2024.06.03
65/2022;1020.2022/0002300-5;17/08/2023;GTEC;2024.06.03
65182/2020;1020.2020/0011028-1;05/02/2024;GTEC;2024.06.03
6628/2022;1020.2022/0002480-0;10/05/2023;GTEC;2024.06.03
66438/2020;1020.2021/0000320-7;02/12/2022;GTEC;2024.06.03
66438/2020;1020.2021/0000320-7;09/08/2022;GTEC;2024.06.03
66438/2020;1020.2021/0000320-7;20/05/2022;GTEC;2024.06.03
66438/2020;1020.2021/0000320-7;27/02/2023;GTEC;2024.06.03
6656/2022;1020.2022/0003169-5;24/05/2023;GTEC;2024.06.03
66649/2020;1020.2021/0001647-3;06/09/2022;GTEC;2024.06.03
66649/2020;1020.2021/0001647-3;13/12/2022;GTEC;2024.06.03
66649/2020;1020.2021/0001647-3;15/07/2022;GTEC;2024.06.03
6799/2022;1020.2022/0002243-2;15/02/2023;GTEC;2024.06.03
6800/2021;1020.2021/0001648-1;08/08/2022;GTEC;2024.06.03
6800/2021;1020.2021/0001648-1;29/11/2022;GTEC;2024.06.03
6855/2022;1020.2022/0003601-8;28/07/2023;GTEC;2024.06.03
68625/2020;1020.2021/0000218-9;30/03/2022;GTEC;2024.06.03
6896/2021;1020.2021/0006238-6;10/01/2023;GTEC;2024.06.03
69238/2020;1020.2020/0011880-0;08/04/2024;GTEC;2024.06.03
69238/2020;1020.2020/0011880-0;20/05/2024;GTEC;2024.06.03
69238/2020;1020.2020/0011880-0;24/01/2024;GTEC;2024.06.03
6934/2022;1020.2022/0002477-0;18/05/2023;GTEC;2024.06.03
6940/2022;1020.2022/0002317-0;16/05/2023;GTEC;2024.06.03
6948/2021;1020.2021/0002915-0;07/10/2022;GTEC;2024.06.03
6976/2021;1020.2021/0001641-4;04/08/2022;GTEC;2024.06.03
6976/2021;1020.2021/0001641-4;15/03/2023;GTEC;2024.06.03
6976/2021;1020.2021/0001641-4;23/11/2022;GTEC;2024.06.03
6976/2022;1020.2022/0005351-6;22/08/2023;GTEC;2024.06.03
7046/2022;1020.2022/0002481-8;19/05/2023;GTEC;2024.06.03
7051/2021;1020.2021/0001649-0;12/07/2022;GTEC;2024.06.03
7082/2021;1020.2021/0002265-1;02/12/2022;GTEC;2024.06.03
7082/2021;1020.2021/0002265-1;15/08/2022;GTEC;2024.06.03
7099/2022;1020.2022/0002494-0;23/05/2023;GTEC;2024.06.03
7109/2022;1020.2022/0002315-3;08/03/2023;GTEC;2024.06.03
7111/2022;1020.2022/0002476-1;10/05/2023;GTEC;2024.06.03
7113/2021;1020.2021/0001940-5;12/08/2022;GTEC;2024.06.03
71211/2020;1020.2021/0000215-4;18/03/2022;GTEC;2024.06.03
71211/2020;1020.2021/0000215-4;28/03/2022;GTEC;2024.06.03
71364/2020;1020.2020/0012675-7;04/01/2024;GTEC;2024.06.03
71364/2020;1020.2020/0012675-7;07/12/2023;GTEC;2024.06.03
71364/2020;1020.2020/0012675-7;17/01/2024;GTEC;2024.06.03
71372/2020;1020.2020/0012676-5;07/12/2023;GTEC;2024.06.03
7150/2022;1020.2022/0002316-1;08/03/2023;GTEC;2024.06.03
7150/2022;1020.2022/0002316-1;12/07/2023;GTEC;2024.06.03
72247/2020;1020.2021/0000640-0;30/05/2022;GTEC;2024.06.03
72321/2020;1020.2020/0012774-5;15/02/2024;GTEC;2024.06.03
72321/2020;1020.2020/0012774-5;25/10/2023;GTEC;2024.06.03
72491/2020;1020.2020/0012551-3;18/03/2024;GTEC;2024.06.03
72491/2020;1020.2020/0012551-3;30/01/2024;GTEC;2024.06.03
73114/2020;1020.2021/0000316-9;13/05/2022;GTEC;2024.06.03
7327/2022;1020.2022/0002479-6;18/05/2023;GTEC;2024.06.03
7350/2022;1020.2022/0002237-8;07/03/2023;GTEC;2024.06.03
7350/2022;1020.2022/0002237-8;18/10/2023;GTEC;2024.06.03
7387/2021;1020.2021/0002270-8;02/03/2023;GTEC;2024.06.03
7387/2021;1020.2021/0002270-8;25/08/2022;GTEC;2024.06.03
7430/2022;1020.2022/0002244-0;15/02/2023;GTEC;2024.06.03
7462/2022;1020.2022/0002498-2;11/05/2023;GTEC;2024.06.03
7470/2022;1020.2022/0003362-0;07/06/2023;GTEC;2024.06.03
7581/2022;1020.2022/0002493-1;10/05/2023;GTEC;2024.06.03
75891/2020;1020.2020/0013561-6;06/12/2023;GTEC;2024.06.03
7607/2021;1020.2021/0002266-0;01/12/2022;GTEC;2024.06.03
7607/2021;1020.2021/0002266-0;15/03/2023;GTEC;2024.06.03
7607/2021;1020.2021/0002266-0;18/08/2022;GTEC;2024.06.03
7622/2022;1020.2022/0003945-9;15/02/2024;GTEC;2024.06.03
7647/2022;1020.2022/0004452-5;15/02/2024;GTEC;2024.06.03
7647/2022;1020.2022/0004452-5;22/09/2023;GTEC;2024.06.03
7719/2022;1020.2022/0002487-7;23/05/2023;GTEC;2024.06.03
7724/2022;1020.2022/0002418-4;18/05/2023;GTEC;2024.06.03
7746/2022;1020.2022/0002340-4;01/11/2023;GTEC;2024.06.03
7746/2022;1020.2022/0002340-4;16/05/2023;GTEC;2024.06.03
7773/2022;1020.2022/0002488-5;23/05/2023;GTEC;2024.06.03
79253/2020;1020.2020/0014173-0;30/10/2023;GTEC;2024.06.03
7972/2022;1020.2022/0003388-4;11/05/2023;GTEC;2024.06.03
8002/2022;1020.2022/0002417-6;17/05/2023;GTEC;2024.06.03
8064/2022;1020.2022/0003602-6;28/07/2023;GTEC;2024.06.03
8088/2022;1020.2022/0002500-8;24/05/2023;GTEC;2024.06.03
8096/2022;1020.2022/0002248-3;15/02/2023;GTEC;2024.06.03
8096/2022;1020.2022/0002248-3;24/05/2024;GTEC;2024.06.03
8123/2022;1020.2022/0003163-6;11/05/2023;GTEC;2024.06.03
8240/2022;1020.2022/0002345-5;13/07/2023;GTEC;2024.06.03
82504/2020;1020.2021/0000426-2;02/05/2024;GTEC;2024.06.03
82719/2020;1020.2021/0000216-2;13/04/2022;GTEC;2024.06.03
82719/2020;1020.2021/0000216-2;15/06/2022;GTEC;2024.06.03
82719/2020;1020.2021/0000216-2;18/01/2023;GTEC;2024.06.03
82719/2020;1020.2021/0000216-2;21/03/2022;GTEC;2024.06.03
82861/2020;1020.2021/0006236-0;10/01/2023;GTEC;2024.06.03
82861/2020;1020.2021/0006236-0;12/07/2023;GTEC;2024.06.03
8304/2022;1020.2022/0003168-7;24/05/2023;GTEC;2024.06.03
83081/2020;1020.2021/0005097-3;05/01/2023;GTEC;2024.06.03
83101/2020;1020.2021/0006237-8;19/01/2023;GTEC;2024.06.03
83738/2020;1020.2021/0000217-0;09/01/2023;GTEC;2024.06.03
83738/2020;1020.2021/0000217-0;10/05/2022;GTEC;2024.06.03
83738/2020;1020.2021/0000217-0;22/06/2022;GTEC;2024.06.03
83738/2020;1020.2021/0000217-0;28/03/2022;GTEC;2024.06.03
84146/2020;1020.2020/0015720-2;06/12/2023;GTEC;2024.06.03
84146/2020;1020.2020/0015720-2;24/01/2024;GTEC;2024.06.03
84146/2020;1020.2020/0015720-2;25/03/2024;GTEC;2024.06.03
84146/2020;1020.2020/0015720-2;29/02/2024;GTEC;2024.06.03
84176/2020;1020.2021/0000219-7;20/04/2022;GTEC;2024.06.03
84176/2020;1020.2021/0000219-7;20/05/2022;GTEC;2024.06.03
84586/2020;1020.2021/0003566-4;29/05/2023;GTEC;2024.06.03
84615/2020;1020.2021/0000221-9;08/12/2022;GTEC;2024.06.03
84615/2020;1020.2021/0000221-9;19/07/2022;GTEC;2024.06.03
84615/2020;1020.2021/0000221-9;25/04/2022;GTEC;2024.06.03
8496/2022;1020.2022/0003604-2;28/07/2023;GTEC;2024.06.03
85237/2020;1020.2021/0002535-9;07/07/2023;GTEC;2024.06.03
85237/2020;1020.2021/0002535-9;20/01/2023;GTEC;2024.06.03
854/2021;1020.2021/0001085-8;04/10/2022;GTEC;2024.06.03
854/2021;1020.2021/0001085-8;14/07/2022;GTEC;2024.06.03
85542/2020;1020.2021/0000222-7;19/12/2022;GTEC;2024.06.03
85542/2020;1020.2021/0000222-7;27/02/2023;GTEC;2024.06.03
85542/2020;1020.2021/0000222-7;27/07/2022;GTEC;2024.06.03
85542/2020;1020.2021/0000222-7;28/04/2022;GTEC;2024.06.03
85755/2020;1020.2021/0003122-7;13/10/2022;GTEC;2024.06.03
85824/2020;1020.2021/0000224-3;05/05/2022;GTEC;2024.06.03
85825/2020;1020.2021/0000223-5;03/08/2022;GTEC;2024.06.03
85825/2020;1020.2021/0000223-5;29/04/2022;GTEC;2024.06.03
86005/2020;1020.2021/0006234-3;03/02/2023;GTEC;2024.06.03
86005/2020;1020.2021/0006234-3;10/01/2023;GTEC;2024.06.03
86005/2020;1020.2021/0006234-3;28/02/2023;GTEC;2024.06.03
86028/2020;1020.2021/0000225-1;06/05/2022;GTEC;2024.06.03
86028/2020;1020.2021/0000225-1;28/06/2022;GTEC;2024.06.03
86181/2020;1020.2021/0002846-3;22/09/2022;GTEC;2024.06.03
86181/2020;1020.2021/0002846-3;23/12/2022;GTEC;2024.06.03
86226/2020;1020.2021/0001081-5;15/03/2023;GTEC;2024.06.03
86226/2020;1020.2021/0001081-5;24/11/2022;GTEC;2024.06.03
86226/2020;1020.2021/0001081-5;25/07/2022;GTEC;2024.06.03
86236/2020;1020.2021/0005094-9;20/09/2022;GTEC;2024.06.03
86236/2020;1020.2021/0005094-9;24/06/2022;GTEC;2024.06.03
8624/2022;1020.2022/0003359-0;07/06/2023;GTEC;2024.06.03
8624/2022;1020.2022/0003359-0;15/02/2024;GTEC;2024.06.03
8624/2022;1020.2022/0003359-0;27/03/2024;GTEC;2024.06.03
86445/2020;1020.2021/0000642-7;13/06/2022;GTEC;2024.06.03
86445/2020;1020.2021/0000642-7;23/08/2022;GTEC;2024.06.03
86445/2020;1020.2021/0000642-7;26/10/2022;GTEC;2024.06.03
8645/2023;1020.2023/0004480-2;27/11/2023;GTEC;2024.06.03
86554/2020;1020.2020/0016082-3;18/01/2024;GTEC;2024.06.03
86944/2020;1020.2021/0000639-7;20/06/2022;GTEC;2024.06.03
86944/2020;1020.2021/0000639-7;20/07/2022;GTEC;2024.06.03
86944/2020;1020.2021/0000639-7;28/09/2022;GTEC;2024.06.03
8789/2021;1020.2021/0005098-1;07/02/2023;GTEC;2024.06.03
8833/2022;1020.2022/0004474-6;09/06/2022;GTEC;2024.06.03
8833/2022;1020.2022/0004474-6;22/11/2022;GTEC;2024.06.03
8852/2022;1020.2022/0003368-0;02/06/2023;GTEC;2024.06.03
8859/2022;1020.2022/0003600-0;27/07/2023;GTEC;2024.06.03
888/2021;1020.2021/0000317-7;14/09/2022;GTEC;2024.06.03
888/2021;1020.2021/0000317-7;16/05/2022;GTEC;2024.06.03
8897/2024;1020.2023/0023686-8;09/04/2024;GTEC;2024.06.03
9047/2022;1020.2022/0003382-5;02/06/2023;GTEC;2024.06.03
9054/2022;1020.2022/0003392-2;18/07/2023;GTEC;2024.06.03
9198/2022;1020.2022/0003391-4;18/07/2023;GTEC;2024.06.03
9198/2022;1020.2022/0003391-4;24/10/2023;GTEC;2024.06.03
9205/2024;1020.2021/0000320-7;22/03/2024;GTEC;2024.06.03
9251/2022;1020.2022/0003170-9;25/05/2023;GTEC;2024.06.03
9480/2021;1020.2021/0002533-2;05/12/2022;GTEC;2024.06.03
9480/2021;1020.2021/0002533-2;29/08/2022;GTEC;2024.06.03
9483/2022;1020.2022/0003366-3;11/05/2023;GTEC;2024.06.03
9507/2022;1020.2022/0003172-5;26/05/2023;GTEC;2024.06.03
9923/2021;1020.2021/0002543-0;02/02/2023;GTEC;2024.06.03
9923/2021;1020.2021/0002543-0;04/04/2023;GTEC;2024.06.03
9923/2021;1020.2021/0002543-0;23/09/2022;GTEC;2024.06.03
9962/2022;1020.2022/0003610-7;14/09/2023;GTEC;2024.06.03
9962/2022;1020.2022/0003610-7;28/07/2023;GTEC;2024.06.03
100/2022;1020.2022/0000366-7;03/01/2023;GTEC;2024.06.03
1011/2022;1020.2022/0003177-6;21/06/2023;GTEC;2024.06.03
1011/2022;1020.2022/0003177-6;23/04/2024;GTEC;2024.06.03
1011/2022;1020.2022/0003177-6;27/12/2023;GTEC;2024.06.03
10266/2021;1020.2021/0003964-3;16/02/2023;GTEC;2024.06.03
10332/2022;1020.2022/0003641-7;06/03/2023;GTEC;2024.06.03
10332/2022;1020.2022/0003641-7;10/05/2023;GTEC;2024.06.03
10453/2022;1020.2022/0003375-2;06/03/2023;GTEC;2024.06.03
10532/2022;1020.2022/0003374-4;07/07/2022;GTEC;2024.06.03
10532/2022;1020.2022/0003374-4;20/04/2022;GTEC;2024.06.03
10582/2022;1020.2022/0004464-9;28/02/2024;GTEC;2024.06.03
10618/2022;1020.2022/0003620-4;13/03/2024;GTEC;2024.06.03
10618/2022;1020.2022/0003620-4;17/01/2024;GTEC;2024.06.03
10647/2021;1020.2021/0002857-9;11/10/2022;GTEC;2024.06.03
10647/2021;1020.2021/0002857-9;30/01/2023;GTEC;2024.06.03
10723/2022;1020.2022/0003376-0;13/03/2023;GTEC;2024.06.03
10723/2022;1020.2022/0003376-0;25/07/2023;GTEC;2024.06.03
10756/2022;1020.2022/0003379-5;11/01/2024;GTEC;2024.06.03
10762/2022;1020.2022/0003401-5;02/04/2024;GTEC;2024.06.03
10762/2022;1020.2022/0003401-5;09/02/2024;GTEC;2024.06.03
