processo;despacho;contagem_dom;contagem_dispatched
1020.2023/0002148-9;indeferido;1;correto
1020.2023/0002149-7;indeferido;1;correto
1020.2023/0002162-4;indeferido;1;correto
1020.2023/0002164-0;indeferido;1;correto
1020.2023/0002173-0;indeferido;1;correto
1020.2023/0002176-4;indeferido;1;correto
1020.2023/0002187-0;indeferido;1;correto
1020.2023/0001741-4;indeferido;1;correto
1020.2023/0001742-2;indeferido;1;correto
1020.2023/0001743-0;indeferido;1;correto
1020.2023/0001998-0;indeferido;1;correto
1020.2023/0002003-2;indeferido;1;correto
1020.2023/0002042-3;indeferido;1;correto
1020.2023/0002051-2;indeferido;1;correto
1020.2023/0002053-9;indeferido;1;correto
1020.2023/0002072-5;indeferido;1;correto
1020.2023/0002077-6;indeferido;1;correto
1020.2023/0001587-0;indeferido;1;correto
1020.2023/0001157-2;indeferido;1;correto
1020.2023/0001263-3;indeferido;1;correto
1020.2023/0001266-8;indeferido;1;correto
1020.2023/0001267-6;indeferido;1;correto
1020.2023/0001279-0;indeferido;1;correto
1020.2023/0001313-3;indeferido;1;correto
1020.2023/0001350-8;indeferido;1;correto
1020.2023/0001351-6;indeferido;1;correto
1020.2023/0001122-0;indeferido;1;correto
1020.2023/0001004-5;indeferido;1;correto
1020.2023/0001005-3;indeferido;1;correto
1020.2023/0001009-6;indeferido;1;correto
1020.2023/0001019-3;indeferido;1;correto
1020.2023/0001020-7;indeferido;1;correto
1020.2023/0001021-5;indeferido;1;correto
1020.2023/0001022-3;indeferido;1;correto
1020.2023/0001032-0;indeferido;1;correto
1020.2023/0001047-9;indeferido;1;correto
1020.2023/0001107-6;indeferido;1;correto
1020.2023/0001352-4;indeferido;1;correto
1020.2023/0001353-2;indeferido;1;correto
1020.2023/0001539-0;indeferido;1;correto
1020.2023/0001544-6;indeferido;1;correto
1020.2023/0001488-1;indeferido;1;correto
1020.2023/0001554-3;indeferido;1;correto
1020.2023/0001558-6;indeferido;1;correto
1020.2023/0001564-0;indeferido;1;correto
1020.2023/0001566-7;indeferido;1;correto
1020.2023/0001499-7;indeferido;1;correto
1020.2023/0001411-3;indeferido;1;correto
1020.2023/0001429-6;indeferido;1;correto
1020.2023/0001430-0;indeferido;1;correto
1020.2023/0001479-2;indeferido;1;correto
1020.2023/0001443-1;indeferido;1;correto
1020.2023/0001453-9;indeferido;1;correto
1020.2023/0001463-6;indeferido;1;correto
1020.2023/0002247-7;indeferido;1;correto
1020.2023/0003043-7;indeferido;1;correto
1020.2023/0003095-0;indeferido;1;correto
1020.2023/0003126-3;indeferido;1;correto
1020.2023/0002991-9;indeferido;1;correto
1020.2023/0002986-2;indeferido;1;correto
1020.2023/0002884-0;indeferido;1;correto
1020.2023/0002885-8;indeferido;1;correto
1020.2023/0002887-4;indeferido;1;correto
1020.2023/0002896-3;indeferido;1;correto
1020.2023/0002911-0;indeferido;1;correto
1020.2023/0002915-3;indeferido;1;correto
1020.2023/0002973-0;indeferido;1;correto
1020.2023/0002980-3;indeferido;1;correto
1020.2023/0003393-2;indeferido;1;correto
1020.2023/0003403-3;indeferido;1;correto
1020.2023/0003407-6;indeferido;1;correto
1020.2023/0003384-3;indeferido;1;correto
1020.2023/0003506-4;indeferido;1;correto
1020.2023/0003326-6;indeferido;1;correto
1020.2023/0003346-0;indeferido;1;correto
1020.2023/0002411-9;indeferido;1;correto
1020.2023/0002427-5;indeferido;1;correto
1020.2023/0002428-3;indeferido;1;correto
1020.2023/0002432-1;indeferido;1;correto
1020.2023/0002373-2;indeferido;1;correto
1020.2023/0002288-4;indeferido;1;correto
1020.2023/0002361-9;indeferido;1;correto
1020.2023/0002313-9;indeferido;1;correto
1020.2023/0002319-8;indeferido;1;correto
1020.2023/0002325-2;indeferido;1;correto
1020.2023/0002358-9;indeferido;1;correto
1020.2023/0002550-6;indeferido;1;correto
1020.2023/0002735-5;indeferido;1;correto
1020.2023/0002790-8;indeferido;1;correto
1020.2023/0002818-1;indeferido;1;correto
1020.2023/0002820-3;indeferido;1;correto
1020.2023/0002731-2;indeferido;1;correto
1020.2023/0002615-4;indeferido;1;correto
1020.2023/0002602-2;indeferido;1;correto
1020.2023/0002607-3;indeferido;1;correto
1020.2023/0002613-8;indeferido;1;correto
1020.2023/0002636-7;indeferido;1;correto
1020.2023/0002649-9;indeferido;1;correto
1020.2023/0002652-9;indeferido;1;correto
1020.2023/0002654-5;indeferido;1;correto
1020.2022/0023432-4;indeferido;1;correto
1020.2022/0023979-2;indeferido;1;correto
1020.2022/0023982-2;indeferido;1;correto
1020.2022/0024042-1;indeferido;1;correto
1020.2022/0024045-6;indeferido;1;correto
1020.2022/0024049-9;indeferido;1;correto
1020.2022/0024055-3;indeferido;1;correto
1020.2022/0024060-0;indeferido;1;correto
1020.2022/0024061-8;indeferido;1;correto
1020.2022/0024069-3;indeferido;1;correto
1020.2022/0024072-3;indeferido;1;correto
1020.2022/0024073-1;indeferido;1;correto
1020.2022/0024102-9;indeferido;1;correto
1020.2022/0023880-0;indeferido;1;correto
1020.2022/0023948-2;indeferido;1;correto
1020.2022/0023950-4;indeferido;1;correto
1020.2022/0023952-0;indeferido;1;correto
1020.2022/0023955-5;indeferido;1;correto
1020.2022/0024241-6;indeferido;1;correto
1020.2022/0024114-2;indeferido;1;correto
1020.2022/0024129-0;indeferido;1;correto
1020.2022/0024135-5;indeferido;1;correto
1020.2022/0023857-5;indeferido;1;correto
1020.2022/0023573-8;indeferido;1;correto
1020.2022/0023574-6;indeferido;1;correto
1020.2022/0023585-1;indeferido;1;correto
1020.2022/0023592-4;indeferido;1;correto
1020.2022/0023596-7;indeferido;1;correto
1020.2022/0023599-1;indeferido;1;correto
1020.2022/0023433-2;indeferido;1;correto
1020.2022/0023465-0;indeferido;1;correto
1020.2022/0023487-1;indeferido;1;correto
1020.2022/0023561-4;indeferido;1;2
1020.2022/0023661-0;indeferido;1;correto
1020.2022/0023668-8;indeferido;1;correto
1020.2022/0023762-5;indeferido;1;correto
1020.2022/0023766-8;indeferido;1;correto
1020.2022/0023776-5;indeferido;1;correto
1020.2022/0023780-3;indeferido;1;correto
1020.2022/0023782-0;indeferido;1;correto
1020.2022/0023784-6;indeferido;1;correto
1020.2022/0023849-4;indeferido;1;correto
1020.2022/0023674-2;indeferido;1;correto
1020.2022/0023675-0;indeferido;1;correto
1020.2022/0023677-7;indeferido;1;correto
1020.2022/0023685-8;indeferido;1;correto
1020.2022/0023687-4;indeferido;1;correto
1020.2022/0023688-2;indeferido;1;correto
1020.2022/0023698-0;indeferido;1;correto
1020.2022/0023705-6;indeferido;1;correto
1020.2022/0023706-4;indeferido;1;correto
1020.2022/0023709-9;indeferido;1;correto
1020.2023/0000520-3;indeferido;1;correto
1020.2023/0000533-5;indeferido;1;correto
1020.2023/0000535-1;indeferido;1;correto
1020.2023/0000538-6;indeferido;1;correto
1020.2023/0000541-6;indeferido;1;correto
1020.2023/0000544-0;indeferido;1;correto
1020.2023/0000547-5;indeferido;1;correto
1020.2023/0000548-3;indeferido;1;correto
1020.2023/0000550-5;indeferido;1;correto
1020.2023/0000601-3;indeferido;1;correto
1020.2023/0000660-9;indeferido;1;correto
1020.2023/0000340-5;indeferido;1;correto
1020.2023/0000357-0;indeferido;1;correto
1020.2023/0000366-9;indeferido;1;correto
1020.2023/0000412-6;indeferido;1;correto
1020.2023/0000413-4;indeferido;1;correto
1020.2023/0000421-5;indeferido;1;correto
1020.2023/0000439-8;indeferido;1;correto
1020.2023/0000454-1;indeferido;1;correto
1020.2023/0000501-7;indeferido;1;correto
1020.2023/0000508-4;indeferido;1;correto
1020.2023/0000666-8;indeferido;1;correto
1020.2023/0000667-6;indeferido;1;correto
1020.2023/0000861-0;indeferido;1;correto
1020.2023/0000872-5;indeferido;1;correto
1020.2023/0000853-9;indeferido;1;correto
1020.2023/0000938-1;indeferido;1;correto
1020.2023/0000947-0;indeferido;1;correto
1020.2023/0000950-0;indeferido;1;correto
1020.2023/0000952-7;indeferido;1;correto
1020.2023/0000953-5;indeferido;1;correto
1020.2023/0000850-4;indeferido;1;correto
1020.2023/0000693-5;indeferido;1;correto
1020.2023/0000758-3;indeferido;1;correto
1020.2023/0000759-1;indeferido;1;correto
1020.2023/0000771-0;indeferido;1;correto
1020.2023/0000773-7;indeferido;1;correto
1020.2023/0000828-8;indeferido;1;correto
1020.2023/0000829-6;indeferido;1;correto
1020.2023/0000832-6;indeferido;1;correto
1020.2022/0024367-6;indeferido;1;correto
1020.2022/0024370-6;indeferido;1;correto
1020.2022/0024379-0;indeferido;1;correto
1020.2022/0024412-5;indeferido;1;correto
1020.2023/0000043-0;indeferido;1;correto
1020.2023/0000052-0;indeferido;1;correto
1020.2023/0000062-7;indeferido;1;correto
1020.2022/0024339-0;indeferido;1;correto
1020.2022/0024337-4;indeferido;1;correto
1020.2022/0024254-8;indeferido;1;correto
1020.2022/0024277-7;indeferido;1;correto
1020.2022/0024326-9;indeferido;1;correto
1020.2023/0000226-3;indeferido;1;correto
1020.2023/0000233-6;indeferido;1;correto
1020.2023/0000235-2;indeferido;1;correto
1020.2023/0000245-0;indeferido;1;correto
1020.2023/0000219-0;indeferido;1;correto
1020.2023/0000072-4;indeferido;1;correto
1020.2023/0000075-9;indeferido;1;correto
1020.2023/0000076-7;indeferido;1;correto
1020.2023/0000078-3;indeferido;1;correto
1020.2023/0000079-1;indeferido;1;correto
1020.2023/0000096-1;indeferido;1;correto
1020.2023/0000099-6;indeferido;1;correto
1020.2023/0000100-3;indeferido;1;correto
1020.2023/0000103-8;indeferido;1;correto
1020.2023/0000130-5;indeferido;1;correto
1020.2023/0000144-5;indeferido;1;correto
1020.2023/0000179-8;indeferido;1;correto
1020.2023/0000184-4;indeferido;1;correto
1020.2021/0010837-8;indeferido;1;correto
1020.2021/0010843-2;indeferido;1;correto
1020.2021/0010844-0;indeferido;1;correto
1020.2021/0010850-5;indeferido;1;correto
1020.2021/0010853-0;indeferido;1;correto
1020.2021/0010924-2;indeferido;1;correto
1020.2021/0010925-0;indeferido;1;correto
1020.2021/0010939-0;indeferido;1;correto
1020.2021/0010831-9;indeferido;1;correto
1020.2021/0010720-7;indeferido;1;correto
1020.2021/0010722-3;indeferido;1;correto
1020.2021/0010746-0;indeferido;1;correto
1020.2021/0010748-7;indeferido;1;correto
1020.2021/0010756-8;indeferido;1;correto
1020.2021/0010757-6;indeferido;1;correto
1020.2021/0010758-4;indeferido;1;correto
1020.2021/0010760-6;indeferido;1;correto
1020.2021/0010825-4;indeferido;1;correto
1020.2021/0011038-0;indeferido;1;correto
1020.2021/0011065-8;indeferido;1;correto
1020.2021/0011066-6;indeferido;1;correto
1020.2021/0011080-1;indeferido;1;correto
1020.2021/0011081-0;indeferido;1;correto
1020.2021/0011091-7;indeferido;1;correto
1020.2021/0011092-5;indeferido;1;correto
1020.2021/0010970-6;indeferido;1;correto
1020.2021/0010987-0;indeferido;1;correto
1020.2021/0011000-3;indeferido;1;correto
1020.2021/0011002-0;indeferido;1;correto
1020.2021/0011003-8;indeferido;1;correto
1020.2021/0011006-2;indeferido;1;correto
1020.2021/0011009-7;indeferido;1;correto
1020.2021/0011012-7;indeferido;1;correto
1020.2021/0011013-5;indeferido;1;correto
1020.2021/0011021-6;indeferido;1;correto
1020.2021/0011025-9;indeferido;1;correto
1020.2021/0010715-0;indeferido;1;correto
1020.2021/0010517-4;indeferido;1;correto
1020.2021/0010474-7;indeferido;1;correto
1020.2021/0010475-5;indeferido;1;correto
1020.2021/0010482-8;indeferido;1;correto
1020.2021/0010503-4;indeferido;1;correto
1020.2021/0010505-0;indeferido;1;correto
1020.2021/0010513-1;indeferido;1;correto
1020.2021/0010515-8;indeferido;1;correto
1020.2021/0010472-0;indeferido;1;correto
1020.2021/0010520-4;indeferido;1;correto
1020.2021/0010522-0;indeferido;1;correto
1020.2021/0010526-3;indeferido;1;correto
1020.2021/0010527-1;indeferido;1;correto
1020.2021/0010473-9;indeferido;1;correto
1020.2021/0010532-8;indeferido;1;correto
1020.2021/0010449-6;indeferido;1;correto
1020.2021/0010418-6;indeferido;1;correto
1020.2021/0010445-3;indeferido;1;correto
1020.2021/0010446-1;indeferido;1;correto
1020.2021/0010452-6;indeferido;1;correto
1020.2021/0010456-9;indeferido;1;correto
1020.2021/0010458-5;indeferido;1;correto
1020.2021/0010464-0;indeferido;1;correto
1020.2021/0010467-4;indeferido;1;correto
1020.2021/0010644-8;indeferido;1;correto
1020.2021/0010645-6;indeferido;1;correto
1020.2021/0010664-2;indeferido;1;correto
1020.2021/0010667-7;indeferido;1;correto
1020.2021/0010668-5;indeferido;1;correto
1020.2021/0010669-3;indeferido;1;correto
1020.2021/0010702-9;indeferido;1;correto
1020.2021/0010704-5;indeferido;1;correto
1020.2021/0010581-6;indeferido;1;correto
1020.2021/0010563-8;indeferido;1;correto
1020.2021/0010564-6;indeferido;1;correto
1020.2021/0010565-4;indeferido;1;correto
1020.2021/0010568-9;indeferido;1;correto
1020.2021/0010569-7;indeferido;1;correto
1020.2021/0010570-0;indeferido;1;correto
1020.2021/0010582-4;indeferido;1;correto
1020.2021/0010636-7;indeferido;1;correto
1020.2021/0010585-9;indeferido;1;correto
1020.2021/0010590-5;indeferido;1;correto
1020.2021/0010594-8;indeferido;1;correto
1020.2021/0011145-0;indeferido;1;correto
1020.2021/0011150-6;indeferido;1;correto
1020.2021/0010403-8;indeferido;1;correto
1020.2021/0011151-4;indeferido;1;correto
1020.2021/0011596-0;indeferido;1;correto
1020.2021/0011599-4;indeferido;1;correto
1020.2021/0011601-0;indeferido;1;correto
1020.2021/0011611-7;indeferido;1;correto
1020.2021/0011617-6;indeferido;1;correto
1020.2021/0011621-4;indeferido;1;correto
1020.2021/0011624-9;indeferido;1;correto
1020.2021/0011686-9;indeferido;1;correto
1020.2021/0011696-6;indeferido;1;correto
1020.2021/0011591-9;indeferido;1;correto
1020.2021/0011588-9;indeferido;1;correto
1020.2021/0011493-9;indeferido;1;correto
1020.2021/0011502-1;indeferido;1;correto
1020.2021/0011505-6;indeferido;1;correto
1020.2021/0011578-1;indeferido;1;correto
1020.2021/0011584-6;indeferido;1;correto
1020.2021/0011819-5;indeferido;1;correto
1020.2021/0011821-7;indeferido;1;correto
1020.2021/0011822-5;indeferido;1;correto
1020.2021/0011823-3;indeferido;1;correto
1020.2021/0011824-1;indeferido;1;correto
1020.2021/0011808-0;indeferido;1;correto
1020.2021/0011834-9;indeferido;1;correto
1020.2021/0011852-7;indeferido;1;correto
1020.2021/0011874-8;indeferido;1;correto
1020.2021/0011882-9;indeferido;1;correto
1020.2021/0011884-5;indeferido;1;correto
1020.2021/0011809-8;indeferido;1;correto
1020.2021/0011806-3;indeferido;1;correto
1020.2021/0011704-0;indeferido;1;correto
1020.2021/0011709-1;indeferido;1;correto
1020.2021/0011710-5;indeferido;1;correto
1020.2021/0011712-1;indeferido;1;correto
1020.2021/0011713-0;indeferido;1;correto
1020.2021/0011714-8;indeferido;1;correto
1020.2021/0011715-6;indeferido;1;correto
1020.2021/0011716-4;indeferido;1;correto
1020.2021/0011720-2;indeferido;1;correto
1020.2021/0011783-0;indeferido;1;correto
1020.2021/0011795-4;indeferido;1;correto
1020.2021/0011797-0;indeferido;1;correto
1020.2021/0011799-7;indeferido;1;correto
1020.2021/0011475-0;indeferido;1;correto
1020.2021/0011462-9;indeferido;1;correto
1020.2021/0011245-6;indeferido;1;correto
1020.2021/0011248-0;indeferido;1;correto
1020.2021/0011249-9;indeferido;1;correto
1020.2021/0011251-0;indeferido;1;correto
1020.2021/0011254-5;indeferido;1;correto
1020.2021/0011259-6;indeferido;1;correto
1020.2021/0011263-4;indeferido;1;correto
1020.2021/0011264-2;indeferido;1;correto
1020.2021/0011266-9;indeferido;1;correto
1020.2021/0011267-7;indeferido;1;correto
1020.2021/0011337-1;indeferido;1;correto
1020.2021/0011155-7;indeferido;1;correto
1020.2021/0011156-5;indeferido;1;correto
1020.2021/0011157-3;indeferido;1;correto
1020.2021/0011160-3;indeferido;1;correto
1020.2021/0011161-1;indeferido;1;correto
1020.2021/0011172-7;indeferido;1;correto
1020.2021/0011174-3;indeferido;1;correto
1020.2021/0011176-0;indeferido;1;correto
1020.2021/0011179-4;indeferido;1;correto
1020.2021/0011241-3;indeferido;1;correto
1020.2021/0011222-7;indeferido;1;correto
1020.2021/0011228-6;indeferido;1;correto
1020.2021/0011240-5;indeferido;1;correto
1020.2021/0011341-0;indeferido;1;correto
1020.2021/0011344-4;indeferido;1;correto
1020.2021/0011419-0;indeferido;1;correto
1020.2021/0011429-7;indeferido;1;correto
1020.2021/0011430-0;indeferido;1;correto
1020.2021/0011416-5;indeferido;1;correto
1020.2021/0011445-9;indeferido;1;correto
1020.2021/0011446-7;indeferido;1;correto
1020.2021/0011447-5;indeferido;1;correto
1020.2021/0011448-3;indeferido;1;correto
1020.2021/0011449-1;indeferido;1;correto
1020.2021/0011346-0;indeferido;1;correto
1020.2021/0011348-7;indeferido;1;correto
1020.2021/0011351-7;indeferido;1;correto
1020.2021/0011352-5;indeferido;1;correto
1020.2021/0011354-1;indeferido;1;correto
1020.2021/0011357-6;indeferido;1;correto
1020.2021/0011362-2;indeferido;1;correto
1020.2021/0011414-9;indeferido;1;correto
1020.2021/0011365-7;indeferido;1;correto
1020.2021/0011366-5;indeferido;1;correto
1020.2021/0011370-3;indeferido;1;correto
1020.2021/0011407-6;indeferido;1;correto
1020.2021/0011409-2;indeferido;1;correto
1020.2021/0010405-4;indeferido;1;correto
1020.2021/0009146-7;indeferido;1;correto
1020.2021/0009147-5;indeferido;1;correto
1020.2021/0009168-8;indeferido;1;correto
1020.2021/0009228-5;indeferido;1;correto
1020.2021/0009235-8;indeferido;1;correto
1020.2021/0009239-0;indeferido;1;correto
1020.2021/0009245-5;indeferido;1;correto
1020.2021/0009249-8;indeferido;1;correto
1020.2021/0009250-1;indeferido;1;correto
1020.2021/0009251-0;indeferido;1;correto
1020.2021/0009252-8;indeferido;1;correto
1020.2021/0009257-9;indeferido;1;correto
1020.2021/0009259-5;indeferido;1;correto
1020.2021/0009261-7;indeferido;1;correto
1020.2021/0009143-2;indeferido;1;correto
1020.2021/0009141-6;indeferido;1;correto
1020.2021/0009093-2;indeferido;1;correto
1020.2021/0009097-5;indeferido;1;correto
1020.2021/0009105-0;indeferido;1;correto
1020.2021/0009137-8;indeferido;1;correto
1020.2021/0009110-6;indeferido;1;correto
1020.2021/0009131-9;indeferido;1;correto
1020.2021/0009134-3;indeferido;1;correto
1020.2021/0009135-1;indeferido;1;correto
1020.2021/0009266-8;indeferido;1;correto
1020.2021/0009267-6;indeferido;1;correto
1020.2021/0009408-3;indeferido;1;correto
1020.2021/0009412-1;indeferido;1;correto
1020.2021/0009451-2;indeferido;1;correto
1020.2021/0009454-7;indeferido;1;correto
1020.2021/0009405-9;indeferido;1;correto
1020.2021/0009458-0;indeferido;1;correto
1020.2021/0009461-0;indeferido;1;correto
1020.2021/0009463-6;indeferido;1;correto
1020.2021/0009542-0;indeferido;1;correto
1020.2021/0009402-4;indeferido;1;correto
1020.2021/0009273-0;indeferido;1;correto
1020.2021/0009277-3;indeferido;1;correto
1020.2021/0009279-0;indeferido;1;correto
1020.2021/0009287-0;indeferido;1;correto
1020.2021/0009291-9;indeferido;1;correto
1020.2021/0009341-9;indeferido;1;correto
1020.2021/0009345-1;indeferido;1;correto
1020.2021/0009346-0;indeferido;1;correto
1020.2021/0009347-8;indeferido;1;correto
1020.2021/0009351-6;indeferido;1;correto
1020.2021/0009356-7;indeferido;1;correto
1020.2021/0009398-2;indeferido;1;correto
1020.2021/0009084-3;indeferido;1;correto
1020.2021/0008760-5;indeferido;1;correto
1020.2021/0008745-1;indeferido;1;correto
1020.2021/0008746-0;indeferido;1;correto
1020.2021/0008749-4;indeferido;1;correto
1020.2021/0008754-0;indeferido;1;correto
1020.2021/0008755-9;indeferido;1;correto
1020.2021/0008733-8;indeferido;1;correto
1020.2021/0008761-3;indeferido;1;correto
1020.2021/0008762-1;indeferido;1;correto
1020.2021/0008769-9;indeferido;1;correto
1020.2021/0008774-5;indeferido;1;correto
1020.2021/0008735-4;indeferido;1;correto
1020.2021/0008732-0;indeferido;1;correto
1020.2021/0008778-8;indeferido;1;correto
1020.2021/0008616-1;indeferido;1;correto
1020.2021/0008631-5;indeferido;1;correto
1020.2021/0008674-9;indeferido;1;correto
1020.2021/0008683-8;indeferido;1;correto
1020.2021/0008686-2;indeferido;1;correto
1020.2021/0008687-0;indeferido;1;correto
1020.2021/0008695-1;indeferido;1;correto
1020.2021/0008701-0;indeferido;1;correto
1020.2021/0008707-9;indeferido;1;correto
1020.2021/0008709-5;indeferido;1;correto
1020.2021/0008711-7;indeferido;1;correto
1020.2021/0008713-3;indeferido;1;correto
1020.2021/0008729-0;indeferido;1;correto
1020.2021/0009080-0;indeferido;1;correto
1020.2021/0009058-4;indeferido;1;correto
1020.2021/0009041-0;indeferido;1;correto
1020.2021/0009044-4;indeferido;1;correto
1020.2021/0009050-9;indeferido;1;correto
1020.2021/0009054-1;indeferido;1;correto
1020.2021/0009034-7;indeferido;1;correto
1020.2021/0009065-7;indeferido;1;correto
1020.2021/0009066-5;indeferido;1;correto
1020.2021/0009076-2;indeferido;1;correto
1020.2021/0009077-0;indeferido;1;correto
1020.2021/0009078-9;indeferido;1;correto
1020.2021/0008785-0;indeferido;1;correto
1020.2021/0008791-5;indeferido;1;correto
1020.2021/0008796-6;indeferido;1;correto
1020.2021/0008807-5;indeferido;1;correto
1020.2021/0008813-0;indeferido;1;correto
1020.2021/0009033-9;indeferido;1;correto
1020.2021/0008965-9;indeferido;1;correto
1020.2021/0009029-0;indeferido;1;correto
1020.2021/0009031-2;indeferido;1;correto
1020.2021/0010162-4;indeferido;1;correto
1020.2021/0010164-0;indeferido;1;correto
1020.2021/0010170-5;indeferido;1;correto
1020.2021/0010179-9;indeferido;1;correto
1020.2021/0010181-0;indeferido;1;correto
1020.2021/0010182-9;indeferido;1;correto
1020.2021/0010183-7;indeferido;1;correto
1020.2021/0010192-6;indeferido;1;correto
1020.2021/0010199-3;indeferido;1;correto
1020.2021/0010205-1;indeferido;1;correto
1020.2021/0010207-8;indeferido;1;correto
1020.2021/0010213-2;indeferido;1;correto
1020.2021/0010217-5;indeferido;1;correto
1020.2021/0010159-4;indeferido;1;correto
1020.2021/0010158-6;indeferido;1;correto
1020.2021/0010078-4;indeferido;1;correto
1020.2021/0009977-8;indeferido;1;correto
1020.2021/0009978-6;indeferido;1;correto
1020.2021/0010004-0;indeferido;1;correto
1020.2021/0010038-5;indeferido;1;correto
1020.2021/0010070-9;indeferido;1;correto
1020.2021/0010072-5;indeferido;1;correto
1020.2021/0010094-6;indeferido;1;correto
1020.2021/0010099-7;indeferido;1;correto
1020.2021/0010101-2;indeferido;1;correto
1020.2021/0010221-3;indeferido;1;correto
1020.2021/0010366-0;indeferido;1;correto
1020.2021/0010349-0;indeferido;1;correto
1020.2021/0010352-0;indeferido;1;correto
1020.2021/0010355-4;indeferido;1;correto
1020.2021/0010358-9;indeferido;1;correto
1020.2021/0010359-7;indeferido;1;correto
1020.2021/0010360-0;indeferido;1;correto
1020.2021/0010361-9;indeferido;1;correto
1020.2021/0010365-1;indeferido;1;correto
1020.2021/0010369-4;indeferido;1;correto
1020.2021/0010393-7;indeferido;1;correto
1020.2021/0010395-3;indeferido;1;correto
1020.2021/0010235-3;indeferido;1;correto
1020.2021/0010266-3;indeferido;1;correto
1020.2021/0010258-2;indeferido;1;correto
1020.2021/0010260-4;indeferido;1;correto
1020.2021/0010261-2;indeferido;1;correto
1020.2021/0010262-0;indeferido;1;correto
1020.2021/0010264-7;indeferido;1;correto
1020.2021/0010269-8;indeferido;1;correto
1020.2021/0010272-8;indeferido;1;correto
1020.2021/0010273-6;indeferido;1;correto
1020.2021/0010306-6;indeferido;1;correto
1020.2021/0010307-4;indeferido;1;correto
1020.2021/0010338-4;indeferido;1;correto
1020.2021/0010339-2;indeferido;1;correto
1020.2021/0010342-2;indeferido;1;correto
1020.2021/0009974-3;indeferido;1;correto
1020.2021/0009967-0;indeferido;1;correto
1020.2021/0009666-3;indeferido;1;correto
1020.2021/0009644-2;indeferido;1;correto
1020.2021/0009646-9;indeferido;1;correto
1020.2021/0009647-7;indeferido;1;correto
1020.2021/0009649-3;indeferido;1;correto
1020.2021/0009651-5;indeferido;1;correto
1020.2021/0009652-3;indeferido;1;correto
1020.2021/0009658-2;indeferido;1;correto
1020.2021/0009669-8;indeferido;1;correto
1020.2021/0009670-1;indeferido;1;correto
1020.2021/0009671-0;indeferido;1;correto
1020.2021/0009672-8;indeferido;1;correto
1020.2021/0009673-6;indeferido;1;correto
1020.2021/0009674-4;indeferido;1;correto
1020.2021/0009677-9;indeferido;1;correto
1020.2021/0009550-0;indeferido;1;correto
1020.2021/0009552-7;indeferido;1;correto
1020.2021/0009553-5;indeferido;1;correto
1020.2021/0009554-3;indeferido;1;correto
1020.2021/0009555-1;indeferido;1;correto
1020.2021/0009556-0;indeferido;1;correto
1020.2021/0009558-6;indeferido;1;correto
1020.2021/0009561-6;indeferido;1;correto
1020.2021/0009562-4;indeferido;1;correto
1020.2021/0009569-1;indeferido;1;correto
1020.2021/0009596-9;indeferido;1;correto
1020.2021/0009579-9;indeferido;1;correto
1020.2021/0009580-2;indeferido;1;correto
1020.2021/0009585-3;indeferido;1;correto
1020.2021/0009594-2;indeferido;1;correto
1020.2021/0009735-0;indeferido;1;correto
1020.2021/0009737-6;indeferido;1;correto
1020.2021/0009893-3;indeferido;1;correto
1020.2021/0009895-0;indeferido;1;correto
1020.2021/0009898-4;indeferido;1;correto
1020.2021/0009903-4;indeferido;1;correto
1020.2021/0009904-2;indeferido;1;correto
1020.2021/0009914-0;indeferido;1;correto
1020.2021/0009950-6;indeferido;1;correto
1020.2021/0009954-9;indeferido;1;correto
1020.2021/0009885-2;indeferido;1;correto
1020.2021/0009811-9;indeferido;1;correto
1020.2021/0009740-6;indeferido;1;correto
1020.2021/0009801-1;indeferido;1;correto
1020.2021/0009808-9;indeferido;1;correto
1020.2021/0009809-7;indeferido;1;correto
1020.2021/0009871-2;indeferido;1;correto
1020.2021/0009872-0;indeferido;1;correto
1020.2021/0009873-9;indeferido;1;correto
1020.2021/0009880-1;indeferido;1;correto
1020.2021/0011885-3;indeferido;1;correto
1020.2021/0011886-1;indeferido;1;correto
1020.2021/0015168-0;indeferido;1;correto
1020.2021/0015174-5;indeferido;1;correto
1020.2021/0015179-6;indeferido;1;correto
1020.2021/0015181-8;indeferido;1;correto
1020.2021/0015184-2;indeferido;1;correto
1020.2021/0015187-7;indeferido;1;correto
1020.2021/0015192-3;indeferido;1;correto
1020.2021/0015209-1;indeferido;1;correto
1020.2021/0015215-6;indeferido;1;correto
1020.2021/0015219-9;indeferido;1;correto
1020.2021/0015165-6;indeferido;1;correto
1020.2021/0015164-8;indeferido;1;correto
1020.2021/0014930-9;indeferido;1;correto
1020.2021/0014994-5;indeferido;1;correto
1020.2021/0014996-1;indeferido;1;correto
1020.2021/0014997-0;indeferido;1;correto
1020.2021/0015000-5;indeferido;1;correto
1020.2021/0015006-4;indeferido;1;correto
1020.2021/0015007-2;indeferido;1;correto
1020.2021/0015161-3;indeferido;1;correto
1020.2021/0015014-5;indeferido;1;correto
1020.2021/0015020-0;indeferido;1;correto
1020.2021/0015152-4;indeferido;1;correto
1020.2021/0015158-3;indeferido;1;correto
1020.2021/0015160-5;indeferido;1;correto
1020.2021/0015386-1;indeferido;1;correto
1020.2021/0015488-4;indeferido;1;correto
1020.2021/0015489-2;indeferido;1;correto
1020.2021/0015490-6;indeferido;1;correto
1020.2021/0015493-0;indeferido;1;correto
1020.2021/0015495-7;indeferido;1;correto
