processo;despacho;contagem_dom;contagem_dispatched
1020.2022/0011665-8;deferido;1;correto
1020.2022/0011666-6;deferido;1;correto
1020.2022/0011668-2;deferido;1;correto
1020.2022/0011669-0;deferido;1;correto
1020.2022/0011670-4;deferido;1;correto
1020.2022/0011671-2;deferido;1;correto
1020.2022/0011678-0;deferido;1;correto
1020.2022/0011679-8;deferido;1;correto
1020.2022/0011680-1;deferido;1;correto
1020.2022/0011681-0;deferido;1;correto
1020.2022/0011682-8;deferido;1;correto
1020.2022/0011687-9;deferido;1;correto
1020.2022/0011688-7;deferido;1;correto
1020.2022/0011722-0;deferido;1;correto
1020.2022/0011724-7;deferido;1;correto
1020.2022/0011725-5;deferido;1;correto
1020.2022/0011726-3;deferido;1;correto
1020.2022/0011727-1;deferido;1;correto
1020.2022/0011728-0;deferido;1;correto
1020.2022/0011732-8;deferido;1;correto
1020.2022/0011657-7;deferido;1;correto
1020.2022/0011656-9;deferido;1;correto
1020.2022/0011655-0;deferido;1;correto
1020.2022/0011637-2;deferido;1;correto
1020.2022/0011623-2;deferido;1;correto
1020.2022/0011625-9;deferido;1;correto
1020.2022/0011626-7;deferido;1;correto
1020.2022/0011627-5;deferido;1;correto
1020.2022/0011628-3;deferido;1;correto
1020.2022/0011629-1;deferido;1;correto
1020.2022/0011630-5;deferido;1;correto
1020.2022/0011631-3;deferido;1;correto
1020.2022/0011632-1;deferido;1;correto
1020.2022/0011633-0;deferido;1;correto
1020.2022/0011635-6;deferido;1;correto
1020.2022/0011636-4;deferido;1;correto
1020.2022/0011654-2;deferido;1;correto
1020.2022/0011640-2;deferido;1;correto
1020.2022/0011641-0;deferido;1;correto
1020.2022/0011642-9;deferido;1;correto
1020.2022/0011643-7;deferido;1;correto
1020.2022/0011644-5;deferido;1;correto
1020.2022/0011645-3;deferido;1;correto
1020.2022/0011646-1;deferido;1;correto
1020.2022/0011647-0;deferido;1;correto
1020.2022/0011649-6;deferido;1;correto
1020.2022/0011650-0;deferido;1;correto
1020.2022/0011651-8;deferido;1;correto
1020.2022/0011652-6;deferido;1;correto
1020.2022/0011653-4;deferido;1;correto
1020.2022/0011733-6;deferido;1;correto
1020.2022/0011735-2;deferido;1;correto
1020.2022/0011849-9;deferido;1;correto
1020.2022/0011736-0;deferido;1;correto
1020.2022/0011806-5;deferido;1;correto
1020.2022/0011807-3;deferido;1;correto
1020.2022/0011808-1;deferido;1;correto
1020.2022/0011809-0;deferido;1;correto
1020.2022/0011810-3;deferido;1;correto
1020.2022/0011811-1;deferido;1;correto
1020.2022/0011812-0;deferido;1;correto
1020.2022/0011813-8;deferido;1;correto
1020.2022/0011814-6;deferido;1;correto
1020.2022/0011815-4;deferido;1;correto
1020.2022/0011816-2;deferido;1;correto
1020.2022/0011817-0;deferido;1;correto
1020.2022/0011818-9;deferido;1;correto
1020.2022/0011820-0;deferido;1;correto
1020.2022/0011822-7;deferido;1;correto
1020.2022/0011825-1;deferido;1;correto
1020.2022/0011828-6;deferido;1;correto
1020.2022/0011829-4;deferido;1;correto
1020.2022/0011832-4;deferido;1;correto
1020.2022/0011833-2;deferido;1;correto
1020.2022/0011834-0;deferido;1;correto
1020.2022/0011835-9;deferido;1;correto
1020.2022/0011836-7;deferido;1;correto
1020.2022/0011838-3;deferido;1;correto
1020.2022/0011839-1;deferido;1;correto
1020.2022/0011841-3;deferido;1;correto
1020.2022/0011842-1;deferido;1;correto
1020.2022/0011803-0;deferido;1;correto
1020.2022/0011754-9;deferido;1;correto
1020.2022/0011737-9;deferido;1;correto
1020.2022/0011738-7;deferido;1;correto
1020.2022/0011740-9;deferido;1;correto
1020.2022/0011741-7;deferido;1;correto
1020.2022/0011743-3;deferido;1;correto
1020.2022/0011744-1;deferido;1;correto
1020.2022/0011745-0;deferido;1;correto
1020.2022/0011746-8;deferido;1;correto
1020.2022/0011747-6;deferido;1;correto
1020.2022/0011748-4;deferido;1;correto
1020.2022/0011749-2;deferido;1;correto
1020.2022/0011753-0;deferido;1;correto
1020.2022/0011756-5;deferido;1;correto
1020.2022/0011757-3;deferido;1;correto
1020.2022/0011758-1;deferido;1;correto
1020.2022/0011759-0;deferido;1;correto
1020.2022/0011760-3;deferido;1;correto
1020.2022/0011762-0;deferido;1;correto
1020.2022/0011764-6;deferido;1;correto
1020.2022/0011765-4;deferido;1;correto
1020.2022/0011766-2;deferido;1;correto
1020.2022/0011767-0;deferido;1;correto
1020.2022/0011768-9;deferido;1;correto
1020.2022/0012210-0;deferido;1;correto
1020.2022/0012782-0;deferido;1;correto
1020.2022/0012682-3;deferido;1;correto
1020.2022/0012683-1;deferido;1;correto
1020.2022/0012686-6;deferido;1;correto
1020.2022/0012687-4;deferido;1;correto
1020.2022/0012689-0;deferido;1;correto
1020.2022/0012690-4;deferido;1;correto
1020.2022/0012691-2;deferido;1;correto
1020.2022/0012692-0;deferido;1;correto
1020.2022/0012695-5;deferido;1;correto
1020.2022/0012696-3;deferido;1;correto
1020.2022/0012697-1;deferido;1;correto
1020.2022/0012698-0;deferido;1;correto
1020.2022/0012699-8;deferido;1;correto
1020.2022/0012700-5;deferido;1;correto
1020.2022/0012748-0;deferido;1;correto
1020.2022/0012753-6;deferido;1;correto
1020.2022/0012756-0;deferido;1;correto
1020.2022/0012759-5;deferido;1;correto
1020.2022/0012761-7;deferido;1;correto
1020.2022/0012764-1;deferido;1;correto
1020.2022/0012765-0;deferido;1;correto
1020.2022/0012769-2;deferido;1;correto
1020.2022/0012771-4;deferido;1;correto
1020.2022/0012777-3;deferido;1;correto
1020.2022/0012681-5;deferido;1;correto
1020.2022/0012680-7;deferido;1;correto
1020.2022/0012653-0;deferido;1;correto
1020.2022/0012603-3;deferido;1;correto
1020.2022/0012604-1;deferido;1;correto
1020.2022/0012605-0;deferido;1;correto
1020.2022/0012607-6;deferido;1;correto
1020.2022/0012608-4;deferido;1;correto
1020.2022/0012610-6;deferido;1;correto
1020.2022/0012612-2;deferido;1;correto
1020.2022/0012615-7;deferido;1;correto
1020.2022/0012616-5;deferido;1;correto
1020.2022/0012651-3;deferido;1;correto
1020.2022/0012654-8;deferido;1;correto
1020.2022/0012677-7;deferido;1;correto
1020.2022/0012655-6;deferido;1;correto
1020.2022/0012656-4;deferido;1;correto
1020.2022/0012658-0;deferido;1;correto
1020.2022/0012659-9;deferido;1;correto
1020.2022/0012664-5;deferido;1;correto
1020.2022/0012667-0;deferido;1;correto
1020.2022/0012668-8;deferido;1;correto
1020.2022/0012669-6;deferido;1;correto
1020.2022/0012670-0;deferido;1;correto
1020.2022/0012671-8;deferido;1;correto
1020.2022/0012673-4;deferido;1;correto
1020.2022/0012676-9;deferido;1;correto
1020.2022/0012778-1;deferido;1;correto
1020.2022/0012783-8;deferido;1;correto
1020.2022/0012600-9;deferido;1;correto
1020.2022/0012923-7;deferido;1;correto
1020.2022/0012924-5;deferido;1;correto
1020.2022/0012931-8;deferido;1;correto
1020.2022/0012933-4;deferido;1;correto
1020.2022/0012935-0;deferido;1;correto
1020.2022/0012937-7;deferido;1;correto
1020.2022/0012938-5;deferido;1;correto
1020.2022/0012990-3;deferido;1;correto
1020.2022/0012994-6;deferido;1;correto
1020.2022/0012995-4;deferido;1;correto
1020.2022/0012997-0;deferido;1;correto
1020.2022/0012998-9;deferido;1;correto
1020.2022/0012999-7;deferido;1;correto
1020.2022/0013003-0;deferido;1;correto
1020.2022/0013004-9;deferido;1;correto
1020.2022/0013008-1;deferido;1;correto
1020.2022/0013009-0;deferido;1;correto
1020.2022/0013011-1;deferido;1;correto
1020.2022/0013012-0;deferido;1;correto
1020.2022/0013015-4;deferido;1;correto
1020.2022/0013016-2;deferido;1;correto
1020.2022/0012922-9;deferido;1;correto
1020.2022/0012921-0;deferido;1;correto
1020.2022/0012920-2;deferido;1;correto
1020.2022/0012839-7;deferido;1;correto
1020.2022/0012823-0;deferido;1;correto
1020.2022/0012824-9;deferido;1;correto
1020.2022/0012826-5;deferido;1;correto
1020.2022/0012827-3;deferido;1;correto
1020.2022/0012829-0;deferido;1;correto
1020.2022/0012832-0;deferido;1;correto
1020.2022/0012833-8;deferido;1;correto
1020.2022/0012838-9;deferido;1;correto
1020.2022/0012840-0;deferido;1;correto
1020.2022/0012919-9;deferido;1;correto
1020.2022/0012842-7;deferido;1;correto
1020.2022/0012845-1;deferido;1;correto
1020.2022/0012846-0;deferido;1;correto
1020.2022/0012851-6;deferido;1;correto
1020.2022/0012905-9;deferido;1;correto
1020.2022/0012909-1;deferido;1;correto
1020.2022/0012914-8;deferido;1;correto
1020.2022/0012916-4;deferido;1;correto
1020.2022/0012918-0;deferido;1;correto
1020.2022/0012601-7;deferido;1;correto
1020.2022/0012599-1;deferido;1;correto
1020.2022/0012214-3;deferido;1;correto
1020.2022/0012298-4;deferido;1;correto
1020.2022/0012305-0;deferido;1;correto
1020.2022/0012309-3;deferido;1;correto
1020.2022/0012325-5;deferido;1;correto
1020.2022/0012328-0;deferido;1;correto
1020.2022/0012330-1;deferido;1;correto
1020.2022/0012333-6;deferido;1;correto
1020.2022/0012345-0;deferido;1;correto
1020.2022/0012348-4;deferido;1;correto
1020.2022/0012350-6;deferido;1;correto
1020.2022/0012352-2;deferido;1;correto
1020.2022/0012353-0;deferido;1;correto
1020.2022/0012354-9;deferido;1;correto
1020.2022/0012356-5;deferido;1;correto
1020.2022/0012358-1;deferido;1;correto
1020.2022/0012359-0;deferido;1;correto
1020.2022/0012361-1;deferido;1;correto
1020.2022/0012363-8;deferido;1;correto
1020.2022/0012365-4;deferido;1;correto
1020.2022/0012367-0;deferido;1;correto
1020.2022/0012369-7;deferido;1;correto
1020.2022/0012375-1;deferido;1;correto
1020.2022/0012377-8;deferido;1;correto
1020.2022/0012379-4;deferido;1;correto
1020.2022/0012381-6;deferido;1;correto
1020.2022/0012292-5;deferido;1;correto
1020.2022/0012287-9;deferido;1;correto
1020.2022/0012285-2;deferido;1;correto
1020.2022/0012242-9;deferido;1;correto
1020.2022/0012215-1;deferido;1;correto
1020.2022/0012217-8;deferido;1;correto
1020.2022/0012220-8;deferido;1;correto
1020.2022/0012225-9;deferido;1;correto
1020.2022/0012226-7;deferido;1;correto
1020.2022/0012231-3;deferido;1;correto
1020.2022/0012233-0;deferido;1;correto
1020.2022/0012234-8;deferido;1;correto
1020.2022/0012235-6;deferido;1;correto
1020.2022/0012237-2;deferido;1;correto
1020.2022/0012240-2;deferido;1;correto
1020.2022/0012241-0;deferido;1;correto
1020.2022/0012244-5;deferido;1;correto
1020.2022/0012284-4;deferido;1;correto
1020.2022/0012246-1;deferido;1;correto
1020.2022/0012249-6;deferido;1;correto
1020.2022/0012252-6;deferido;1;correto
1020.2022/0012254-2;deferido;1;correto
1020.2022/0012258-5;deferido;1;correto
1020.2022/0012260-7;deferido;1;correto
1020.2022/0012261-5;deferido;1;correto
1020.2022/0012264-0;deferido;1;correto
1020.2022/0012265-8;deferido;1;correto
1020.2022/0012266-6;deferido;1;correto
1020.2022/0012276-3;deferido;1;correto
1020.2022/0012281-0;deferido;1;correto
1020.2022/0012283-6;deferido;1;correto
1020.2022/0012383-2;deferido;1;correto
1020.2022/0012385-9;deferido;1;correto
1020.2022/0012598-3;deferido;1;correto
1020.2022/0012386-7;deferido;1;correto
1020.2022/0012505-3;deferido;1;correto
1020.2022/0012507-0;deferido;1;correto
1020.2022/0012508-8;deferido;1;correto
1020.2022/0012514-2;deferido;1;correto
1020.2022/0012564-9;deferido;1;correto
1020.2022/0012566-5;deferido;1;correto
1020.2022/0012569-0;deferido;1;correto
1020.2022/0012572-0;deferido;1;correto
1020.2022/0012573-8;deferido;1;correto
1020.2022/0012574-6;deferido;1;correto
1020.2022/0012578-9;deferido;1;correto
1020.2022/0012580-0;deferido;1;correto
1020.2022/0012581-9;deferido;1;correto
1020.2022/0012582-7;deferido;1;correto
1020.2022/0012583-5;deferido;1;correto
1020.2022/0012584-3;deferido;1;correto
1020.2022/0012586-0;deferido;1;correto
1020.2022/0012587-8;deferido;1;correto
1020.2022/0012588-6;deferido;1;correto
1020.2022/0012589-4;deferido;1;correto
1020.2022/0012594-0;deferido;1;correto
1020.2022/0012596-7;deferido;1;correto
1020.2022/0012597-5;deferido;1;correto
1020.2022/0012504-5;deferido;1;correto
1020.2022/0012503-7;deferido;1;correto
1020.2022/0012478-2;deferido;1;correto
1020.2022/0012457-0;deferido;1;correto
1020.2022/0012460-0;deferido;1;correto
1020.2022/0012469-3;deferido;1;correto
1020.2022/0012470-7;deferido;1;correto
1020.2022/0012471-5;deferido;1;correto
1020.2022/0012472-3;deferido;1;correto
1020.2022/0012473-1;deferido;1;correto
1020.2022/0012474-0;deferido;1;correto
1020.2022/0012475-8;deferido;1;correto
1020.2022/0012476-6;deferido;1;correto
1020.2022/0012477-4;deferido;1;correto
1020.2022/0012479-0;deferido;1;correto
1020.2022/0012501-0;deferido;1;correto
1020.2022/0012480-4;deferido;1;correto
1020.2022/0012481-2;deferido;1;correto
1020.2022/0012483-9;deferido;1;correto
1020.2022/0012484-7;deferido;1;correto
1020.2022/0012487-1;deferido;1;correto
1020.2022/0012488-0;deferido;1;correto
1020.2022/0012490-1;deferido;1;correto
1020.2022/0012491-0;deferido;1;correto
1020.2022/0012492-8;deferido;1;correto
1020.2022/0012493-6;deferido;1;correto
1020.2022/0012495-2;deferido;1;correto
1020.2022/0012496-0;deferido;1;correto
1020.2022/0014298-5;deferido;1;correto
1020.2022/0014303-5;deferido;1;correto
1020.2022/0016547-0;deferido;1;correto
1020.2022/0015768-0;deferido;1;correto
1020.2022/0015771-0;deferido;1;correto
1020.2022/0015773-7;deferido;1;correto
1020.2022/0015776-1;deferido;1;correto
1020.2022/0015777-0;deferido;1;correto
1020.2022/0015778-8;deferido;1;correto
1020.2022/0015779-6;deferido;1;correto
1020.2022/0015780-0;deferido;1;correto
1020.2022/0015781-8;deferido;1;correto
1020.2022/0015782-6;deferido;1;correto
1020.2022/0015783-4;deferido;1;correto
1020.2022/0015784-2;deferido;1;correto
1020.2022/0015785-0;deferido;1;correto
1020.2022/0015786-9;deferido;1;correto
1020.2022/0015787-7;deferido;1;correto
1020.2022/0015788-5;deferido;1;correto
1020.2022/0015789-3;deferido;1;correto
1020.2022/0015790-7;deferido;1;correto
1020.2022/0015791-5;deferido;1;correto
1020.2022/0015792-3;deferido;1;correto
1020.2022/0015793-1;deferido;1;correto
1020.2022/0015794-0;deferido;1;correto
1020.2022/0015795-8;deferido;1;correto
1020.2022/0015796-6;deferido;1;correto
1020.2022/0015797-4;deferido;1;correto
1020.2022/0015798-2;deferido;1;correto
1020.2022/0015799-0;deferido;1;correto
1020.2022/0015800-8;deferido;1;correto
1020.2022/0015801-6;deferido;1;correto
1020.2022/0015947-0;deferido;1;correto
1020.2022/0015765-6;deferido;1;correto
1020.2022/0015692-7;deferido;1;correto
1020.2022/0015694-3;deferido;1;correto
1020.2022/0015696-0;deferido;1;correto
1020.2022/0015697-8;deferido;1;correto
1020.2022/0015698-6;deferido;1;correto
1020.2022/0015699-4;deferido;1;correto
1020.2022/0015700-1;deferido;1;correto
1020.2022/0015701-0;deferido;1;correto
1020.2022/0015705-2;deferido;1;correto
1020.2022/0015706-0;deferido;1;correto
1020.2022/0015714-1;deferido;1;correto
1020.2022/0015747-8;deferido;1;correto
1020.2022/0015748-6;deferido;1;correto
1020.2022/0015749-4;deferido;1;correto
1020.2022/0015750-8;deferido;1;correto
1020.2022/0015751-6;deferido;1;correto
1020.2022/0015752-4;deferido;1;correto
1020.2022/0015753-2;deferido;1;correto
1020.2022/0015754-0;deferido;1;correto
1020.2022/0015755-9;deferido;1;correto
1020.2022/0015756-7;deferido;1;correto
1020.2022/0015757-5;deferido;1;correto
1020.2022/0015759-1;deferido;1;correto
1020.2022/0015760-5;deferido;1;correto
1020.2022/0015761-3;deferido;1;correto
1020.2022/0015762-1;deferido;1;correto
1020.2022/0015802-4;deferido;1;correto
1020.2022/0015803-2;deferido;1;correto
1020.2022/0015804-0;deferido;1;correto
1020.2022/0015805-9;deferido;1;correto
1020.2022/0015875-0;deferido;1;correto
1020.2022/0015876-8;deferido;1;correto
1020.2022/0015878-4;deferido;1;correto
1020.2022/0015880-6;deferido;1;correto
1020.2022/0015881-4;deferido;1;correto
1020.2022/0015882-2;deferido;1;correto
1020.2022/0015884-9;deferido;1;correto
1020.2022/0015885-7;deferido;1;correto
1020.2022/0015886-5;deferido;1;correto
1020.2022/0015887-3;deferido;1;correto
1020.2022/0015888-1;deferido;1;correto
1020.2022/0015889-0;deferido;1;correto
1020.2022/0015890-3;deferido;1;correto
1020.2022/0015891-1;deferido;1;correto
1020.2022/0015892-0;deferido;1;correto
1020.2022/0015893-8;deferido;1;correto
1020.2022/0015899-7;deferido;1;correto
1020.2022/0015900-4;deferido;1;correto
1020.2022/0015903-9;deferido;1;correto
1020.2022/0015904-7;deferido;1;correto
1020.2022/0015905-5;deferido;1;correto
1020.2022/0015908-0;deferido;1;correto
1020.2022/0015909-8;deferido;1;correto
1020.2022/0015910-1;deferido;1;correto
1020.2022/0015873-3;deferido;1;correto
1020.2022/0015842-3;deferido;1;correto
1020.2022/0015839-3;deferido;1;correto
1020.2022/0015819-9;deferido;1;correto
1020.2022/0015806-7;deferido;1;correto
1020.2022/0015808-3;deferido;1;correto
1020.2022/0015809-1;deferido;1;correto
1020.2022/0015810-5;deferido;1;correto
1020.2022/0015811-3;deferido;1;correto
1020.2022/0015812-1;deferido;1;correto
1020.2022/0015813-0;deferido;1;correto
1020.2022/0015814-8;deferido;1;correto
1020.2022/0015815-6;deferido;1;correto
1020.2022/0015816-4;deferido;1;correto
1020.2022/0015817-2;deferido;1;correto
1020.2022/0015818-0;deferido;1;correto
1020.2022/0015820-2;deferido;1;correto
1020.2022/0015836-9;deferido;1;correto
1020.2022/0015821-0;deferido;1;correto
1020.2022/0015822-9;deferido;1;correto
1020.2022/0015823-7;deferido;1;correto
1020.2022/0015824-5;deferido;1;correto
1020.2022/0015825-3;deferido;1;correto
1020.2022/0015826-1;deferido;1;correto
1020.2022/0015827-0;deferido;1;correto
1020.2022/0015829-6;deferido;1;correto
1020.2022/0015830-0;deferido;1;correto
1020.2022/0015832-6;deferido;1;correto
1020.2022/0015833-4;deferido;1;correto
1020.2022/0015834-2;deferido;1;correto
1020.2022/0015691-9;deferido;1;correto
1020.2022/0015690-0;deferido;1;correto
1020.2022/0015689-7;deferido;1;correto
1020.2022/0015552-1;deferido;1;correto
1020.2022/0015522-0;deferido;1;correto
1020.2022/0015523-8;deferido;1;correto
1020.2022/0015524-6;deferido;1;correto
1020.2022/0015525-4;deferido;1;correto
1020.2022/0015526-2;deferido;1;correto
1020.2022/0015527-0;deferido;1;correto
1020.2022/0015528-9;deferido;1;correto
1020.2022/0015529-7;deferido;1;correto
1020.2022/0015530-0;deferido;1;correto
1020.2022/0015531-9;deferido;1;correto
1020.2022/0015532-7;deferido;1;correto
1020.2022/0015533-5;deferido;1;correto
1020.2022/0015534-3;deferido;1;correto
1020.2022/0015535-1;deferido;1;correto
1020.2022/0015536-0;deferido;1;correto
1020.2022/0015537-8;deferido;1;correto
1020.2022/0015538-6;deferido;1;correto
1020.2022/0015539-4;deferido;1;correto
1020.2022/0015540-8;deferido;1;correto
1020.2022/0015542-4;deferido;1;correto
1020.2022/0015543-2;deferido;1;correto
1020.2022/0015544-0;deferido;1;correto
1020.2022/0015545-9;deferido;1;correto
1020.2022/0015546-7;deferido;1;correto
1020.2022/0015547-5;deferido;1;correto
1020.2022/0015548-3;deferido;1;correto
1020.2022/0015549-1;deferido;1;correto
1020.2022/0015550-5;deferido;1;correto
1020.2022/0015519-0;deferido;1;correto
1020.2022/0015471-1;deferido;1;correto
1020.2022/0015443-6;deferido;1;correto
1020.2022/0015444-4;deferido;1;correto
1020.2022/0015445-2;deferido;1;correto
1020.2022/0015449-5;deferido;1;correto
1020.2022/0015450-9;deferido;1;correto
1020.2022/0015451-7;deferido;1;correto
1020.2022/0015452-5;deferido;1;correto
1020.2022/0015454-1;deferido;1;correto
1020.2022/0015456-8;deferido;1;correto
1020.2022/0015468-1;deferido;1;correto
1020.2022/0015472-0;deferido;1;correto
1020.2022/0015473-8;deferido;1;correto
1020.2022/0015474-6;deferido;1;correto
1020.2022/0015475-4;deferido;1;correto
1020.2022/0015476-2;deferido;1;correto
1020.2022/0015477-0;deferido;1;correto
1020.2022/0015478-9;deferido;1;correto
1020.2022/0015480-0;deferido;1;correto
1020.2022/0015481-9;deferido;1;correto
1020.2022/0015482-7;deferido;1;correto
1020.2022/0015483-5;deferido;1;correto
1020.2022/0015485-1;deferido;1;correto
1020.2022/0015486-0;deferido;1;correto
1020.2022/0015487-8;deferido;1;correto
1020.2022/0015551-3;deferido;1;correto
1020.2022/0015553-0;deferido;1;correto
1020.2022/0015688-9;deferido;1;correto
1020.2022/0015554-8;deferido;1;correto
1020.2022/0015594-7;deferido;1;correto
1020.2022/0015595-5;deferido;1;correto
1020.2022/0015599-8;deferido;1;correto
1020.2022/0015600-5;deferido;1;correto
1020.2022/0015658-7;deferido;1;correto
1020.2022/0015667-6;deferido;1;correto
1020.2022/0015668-4;deferido;1;correto
1020.2022/0015669-2;deferido;1;correto
1020.2022/0015670-6;deferido;1;correto
1020.2022/0015671-4;deferido;1;correto
1020.2022/0015672-2;deferido;1;correto
1020.2022/0015673-0;deferido;1;correto
1020.2022/0015674-9;deferido;1;correto
1020.2022/0015675-7;deferido;1;correto
1020.2022/0015676-5;deferido;1;correto
1020.2022/0015677-3;deferido;1;correto
1020.2022/0015678-1;deferido;1;correto
1020.2022/0015679-0;deferido;1;correto
1020.2022/0015680-3;deferido;1;correto
1020.2022/0015591-2;deferido;1;correto
1020.2022/0015590-4;deferido;1;correto
1020.2022/0015589-0;deferido;1;correto
1020.2022/0015569-6;deferido;1;correto
1020.2022/0015555-6;deferido;1;correto
1020.2022/0015556-4;deferido;1;correto
1020.2022/0015557-2;deferido;1;correto
1020.2022/0015558-0;deferido;1;correto
1020.2022/0015559-9;deferido;1;correto
1020.2022/0015560-2;deferido;1;correto
1020.2022/0015561-0;deferido;1;correto
1020.2022/0015562-9;deferido;1;correto
1020.2022/0015563-7;deferido;1;correto
1020.2022/0015564-5;deferido;1;correto
1020.2022/0015565-3;deferido;1;correto
1020.2022/0015566-1;deferido;1;correto
1020.2022/0015568-8;deferido;1;correto
1020.2022/0015571-8;deferido;1;correto
1020.2022/0015587-4;deferido;1;correto
1020.2022/0015572-6;deferido;1;correto
1020.2022/0015573-4;deferido;1;correto
1020.2022/0015575-0;deferido;1;correto
1020.2022/0015576-9;deferido;1;correto
1020.2022/0015577-7;deferido;1;correto
1020.2022/0015578-5;deferido;1;correto
1020.2022/0015579-3;deferido;1;correto
1020.2022/0015581-5;deferido;1;correto
1020.2022/0015582-3;deferido;1;correto
1020.2022/0015584-0;deferido;1;correto
1020.2022/0015585-8;deferido;1;correto
1020.2022/0015948-9;deferido;1;correto
1020.2022/0014304-3;deferido;1;correto
1020.2022/0016254-4;deferido;1;correto
1020.2022/0016256-0;deferido;1;correto
1020.2022/0016265-0;deferido;1;correto
1020.2022/0016267-6;deferido;1;correto
1020.2022/0016275-7;deferido;1;correto
1020.2022/0016277-3;deferido;1;correto
1020.2022/0016278-1;deferido;1;correto
1020.2022/0016279-0;deferido;1;correto
1020.2022/0016283-8;deferido;1;correto
1020.2022/0016287-0;deferido;1;correto
1020.2022/0016328-1;deferido;1;correto
1020.2022/0016329-0;deferido;1;correto
1020.2022/0016335-4;deferido;1;correto
1020.2022/0016337-0;deferido;1;correto
1020.2022/0016338-9;deferido;1;correto
1020.2022/0016339-7;deferido;1;correto
1020.2022/0016372-9;deferido;1;correto
1020.2022/0016382-6;deferido;1;correto
1020.2022/0016387-7;deferido;1;correto
1020.2022/0016388-5;deferido;1;correto
1020.2022/0016404-0;deferido;1;correto
1020.2022/0016255-2;deferido;1;correto
1020.2022/0016253-6;deferido;1;correto
1020.2022/0015951-9;deferido;1;correto
1020.2022/0016251-0;deferido;1;correto
1020.2022/0016173-4;deferido;1;correto
1020.2022/0016174-2;deferido;1;correto
1020.2022/0016179-3;deferido;1;correto
1020.2022/0016221-8;deferido;1;correto
1020.2022/0016222-6;deferido;1;correto
1020.2022/0016223-4;deferido;1;correto
1020.2022/0016224-2;deferido;1;correto
1020.2022/0016225-0;deferido;1;correto
1020.2022/0016226-9;deferido;1;correto
1020.2022/0016227-7;deferido;1;correto
1020.2022/0016228-5;deferido;1;correto
1020.2022/0016229-3;deferido;1;correto
1020.2022/0016230-7;deferido;1;correto
1020.2022/0016231-5;deferido;1;correto
1020.2022/0016232-3;deferido;1;correto
1020.2022/0016233-1;deferido;1;correto
1020.2022/0016234-0;deferido;1;correto
1020.2022/0016235-8;deferido;1;correto
1020.2022/0016237-4;deferido;1;correto
1020.2022/0016238-2;deferido;1;correto
1020.2022/0016239-0;deferido;1;correto
1020.2022/0016240-4;deferido;1;correto
1020.2022/0016244-7;deferido;1;correto
1020.2022/0016250-1;deferido;1;correto
1020.2022/0016447-4;deferido;1;correto
1020.2022/0016448-2;deferido;1;correto
1020.2022/0016449-0;deferido;1;correto
1020.2022/0016516-0;deferido;1;correto
1020.2022/0016517-9;deferido;1;correto
1020.2022/0016518-7;deferido;1;correto
1020.2022/0016519-5;deferido;1;correto
1020.2022/0016520-9;deferido;1;correto
1020.2022/0016521-7;deferido;1;correto
1020.2022/0016522-5;deferido;1;correto
1020.2022/0016523-3;deferido;1;correto
1020.2022/0016524-1;deferido;1;correto
1020.2022/0016526-8;deferido;1;correto
1020.2022/0016528-4;deferido;1;correto
1020.2022/0016529-2;deferido;1;correto
1020.2022/0016530-6;deferido;1;correto
1020.2022/0016531-4;deferido;1;correto
1020.2022/0016532-2;deferido;1;correto
1020.2022/0016533-0;deferido;1;correto
1020.2022/0016534-9;deferido;1;correto
1020.2022/0016535-7;deferido;1;correto
1020.2022/0016536-5;deferido;1;correto
1020.2022/0016537-3;deferido;1;correto
1020.2022/0016539-0;deferido;1;correto
1020.2022/0016540-3;deferido;1;correto
1020.2022/0016541-1;deferido;1;correto
1020.2022/0016542-0;deferido;1;correto
1020.2022/0016543-8;deferido;1;correto
1020.2022/0016544-6;deferido;1;correto
1020.2022/0016545-4;deferido;1;correto
1020.2022/0016546-2;deferido;1;correto
1020.2022/0016515-2;deferido;1;correto
1020.2022/0016514-4;deferido;1;correto
1020.2022/0016513-6;deferido;1;correto
1020.2022/0016455-5;deferido;1;correto
1020.2022/0016456-3;deferido;1;correto
1020.2022/0016457-1;deferido;1;correto
1020.2022/0016458-0;deferido;1;correto
1020.2022/0016459-8;deferido;1;correto
1020.2022/0016460-1;deferido;1;correto
1020.2022/0016462-8;deferido;1;correto
1020.2022/0016464-4;deferido;1;correto
1020.2022/0016496-2;deferido;1;correto
1020.2022/0016512-8;deferido;1;correto
1020.2022/0016497-0;deferido;1;correto
1020.2022/0016500-4;deferido;1;correto
1020.2022/0016501-2;deferido;1;correto
1020.2022/0016502-0;deferido;1;correto
1020.2022/0016503-9;deferido;1;correto
1020.2022/0016504-7;deferido;1;correto
1020.2022/0016505-5;deferido;1;correto
1020.2022/0016506-3;deferido;1;correto
1020.2022/0016507-1;deferido;1;correto
1020.2022/0016508-0;deferido;1;correto
1020.2022/0016509-8;deferido;1;correto
1020.2022/0016510-1;deferido;1;correto
1020.2022/0016511-0;deferido;1;correto
1020.2022/0016170-0;deferido;1;correto
1020.2022/0016076-2;deferido;1;correto
1020.2022/0015995-0;deferido;1;correto
1020.2022/0016000-2;deferido;1;correto
1020.2022/0016002-9;deferido;1;correto
1020.2022/0016003-7;deferido;1;correto
1020.2022/0016005-3;deferido;1;correto
1020.2022/0016007-0;deferido;1;correto
