n_protocolo;n_processo;despacho;data_despacho;coord_despacho;data_extracao
28002/2022;1020.2022/0009775-0;Despacho de Deferimento Comum;10/03/2023;GTEC;2024.08.02
28012/2023;1020.2023/0014501-3;Despacho de Deferimento Comum;23/08/2023;GTEC;2024.08.02
28027/2020;1020.2020/0008472-8;Despacho de Deferimento Comum;24/06/2022;GTEC;2024.08.02
28068/2020;1020.2020/0001101-1;Despacho de Deferimento Comum;07/06/2022;GTEC;2024.08.02
28117/2023;1020.2023/0015208-7;Despacho de Deferimento Comum;25/09/2023;GTEC;2024.08.02
28123/2020;1020.2020/0002283-8;Despacho de Deferimento Comum;23/09/2022;GTEC;2024.08.02
28248/2023;1020.2023/0014599-4;Despacho de Deferimento Comum;21/08/2023;GTEC;2024.08.02
28297/2023;1020.2023/0015230-3;Despacho de Deferimento Comum;08/03/2024;GTEC;2024.08.02
28301/2023;1020.2023/0015196-0;Despacho de Deferimento Comum;18/09/2023;GTEC;2024.08.02
28340/2023;1020.2023/0015563-9;Despacho de Deferimento Comum;18/08/2023;GTEC;2024.08.02
28344/2020;1020.2020/0000770-7;Despacho de Indeferimento Comum;08/11/2021;GTEC;2024.08.02
28361/2020;1020.2020/0001107-0;Despacho de Deferimento Comum;04/11/2022;GTEC;2024.08.02
28362/2023;1020.2023/0014706-7;Despacho de Deferimento Comum;27/11/2023;GTEC;2024.08.02
2842/2021;1020.2021/0002538-3;Despacho de Deferimento Comum;13/04/2023;GTEC;2024.08.02
28492/2020;1020.2020/0000768-5;Despacho de Indeferimento Comum;08/11/2021;GTEC;2024.08.02
28518/2020;1020.2020/0001104-6;Despacho de Indeferimento Comum;26/09/2022;GTEC;2024.08.02
28642/2021;1020.2021/0008470-3;Despacho de Deferimento Comum;12/04/2023;GTEC;2024.08.02
28653/2023;1020.2023/0014967-1;Despacho de Deferimento Comum;11/03/2024;GTEC;2024.08.02
28707/2020;1020.2020/0004857-8;Despacho de Deferimento Comum;29/08/2023;GTEC;2024.08.02
28719/2023;1020.2023/0015466-7;Despacho de Deferimento Comum;14/05/2024;GTEC;2024.08.02
28751/2022;1020.2022/0011691-7;Despacho de Indeferimento Comum;28/02/2023;GTEC;2024.08.02
28803/2021;1020.2021/0008350-2;Despacho de Deferimento Comum;18/10/2023;GTEC;2024.08.02
28816/2023;1020.2023/0015204-4;Despacho de Deferimento Comum;17/10/2023;GTEC;2024.08.02
28856/2021;1020.2021/0008472-0;Despacho de Deferimento Comum;13/04/2024;GTEC;2024.08.02
28947/2021;1020.2021/0008850-4;Despacho de Indeferimento Comum;24/07/2024;GTEC;2024.08.02
28962/2021;1020.2021/0008471-1;Despacho de Indeferimento Comum;08/08/2023;GTEC;2024.08.02
29054/2021;1020.2021/0008410-0;Despacho de Indeferimento Comum;15/03/2023;GTEC;2024.08.02
29060/2020;1020.2020/0002450-4;Despacho de Deferimento Comum;02/06/2022;GTEC;2024.08.02
29113/2022;1020.2022/0013342-0;Despacho de Deferimento Comum;15/12/2023;GTEC;2024.08.02
29127/2022;1020.2022/0010261-4;Despacho de Deferimento Comum;10/01/2024;GTEC;2024.08.02
29151/2021;1020.2021/0008352-9;Despacho de Deferimento Comum;15/07/2022;GTEC;2024.08.02
29165/2021;1020.2021/0008922-5;Despacho de Deferimento Comum;11/04/2024;GTEC;2024.08.02
29218/2020;1020.2021/0002836-6;Despacho de Deferimento Comum;17/01/2024;GTEC;2024.08.02
29277/2020;1020.2020/0004215-4;Despacho de Deferimento Comum;26/04/2024;GTEC;2024.08.02
29369/2021;1020.2021/0008493-2;Despacho de Indeferimento Comum;25/05/2023;GTEC;2024.08.02
2937/2020;1020.2020/0000106-7;Despacho de Indeferimento Comum;21/02/2024;GTEC;2024.08.02
2940/2021;1020.2021/0000978-7;Despacho de Indeferimento Comum;21/10/2021;GTEC;2024.08.02
29415/2020;1020.2020/0011510-0;Despacho de Indeferimento Comum;12/03/2024;GTEC;2024.08.02
29428/2022;1020.2022/0011063-3;Despacho de Deferimento Comum;31/01/2023;GTEC;2024.08.02
2944/2021;1020.2021/0001688-0;Despacho de Deferimento Comum;08/08/2023;GTEC;2024.08.02
29452/2023;1020.2023/0015715-1;Despacho de Deferimento Comum;17/05/2024;GTEC;2024.08.02
29626/2021;1020.2021/0008930-6;Despacho de Deferimento Comum;10/01/2022;GTEC;2024.08.02
29776/2022;1020.2022/0010845-0;Despacho de Deferimento Comum;16/11/2023;GTEC;2024.08.02
29796/2021;1020.2021/0008924-1;Despacho de Deferimento Comum;18/08/2023;GTEC;2024.08.02
29855/2021;1020.2021/0008952-7;Despacho de Deferimento Comum;21/07/2022;GTEC;2024.08.02
29861/2021;1020.2021/0009431-8;Despacho de Deferimento Comum;06/06/2022;GTEC;2024.08.02
29967/2023;1020.2023/0018663-1;Despacho de Deferimento Comum;14/03/2024;GTEC;2024.08.02
29967/2023;1020.2023/0018663-1;Despacho de Deferimento Comum;20/03/2024;GTEC;2024.08.02
29985/2022;1020.2022/0010719-5;Despacho de Deferimento Comum;02/01/2023;GTEC;2024.08.02
30007/2023;1020.2023/0015468-3;Despacho de Deferimento Comum;18/08/2023;GTEC;2024.08.02
30038/2022;1020.2022/0012138-4;Despacho de Deferimento Comum;01/09/2023;GTEC;2024.08.02
3015/2021;1020.2021/0001077-7;Despacho de Indeferimento Comum;09/01/2024;GTEC;2024.08.02
30246/2020;1020.2020/0001296-4;Despacho de Deferimento Comum;11/01/2022;GTEC;2024.08.02
30299/2020;1020.2020/0005503-5;Despacho de Indeferimento Comum;13/06/2022;GTEC;2024.08.02
30349/2021;1020.2021/0009379-6;Despacho de Deferimento Comum;11/05/2023;GTEC;2024.08.02
30446/2020;1020.2020/0003305-8;Despacho de Indeferimento Comum;26/03/2024;GTEC;2024.08.02
30588/2021;1020.2021/0009373-7;Despacho de Deferimento Comum;13/10/2022;GTEC;2024.08.02
30661/2023;1020.2023/0016597-9;Despacho de Deferimento Comum;11/09/2023;GTEC;2024.08.02
30734/2023;1020.2023/0015821-2;Despacho de Deferimento Comum;19/04/2024;GTEC;2024.08.02
3076/2021;1020.2021/0005626-2;Despacho de Indeferimento Comum;24/04/2023;GTEC;2024.08.02
30784/2020;1020.2020/0001294-8;Despacho de Indeferimento Comum;25/07/2022;GTEC;2024.08.02
30792/2020;1020.2020/0002852-6;Despacho de Indeferimento Comum;18/11/2022;GTEC;2024.08.02
30792/2022;1020.2022/0012216-0;Despacho de Deferimento Comum;23/06/2023;GTEC;2024.08.02
30871/2021;1020.2021/0009123-8;Despacho de Indeferimento Comum;22/03/2022;GTEC;2024.08.02
30926/2020;1020.2020/0003499-2;Despacho de Indeferimento Comum;25/11/2021;GTEC;2024.08.02
30927/2023;1020.2023/0015898-0;Despacho de Deferimento Comum;27/02/2024;GTEC;2024.08.02
30982/2022;1020.2022/0012729-3;Despacho de Indeferimento Comum;09/10/2023;GTEC;2024.08.02
3100/2023;1020.2023/0001866-6;Despacho de Deferimento Comum;17/07/2023;GTEC;2024.08.02
31010/2021;1020.2021/0010773-8;Despacho de Indeferimento Comum;12/04/2023;GTEC;2024.08.02
31073/2021;1020.2021/0009312-5;Despacho de Deferimento Comum;11/09/2023;GTEC;2024.08.02
31151/2021;1020.2021/0009337-0;Despacho de Deferimento Comum;17/01/2023;GTEC;2024.08.02
31155/2020;1020.2020/0006859-5;Despacho de Deferimento Comum;05/02/2024;GTEC;2024.08.02
31218/2021;1020.2021/0009377-0;Despacho de Indeferimento Comum;31/10/2022;GTEC;2024.08.02
31335/2020;1020.2020/0008128-1;Despacho de Indeferimento Comum;31/08/2023;GTEC;2024.08.02
31469/2023;1020.2023/0016502-2;Despacho de Deferimento Comum;29/09/2023;GTEC;2024.08.02
31490/2020;1020.2020/0001299-9;Despacho de Indeferimento Comum;08/04/2024;GTEC;2024.08.02
31491/2020;1020.2020/0003929-3;Despacho de Indeferimento Comum;25/11/2021;GTEC;2024.08.02
31592/2021;1020.2021/0009387-7;Despacho de Deferimento Comum;02/05/2023;GTEC;2024.08.02
31630/2021;1020.2021/0010807-6;Despacho de Deferimento Comum;06/10/2022;GTEC;2024.08.02
31670/2021;1020.2021/0009499-7;Despacho de Indeferimento Comum;23/08/2023;GTEC;2024.08.02
31733/2021;1020.2021/0009502-0;Despacho de Deferimento Comum;13/12/2023;GTEC;2024.08.02
31736/2021;1020.2021/0009440-7;Despacho de Deferimento Comum;17/02/2023;GTEC;2024.08.02
31750/2021;1020.2021/0013998-2;Despacho de Indeferimento Comum;13/05/2024;GTEC;2024.08.02
31819/2023;1020.2023/0016739-4;Despacho de Deferimento Comum;11/01/2024;GTEC;2024.08.02
3183/2021;1020.2021/0001908-1;Despacho de Deferimento Comum;13/09/2023;GTEC;2024.08.02
31850/2021;1020.2021/0009698-1;Despacho de Deferimento Comum;13/06/2022;GTEC;2024.08.02
31854/2023;1020.2023/0017727-6;Despacho de Deferimento Comum;06/02/2024;GTEC;2024.08.02
31878/2022;1020.2022/0011382-9;Despacho de Indeferimento Comum;16/11/2023;GTEC;2024.08.02
31879/2023;1020.2023/0016490-5;Despacho de Deferimento Comum;07/11/2023;GTEC;2024.08.02
31899/2021;1020.2021/0011481-5;Despacho de Deferimento Comum;15/07/2024;GTEC;2024.08.02
31922/2022;1020.2022/0011375-6;Despacho de Deferimento Comum;05/06/2024;GTEC;2024.08.02
32021/2021;1020.2021/0010208-6;Despacho de Deferimento Comum;17/07/2023;GTEC;2024.08.02
32051/2020;1020.2020/0002077-0;Despacho de Deferimento Comum;09/10/2023;GTEC;2024.08.02
32051/2020;1020.2020/0002077-0;Despacho de Deferimento Comum;18/09/2023;GTEC;2024.08.02
32075/2022;1020.2022/0012063-9;Despacho de Indeferimento Comum;04/05/2023;GTEC;2024.08.02
32079/2020;1020.2020/0001843-1;Despacho de Deferimento Comum;11/01/2024;GTEC;2024.08.02
32079/2020;1020.2020/0001843-1;Despacho de Deferimento Comum;26/04/2024;GTEC;2024.08.02
32085/2022;1020.2022/0015313-8;Despacho de Deferimento Comum;08/12/2022;GTEC;2024.08.02
32086/2021;1020.2021/0009699-0;Despacho de Deferimento Comum;03/08/2022;GTEC;2024.08.02
32095/2021;1020.2021/0009614-0;Despacho de Deferimento Comum;23/09/2022;GTEC;2024.08.02
3211/2021;1020.2021/0000884-5;Despacho de Deferimento Comum;02/04/2024;GTEC;2024.08.02
3211/2021;1020.2021/0000884-5;Despacho de Deferimento Comum;06/03/2024;GTEC;2024.08.02
3211/2021;1020.2021/0000884-5;Despacho de Deferimento Comum;20/12/2023;GTEC;2024.08.02
32140/2020;1020.2020/0002066-5;Despacho de Deferimento Comum;08/09/2022;GTEC;2024.08.02
32152/2023;1020.2023/0016631-2;Despacho de Deferimento Comum;05/06/2024;GTEC;2024.08.02
3219/2023;1020.2023/0002385-6;Despacho de Deferimento Comum;18/05/2023;GTEC;2024.08.02
32258/2020;1020.2020/0003948-0;Despacho de Indeferimento Comum;18/11/2021;GTEC;2024.08.02
32321/2022;1020.2022/0011790-5;Despacho de Indeferimento Comum;03/04/2024;GTEC;2024.08.02
32378/2021;1020.2021/0010204-3;Despacho de Deferimento Comum;14/12/2022;GTEC;2024.08.02
32391/2021;1020.2021/0012064-5;Despacho de Indeferimento Comum;27/06/2023;GTEC;2024.08.02
32417/2020;1020.2020/0001867-9;Despacho de Deferimento Comum;10/11/2023;GTEC;2024.08.02
3246/2022;1020.2022/0001091-4;Despacho de Deferimento Comum;17/03/2023;GTEC;2024.08.02
32516/2021;1020.2021/0009775-9;Despacho de Deferimento Comum;08/08/2023;GTEC;2024.08.02
32557/2021;1020.2021/0009784-8;Despacho de Deferimento Comum;10/05/2024;GTEC;2024.08.02
3262/2022;1020.2022/0002395-1;Despacho de Indeferimento Comum;26/10/2023;GTEC;2024.08.02
32689/2022;1020.2022/0017645-6;Despacho de Deferimento Comum;11/01/2024;GTEC;2024.08.02
32826/2021;1020.2021/0015540-6;Despacho de Deferimento Comum;06/03/2024;GTEC;2024.08.02
3291/2021;1020.2021/0001030-0;Despacho de Deferimento Comum;01/09/2022;GTEC;2024.08.02
32990/2020;1020.2020/0002076-2;Despacho de Deferimento Comum;16/01/2024;GTEC;2024.08.02
33013/2020;1020.2021/0005661-0;Despacho de Indeferimento Comum;05/07/2023;GTEC;2024.08.02
33115/2020;1020.2020/0001849-0;Despacho de Indeferimento Comum;10/01/2022;GTEC;2024.08.02
3314/2021;1020.2021/0001080-7;Despacho de Deferimento Comum;17/05/2023;GTEC;2024.08.02
3316/2023;1020.2023/0002025-3;Despacho de Deferimento Comum;11/06/2024;GTEC;2024.08.02
33219/2022;1020.2022/0012150-3;Despacho de Deferimento Comum;15/10/2022;GTEC;2024.08.02
3326/2020;1020.2021/0003086-7;Despacho de Indeferimento Comum;08/05/2023;GTEC;2024.08.02
33455/2020;1020.2020/0002089-4;Despacho de Deferimento Comum;18/10/2022;GTEC;2024.08.02
33472/2020;1020.2020/0002773-2;Despacho de Deferimento Comum;19/10/2022;GTEC;2024.08.02
33499/2023;1020.2023/0017643-1;Despacho de Deferimento Comum;14/12/2023;GTEC;2024.08.02
33519/2020;1020.2020/0002486-5;Despacho de Indeferimento Comum;03/04/2024;GTEC;2024.08.02
33583/2022;1020.2022/0012175-9;Despacho de Deferimento Comum;31/01/2023;GTEC;2024.08.02
33591/2020;1020.2020/0001835-0;Despacho de Deferimento Comum;15/10/2022;GTEC;2024.08.02
33606/2020;1020.2020/0001833-4;Despacho de Indeferimento Comum;11/06/2024;GTEC;2024.08.02
3368/2021;1020.2021/0001552-3;Despacho de Deferimento Comum;22/04/2024;GTEC;2024.08.02
3369/2020;1020.2020/0003712-6;Despacho de Deferimento Comum;22/10/2022;GTEC;2024.08.02
33711/2020;1020.2020/0002817-8;Despacho de Indeferimento Comum;08/01/2021;GTEC;2024.08.02
33881/2021;1020.2021/0010780-0;Despacho de Deferimento Comum;07/04/2022;GTEC;2024.08.02
33897/2020;1020.2020/0004870-5;Despacho de Indeferimento Comum;14/01/2022;GTEC;2024.08.02
33910/2021;1020.2021/0011626-5;Despacho de Deferimento Comum;24/06/2022;GTEC;2024.08.02
33912/2020;1020.2020/0004909-4;Despacho de Indeferimento Comum;01/04/2024;GTEC;2024.08.02
33924/2020;1020.2020/0001898-9;Despacho de Indeferimento Comum;11/01/2021;GTEC;2024.08.02
3395/2021;1020.2021/0004082-0;Despacho de Deferimento Comum;20/04/2022;GTEC;2024.08.02
3397/2021;1020.2021/0001551-5;Despacho de Deferimento Comum;24/02/2023;GTEC;2024.08.02
3416/2023;1020.2023/0001871-2;Despacho de Deferimento Comum;10/03/2023;GTEC;2024.08.02
3429/2020;1020.2021/0008860-1;Despacho de Deferimento Comum;10/06/2022;GTEC;2024.08.02
3431/2021;1020.2021/0004090-0;Despacho de Deferimento Comum;20/04/2022;GTEC;2024.08.02
34321/2022;1020.2022/0013706-0;Despacho de Indeferimento Comum;07/07/2023;GTEC;2024.08.02
3444/2022;1020.2022/0002320-0;Despacho de Deferimento Comum;07/06/2024;GTEC;2024.08.02
3450/2023;1020.2023/0002551-4;Despacho de Deferimento Comum;05/10/2023;GTEC;2024.08.02
3453/2020;1020.2020/0000588-7;Despacho de Indeferimento Comum;27/12/2021;GTEC;2024.08.02
3455/2020;1020.2020/0000055-9;Despacho de Deferimento Comum;06/04/2024;GTEC;2024.08.02
34552/2023;1020.2023/0017762-4;Despacho de Deferimento Comum;07/11/2023;GTEC;2024.08.02
34552/2023;1020.2023/0017762-4;Despacho de Deferimento Comum;07/11/2023;GTEC;2024.08.02
3469/2021;1020.2021/0004177-0;Despacho de Deferimento Comum;15/05/2024;GTEC;2024.08.02
34707/2021;1020.2021/0010335-0;Despacho de Deferimento Comum;21/02/2024;GTEC;2024.08.02
34720/2020;1020.2020/0001847-4;Despacho de Indeferimento Comum;04/05/2023;GTEC;2024.08.02
34746/2020;1020.2020/0001848-2;Despacho de Indeferimento Comum;12/09/2023;GTEC;2024.08.02
34780/2023;1020.2023/0018451-5;Despacho de Deferimento Comum;01/03/2024;GTEC;2024.08.02
34796/2022;1020.2022/0013391-9;Despacho de Indeferimento Comum;16/06/2023;GTEC;2024.08.02
34808/2021;1020.2021/0010441-0;Despacho de Deferimento Comum;26/07/2023;GTEC;2024.08.02
35014/2021;1020.2021/0011110-7;Despacho de Deferimento Comum;29/06/2023;GTEC;2024.08.02
35049/2020;1020.2020/0001864-4;Despacho de Deferimento Comum;03/09/2022;GTEC;2024.08.02
35080/2022;1020.2022/0012805-2;Despacho de Deferimento Comum;08/11/2022;GTEC;2024.08.02
35125/2020;1020.2020/0001863-6;Despacho de Deferimento Comum;12/08/2022;GTEC;2024.08.02
35151/2023;1020.2023/0019755-2;Despacho de Deferimento Comum;16/11/2023;GTEC;2024.08.02
35154/2020;1020.2020/0001862-8;Despacho de Deferimento Comum;03/09/2022;GTEC;2024.08.02
35204/2020;1020.2020/0001893-8;Despacho de Indeferimento Comum;15/01/2021;GTEC;2024.08.02
35229/2023;1020.2023/0018197-4;Despacho de Indeferimento Comum;23/07/2024;GTEC;2024.08.02
3530/2021;1020.2021/0004122-2;Despacho de Deferimento Comum;20/04/2022;GTEC;2024.08.02
35303/2022;1020.2022/0012951-2;Despacho de Deferimento Comum;31/03/2023;GTEC;2024.08.02
35406/2021;1020.2021/0011474-2;Despacho de Indeferimento Comum;03/07/2023;GTEC;2024.08.02
35513/2020;1020.2020/0002861-5;Despacho de Indeferimento Comum;25/11/2021;GTEC;2024.08.02
35552/2021;1020.2021/0011193-0;Despacho de Deferimento Comum;04/11/2022;GTEC;2024.08.02
35575/2020;1020.2020/0003708-8;Despacho de Deferimento Comum;18/11/2022;GTEC;2024.08.02
35614/2021;1020.2021/0012070-0;Despacho de Deferimento Comum;25/08/2023;GTEC;2024.08.02
35614/2023;1020.2023/0020648-9;Despacho de Deferimento Comum;18/06/2024;GTEC;2024.08.02
35633/2023;1020.2023/0018454-0;Despacho de Deferimento Comum;03/05/2024;GTEC;2024.08.02
35680/2021;1020.2021/0012364-4;Despacho de Deferimento Comum;25/08/2022;GTEC;2024.08.02
35794/2021;1020.2021/0012105-6;Despacho de Deferimento Comum;05/04/2023;GTEC;2024.08.02
35819/2020;1020.2020/0002482-2;Despacho de Indeferimento Comum;27/12/2021;GTEC;2024.08.02
35860/2020;1020.2020/0004973-6;Despacho de Indeferimento Comum;21/03/2023;GTEC;2024.08.02
35927/2021;1020.2021/0012761-5;Despacho de Deferimento Comum;04/07/2022;GTEC;2024.08.02
35934/2021;1020.2021/0014575-3;Despacho de Indeferimento Comum;03/05/2022;GTEC;2024.08.02
3597/2022;1020.2022/0003039-7;Despacho de Deferimento Comum;24/10/2022;GTEC;2024.08.02
36108/2020;1020.2020/0002881-0;Despacho de Indeferimento Comum;27/12/2021;GTEC;2024.08.02
36110/2022;1020.2022/0013871-6;Despacho de Indeferimento Comum;18/06/2024;GTEC;2024.08.02
36113/2020;1020.2020/0002274-9;Despacho de Indeferimento Comum;24/01/2022;GTEC;2024.08.02
36134/2021;1020.2021/0010984-6;Despacho de Deferimento Comum;08/04/2022;GTEC;2024.08.02
36142/2023;1020.2023/0020597-0;Despacho de Deferimento Comum;08/06/2024;GTEC;2024.08.02
36169/2023;1020.2023/0018762-0;Despacho de Indeferimento Comum;11/06/2024;GTEC;2024.08.02
36198/2020;1020.2020/0002249-8;Despacho de Deferimento Comum;12/01/2023;GTEC;2024.08.02
36267/2020;1020.2020/0002458-0;Despacho de Deferimento Comum;23/08/2023;GTEC;2024.08.02
36472/2021;1020.2021/0011201-4;Despacho de Deferimento Comum;07/11/2022;GTEC;2024.08.02
36510/2020;1020.2020/0005408-0;Despacho de Deferimento Comum;25/11/2022;GTEC;2024.08.02
3652/2021;1020.2021/0005665-3;Despacho de Indeferimento Comum;05/06/2024;GTEC;2024.08.02
36544/2022;1020.2022/0016414-8;Despacho de Deferimento Comum;21/09/2023;GTEC;2024.08.02
36551/2021;1020.2021/0011120-4;Despacho de Indeferimento Comum;23/02/2023;GTEC;2024.08.02
36631/2020;1020.2020/0007069-7;Despacho de Deferimento Comum;22/03/2023;GTEC;2024.08.02
36638/2022;1020.2022/0013917-8;Despacho de Indeferimento Comum;05/10/2023;GTEC;2024.08.02
36701/2023;1020.2023/0023529-2;Despacho de Deferimento Comum;15/01/2024;GTEC;2024.08.02
36820/2021;1020.2021/0013692-4;Despacho de Indeferimento Comum;15/12/2023;GTEC;2024.08.02
36872/2020;1020.2020/0002488-1;Despacho de Deferimento Comum;05/09/2022;GTEC;2024.08.02
36878/2020;1020.2020/0003245-0;Despacho de Indeferimento Comum;07/03/2023;GTEC;2024.08.02
36905/2023;1020.2023/0024601-4;Despacho de Deferimento Comum;05/07/2024;GTEC;2024.08.02
36920/2021;1020.2021/0011167-0;Despacho de Indeferimento Comum;24/08/2023;GTEC;2024.08.02
36945/2023;1020.2023/0023671-0;Despacho de Deferimento Comum;02/07/2024;GTEC;2024.08.02
36965/2020;1020.2020/0011321-3;Despacho de Deferimento Comum;03/05/2024;GTEC;2024.08.02
37070/2022;1020.2022/0015610-2;Despacho de Indeferimento Comum;28/08/2023;GTEC;2024.08.02
37076/2020;1020.2020/0004928-0;Despacho de Deferimento Comum;30/03/2023;GTEC;2024.08.02
37083/2020;1020.2020/0002485-7;Despacho de Deferimento Comum;08/03/2024;GTEC;2024.08.02
37091/2022;1020.2022/0013705-1;Despacho de Indeferimento Comum;24/06/2024;GTEC;2024.08.02
3711/2021;1020.2021/0007508-9;Despacho de Deferimento Comum;06/03/2024;GTEC;2024.08.02
37144/2020;1020.2020/0002290-0;Despacho de Indeferimento Comum;11/04/2023;GTEC;2024.08.02
37189/2021;1020.2021/0012223-0;Despacho de Deferimento Comum;22/06/2023;GTEC;2024.08.02
3721/2021;1020.2021/0001042-4;Despacho de Deferimento Comum;01/07/2024;GTEC;2024.08.02
37313/2021;1020.2021/0012757-7;Despacho de Deferimento Comum;20/03/2024;GTEC;2024.08.02
3744/2021;1020.2021/0003350-5;Despacho de Deferimento Comum;30/11/2022;GTEC;2024.08.02
37481/2022;1020.2022/0014347-7;Despacho de Deferimento Comum;06/07/2023;GTEC;2024.08.02
3753/2021;1020.2021/0001904-9;Despacho de Deferimento Comum;10/03/2023;GTEC;2024.08.02
37723/2020;1020.2020/0003125-0;Despacho de Deferimento Comum;15/09/2022;GTEC;2024.08.02
37743/2021;1020.2021/0013057-8;Despacho de Deferimento Comum;18/03/2024;GTEC;2024.08.02
37819/2020;1020.2020/0003926-9;Despacho de Deferimento Comum;07/03/2024;GTEC;2024.08.02
37826/2020;1020.2020/0004858-6;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.08.02
37877/2021;1020.2021/0013037-3;Despacho de Deferimento Comum;11/04/2023;GTEC;2024.08.02
3792/2020;1020.2020/0003716-9;Despacho de Deferimento Comum;20/10/2022;GTEC;2024.08.02
37945/2021;1020.2021/0011491-2;Despacho de Deferimento Comum;31/08/2022;GTEC;2024.08.02
38071/2020;1020.2020/0003783-5;Despacho de Deferimento Comum;13/03/2024;GTEC;2024.08.02
38081/2020;1020.2020/0002894-1;Despacho de Indeferimento Comum;23/01/2023;GTEC;2024.08.02
38084/2021;1020.2021/0013041-1;Despacho de Indeferimento Comum;09/01/2023;GTEC;2024.08.02
38226/2020;1020.2020/0002826-7;Despacho de Indeferimento Comum;15/01/2021;GTEC;2024.08.02
3823/2023;1020.2023/0001961-1;Despacho de Deferimento Comum;17/03/2023;GTEC;2024.08.02
38276/2020;1020.2020/0011843-6;Despacho de Deferimento Comum;06/12/2021;GTEC;2024.08.02
38329/2020;1020.2020/0006201-5;Despacho de Deferimento Comum;18/08/2023;GTEC;2024.08.02
38459/2022;1020.2022/0014750-2;Despacho de Deferimento Comum;05/05/2023;GTEC;2024.08.02
38645/2021;1020.2021/0012380-6;Despacho de Deferimento Comum;14/04/2022;GTEC;2024.08.02
38651/2023;1020.2023/0020222-0;Despacho de Deferimento Comum;13/03/2024;GTEC;2024.08.02
38660/2020;1020.2020/0007736-5;Despacho de Indeferimento Comum;06/07/2023;GTEC;2024.08.02
38661/2020;1020.2020/0002448-2;Despacho de Deferimento Comum;05/04/2022;GTEC;2024.08.02
38682/2021;1020.2021/0011869-1;Despacho de Deferimento Comum;21/11/2022;GTEC;2024.08.02
38693/2020;1020.2020/0005104-8;Despacho de Deferimento Comum;23/08/2023;GTEC;2024.08.02
38721/2022;1020.2022/0015124-0;Despacho de Deferimento Comum;13/01/2023;GTEC;2024.08.02
38775/2020;1020.2020/0002785-6;Despacho de Deferimento Comum;19/10/2022;GTEC;2024.08.02
38793/2023;1020.2023/0019767-6;Despacho de Indeferimento Comum;02/05/2024;GTEC;2024.08.02
38855/2021;1020.2021/0011948-5;Despacho de Indeferimento Comum;30/09/2022;GTEC;2024.08.02
38881/2020;1020.2020/0003342-2;Despacho de Deferimento Comum;26/07/2022;GTEC;2024.08.02
38885/2020;1020.2020/0005476-4;Despacho de Deferimento Comum;15/03/2024;GTEC;2024.08.02
38888/2021;1020.2021/0018741-3;Despacho de Deferimento Comum;22/09/2022;GTEC;2024.08.02
38957/2023;1020.2023/0020367-6;Despacho de Deferimento Comum;11/06/2024;GTEC;2024.08.02
39001/2021;1020.2021/0013541-3;Despacho de Deferimento Comum;29/08/2023;GTEC;2024.08.02
39027/2021;1020.2021/0011600-1;Despacho de Indeferimento Comum;28/06/2023;GTEC;2024.08.02
39072/2023;1020.2023/0021511-9;Despacho de Deferimento Comum;16/01/2024;GTEC;2024.08.02
39103/2023;1020.2023/0022386-3;Despacho de Deferimento Comum;24/01/2024;GTEC;2024.08.02
39143/2021;1020.2021/0012766-6;Despacho de Deferimento Comum;06/12/2021;GTEC;2024.08.02
39145/2020;1020.2020/0004866-7;Despacho de Indeferimento Comum;27/12/2021;GTEC;2024.08.02
39157/2023;1020.2023/0019783-8;Despacho de Deferimento Comum;12/12/2023;GTEC;2024.08.02
39159/2020;1020.2020/0003732-0;Despacho de Deferimento Comum;24/09/2022;GTEC;2024.08.02
39197/2020;1020.2020/0002508-0;Despacho de Indeferimento Comum;25/11/2021;GTEC;2024.08.02
39208/2020;1020.2020/0002794-5;Despacho de Indeferimento Comum;26/06/2023;GTEC;2024.08.02
39303/2020;1020.2020/0002511-0;Despacho de Indeferimento Comum;17/11/2022;GTEC;2024.08.02
3931/2021;1020.2021/0001090-4;Despacho de Deferimento Comum;17/07/2023;GTEC;2024.08.02
39334/2020;1020.2020/0002489-0;Despacho de Indeferimento Comum;10/01/2022;GTEC;2024.08.02
39390/2021;1020.2021/0012112-9;Despacho de Deferimento Comum;11/08/2023;GTEC;2024.08.02
39431/2022;1020.2022/0015108-9;Despacho de Deferimento Comum;16/09/2023;GTEC;2024.08.02
39448/2023;1020.2023/0020024-3;Despacho de Deferimento Comum;19/01/2024;GTEC;2024.08.02
39506/2022;1020.2022/0015649-8;Despacho de Deferimento Comum;01/06/2023;GTEC;2024.08.02
39515/2022;1020.2022/0019873-5;Despacho de Indeferimento Comum;06/06/2023;GTEC;2024.08.02
39532/2020;1020.2020/0002510-1;Despacho de Deferimento Comum;14/05/2024;GTEC;2024.08.02
39533/2021;1020.2021/0012643-0;Despacho de Deferimento Comum;23/03/2023;GTEC;2024.08.02
39613/2020;1020.2020/0005923-5;Despacho de Deferimento Comum;17/11/2022;GTEC;2024.08.02
39704/2021;1020.2021/0012266-4;Despacho de Deferimento Comum;22/11/2023;GTEC;2024.08.02
39709/2022;1020.2022/0015306-5;Despacho de Deferimento Comum;06/04/2023;GTEC;2024.08.02
39721/2021;1020.2021/0013318-6;Despacho de Deferimento Comum;21/09/2023;GTEC;2024.08.02
3978/2020;1020.2021/0007483-0;Despacho de Deferimento Comum;07/06/2024;GTEC;2024.08.02
