n_protocolo;n_processo;despacho;data_despacho;coord_despacho;data_extracao
30065/2020;1020.2020/0001226-3;Despacho de Deferimento Comum;26/02/2021;GTEC;2024.08.02
30086/2020;1020.2020/0001265-4;Despacho de Indeferimento Comum;05/04/2021;GTEC;2024.08.02
30179/2020;1020.2020/0003313-9;Despacho de Indeferimento Comum;10/12/2021;GTEC;2024.08.02
30197/2020;1020.2020/0001899-7;Despacho de Indeferimento Comum;10/12/2021;GTEC;2024.08.02
30197/2021;1020.2021/0009025-8;Despacho de Indeferimento Comum;03/11/2022;GTEC;2024.08.02
30207/2020;1020.2020/0001347-2;Despacho de Indeferimento Comum;28/03/2021;GTEC;2024.08.02
30295/2020;1020.2020/0001534-3;Despacho de Indeferimento Comum;02/09/2021;GTEC;2024.08.02
30300/2021;1020.2021/0010003-2;Despacho de Deferimento Comum;10/05/2023;GTEC;2024.08.02
30303/2020;1020.2020/0001635-8;Despacho de Indeferimento Comum;01/09/2021;GTEC;2024.08.02
30375/2020;1020.2020/0001910-1;Despacho de Indeferimento Comum;02/09/2021;GTEC;2024.08.02
30403/2021;1020.2021/0008975-6;Despacho de Deferimento Comum;06/03/2023;GTEC;2024.08.02
30438/2020;1020.2020/0002422-9;Despacho de Indeferimento Comum;26/04/2021;GTEC;2024.08.02
30532/2020;1020.2020/0001591-2;Despacho de Indeferimento Comum;04/05/2021;GTEC;2024.08.02
30668/2020;1020.2020/0003174-8;Despacho de Indeferimento Comum;16/09/2022;GTEC;2024.08.02
30745/2020;1020.2020/0001544-0;Despacho de Indeferimento Comum;20/05/2022;GTEC;2024.08.02
30777/2020;1020.2020/0001580-7;Despacho de Indeferimento Comum;16/09/2021;GTEC;2024.08.02
30778/2020;1020.2020/0004212-0;Despacho de Indeferimento Comum;29/09/2022;GTEC;2024.08.02
30986/2020;1020.2020/0001548-3;Despacho de Indeferimento Comum;15/07/2022;GTEC;2024.08.02
30991/2020;1020.2020/0004170-0;Despacho de Indeferimento Comum;15/03/2024;GTEC;2024.08.02
31017/2020;1020.2020/0003220-5;Despacho de Indeferimento Comum;14/02/2022;GTEC;2024.08.02
31073/2020;1020.2020/0003280-9;Despacho de Indeferimento Comum;09/06/2022;GTEC;2024.08.02
31106/2020;1020.2020/0004238-3;Despacho de Deferimento Comum;17/01/2024;GTEC;2024.08.02
31127/2020;1020.2020/0001576-9;Despacho de Indeferimento Comum;11/03/2024;GTEC;2024.08.02
31134/2020;1020.2020/0001611-0;Despacho de Indeferimento Comum;29/03/2022;GTEC;2024.08.02
31136/2020;1020.2020/0001660-9;Despacho de Indeferimento Comum;11/08/2022;GTEC;2024.08.02
31138/2020;1020.2020/0001627-7;Despacho de Indeferimento Comum;11/03/2022;GTEC;2024.08.02
31145/2020;1020.2020/0002599-3;Despacho de Deferimento Comum;29/09/2022;GTEC;2024.08.02
31146/2020;1020.2020/0001578-5;Despacho de Deferimento Comum;10/10/2022;GTEC;2024.08.02
31154/2021;1020.2021/0009486-5;Despacho de Indeferimento Comum;26/04/2023;GTEC;2024.08.02
31194/2022;1020.2022/0011695-0;Despacho de Deferimento Comum;03/05/2023;GTEC;2024.08.02
312/2020;1020.2020/0001384-7;Despacho de Indeferimento Comum;09/09/2021;GTEC;2024.08.02
31211/2020;1020.2020/0001606-4;Despacho de Indeferimento Comum;25/06/2021;GTEC;2024.08.02
31274/2021;1020.2021/0011734-2;Despacho de Indeferimento Comum;01/08/2022;GTEC;2024.08.02
31310/2020;1020.2020/0005377-6;Despacho de Deferimento Comum;03/03/2022;GTEC;2024.08.02
31332/2020;1020.2020/0004653-2;Despacho de Indeferimento Comum;29/03/2022;GTEC;2024.08.02
31368/2021;1020.2021/0009103-3;Despacho de Indeferimento Comum;29/04/2022;GTEC;2024.08.02
31378/2020;1020.2020/0003814-9;Despacho de Indeferimento Comum;09/02/2022;GTEC;2024.08.02
31379/2021;1020.2021/0011099-2;Despacho de Indeferimento Comum;12/07/2024;GTEC;2024.08.02
3138/2022;1020.2022/0001245-3;Despacho de Indeferimento Comum;17/07/2024;GTEC;2024.08.02
31389/2022;1020.2022/0012236-4;Despacho de Indeferimento Comum;16/02/2024;GTEC;2024.08.02
31451/2020;1020.2021/0003843-4;Despacho de Deferimento Comum;25/07/2023;GTEC;2024.08.02
31454/2020;1020.2020/0001579-3;Despacho de Deferimento Comum;27/10/2021;GTEC;2024.08.02
31457/2021;1020.2021/0009610-8;Despacho de Indeferimento Comum;13/06/2022;GTEC;2024.08.02
31466/2021;1020.2021/0009530-6;Despacho de Deferimento Comum;02/10/2023;GTEC;2024.08.02
31552/2021;1020.2021/0009494-6;Despacho de Deferimento Comum;05/01/2023;GTEC;2024.08.02
31592/2020;1020.2020/0001663-3;Despacho de Deferimento Comum;21/05/2024;GTEC;2024.08.02
31595/2021;1020.2021/0011926-4;Despacho de Indeferimento Comum;12/07/2024;GTEC;2024.08.02
31617/2020;1020.2020/0001589-0;Despacho de Indeferimento Comum;22/09/2021;GTEC;2024.08.02
31622/2020;1020.2020/0001309-0;Despacho de Deferimento Comum;08/08/2023;GTEC;2024.08.02
31669/2020;1020.2020/0001547-5;Despacho de Deferimento Comum;26/02/2024;GTEC;2024.08.02
31683/2021;1020.2021/0009439-3;Despacho de Deferimento Comum;13/05/2022;GTEC;2024.08.02
31713/2020;1020.2020/0001610-2;Despacho de Indeferimento Comum;29/05/2023;GTEC;2024.08.02
31742/2020;1020.2020/0003620-0;Despacho de Indeferimento Comum;04/10/2023;GTEC;2024.08.02
31763/2020;1020.2020/0001622-6;Despacho de Indeferimento Comum;10/12/2021;GTEC;2024.08.02
31765/2021;1020.2021/0009705-8;Despacho de Indeferimento Comum;27/01/2023;GTEC;2024.08.02
31815/2020;1020.2020/0001609-9;Despacho de Indeferimento Comum;01/09/2022;GTEC;2024.08.02
31825/2020;1020.2020/0001656-0;Despacho de Indeferimento Comum;08/03/2021;GTEC;2024.08.02
31838/2020;1020.2020/0003320-1;Despacho de Deferimento Comum;30/01/2023;GTEC;2024.08.02
31971/2020;1020.2020/0001619-6;Despacho de Indeferimento Comum;18/02/2021;GTEC;2024.08.02
32074/2020;1020.2020/0005033-5;Despacho de Indeferimento Comum;19/08/2021;GTEC;2024.08.02
32107/2020;1020.2020/0005477-2;Despacho de Deferimento Comum;20/03/2023;GTEC;2024.08.02
32184/2020;1020.2020/0003226-4;Despacho de Indeferimento Comum;07/04/2022;GTEC;2024.08.02
32198/2020;1020.2020/0002402-4;Despacho de Indeferimento Comum;17/03/2022;GTEC;2024.08.02
32219/2021;1020.2021/0010047-4;Despacho de Indeferimento Comum;27/01/2023;GTEC;2024.08.02
323/2021;1020.2021/0006901-1;Despacho de Indeferimento Comum;16/10/2023;GTEC;2024.08.02
32330/2020;1020.2020/0002667-1;Despacho de Deferimento Comum;15/03/2023;GTEC;2024.08.02
32362/2020;1020.2020/0013684-1;Despacho de Indeferimento Comum;25/06/2024;GTEC;2024.08.02
32499/2021;1020.2021/0010049-0;Despacho de Indeferimento Comum;06/09/2022;GTEC;2024.08.02
32503/2020;1020.2020/0002503-9;Despacho de Indeferimento Comum;13/05/2021;GTEC;2024.08.02
32521/2021;1020.2021/0011050-0;Despacho de Deferimento Comum;02/10/2023;GTEC;2024.08.02
3257/2020;1020.2020/0001378-2;Despacho de Deferimento Comum;08/05/2024;GTEC;2024.08.02
32589/2020;1020.2020/0005756-9;Despacho de Indeferimento Comum;27/01/2023;GTEC;2024.08.02
3262/2024;1020.2024/0003443-4;Despacho de Indeferimento Comum;04/07/2024;GTEC;2024.08.02
32630/2020;1020.2020/0001929-2;Despacho de Deferimento Comum;09/11/2021;GTEC;2024.08.02
32639/2020;1020.2020/0007346-7;Despacho de Indeferimento Comum;06/03/2023;GTEC;2024.08.02
32782/2020;1020.2020/0003487-9;Despacho de Indeferimento Comum;09/09/2021;GTEC;2024.08.02
32785/2020;1020.2020/0001889-0;Despacho de Deferimento Comum;19/08/2021;GTEC;2024.08.02
32824/2020;1020.2020/0001799-0;Despacho de Indeferimento Comum;12/11/2021;GTEC;2024.08.02
32907/2021;1020.2021/0010909-9;Despacho de Indeferimento Comum;31/07/2024;GTEC;2024.08.02
32910/2020;1020.2020/0003625-1;Despacho de Indeferimento Comum;24/02/2023;GTEC;2024.08.02
32957/2022;1020.2022/0011886-3;Despacho de Indeferimento Comum;26/06/2023;GTEC;2024.08.02
32993/2022;1020.2022/0011786-7;Despacho de Deferimento Comum;28/05/2024;GTEC;2024.08.02
33050/2020;1020.2020/0004648-6;Despacho de Deferimento Comum;25/03/2022;GTEC;2024.08.02
33128/2020;1020.2020/0002702-3;Despacho de Indeferimento Comum;04/05/2022;GTEC;2024.08.02
3313/2020;1020.2020/0000009-5;Despacho de Deferimento Comum;01/02/2021;GTEC;2024.08.02
33135/2020;1020.2020/0002613-2;Despacho de Indeferimento Comum;02/07/2021;GTEC;2024.08.02
33162/2020;1020.2020/0001888-1;Despacho de Deferimento Comum;17/02/2021;GTEC;2024.08.02
33167/2020;1020.2020/0002712-0;Despacho de Indeferimento Comum;26/07/2021;GTEC;2024.08.02
33229/2020;1020.2020/0001906-3;Despacho de Deferimento Comum;19/05/2021;GTEC;2024.08.02
33248/2020;1020.2020/0002439-3;Despacho de Indeferimento Comum;16/09/2021;GTEC;2024.08.02
33288/2020;1020.2020/0001987-0;Despacho de Indeferimento Comum;20/04/2022;GTEC;2024.08.02
33355/2020;1020.2020/0002387-7;Despacho de Indeferimento Comum;27/10/2023;GTEC;2024.08.02
33384/2020;1020.2020/0001353-7;Despacho de Indeferimento Comum;15/07/2022;GTEC;2024.08.02
33390/2020;1020.2020/0004984-1;Despacho de Indeferimento Comum;29/09/2023;GTEC;2024.08.02
33411/2020;1020.2020/0001985-3;Despacho de Indeferimento Comum;28/10/2021;GTEC;2024.08.02
33560/2021;1020.2021/0010086-5;Despacho de Indeferimento Comum;05/10/2022;GTEC;2024.08.02
33615/2020;1020.2020/0003316-3;Despacho de Indeferimento Comum;16/09/2022;GTEC;2024.08.02
33735/2020;1020.2020/0004982-5;Despacho de Indeferimento Comum;24/07/2023;GTEC;2024.08.02
33787/2020;1020.2020/0002461-0;Despacho de Indeferimento Comum;01/06/2022;GTEC;2024.08.02
33802/2020;1020.2021/0012589-2;Despacho de Indeferimento Comum;28/11/2023;GTEC;2024.08.02
33836/2020;1020.2020/0004736-9;Despacho de Indeferimento Comum;15/12/2023;GTEC;2024.08.02
33911/2020;1020.2020/0002203-0;Despacho de Indeferimento Comum;29/03/2022;GTEC;2024.08.02
33989/2020;1020.2020/0002397-4;Despacho de Indeferimento Comum;03/03/2022;GTEC;2024.08.02
34067/2020;1020.2020/0003655-3;Despacho de Indeferimento Comum;22/06/2021;GTEC;2024.08.02
34088/2020;1020.2020/0001928-4;Despacho de Deferimento Comum;21/03/2024;GTEC;2024.08.02
34121/2020;1020.2020/0005385-7;Despacho de Deferimento Comum;10/05/2023;GTEC;2024.08.02
34256/2020;1020.2020/0012380-4;Despacho de Indeferimento Comum;07/03/2023;GTEC;2024.08.02
34326/2021;1020.2021/0010922-6;Despacho de Deferimento Comum;10/11/2023;GTEC;2024.08.02
34345/2020;1020.2020/0002609-4;Despacho de Deferimento Comum;07/10/2023;GTEC;2024.08.02
34427/2020;1020.2020/0003200-0;Despacho de Indeferimento Comum;21/06/2021;GTEC;2024.08.02
34443/2020;1020.2020/0002374-5;Despacho de Deferimento Comum;02/06/2023;GTEC;2024.08.02
34446/2020;1020.2020/0001801-6;Despacho de Indeferimento Comum;17/11/2021;GTEC;2024.08.02
34555/2020;1020.2020/0002420-2;Despacho de Indeferimento Comum;20/04/2021;GTEC;2024.08.02
34571/2020;1020.2020/0002181-5;Despacho de Indeferimento Comum;24/11/2021;GTEC;2024.08.02
34690/2020;1020.2020/0002180-7;Despacho de Indeferimento Comum;14/10/2021;GTEC;2024.08.02
34692/2020;1020.2020/0002792-9;Despacho de Deferimento Comum;17/11/2021;GTEC;2024.08.02
34768/2020;1020.2020/0002462-8;Despacho de Indeferimento Comum;12/05/2022;GTEC;2024.08.02
34772/2021;1020.2021/0016016-7;Despacho de Indeferimento Comum;18/03/2022;GTEC;2024.08.02
34782/2021;1020.2021/0010336-8;Despacho de Deferimento Comum;25/10/2022;GTEC;2024.08.02
34915/2020;1020.2020/0002182-3;Despacho de Deferimento Comum;22/08/2022;GTEC;2024.08.02
34953/2020;1020.2020/0002423-7;Despacho de Deferimento Comum;28/06/2021;GTEC;2024.08.02
34961/2020;1020.2020/0001917-9;Despacho de Deferimento Comum;17/02/2023;GTEC;2024.08.02
34969/2020;1020.2020/0003115-2;Despacho de Deferimento Comum;26/02/2021;GTEC;2024.08.02
35008/2020;1020.2020/0001931-4;Despacho de Indeferimento Comum;16/02/2022;GTEC;2024.08.02
35067/2021;1020.2021/0012638-4;Despacho de Indeferimento Comum;08/07/2022;GTEC;2024.08.02
35088/2020;1020.2020/0001890-3;Despacho de Indeferimento Comum;20/04/2021;GTEC;2024.08.02
35093/2020;1020.2020/0002634-5;Despacho de Indeferimento Comum;25/05/2023;GTEC;2024.08.02
35134/2020;1020.2020/0003658-8;Despacho de Indeferimento Comum;13/03/2023;GTEC;2024.08.02
35141/2020;1020.2020/0001901-2;Despacho de Indeferimento Comum;23/07/2021;GTEC;2024.08.02
35172/2020;1020.2020/0003187-0;Despacho de Indeferimento Comum;17/04/2023;GTEC;2024.08.02
35186/2020;1020.2020/0002788-0;Despacho de Indeferimento Comum;03/04/2023;GTEC;2024.08.02
35235/2021;1020.2021/0011750-4;Despacho de Indeferimento Comum;01/08/2023;GTEC;2024.08.02
35293/2020;1020.2020/0003194-2;Despacho de Indeferimento Comum;20/04/2023;GTEC;2024.08.02
35323/2020;1020.2020/0001884-9;Despacho de Deferimento Comum;14/04/2022;GTEC;2024.08.02
35401/2020;1020.2020/0004616-8;Despacho de Indeferimento Comum;04/11/2021;GTEC;2024.08.02
35420/2020;1020.2020/0003633-2;Despacho de Deferimento Comum;11/05/2022;GTEC;2024.08.02
35504/2020;1020.2020/0001891-1;Despacho de Indeferimento Comum;31/08/2021;GTEC;2024.08.02
35515/2020;1020.2020/0003318-0;Despacho de Indeferimento Comum;08/02/2022;GTEC;2024.08.02
35559/2020;1020.2020/0002698-1;Despacho de Indeferimento Comum;23/11/2021;GTEC;2024.08.02
35571/2020;1020.2020/0006992-3;Despacho de Deferimento Comum;12/05/2023;GTEC;2024.08.02
35582/2021;1020.2021/0011636-2;Despacho de Indeferimento Comum;16/05/2024;GTEC;2024.08.02
35592/2021;1020.2021/0010968-4;Despacho de Deferimento Comum;11/03/2024;GTEC;2024.08.02
35604/2020;1020.2020/0001357-0;Despacho de Indeferimento Comum;20/05/2021;GTEC;2024.08.02
35612/2020;1020.2020/0002219-6;Despacho de Indeferimento Comum;19/09/2022;GTEC;2024.08.02
35627/2020;1020.2020/0003398-8;Despacho de Deferimento Comum;07/02/2024;GTEC;2024.08.02
35637/2021;1020.2021/0010813-0;Despacho de Deferimento Comum;31/03/2022;GTEC;2024.08.02
35674/2020;1020.2020/0002610-8;Despacho de Indeferimento Comum;26/11/2021;GTEC;2024.08.02
35699/2020;1020.2020/0001913-6;Despacho de Deferimento Comum;24/02/2021;GTEC;2024.08.02
35759/2020;1020.2020/0002218-8;Despacho de Indeferimento Comum;09/08/2022;GTEC;2024.08.02
35795/2020;1020.2020/0005378-4;Despacho de Indeferimento Comum;26/03/2022;GTEC;2024.08.02
35804/2020;1020.2020/0002729-5;Despacho de Indeferimento Comum;31/10/2023;GTEC;2024.08.02
35817/2020;1020.2020/0001908-0;Despacho de Indeferimento Comum;18/03/2021;GTEC;2024.08.02
35835/2021;1020.2021/0010802-5;Despacho de Indeferimento Comum;25/05/2022;GTEC;2024.08.02
35891/2020;1020.2020/0001999-3;Despacho de Indeferimento Comum;01/07/2021;GTEC;2024.08.02
35901/2020;1020.2020/0002608-6;Despacho de Deferimento Comum;01/03/2024;GTEC;2024.08.02
35926/2021;1020.2021/0010893-9;Despacho de Deferimento Comum;31/10/2023;GTEC;2024.08.02
35979/2020;1020.2020/0003020-2;Despacho de Indeferimento Comum;15/09/2021;GTEC;2024.08.02
35986/2020;1020.2020/0005052-1;Despacho de Deferimento Comum;14/02/2022;GTEC;2024.08.02
35986/2023;1020.2023/0019000-0;Despacho de Deferimento Comum;20/05/2024;GTEC;2024.08.02
36015/2020;1020.2020/0005363-6;Despacho de Indeferimento Comum;25/11/2023;GTEC;2024.08.02
36026/2021;1020.2021/0012834-4;Despacho de Deferimento Comum;16/05/2023;GTEC;2024.08.02
36056/2020;1020.2020/0005007-6;Despacho de Indeferimento Comum;01/10/2021;GTEC;2024.08.02
36088/2020;1020.2020/0002329-0;Despacho de Indeferimento Comum;10/03/2022;GTEC;2024.08.02
36118/2021;1020.2021/0011640-0;Despacho de Deferimento Comum;13/06/2024;GTEC;2024.08.02
36127/2021;1020.2021/0015885-5;Despacho de Deferimento Comum;19/12/2023;GTEC;2024.08.02
36140/2020;1020.2020/0002708-2;Despacho de Indeferimento Comum;25/06/2021;GTEC;2024.08.02
36157/2020;1020.2020/0003679-0;Despacho de Indeferimento Comum;23/06/2022;GTEC;2024.08.02
36211/2020;1020.2020/0001359-6;Despacho de Deferimento Comum;05/05/2023;GTEC;2024.08.02
36226/2021;1020.2021/0011550-1;Despacho de Deferimento Comum;19/07/2022;GTEC;2024.08.02
36232/2021;1020.2021/0011541-2;Despacho de Deferimento Comum;08/08/2022;GTEC;2024.08.02
36235/2021;1020.2021/0011543-9;Despacho de Deferimento Comum;31/05/2022;GTEC;2024.08.02
36308/2021;1020.2021/0011545-5;Despacho de Deferimento Comum;15/06/2022;GTEC;2024.08.02
36309/2023;1020.2023/0018759-0;Despacho de Deferimento Comum;27/11/2023;GTEC;2024.08.02
36332/2021;1020.2021/0011638-9;Despacho de Deferimento Comum;26/01/2023;GTEC;2024.08.02
36337/2021;1020.2021/0011054-2;Despacho de Indeferimento Comum;07/07/2023;GTEC;2024.08.02
36360/2020;1020.2020/0004654-0;Despacho de Indeferimento Comum;09/08/2022;GTEC;2024.08.02
36366/2021;1020.2021/0010923-4;Despacho de Indeferimento Comum;08/03/2023;GTEC;2024.08.02
36442/2023;1020.2023/0018906-1;Despacho de Deferimento Comum;31/07/2024;GTEC;2024.08.02
36479/2020;1020.2020/0002443-1;Despacho de Deferimento Comum;20/06/2024;GTEC;2024.08.02
36490/2020;1020.2020/0001355-3;Despacho de Indeferimento Comum;07/09/2022;GTEC;2024.08.02
36525/2020;1020.2020/0002763-5;Despacho de Indeferimento Comum;18/08/2022;GTEC;2024.08.02
36539/2020;1020.2020/0002235-8;Despacho de Deferimento Comum;06/03/2023;GTEC;2024.08.02
36559/2020;1020.2020/0006076-4;Despacho de Indeferimento Comum;15/03/2023;GTEC;2024.08.02
3657/2021;1020.2021/0005223-2;Despacho de Deferimento Comum;27/06/2024;GTEC;2024.08.02
36591/2021;1020.2021/0012938-3;Despacho de Indeferimento Comum;11/10/2023;GTEC;2024.08.02
36636/2020;1020.2020/0012751-6;Despacho de Indeferimento Comum;01/07/2024;GTEC;2024.08.02
36642/2020;1020.2020/0002469-5;Despacho de Indeferimento Comum;23/07/2021;GTEC;2024.08.02
36655/2020;1020.2020/0002330-3;Despacho de Indeferimento Comum;17/11/2021;GTEC;2024.08.02
36658/2020;1020.2020/0002660-4;Despacho de Indeferimento Comum;11/11/2022;GTEC;2024.08.02
36710/2020;1020.2020/0003390-2;Despacho de Indeferimento Comum;09/11/2022;GTEC;2024.08.02
36719/2020;1020.2020/0002542-0;Despacho de Indeferimento Comum;27/09/2021;GTEC;2024.08.02
36798/2020;1020.2020/0002408-3;Despacho de Deferimento Comum;13/02/2023;GTEC;2024.08.02
36811/2020;1020.2020/0001362-6;Despacho de Deferimento Comum;18/08/2022;GTEC;2024.08.02
36841/2021;1020.2021/0011943-4;Despacho de Deferimento Comum;24/10/2023;GTEC;2024.08.02
36849/2020;1020.2020/0003724-0;Despacho de Indeferimento Comum;04/03/2022;GTEC;2024.08.02
36889/2020;1020.2020/0003619-7;Despacho de Indeferimento Comum;29/04/2024;GTEC;2024.08.02
36910/2020;1020.2020/0005286-9;Despacho de Indeferimento Comum;26/05/2023;GTEC;2024.08.02
36934/2020;1020.2020/0002781-3;Despacho de Indeferimento Comum;11/11/2022;GTEC;2024.08.02
3694/2020;1020.2020/0008818-9;Despacho de Indeferimento Comum;16/02/2023;GTEC;2024.08.02
36942/2020;1020.2020/0005374-1;Despacho de Indeferimento Comum;17/03/2022;GTEC;2024.08.02
36946/2020;1020.2020/0002751-1;Despacho de Indeferimento Comum;03/09/2022;GTEC;2024.08.02
36972/2021;1020.2021/0011549-8;Despacho de Deferimento Comum;14/02/2022;GTEC;2024.08.02
37058/2020;1020.2020/0002673-6;Despacho de Deferimento Comum;31/03/2023;GTEC;2024.08.02
37088/2020;1020.2020/0002666-3;Despacho de Deferimento Comum;13/07/2023;GTEC;2024.08.02
37148/2020;1020.2020/0002328-1;Despacho de Indeferimento Comum;23/12/2021;GTEC;2024.08.02
37215/2020;1020.2020/0002632-9;Despacho de Deferimento Comum;05/01/2024;GTEC;2024.08.02
37225/2020;1020.2020/0005386-5;Despacho de Deferimento Comum;13/04/2023;GTEC;2024.08.02
37232/2020;1020.2020/0002404-0;Despacho de Deferimento Comum;26/09/2022;GTEC;2024.08.02
37250/2020;1020.2020/0001364-2;Despacho de Indeferimento Comum;13/01/2021;GTEC;2024.08.02
37269/2020;1020.2020/0003182-9;Despacho de Deferimento Comum;19/09/2023;GTEC;2024.08.02
37275/2020;1020.2020/0002723-6;Despacho de Indeferimento Comum;30/09/2022;GTEC;2024.08.02
37290/2020;1020.2020/0004983-3;Despacho de Indeferimento Comum;24/07/2023;GTEC;2024.08.02
37297/2020;1020.2020/0004800-4;Despacho de Indeferimento Comum;17/02/2022;GTEC;2024.08.02
37342/2020;1020.2020/0002663-9;Despacho de Deferimento Comum;10/03/2023;GTEC;2024.08.02
37449/2020;1020.2020/0003124-1;Despacho de Deferimento Comum;15/02/2023;GTEC;2024.08.02
37450/2020;1020.2020/0003053-9;Despacho de Deferimento Comum;18/05/2023;GTEC;2024.08.02
37491/2020;1020.2020/0002614-0;Despacho de Indeferimento Comum;12/07/2023;GTEC;2024.08.02
37494/2020;1020.2020/0001969-1;Despacho de Indeferimento Comum;10/06/2022;GTEC;2024.08.02
37725/2020;1020.2020/0002727-9;Despacho de Deferimento Comum;28/10/2022;GTEC;2024.08.02
37746/2020;1020.2020/0002383-4;Despacho de Indeferimento Comum;16/07/2021;GTEC;2024.08.02
37766/2020;1020.2020/0004767-9;Despacho de Indeferimento Comum;02/08/2021;GTEC;2024.08.02
37785/2020;1020.2020/0002491-1;Despacho de Deferimento Comum;26/08/2021;GTEC;2024.08.02
37792/2020;1020.2020/0005382-2;Despacho de Indeferimento Comum;11/11/2021;GTEC;2024.08.02
37797/2020;1020.2020/0003276-0;Despacho de Indeferimento Comum;17/03/2022;GTEC;2024.08.02
37811/2020;1020.2020/0005380-6;Despacho de Indeferimento Comum;15/07/2022;GTEC;2024.08.02
37874/2020;1020.2020/0002368-0;Despacho de Indeferimento Comum;30/06/2021;GTEC;2024.08.02
37910/2020;1020.2020/0006380-1;Despacho de Indeferimento Comum;16/02/2023;GTEC;2024.08.02
37913/2021;1020.2021/0011665-6;Despacho de Indeferimento Comum;27/09/2023;GTEC;2024.08.02
37944/2021;1020.2021/0012272-9;Despacho de Indeferimento Comum;31/07/2023;GTEC;2024.08.02
37950/2020;1020.2020/0002718-0;Despacho de Deferimento Comum;27/04/2023;GTEC;2024.08.02
37953/2020;1020.2020/0002468-7;Despacho de Indeferimento Comum;09/09/2021;GTEC;2024.08.02
37954/2020;1020.2020/0002371-0;Despacho de Deferimento Comum;23/03/2023;GTEC;2024.08.02
37968/2020;1020.2020/0005293-1;Despacho de Indeferimento Comum;08/03/2023;GTEC;2024.08.02
37997/2020;1020.2020/0007286-0;Despacho de Indeferimento Comum;06/09/2023;GTEC;2024.08.02
38006/2020;1020.2020/0001945-4;Despacho de Deferimento Comum;10/08/2021;GTEC;2024.08.02
38016/2020;1020.2020/0002410-5;Despacho de Deferimento Comum;19/04/2024;GTEC;2024.08.02
38080/2020;1020.2020/0002783-0;Despacho de Indeferimento Comum;23/04/2021;GTEC;2024.08.02
38094/2020;1020.2020/0005565-5;Despacho de Deferimento Comum;14/12/2022;GTEC;2024.08.02
38109/2020;1020.2020/0005578-7;Despacho de Indeferimento Comum;15/03/2023;GTEC;2024.08.02
38134/2021;1020.2021/0013845-5;Despacho de Indeferimento Comum;19/12/2023;GTEC;2024.08.02
38138/2021;1020.2021/0011769-5;Despacho de Indeferimento Comum;03/04/2024;GTEC;2024.08.02
38146/2020;1020.2020/0002630-2;Despacho de Indeferimento Comum;06/04/2023;GTEC;2024.08.02
38175/2020;1020.2020/0005379-2;Despacho de Indeferimento Comum;15/07/2022;GTEC;2024.08.02
38308/2020;1020.2020/0002433-4;Despacho de Deferimento Comum;21/03/2022;GTEC;2024.08.02
38325/2020;1020.2020/0002429-6;Despacho de Deferimento Comum;04/09/2023;GTEC;2024.08.02
38331/2020;1020.2020/0002431-8;Despacho de Deferimento Comum;28/09/2023;GTEC;2024.08.02
38332/2020;1020.2020/0002537-3;Despacho de Indeferimento Comum;16/12/2021;GTEC;2024.08.02
38335/2020;1020.2020/0007455-2;Despacho de Indeferimento Comum;08/04/2024;GTEC;2024.08.02
38359/2020;1020.2020/0006058-6;Despacho de Deferimento Comum;27/02/2023;GTEC;2024.08.02
38384/2020;1020.2020/0003018-0;Despacho de Indeferimento Comum;07/10/2021;GTEC;2024.08.02
38423/2020;1020.2020/0002457-1;Despacho de Indeferimento Comum;18/07/2022;GTEC;2024.08.02
38447/2020;1020.2020/0003172-1;Despacho de Indeferimento Comum;08/09/2021;GTEC;2024.08.02
3845/2020;1020.2020/0000402-3;Despacho de Indeferimento Comum;06/10/2022;GTEC;2024.08.02
38503/2020;1020.2020/0001951-9;Despacho de Deferimento Comum;01/12/2021;GTEC;2024.08.02
38508/2020;1020.2020/0002418-0;Despacho de Indeferimento Comum;23/06/2021;GTEC;2024.08.02
38541/2020;1020.2020/0004986-8;Despacho de Indeferimento Comum;07/04/2022;GTEC;2024.08.02
38557/2020;1020.2020/0004465-3;Despacho de Indeferimento Comum;16/12/2022;GTEC;2024.08.02
38623/2020;1020.2020/0002446-6;Despacho de Indeferimento Comum;02/09/2021;GTEC;2024.08.02
38680/2020;1020.2020/0002685-0;Despacho de Indeferimento Comum;09/03/2023;GTEC;2024.08.02
38728/2020;1020.2020/0001986-1;Despacho de Indeferimento Comum;10/04/2023;GTEC;2024.08.02
38744/2020;1020.2020/0002637-0;Despacho de Deferimento Comum;10/03/2023;GTEC;2024.08.02
38803/2020;1020.2020/0003666-9;Despacho de Indeferimento Comum;16/05/2022;GTEC;2024.08.02
38809/2020;1020.2020/0003772-0;Despacho de Indeferimento Comum;04/07/2023;GTEC;2024.08.02
38828/2020;1020.2020/0002426-1;Despacho de Deferimento Comum;16/09/2022;GTEC;2024.08.02
38856/2020;1020.2020/0004220-0;Despacho de Indeferimento Comum;18/03/2022;GTEC;2024.08.02
38870/2021;1020.2021/0012250-8;Despacho de Deferimento Comum;09/03/2023;GTEC;2024.08.02
38883/2021;1020.2021/0012366-0;Despacho de Deferimento Comum;06/06/2023;GTEC;2024.08.02
38890/2020;1020.2020/0001974-8;Despacho de Indeferimento Comum;10/09/2021;GTEC;2024.08.02
38953/2021;1020.2021/0013332-1;Despacho de Indeferimento Comum;23/06/2023;GTEC;2024.08.02
38989/2020;1020.2020/0004171-9;Despacho de Deferimento Comum;08/06/2023;GTEC;2024.08.02
