dt_abertura,n_processos,n_protocolo,assunto,aditivo,tipo_requerimento,competencia,unidade,status
2013-04-03 17:41:07,2013-0.095.272-1,1923-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-03 17:50:37,2013-0.095.290-0,2508-13,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Em Análise
2013-04-03 18:09:59,2013-0.095.319-1,3239-13,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-03 18:45:38,2013-0.095.347-7,5330-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-03 18:57:09,2013-0.095.358-2,5752-12,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Em Análise
2013-04-03 19:00:29,2013-0.095.359-0,5822-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-05 14:22:37,2013-0.097.936-0,6222-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-05 14:29:52,2013-0.097.955-7,6406-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-05 14:37:58,2013-0.097.977-8,6075-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-05 14:38:45,2013-0.097.981-6,6074-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-10 14:46:18,2013-0.102.479-8,1871-12,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-10 14:47:08,2013-0.102.480-1,6717-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-10 16:21:35,2013-0.102.765-7,6434-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-10 16:28:24,2013-0.102.797-5,6004-13,Alvará de Desdobro de Lote,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-11 09:15:32,2013-0.103.047-0,3417-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Em Análise
2013-04-11 09:21:04,2013-0.103.065-8,5806-13,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-11 09:26:39,2013-0.103.078-0,5870-13,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Em Análise
2013-04-11 09:35:21,2013-0.103.108-5,6526-13,Alvará de Execução de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-11 09:40:46,2013-0.103.120-4,6548-13,Alvará de Execução de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-13 12:02:33,2013-0.105.851-0,6750-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-15 16:25:21,2013-0.107.209-1,6898-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-15 16:26:05,2013-0.107.211-3,7243-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-15 16:26:50,2013-0.107.214-8,7183-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Em Análise
2013-04-15 16:27:38,2013-0.107.215-6,5757-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-16 11:56:28,2013-0.107.885-5,6100-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-17 13:42:44,2013-0.109.791-4,7061-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-17 14:47:38,2013-0.110.036-2,6852-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-17 16:51:43,2013-0.110.419-8,7612-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-17 17:11:37,2013-0.110.457-0,7441-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-17 17:12:02,2013-0.110.458-9,7450-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-17 17:12:23,2013-0.110.459-7,7453-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-18 12:12:12,2013-0.111.211-5,7340-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-19 09:04:52,2013-0.112.089-4,7653-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-19 09:08:18,2013-0.112.093-2,7846-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-22 11:10:01,2013-0.113.941-2,7643-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-22 11:12:14,2013-0.113.948-0,7798-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-24 14:11:32,2013-0.117.874-4,7218-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-24 14:13:20,2013-0.117.881-7,7374-13,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Processo Físico
2013-04-25 12:17:16,2013-0.119.105-8,7799-13,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
2013-04-25 12:22:24,2013-0.119.138-4,7634-13,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,PARHIS-G,Indeferido
