dt_abertura,n_processos,n_protocolo,assunto,aditivo,tipo_requerimento,competencia,unidade,status
2021-02-11 08:30:29,2021-0.001.497-4,3850-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-11 14:00:45,2021-0.001.542-3,16160-22,Alvará de Aprovação de Edificação Nova,Inicial,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-02-11 14:00:45,2021-0.001.542-3,33460-20,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-11 17:47:28,2021-0.001.565-2,4513-21,Alvará de Desdobro de Lote,Apostilamento,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-12 20:50:33,2021-0.001.700-0,3388-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-12 20:54:51,2021-0.001.702-7,3963-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-15 20:03:06,2021-0.001.747-7,3560-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-17 19:22:15,2021-0.001.846-5,4212-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-19 14:10:15,2021-0.001.937-2,578-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 10:18:02,2021-0.002.020-6,4971-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 16:39:38,2021-0.002.079-6,5164-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 16:43:23,2021-0.002.080-0,3804-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 19:43:46,2021-0.002.100-8,5338-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 19:47:57,2021-0.002.102-4,5030-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 19:55:31,2021-0.002.106-7,4443-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 19:56:15,2021-0.002.107-5,4647-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 20:24:33,2021-0.002.113-0,5084-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-22 22:55:31,2021-0.002.106-7,1250-22,Alvará de Aprovação de Reforma,Inicial,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-02-23 20:53:29,2021-0.002.163-6,2240-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-23 21:35:03,2021-0.002.174-1,3943-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-23 21:38:57,2021-0.002.176-8,4482-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-23 21:54:44,2021-0.002.179-2,39077-20,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-24 12:02:52,2021-0.002.205-5,6143-21,Alvará de Desmembramento de Lote,Apostilamento,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-24 14:02:52,2021-0.002.205-5,39379-21,Alvará de Desmembramento de Lote,Apostilamento,Reconsideração,SMUL,COMIN-GTEA,Indeferido
2021-02-24 15:02:52,2021-0.002.205-5,4329-23,Alvará de Desmembramento de Lote,Apostilamento,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-02-24 19:31:52,2021-0.002.237-3,5350-21,Alvará de Reparcelamento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-25 08:39:37,2021-0.002.289-6,5094-21,Certificado de Conclusão,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-25 20:59:55,2021-0.002.355-8,2851-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-25 21:38:48,2021-0.002.365-5,5483-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-25 21:44:07,2021-0.002.366-3,5484-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-26 08:45:23,2021-0.002.371-0,5628-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-26 12:51:47,2021-0.002.380-9,5591-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-26 16:01:42,2021-0.002.392-2,5604-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-26 17:43:51,2021-0.002.397-3,5667-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-26 18:43:51,2021-0.002.397-3,30492-21,Alvará de Execução de Demolição,Inicial,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-02-26 18:53:22,2021-0.002.404-0,5531-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-02-26 21:08:12,2021-0.002.413-9,4509-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-02 16:42:42,2021-0.002.502-0,6275-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-02 17:23:09,2021-0.002.503-8,6331-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-02 20:59:26,2021-0.002.506-2,2987-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-02 21:04:48,2021-0.002.508-9,6462-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-02 21:04:48,2021-0.002.508-9,37294-21,Alvará de Execução de Demolição,Inicial,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-03-03 13:08:49,2021-0.002.533-0,3988-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-03 21:39:19,2021-0.002.558-5,6537-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-03 21:48:32,2021-0.002.560-7,6525-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-04 07:08:19,2021-0.002.564-0,3138-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-04 08:40:31,2021-0.002.571-2,6440-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-04 10:59:36,2021-0.002.581-0,5681-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-05 16:32:42,2021-0.002.676-0,7565-21,Alvará de Execução de Reforma,Apostilamento,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-08 16:18:09,2021-0.002.757-0,6254-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-09 15:24:46,2021-0.002.779-0,6623-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-09 21:03:22,2021-0.002.796-0,7177-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-10 08:41:50,2021-0.002.805-3,7477-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-11 15:27:15,2021-0.002.851-7,8225-21,Certificado de Conclusão,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-11 21:06:42,2021-0.002.866-5,7603-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-12 20:52:43,2021-0.002.899-1,7908-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-15 08:51:12,2021-0.002.919-0,30495-21,Alvará de Execução de Demolição,Inicial,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-03-15 08:51:12,2021-0.002.919-0,8016-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-17 17:37:22,2021-0.002.984-0,8326-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-17 17:38:49,2021-0.002.985-8,7981-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-17 19:27:58,2021-0.003.004-0,2786-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-17 20:24:20,2021-0.003.022-8,8044-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-18 18:19:15,2021-0.003.058-9,7574-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-18 18:19:15,2021-0.003.058-9,12644-22,Alvará de Desmembramento de Lote,Inicial,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-03-18 18:19:15,2021-0.003.058-9,8749-22,Alvará de Desmembramento de Lote,Inicial,Reconsideração,SMUL,COMIN-GTEA,Indeferido
2021-03-22 13:29:40,2021-0.003.110-0,8892-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-24 14:10:09,2021-0.003.160-7,9064-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-24 17:43:53,2021-0.003.172-0,8321-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-24 21:48:35,2021-0.003.180-1,8053-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-03-25 07:49:10,2021-0.003.184-4,9350-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
