dt_abertura,n_processos,n_protocolo,assunto,aditivo,tipo_requerimento,competencia,unidade,status
2021-02-10 10:59:34,2021-0.001.463-0,3812-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-10 20:39:26,2021-0.001.493-1,2842-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-11 08:10:01,2021-0.001.496-6,1186-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Indeferido
2021-02-11 08:30:29,2021-0.001.497-4,20866-22,Alvará de Aprovação de Edificação Nova,Inicial,1º Recurso,SMUL,CAEPP,Em Análise
2021-02-11 11:14:42,2021-0.001.510-5,3789-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-11 12:29:20,2021-0.001.531-8,2710-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-11 13:13:33,2021-0.001.537-7,4289-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-11 14:26:34,2021-0.001.546-6,3843-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-11 15:23:55,2021-0.001.553-9,3855-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-11 17:08:30,2021-0.001.560-1,37581-20,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-11 17:47:28,2021-0.001.565-2,81-22,Alvará de Desdobro de Lote,Apostilamento,Reconsideração,SMUL,CAEPP,Em Análise
2021-02-11 20:14:51,2021-0.001.581-4,2446-21,Alvará de Remembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 07:58:20,2021-0.001.594-6,4079-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 08:33:05,2021-0.001.597-0,37885-20,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 10:26:03,2021-0.001.612-8,3891-21,Alvará de Execução de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 14:48:47,2021-0.001.644-6,3567-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 16:36:57,2021-0.001.659-4,3760-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 18:49:11,2021-0.001.670-5,1966-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 19:46:02,2021-0.001.679-9,3092-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-12 19:56:38,2021-0.001.681-0,3222-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-15 18:58:10,2021-0.001.731-0,4241-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-15 19:00:51,2021-0.001.732-9,4339-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
