n_protocolo;n_processo;despacho;data_despacho;coord_despacho;data_extracao
72890/2020;1020.2020/0012880-6;Despacho de Deferimento Comum;05/01/2023;GTEC;2023.08.04
73106/2020;1020.2021/0001993-6;Despacho de Deferimento Comum;24/09/2021;GTEC;2023.08.04
73165/2020;1020.2021/0000629-0;Despacho de Deferimento Comum;06/07/2021;GTEC;2023.08.04
73223/2020;1020.2020/0014828-9;Despacho de Deferimento Comum;18/05/2022;GTEC;2023.08.04
7328/2022;1020.2022/0002557-1;Despacho de Deferimento Comum;27/02/2023;GTEC;2023.08.04
73307/2020;1020.2020/0012960-8;Despacho de Deferimento Comum;27/05/2021;GTEC;2023.08.04
73504/2020;1020.2020/0013801-1;Despacho de Deferimento Comum;06/04/2021;GTEC;2023.08.04
73642/2020;1020.2020/0013802-0;Despacho de Deferimento Comum;06/04/2021;GTEC;2023.08.04
73704/2020;1020.2020/0014793-2;Despacho de Deferimento Comum;23/02/2022;GTEC;2023.08.04
73749/2020;1020.2020/0013012-6;Despacho de Deferimento Comum;07/12/2022;GTEC;2023.08.04
73765/2020;1020.2020/0013556-0;Despacho de Deferimento Comum;09/02/2021;GTEC;2023.08.04
7396/2022;1020.2022/0005280-3;Despacho de Deferimento Comum;20/06/2022;GTEC;2023.08.04
74002/2020;1020.2020/0014723-1;Despacho de Deferimento Comum;13/01/2022;GTEC;2023.08.04
7412/2021;1020.2021/0001653-8;Despacho de Deferimento Comum;08/07/2021;GTEC;2023.08.04
74331/2020;1020.2020/0013169-6;Despacho de Deferimento Comum;21/10/2021;GTEC;2023.08.04
74394/2020;1020.2020/0013107-6;Despacho de Deferimento Comum;13/02/2023;GTEC;2023.08.04
7508/2021;1020.2021/0001692-9;Despacho de Deferimento Comum;12/04/2021;GTEC;2023.08.04
75447/2020;1020.2020/0013456-3;Despacho de Deferimento Comum;12/11/2021;GTEC;2023.08.04
75475/2020;1020.2020/0013280-3;Despacho de Deferimento Comum;27/05/2021;GTEC;2023.08.04
75520/2020;1020.2020/0013322-2;Despacho de Deferimento Comum;08/09/2022;GTEC;2023.08.04
75520/2020;1020.2020/0013322-2;Despacho de Deferimento Comum;17/08/2022;GTEC;2023.08.04
75553/2020;1020.2020/0013379-6;Despacho de Deferimento Comum;04/01/2021;GTEC;2023.08.04
7576/2022;1020.2022/0002324-2;Despacho de Deferimento Comum;28/07/2022;GTEC;2023.08.04
760/2020;1020.2020/0005456-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
76017/2020;1020.2020/0013395-8;Despacho de Deferimento Comum;10/06/2021;GTEC;2023.08.04
76151/2020;1020.2020/0013496-2;Despacho de Deferimento Comum;13/08/2021;GTEC;2023.08.04
76414/2020;1020.2020/0013581-0;Despacho de Deferimento Comum;24/03/2022;GTEC;2023.08.04
76532/2020;1020.2020/0013672-8;Despacho de Deferimento Comum;02/08/2021;GTEC;2023.08.04
76557/2020;1020.2020/0013549-7;Despacho de Deferimento Comum;12/03/2021;GTEC;2023.08.04
76604/2020;1020.2020/0014247-7;Despacho de Deferimento Comum;07/11/2022;GTEC;2023.08.04
76873/2020;1020.2020/0013577-2;Despacho de Deferimento Comum;10/09/2022;GTEC;2023.08.04
76940/2020;1020.2020/0013828-3;Despacho de Deferimento Comum;28/01/2021;GTEC;2023.08.04
77195/2020;1020.2020/0013716-3;Despacho de Deferimento Comum;11/07/2022;GTEC;2023.08.04
7741/2023;1020.2023/0003989-2;Despacho de Deferimento Comum;23/05/2023;GTEC;2023.08.04
77528/2020;1020.2020/0014721-5;Despacho de Indeferimento Comum;14/04/2023;GTEC;2023.08.04
77842/2020;1020.2020/0013748-1;Despacho de Deferimento Comum;18/01/2022;GTEC;2023.08.04
7799/2021;1020.2021/0002363-1;Despacho de Deferimento Comum;10/12/2021;GTEC;2023.08.04
78139/2020;1020.2020/0013837-2;Despacho de Deferimento Comum;03/09/2021;GTEC;2023.08.04
78139/2020;1020.2020/0013837-2;Despacho de Deferimento Comum;16/12/2021;GTEC;2023.08.04
7830/2021;1020.2021/0001871-9;Despacho de Indeferimento Comum;21/03/2022;GTEC;2023.08.04
78303/2020;1020.2020/0013872-0;Despacho de Deferimento Comum;22/10/2021;GTEC;2023.08.04
78411/2020;1020.2020/0016099-8;Despacho de Deferimento Comum;27/06/2022;GTEC;2023.08.04
7846/2020;1020.2020/0005315-6;Despacho de Deferimento Comum;26/11/2021;GTEC;2023.08.04
78736/2020;1020.2020/0014010-5;Despacho de Deferimento Comum;21/11/2022;GTEC;2023.08.04
78843/2020;1020.2020/0013929-8;Despacho de Deferimento Comum;09/09/2021;GTEC;2023.08.04
79143/2020;1020.2020/0014024-5;Despacho de Deferimento Comum;08/01/2021;GTEC;2023.08.04
79208/2020;1020.2020/0014134-9;Despacho de Deferimento Comum;10/11/2022;GTEC;2023.08.04
79243/2020;1020.2020/0014106-3;Despacho de Deferimento Comum;01/10/2022;GTEC;2023.08.04
79286/2020;1020.2020/0014017-2;Despacho de Deferimento Comum;23/01/2021;GTEC;2023.08.04
79432/2020;1020.2020/0014450-0;Despacho de Deferimento Comum;02/09/2022;GTEC;2023.08.04
79435/2020;1020.2020/0014451-8;Despacho de Deferimento Comum;02/09/2022;GTEC;2023.08.04
79703/2020;1020.2020/0014258-2;Despacho de Deferimento Comum;26/10/2022;GTEC;2023.08.04
79723/2020;1020.2021/0000562-5;Despacho de Deferimento Comum;01/04/2023;GTEC;2023.08.04
7975/2021;1020.2021/0002108-6;Despacho de Deferimento Comum;17/02/2022;GTEC;2023.08.04
80075/2020;1020.2021/0000773-3;Despacho de Deferimento Comum;10/12/2021;GTEC;2023.08.04
8036/2020;1020.2020/0002841-0;Despacho de Indeferimento Comum;09/06/2022;GTEC;2023.08.04
80441/2020;1020.2020/0015781-4;Despacho de Deferimento Comum;21/02/2022;GTEC;2023.08.04
80465/2020;1020.2020/0015011-9;Despacho de Deferimento Comum;23/02/2021;GTEC;2023.08.04
80471/2020;1020.2020/0014717-7;Despacho de Deferimento Comum;29/07/2022;GTEC;2023.08.04
80501/2020;1020.2020/0014784-3;Despacho de Deferimento Comum;04/01/2021;GTEC;2023.08.04
80511/2020;1020.2021/0000287-1;Despacho de Deferimento Comum;10/06/2022;GTEC;2023.08.04
81003/2020;1020.2020/0014274-4;Despacho de Deferimento Comum;04/08/2022;GTEC;2023.08.04
81016/2020;1020.2020/0014722-3;Despacho de Deferimento Comum;14/07/2022;GTEC;2023.08.04
81052/2020;1020.2021/0000289-8;Despacho de Deferimento Comum;24/02/2023;GTEC;2023.08.04
8122/2020;1020.2020/0000044-3;Despacho de Deferimento Comum;24/01/2022;GTEC;2023.08.04
81334/2020;1020.2020/0014772-0;Despacho de Deferimento Comum;26/01/2022;GTEC;2023.08.04
81560/2020;1020.2020/0015081-0;Despacho de Deferimento Comum;12/03/2021;GTEC;2023.08.04
81817/2020;1020.2020/0014835-1;Despacho de Deferimento Comum;29/10/2021;GTEC;2023.08.04
8198/2022;1020.2022/0002564-4;Despacho de Deferimento Comum;22/08/2022;GTEC;2023.08.04
82212/2020;1020.2020/0014875-0;Despacho de Deferimento Comum;06/06/2022;GTEC;2023.08.04
82281/2020;1020.2020/0015577-3;Despacho de Deferimento Comum;10/06/2021;GTEC;2023.08.04
82369/2020;1020.2021/0001247-8;Despacho de Deferimento Comum;11/06/2021;GTEC;2023.08.04
82596/2020;1020.2020/0015063-1;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
82940/2020;1020.2020/0015125-5;Despacho de Deferimento Comum;25/05/2021;GTEC;2023.08.04
83200/2020;1020.2020/0014874-2;Despacho de Deferimento Comum;26/02/2021;GTEC;2023.08.04
83346/2020;1020.2020/0015121-2;Despacho de Deferimento Comum;23/03/2021;GTEC;2023.08.04
83355/2020;1020.2020/0015131-0;Despacho de Deferimento Comum;13/08/2021;GTEC;2023.08.04
83606/2020;1020.2020/0015368-1;Despacho de Deferimento Comum;05/02/2021;GTEC;2023.08.04
83638/2020;1020.2021/0000911-6;Despacho de Deferimento Comum;03/03/2021;GTEC;2023.08.04
83655/2020;1020.2020/0015298-7;Despacho de Deferimento Comum;13/06/2023;GTEC;2023.08.04
83978/2020;1020.2020/0015869-1;Despacho de Deferimento Comum;08/06/2021;GTEC;2023.08.04
83988/2020;1020.2020/0015871-3;Despacho de Deferimento Comum;31/05/2021;GTEC;2023.08.04
84125/2020;1020.2020/0015479-3;Despacho de Indeferimento Comum;30/03/2022;GTEC;2023.08.04
8415/2021;1020.2021/0002069-1;Despacho de Deferimento Comum;05/11/2021;GTEC;2023.08.04
84224/2020;1020.2020/0015509-9;Despacho de Deferimento Comum;17/03/2021;GTEC;2023.08.04
84326/2020;1020.2020/0015606-0;Despacho de Deferimento Comum;27/04/2023;GTEC;2023.08.04
84410/2020;1020.2020/0015784-9;Despacho de Deferimento Comum;09/02/2021;GTEC;2023.08.04
84436/2020;1020.2020/0015598-6;Despacho de Deferimento Comum;08/10/2021;GTEC;2023.08.04
84652/2020;1020.2020/0015948-5;Despacho de Deferimento Comum;10/04/2023;GTEC;2023.08.04
84660/2020;1020.2021/0000479-3;Despacho de Deferimento Comum;12/04/2021;GTEC;2023.08.04
84674/2020;1020.2020/0015599-4;Despacho de Deferimento Comum;16/02/2022;GTEC;2023.08.04
8469/2021;1020.2021/0003472-2;Despacho de Deferimento Comum;24/09/2022;GTEC;2023.08.04
84726/2020;1020.2020/0015787-3;Despacho de Deferimento Comum;03/05/2021;GTEC;2023.08.04
84734/2020;1020.2020/0015524-2;Despacho de Deferimento Comum;12/03/2021;GTEC;2023.08.04
84801/2020;1020.2020/0015601-0;Despacho de Deferimento Comum;03/05/2023;GTEC;2023.08.04
84828/2020;1020.2020/0015615-0;Despacho de Deferimento Comum;19/02/2021;GTEC;2023.08.04
84836/2020;1020.2021/0001243-5;Despacho de Deferimento Comum;05/06/2021;GTEC;2023.08.04
84842/2020;1020.2021/0001018-1;Despacho de Indeferimento Comum;22/12/2021;GTEC;2023.08.04
8486/2021;1020.2021/0001943-0;Despacho de Deferimento Comum;25/05/2021;GTEC;2023.08.04
85051/2020;1020.2020/0015902-7;Despacho de Deferimento Comum;07/04/2021;GTEC;2023.08.04
85169/2020;1020.2020/0015730-0;Despacho de Deferimento Comum;11/06/2021;GTEC;2023.08.04
85261/2020;1020.2021/0000349-5;Despacho de Deferimento Comum;24/06/2022;GTEC;2023.08.04
85286/2020;1020.2020/0016081-5;Despacho de Deferimento Comum;30/06/2021;GTEC;2023.08.04
85297/2020;1020.2020/0016087-4;Despacho de Deferimento Comum;30/06/2021;GTEC;2023.08.04
85413/2020;1020.2020/0015723-7;Despacho de Deferimento Comum;28/09/2021;GTEC;2023.08.04
85650/2020;1020.2020/0015800-4;Despacho de Deferimento Comum;27/06/2023;GTEC;2023.08.04
85748/2020;1020.2021/0005740-4;Despacho de Deferimento Comum;01/09/2021;GTEC;2023.08.04
85884/2020;1020.2020/0015930-2;Despacho de Deferimento Comum;16/09/2022;GTEC;2023.08.04
85908/2020;1020.2021/0000505-6;Despacho de Deferimento Comum;01/06/2021;GTEC;2023.08.04
86130/2020;1020.2021/0000295-2;Despacho de Deferimento Comum;02/06/2021;GTEC;2023.08.04
86277/2020;1020.2021/0000115-8;Despacho de Deferimento Comum;24/06/2022;GTEC;2023.08.04
86449/2020;1020.2021/0000232-4;Despacho de Deferimento Comum;02/06/2021;GTEC;2023.08.04
86567/2020;1020.2020/0016126-9;Despacho de Deferimento Comum;27/05/2021;GTEC;2023.08.04
86592/2020;1020.2021/0000106-9;Despacho de Deferimento Comum;07/03/2023;GTEC;2023.08.04
86604/2020;1020.2021/0000837-3;Despacho de Deferimento Comum;28/06/2021;GTEC;2023.08.04
86802/2020;1020.2020/0016127-7;Despacho de Deferimento Comum;21/11/2022;GTEC;2023.08.04
8737/2022;1020.2022/0005488-1;Despacho de Deferimento Comum;02/06/2022;GTEC;2023.08.04
8882/2022;1020.2022/0003162-8;Despacho de Deferimento Comum;22/12/2022;GTEC;2023.08.04
8963/2022;1020.2022/0005505-5;Despacho de Deferimento Comum;02/06/2022;GTEC;2023.08.04
9044/2022;1020.2022/0002821-0;Despacho de Deferimento Comum;03/09/2022;GTEC;2023.08.04
9119/2021;1020.2021/0002956-7;Despacho de Deferimento Comum;17/11/2021;GTEC;2023.08.04
9216/2022;1020.2022/0005251-0;Despacho de Deferimento Comum;02/09/2022;GTEC;2023.08.04
9269/2022;1020.2022/0003023-0;Despacho de Deferimento Comum;28/09/2022;GTEC;2023.08.04
9395/2021;1020.2021/0002203-1;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
9405/2022;1020.2022/0004023-6;Despacho de Deferimento Comum;11/07/2022;GTEC;2023.08.04
9452/2021;1020.2021/0002540-5;Despacho de Deferimento Comum;01/09/2021;GTEC;2023.08.04
9537/2021;1020.2021/0002940-0;Despacho de Deferimento Comum;10/08/2021;GTEC;2023.08.04
9724/2023;1020.2023/0005444-1;Despacho de Deferimento Comum;31/03/2023;GTEC;2023.08.04
9775/2020;1020.2020/0000109-1;Despacho de Deferimento Comum;19/10/2021;GTEC;2023.08.04
9775/2021;1020.2021/0002287-2;Despacho de Deferimento Comum;15/09/2021;GTEC;2023.08.04
9820/2021;1020.2021/0005128-7;Despacho de Deferimento Comum;01/10/2021;GTEC;2023.08.04
9844/2021;1020.2021/0002302-0;Despacho de Indeferimento Comum;08/05/2023;GTEC;2023.08.04
9961/2022;1020.2022/0003605-0;Despacho de Deferimento Comum;07/06/2023;GTEC;2023.08.04
27874/2021;1020.2021/0008275-1;Despacho de Deferimento Comum;27/01/2023;GTEC;2023.08.04
55837/2021;1020.2021/0019530-0;Despacho de Deferimento Comum;31/01/2023;GTEC;2023.08.04
57221/2022;1020.2022/0023822-2;Despacho de Deferimento Comum;24/01/2023;GTEC;2023.08.04
10318/2020;1020.2020/0000073-7;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
12134/2022;1020.2022/0008116-1;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
1216/2023;1020.2023/0001066-5;Despacho de Deferimento Comum;08/03/2023;GTEC;2023.08.04
14051/2020;1020.2020/0002242-0;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
14201/2020;1020.2020/0001389-8;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
15788/2020;1020.2020/0001390-1;Despacho de Deferimento Comum;22/02/2022;GTEC;2023.08.04
16163/2020;1020.2020/0000887-8;Despacho de Deferimento Comum;24/02/2022;GTEC;2023.08.04
16259/2020;1020.2020/0001040-6;Despacho de Deferimento Comum;14/02/2022;GTEC;2023.08.04
16296/2021;1020.2021/0004946-0;Despacho de Deferimento Comum;08/02/2023;GTEC;2023.08.04
17441/2020;1020.2020/0000483-0;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
18508/2021;1020.2021/0005517-7;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
19108/2020;1020.2020/0006175-2;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
21103/2022;1020.2022/0007309-6;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
21810/2021;1020.2021/0005524-0;Despacho de Indeferimento Comum;09/02/2023;GTEC;2023.08.04
21861/2020;1020.2020/0001167-4;Despacho de Indeferimento Comum;09/02/2022;GTEC;2023.08.04
23626/2020;1020.2020/0002031-2;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
2384/2021;1020.2021/0000842-0;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
24813/2022;1020.2022/0008576-0;Despacho de Deferimento Comum;16/02/2023;GTEC;2023.08.04
25457/2021;1020.2021/0006759-0;Despacho de Deferimento Comum;18/02/2022;GTEC;2023.08.04
25460/2020;1020.2020/0000949-1;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
26370/2020;1020.2020/0000876-2;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
26450/2020;1020.2020/0001103-8;Despacho de Deferimento Comum;10/03/2022;GTEC;2023.08.04
26543/2020;1020.2020/0000877-0;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
28608/2020;1020.2020/0001039-2;Despacho de Indeferimento Comum;10/02/2022;GTEC;2023.08.04
2957/2021;1020.2021/0000979-5;Despacho de Indeferimento Comum;09/02/2022;GTEC;2023.08.04
30519/2020;1020.2020/0001875-0;Despacho de Deferimento Comum;14/02/2022;GTEC;2023.08.04
30851/2020;1020.2020/0001162-3;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
31016/2020;1020.2020/0006842-0;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
31458/2021;1020.2021/0009332-0;Despacho de Deferimento Comum;22/02/2022;GTEC;2023.08.04
32530/2022;1020.2022/0011879-0;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
32607/2020;1020.2021/0000577-3;Despacho de Deferimento Comum;23/02/2023;GTEC;2023.08.04
33276/2020;1020.2020/0002183-1;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
33890/2022;1020.2022/0014044-3;Despacho de Deferimento Comum;08/02/2023;GTEC;2023.08.04
33921/2020;1020.2020/0001817-2;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
3412/2023;1020.2023/0001874-7;Despacho de Deferimento Comum;14/02/2023;GTEC;2023.08.04
34216/2020;1020.2020/0007067-0;Despacho de Indeferimento Comum;08/02/2023;GTEC;2023.08.04
34238/2020;1020.2020/0002484-9;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
35510/2022;1020.2022/0012977-6;Despacho de Deferimento Comum;23/02/2023;GTEC;2023.08.04
35994/2020;1020.2020/0002731-7;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
36499/2020;1020.2020/0002798-8;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
37776/2020;1020.2020/0002733-3;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
3864/2021;1020.2021/0001050-5;Despacho de Deferimento Comum;10/02/2023;GTEC;2023.08.04
38792/2020;1020.2020/0002740-6;Despacho de Deferimento Comum;29/03/2022;GTEC;2023.08.04
38901/2021;1020.2021/0011946-9;Despacho de Indeferimento Comum;10/02/2022;GTEC;2023.08.04
41123/2020;1020.2020/0003879-3;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
42183/2020;1020.2020/0003928-5;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
44288/2020;1020.2020/0005880-8;Despacho de Indeferimento Comum;23/02/2022;GTEC;2023.08.04
44753/2020;1020.2020/0006015-2;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
45843/2020;1020.2020/0006834-0;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
46617/2021;1020.2021/0017250-5;Despacho de Deferimento Comum;03/02/2023;GTEC;2023.08.04
47442/2022;1020.2022/0019293-1;Despacho de Deferimento Comum;16/05/2023;GTEC;2023.08.04
47500/2020;1020.2020/0005410-1;Despacho de Deferimento Comum;23/02/2022;GTEC;2023.08.04
47581/2020;1020.2020/0005779-8;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
47896/2020;1020.2020/0004518-8;Despacho de Deferimento Comum;01/04/2023;GTEC;2023.08.04
50150/2020;1020.2020/0003975-7;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
50300/2020;1020.2020/0004570-6;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
5076/2021;1020.2021/0001321-0;Despacho de Deferimento Comum;17/02/2022;GTEC;2023.08.04
50827/2020;1020.2020/0008210-5;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
5129/2022;1020.2022/0001759-5;Despacho de Deferimento Comum;27/02/2023;GTEC;2023.08.04
51353/2022;1020.2022/0021399-8;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
51713/2022;1020.2022/0021897-3;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
51764/2020;1020.2020/0007145-6;Despacho de Deferimento Comum;22/02/2023;GTEC;2023.08.04
51791/2021;1020.2021/0017473-7;Despacho de Indeferimento Comum;02/02/2023;GTEC;2023.08.04
52045/2020;1020.2020/0005103-0;Despacho de Deferimento Comum;15/02/2023;GTEC;2023.08.04
52437/2021;1020.2021/0017527-0;Despacho de Deferimento Comum;08/02/2023;GTEC;2023.08.04
52606/2020;1020.2020/0005274-5;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
53807/2021;1020.2021/0017483-4;Despacho de Indeferimento Comum;02/02/2023;GTEC;2023.08.04
54419/2020;1020.2020/0007186-3;Despacho de Indeferimento Comum;10/08/2022;GTEC;2023.08.04
54542/2020;1020.2020/0007064-6;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
54751/2020;1020.2020/0008782-4;Despacho de Deferimento Comum;22/03/2023;GTEC;2023.08.04
56124/2020;1020.2020/0007119-7;Despacho de Deferimento Comum;06/02/2023;GTEC;2023.08.04
56286/2021;1020.2021/0019023-6;Despacho de Deferimento Comum;06/05/2022;GTEC;2023.08.04
56697/2020;1020.2020/0007149-9;Despacho de Indeferimento Comum;09/02/2022;GTEC;2023.08.04
58340/2022;1020.2022/0024348-0;Despacho de Deferimento Comum;13/02/2023;GTEC;2023.08.04
58557/2022;1020.2022/0024439-7;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
60029/2020;1020.2020/0008940-1;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
60111/2020;1020.2020/0008212-1;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
6105/2021;1020.2021/0001597-3;Despacho de Deferimento Comum;07/03/2022;GTEC;2023.08.04
61333/2020;1020.2020/0013335-4;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
62155/2020;1020.2020/0015546-3;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
63805/2020;1020.2020/0012371-5;Despacho de Indeferimento Comum;23/02/2022;GTEC;2023.08.04
65518/2020;1020.2020/0011007-9;Despacho de Indeferimento Comum;10/02/2022;GTEC;2023.08.04
6583/2021;1020.2021/0001746-1;Despacho de Deferimento Comum;02/03/2023;GTEC;2023.08.04
67522/2020;1020.2021/0000967-1;Despacho de Deferimento Comum;14/02/2023;GTEC;2023.08.04
67525/2020;1020.2020/0011486-4;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
68957/2020;1020.2020/0011840-1;Despacho de Indeferimento Comum;09/02/2022;GTEC;2023.08.04
69597/2020;1020.2020/0014740-1;Despacho de Deferimento Comum;23/02/2023;GTEC;2023.08.04
72501/2020;1020.2020/0014644-8;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
7565/2022;1020.2022/0007042-9;Despacho de Deferimento Comum;06/04/2023;GTEC;2023.08.04
77930/2020;1020.2020/0013850-0;Despacho de Deferimento Comum;03/08/2022;GTEC;2023.08.04
80306/2020;1020.2020/0014387-2;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
80406/2020;1020.2021/0000340-1;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
82719/2020;1020.2021/0000216-2;Despacho de Indeferimento Comum;08/02/2023;GTEC;2023.08.04
83154/2020;1020.2020/0015087-9;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
86445/2020;1020.2021/0000642-7;Despacho de Indeferimento Comum;08/02/2023;GTEC;2023.08.04
86676/2020;1020.2020/0016137-4;Despacho de Deferimento Comum;22/02/2022;GTEC;2023.08.04
8689/2020;1020.2020/0003859-9;Despacho de Indeferimento Comum;04/08/2022;GTEC;2023.08.04
8719/2021;1020.2021/0001949-9;Despacho de Deferimento Comum;06/02/2023;GTEC;2023.08.04
8982/2022;1020.2022/0003165-2;Despacho de Deferimento Comum;09/02/2023;GTEC;2023.08.04
9286/2020;1020.2020/0000591-7;Despacho de Deferimento Comum;14/03/2022;GTEC;2023.08.04
9750/2021;1020.2021/0002309-7;Despacho de Deferimento Comum;22/02/2023;GTEC;2023.08.04
9953/2020;1020.2020/0000080-0;Despacho de Indeferimento Comum;03/08/2022;GTEC;2023.08.04
10022/2021;1020.2021/0002386-0;Despacho de Indeferimento Comum;01/10/2021;GTEC;2023.08.04
10082/2020;1020.2020/0000110-5;Despacho de Indeferimento Comum;08/03/2021;GTEC;2023.08.04
10164/2020;1020.2020/0000736-7;Despacho de Deferimento Comum;14/04/2021;GTEC;2023.08.04
10269/2020;1020.2020/0002258-7;Despacho de Deferimento Comum;01/03/2021;GTEC;2023.08.04
10386/2020;1020.2020/0000435-0;Despacho de Deferimento Comum;12/03/2021;GTEC;2023.08.04
10419/2021;1020.2021/0006271-8;Despacho de Indeferimento Comum;28/06/2021;GTEC;2023.08.04
10615/2020;1020.2020/0002032-0;Despacho de Deferimento Comum;29/09/2022;GTEC;2023.08.04
11140/2020;1020.2020/0000032-0;Despacho de Indeferimento Comum;08/03/2021;GTEC;2023.08.04
11143/2020;1020.2020/0002810-0;Despacho de Deferimento Comum;14/09/2021;GTEC;2023.08.04
11332/2020;1020.2020/0000446-5;Despacho de Indeferimento Comum;08/03/2021;GTEC;2023.08.04
11997/2020;1020.2020/0000059-1;Despacho de Deferimento Comum;29/04/2021;GTEC;2023.08.04
12426/2020;1020.2020/0000303-5;Despacho de Indeferimento Comum;05/04/2021;GTEC;2023.08.04
1304/2020;1020.2020/0001918-7;Despacho de Indeferimento Comum;16/02/2021;GTEC;2023.08.04
13049/2020;1020.2020/0000686-7;Despacho de Indeferimento Comum;15/03/2021;GTEC;2023.08.04
13156/2020;1020.2020/0000954-8;Despacho de Indeferimento Comum;20/01/2021;GTEC;2023.08.04
13266/2020;1020.2020/0001110-0;Despacho de Indeferimento Comum;18/02/2021;GTEC;2023.08.04
13269/2020;1020.2020/0000425-2;Despacho de Indeferimento Comum;21/05/2021;GTEC;2023.08.04
13401/2020;1020.2020/0000130-0;Despacho de Indeferimento Comum;09/08/2021;GTEC;2023.08.04
13621/2020;1020.2020/0000274-8;Despacho de Indeferimento Comum;19/04/2021;GTEC;2023.08.04
13789/2020;1020.2020/0000749-9;Despacho de Indeferimento Comum;14/06/2021;GTEC;2023.08.04
13820/2020;1020.2020/0002800-3;Despacho de Deferimento Comum;21/05/2021;GTEC;2023.08.04
13884/2020;1020.2020/0000233-0;Despacho de Indeferimento Comum;16/02/2021;GTEC;2023.08.04
13919/2020;1020.2020/0000232-2;Despacho de Indeferimento Comum;16/02/2021;GTEC;2023.08.04
13995/2020;1020.2020/0000122-9;Despacho de Deferimento Comum;03/02/2021;GTEC;2023.08.04
14273/2020;1020.2020/0000033-8;Despacho de Indeferimento Comum;10/09/2021;GTEC;2023.08.04
14293/2020;1020.2020/0001386-3;Despacho de Indeferimento Comum;14/09/2021;GTEC;2023.08.04
14673/2021;1020.2021/0003593-1;Despacho de Deferimento Comum;16/08/2021;GTEC;2023.08.04
14925/2020;1020.2020/0001082-1;Despacho de Indeferimento Comum;16/02/2021;GTEC;2023.08.04
15514/2020;1020.2020/0001105-4;Despacho de Indeferimento Comum;18/02/2021;GTEC;2023.08.04
1614/2020;1020.2020/0001434-7;Despacho de Indeferimento Comum;20/01/2021;GTEC;2023.08.04
16205/2020;1020.2020/0000300-0;Despacho de Indeferimento Comum;10/05/2021;GTEC;2023.08.04
16297/2020;1020.2020/0001837-7;Despacho de Indeferimento Comum;15/03/2021;GTEC;2023.08.04
16324/2020;1020.2020/0001453-3;Despacho de Deferimento Comum;01/03/2021;GTEC;2023.08.04
16456/2020;1020.2020/0002019-3;Despacho de Indeferimento Comum;17/06/2021;GTEC;2023.08.04
