n_protocolo;n_processo;despacho;data_despacho;coord_despacho;data_extracao
31305/2020;1020.2020/0001615-3;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
31326/2020;1020.2020/0001658-7;Despacho de Deferimento Comum;24/11/2021;GTEC;2023.08.04
31471/2020;1020.2020/0001571-8;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
31535/2020;1020.2020/0001932-2;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
31628/2021;1020.2021/0009438-5;Despacho de Indeferimento Comum;30/12/2021;GTEC;2023.08.04
31676/2020;1020.2020/0001543-2;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
31687/2020;1020.2020/0001587-4;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
31820/2020;1020.2020/0001652-8;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
31943/2020;1020.2020/0001642-0;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
32016/2020;1020.2020/0002134-3;Despacho de Deferimento Comum;03/01/2022;GTEC;2023.08.04
32022/2020;1020.2020/0001643-9;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
32126/2020;1020.2020/0001231-0;Despacho de Deferimento Comum;29/10/2021;GTEC;2023.08.04
32133/2020;1020.2020/0001754-0;Despacho de Deferimento Comum;05/10/2021;GTEC;2023.08.04
32168/2020;1020.2020/0001228-0;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
32264/2020;1020.2020/0001756-7;Despacho de Deferimento Comum;10/11/2021;GTEC;2023.08.04
32462/2020;1020.2020/0001369-3;Despacho de Indeferimento Comum;30/12/2021;GTEC;2023.08.04
32661/2020;1020.2020/0002659-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
32715/2020;1020.2020/0001344-8;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
32777/2020;1020.2020/0003488-7;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
32985/2020;1020.2020/0003391-0;Despacho de Deferimento Comum;10/01/2022;GTEC;2023.08.04
33023/2020;1020.2020/0001752-4;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
33184/2020;1020.2020/0002236-6;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
33266/2021;1020.2021/0010063-6;Despacho de Deferimento Comum;14/01/2022;GTEC;2023.08.04
3342/2020;1020.2020/0000070-2;Despacho de Deferimento Comum;19/01/2022;GTEC;2023.08.04
33607/2020;1020.2020/0001900-4;Despacho de Deferimento Comum;15/02/2022;GTEC;2023.08.04
33744/2020;1020.2020/0001753-2;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
33863/2021;1020.2021/0011041-0;Despacho de Deferimento Comum;10/01/2022;GTEC;2023.08.04
33982/2020;1020.2020/0003494-1;Despacho de Deferimento Comum;05/01/2022;GTEC;2023.08.04
34135/2020;1020.2020/0001883-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
34421/2020;1020.2020/0002178-5;Despacho de Deferimento Comum;17/12/2021;GTEC;2023.08.04
34475/2020;1020.2020/0005373-3;Despacho de Indeferimento Comum;30/12/2021;GTEC;2023.08.04
34673/2020;1020.2020/0002654-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
34905/2020;1020.2020/0004235-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
35106/2021;1020.2021/0011402-5;Despacho de Deferimento Comum;12/01/2022;GTEC;2023.08.04
35475/2020;1020.2020/0002677-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
36290/2020;1020.2020/0001360-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
36349/2020;1020.2020/0002326-5;Despacho de Deferimento Comum;12/10/2022;GTEC;2023.08.04
36442/2020;1020.2020/0003140-3;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
36663/2020;1020.2020/0001351-0;Despacho de Deferimento Comum;03/12/2021;GTEC;2023.08.04
36789/2020;1020.2020/0003382-1;Despacho de Deferimento Comum;03/08/2021;GTEC;2023.08.04
36862/2020;1020.2020/0003421-6;Despacho de Deferimento Comum;22/05/2023;GTEC;2023.08.04
37220/2020;1020.2020/0002674-4;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
37254/2020;1020.2020/0002657-4;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
37396/2020;1020.2020/0003173-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
37552/2020;1020.2020/0003146-2;Despacho de Deferimento Comum;14/01/2022;GTEC;2023.08.04
3799/2020;1020.2020/0003231-0;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
38462/2020;1020.2020/0002466-0;Despacho de Deferimento Comum;19/01/2022;GTEC;2023.08.04
38462/2021;1020.2021/0012238-9;Despacho de Deferimento Comum;16/12/2022;GTEC;2023.08.04
38639/2020;1020.2020/0002417-2;Despacho de Deferimento Comum;22/09/2022;GTEC;2023.08.04
38795/2020;1020.2020/0002745-7;Despacho de Deferimento Comum;07/01/2022;GTEC;2023.08.04
38852/2020;1020.2020/0002536-5;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
38861/2020;1020.2020/0001946-2;Despacho de Indeferimento Comum;13/12/2021;GTEC;2023.08.04
38982/2020;1020.2020/0002682-5;Despacho de Deferimento Comum;18/02/2022;GTEC;2023.08.04
39077/2020;1020.2020/0002435-0;Despacho de Deferimento Comum;14/03/2022;GTEC;2023.08.04
39114/2020;1020.2020/0003120-9;Despacho de Deferimento Comum;27/10/2021;GTEC;2023.08.04
39122/2020;1020.2020/0001949-7;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
39125/2020;1020.2020/0002655-8;Despacho de Deferimento Comum;29/11/2021;GTEC;2023.08.04
39620/2020;1020.2020/0007482-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
39661/2020;1020.2020/0002789-9;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
39994/2020;1020.2020/0003138-1;Despacho de Deferimento Comum;25/10/2021;GTEC;2023.08.04
40169/2020;1020.2020/0002713-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
40173/2020;1020.2020/0002709-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
40264/2020;1020.2020/0002716-3;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
40296/2020;1020.2020/0002704-0;Despacho de Deferimento Comum;30/05/2022;GTEC;2023.08.04
40592/2020;1020.2020/0005695-3;Despacho de Indeferimento Comum;30/12/2021;GTEC;2023.08.04
40718/2020;1020.2020/0002720-1;Despacho de Deferimento Comum;13/01/2022;GTEC;2023.08.04
40747/2020;1020.2020/0002715-5;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
41008/2020;1020.2020/0007965-1;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
41047/2020;1020.2020/0003414-3;Despacho de Deferimento Comum;11/01/2022;GTEC;2023.08.04
41056/2020;1020.2020/0002749-0;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
41100/2020;1020.2020/0003415-1;Despacho de Deferimento Comum;11/01/2022;GTEC;2023.08.04
41314/2020;1020.2020/0005694-5;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
41382/2021;1020.2021/0014200-2;Despacho de Deferimento Comum;15/12/2022;GTEC;2023.08.04
41399/2020;1020.2020/0003217-5;Despacho de Deferimento Comum;27/01/2022;GTEC;2023.08.04
41506/2020;1020.2020/0002748-1;Despacho de Deferimento Comum;22/12/2021;GTEC;2023.08.04
41546/2020;1020.2020/0003141-1;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
41594/2020;1020.2020/0003208-6;Despacho de Deferimento Comum;27/12/2021;GTEC;2023.08.04
41695/2020;1020.2020/0002754-6;Despacho de Deferimento Comum;21/12/2021;GTEC;2023.08.04
41706/2020;1020.2020/0003026-1;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
41761/2020;1020.2020/0003023-7;Despacho de Deferimento Comum;14/12/2022;GTEC;2023.08.04
41859/2020;1020.2020/0003022-9;Despacho de Deferimento Comum;18/11/2021;GTEC;2023.08.04
41908/2020;1020.2020/0003204-3;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
41985/2020;1020.2020/0005860-3;Despacho de Deferimento Comum;14/01/2022;GTEC;2023.08.04
42106/2020;1020.2020/0003686-3;Despacho de Deferimento Comum;06/01/2022;GTEC;2023.08.04
42394/2020;1020.2020/0004410-6;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
42498/2020;1020.2020/0003021-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
42603/2020;1020.2020/0003215-9;Despacho de Deferimento Comum;29/12/2021;GTEC;2023.08.04
42634/2020;1020.2020/0003419-4;Despacho de Deferimento Comum;03/01/2022;GTEC;2023.08.04
42724/2020;1020.2020/0004340-1;Despacho de Deferimento Comum;16/03/2022;GTEC;2023.08.04
42734/2020;1020.2020/0003420-8;Despacho de Deferimento Comum;25/06/2021;GTEC;2023.08.04
42965/2020;1020.2020/0003489-5;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
43449/2020;1020.2020/0003496-8;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
43742/2020;1020.2020/0003370-8;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
43803/2020;1020.2020/0003486-0;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
43869/2020;1020.2020/0003213-2;Despacho de Deferimento Comum;17/12/2021;GTEC;2023.08.04
4402/2020;1020.2020/0000777-4;Despacho de Deferimento Comum;15/12/2021;GTEC;2023.08.04
44233/2020;1020.2020/0003680-4;Despacho de Deferimento Comum;24/09/2022;GTEC;2023.08.04
44328/2020;1020.2020/0003659-6;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
44350/2020;1020.2020/0003687-1;Despacho de Deferimento Comum;27/12/2021;GTEC;2023.08.04
44478/2020;1020.2020/0003207-8;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
44645/2020;1020.2020/0003203-5;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
44678/2020;1020.2020/0006095-0;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
44889/2020;1020.2020/0003657-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
45346/2020;1020.2020/0008079-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
45412/2020;1020.2020/0004112-3;Despacho de Deferimento Comum;07/01/2022;GTEC;2023.08.04
45730/2020;1020.2020/0003533-6;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
45783/2020;1020.2020/0004493-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
46438/2020;1020.2020/0004266-9;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
46768/2020;1020.2020/0004263-4;Despacho de Indeferimento Comum;08/01/2022;GTEC;2023.08.04
47320/2020;1020.2020/0004259-6;Despacho de Deferimento Comum;20/01/2022;GTEC;2023.08.04
47426/2020;1020.2020/0003270-1;Despacho de Deferimento Comum;11/01/2022;GTEC;2023.08.04
47566/2020;1020.2020/0004155-7;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
47616/2020;1020.2020/0004258-8;Despacho de Deferimento Comum;03/02/2022;GTEC;2023.08.04
4776/2020;6068.2020/0000016-3;Despacho de Deferimento Comum;11/01/2022;GTEC;2023.08.04
47979/2020;1020.2020/0004691-5;Despacho de Deferimento Comum;20/12/2021;GTEC;2023.08.04
48128/2020;1020.2020/0004386-0;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
48353/2020;1020.2020/0006331-3;Despacho de Deferimento Comum;12/05/2022;GTEC;2023.08.04
48358/2020;1020.2020/0004396-7;Despacho de Indeferimento Comum;30/12/2021;GTEC;2023.08.04
49188/2020;1020.2020/0011281-0;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
49245/2020;1020.2020/0004341-0;Despacho de Deferimento Comum;12/01/2022;GTEC;2023.08.04
49260/2020;1020.2020/0004344-4;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
49287/2020;1020.2020/0004387-8;Despacho de Indeferimento Comum;30/12/2021;GTEC;2023.08.04
49401/2020;1020.2020/0005030-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
49731/2020;1020.2020/0004625-7;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
50239/2020;1020.2020/0004779-2;Despacho de Deferimento Comum;28/11/2022;GTEC;2023.08.04
50552/2020;1020.2020/0004802-0;Despacho de Deferimento Comum;06/01/2022;GTEC;2023.08.04
51029/2020;1020.2020/0004777-6;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
51470/2020;1020.2020/0005660-0;Despacho de Deferimento Comum;27/01/2022;GTEC;2023.08.04
52534/2020;1020.2020/0007941-4;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
53073/2020;1020.2020/0007549-4;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
53146/2020;1020.2020/0006360-7;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
53218/2020;1020.2020/0005656-2;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
53798/2020;1020.2020/0008669-0;Despacho de Deferimento Comum;07/01/2022;GTEC;2023.08.04
5383/2020;1020.2020/0000429-5;Despacho de Deferimento Comum;11/11/2021;GTEC;2023.08.04
54478/2020;1020.2020/0006330-5;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
54525/2020;1020.2020/0009105-8;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
54795/2020;1020.2020/0008463-9;Despacho de Indeferimento Comum;30/12/2021;GTEC;2023.08.04
56065/2020;1020.2020/0009132-5;Despacho de Deferimento Comum;17/01/2023;GTEC;2023.08.04
56090/2020;1020.2020/0007007-7;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
56091/2020;1020.2020/0007006-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
56595/2020;1020.2020/0007054-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
58656/2020;1020.2020/0007951-1;Despacho de Deferimento Comum;29/10/2021;GTEC;2023.08.04
60909/2020;1020.2020/0008442-6;Despacho de Deferimento Comum;09/11/2021;GTEC;2023.08.04
61112/2020;1020.2020/0008566-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
62349/2020;1020.2020/0009071-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
63646/2020;1020.2020/0009103-1;Despacho de Deferimento Comum;21/09/2021;GTEC;2023.08.04
64012/2020;1020.2020/0009199-6;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
64302/2020;1020.2020/0009104-0;Despacho de Deferimento Comum;08/11/2021;GTEC;2023.08.04
64324/2020;1020.2020/0009116-3;Despacho de Deferimento Comum;08/12/2021;GTEC;2023.08.04
67644/2020;1020.2020/0011658-1;Despacho de Deferimento Comum;03/01/2022;GTEC;2023.08.04
68555/2020;1020.2020/0011801-0;Despacho de Deferimento Comum;03/01/2022;GTEC;2023.08.04
69361/2020;1020.2020/0011965-3;Despacho de Deferimento Comum;03/03/2021;GTEC;2023.08.04
69676/2020;1020.2020/0012115-1;Despacho de Deferimento Comum;07/01/2022;GTEC;2023.08.04
70016/2020;1020.2020/0013657-4;Despacho de Deferimento Comum;31/01/2022;GTEC;2023.08.04
7044/2020;1020.2020/0003142-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
70559/2020;1020.2020/0013155-6;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
70746/2020;1020.2020/0012473-8;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
70791/2020;1020.2020/0012725-7;Despacho de Deferimento Comum;27/12/2021;GTEC;2023.08.04
73599/2020;1020.2020/0012956-0;Despacho de Deferimento Comum;27/12/2021;GTEC;2023.08.04
7476/2020;1020.2020/0000781-2;Despacho de Deferimento Comum;25/10/2021;GTEC;2023.08.04
75127/2020;1020.2020/0013434-2;Despacho de Deferimento Comum;14/01/2022;GTEC;2023.08.04
75528/2020;1020.2020/0014126-8;Despacho de Deferimento Comum;28/10/2021;GTEC;2023.08.04
76410/2020;1020.2020/0013564-0;Despacho de Deferimento Comum;17/12/2021;GTEC;2023.08.04
76733/2020;1020.2020/0014993-5;Despacho de Deferimento Comum;27/12/2021;GTEC;2023.08.04
79255/2020;1020.2020/0014031-8;Despacho de Deferimento Comum;30/12/2021;GTEC;2023.08.04
79884/2020;1020.2020/0014688-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
80931/2020;1020.2020/0014755-0;Despacho de Deferimento Comum;17/12/2021;GTEC;2023.08.04
819/2020;1020.2020/0000682-4;Despacho de Deferimento Comum;18/10/2021;GTEC;2023.08.04
81912/2020;1020.2021/0000650-8;Despacho de Deferimento Comum;28/06/2022;GTEC;2023.08.04
83578/2020;1020.2020/0016026-2;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
84449/2020;1020.2020/0015718-0;Despacho de Deferimento Comum;04/01/2022;GTEC;2023.08.04
85673/2020;1020.2021/0000655-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2023.08.04
86429/2020;1020.2021/0001250-8;Despacho de Deferimento Comum;18/11/2021;GTEC;2023.08.04
9193/2020;1020.2020/0001560-2;Despacho de Deferimento Comum;05/08/2022;GTEC;2023.08.04
9952/2020;1020.2020/0001271-9;Despacho de Deferimento Comum;19/08/2022;GTEC;2023.08.04
11296/2020;1020.2020/0004964-7;Despacho de Indeferimento Comum;14/01/2022;GTEC;2023.08.04
11438/2020;1020.2020/0001385-5;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
11477/2021;1020.2021/0002890-0;Despacho de Indeferimento Comum;07/01/2022;GTEC;2023.08.04
1784/2021;1020.2021/0000970-1;Despacho de Deferimento Comum;12/01/2022;GTEC;2023.08.04
19927/2020;1020.2021/0002342-9;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
20463/2020;1020.2020/0001248-4;Despacho de Indeferimento Comum;11/01/2022;GTEC;2023.08.04
25015/2020;1020.2020/0004480-7;Despacho de Indeferimento Comum;11/01/2022;GTEC;2023.08.04
26762/2020;1020.2020/0001027-9;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
28429/2020;1020.2020/0002541-1;Despacho de Indeferimento Comum;12/01/2022;GTEC;2023.08.04
28580/2021;1020.2021/0008298-0;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
32348/2020;1020.2020/0003321-0;Despacho de Indeferimento Comum;21/01/2022;GTEC;2023.08.04
35194/2020;1020.2020/0004642-7;Despacho de Indeferimento Comum;27/01/2022;GTEC;2023.08.04
36807/2020;1020.2020/0003322-8;Despacho de Deferimento Comum;13/01/2022;GTEC;2023.08.04
39783/2020;1020.2020/0002706-6;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
42809/2020;1020.2020/0004110-7;Despacho de Deferimento Comum;12/01/2022;GTEC;2023.08.04
43857/2020;1020.2020/0003274-4;Despacho de Indeferimento Comum;05/01/2022;GTEC;2023.08.04
47334/2020;1020.2020/0003273-6;Despacho de Indeferimento Comum;11/01/2022;GTEC;2023.08.04
47958/2020;1020.2020/0004119-0;Despacho de Indeferimento Comum;06/01/2022;GTEC;2023.08.04
50511/2020;1020.2020/0007314-9;Despacho de Indeferimento Comum;11/01/2022;GTEC;2023.08.04
51484/2020;1020.2020/0004644-3;Despacho de Indeferimento Comum;17/02/2022;GTEC;2023.08.04
54469/2020;1020.2020/0007995-3;Despacho de Deferimento Comum;18/01/2022;GTEC;2023.08.04
60307/2020;1020.2020/0008230-0;Despacho de Indeferimento Comum;05/01/2022;GTEC;2023.08.04
66517/2020;1020.2020/0011636-0;Despacho de Indeferimento Comum;28/01/2022;GTEC;2023.08.04
67878/2020;1020.2020/0012109-7;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
69488/2020;1020.2020/0012585-8;Despacho de Indeferimento Comum;26/01/2022;GTEC;2023.08.04
76771/2020;1020.2020/0014046-6;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
80083/2020;1020.2020/0014725-8;Despacho de Indeferimento Comum;17/01/2022;GTEC;2023.08.04
24119/2020;1020.2020/0001361-8;Despacho de Indeferimento Comum;11/01/2021;GTEC;2023.08.04
25001/2020;1020.2020/0001616-1;Despacho de Indeferimento Comum;13/01/2021;GTEC;2023.08.04
29927/2020;1020.2020/0001330-8;Despacho de Indeferimento Comum;12/01/2021;GTEC;2023.08.04
59990/2020;1020.2020/0008336-5;Despacho de Deferimento Comum;14/01/2021;GTEC;2023.08.04
60021/2020;1020.2020/0008335-7;Despacho de Deferimento Comum;14/01/2021;GTEC;2023.08.04
821/2020;1020.2020/0000958-0;Despacho de Indeferimento Comum;11/01/2021;GTEC;2023.08.04
10074/2020;1020.2020/0001318-9;Despacho de Indeferimento Comum;08/06/2022;GTEC;2023.08.04
10074/2021;1020.2021/0002311-9;Despacho de Deferimento Comum;13/06/2023;GTEC;2023.08.04
10120/2020;1020.2020/0001604-8;Despacho de Indeferimento Comum;25/06/2021;GTEC;2023.08.04
10215/2021;1020.2021/0002319-4;Despacho de Deferimento Comum;14/03/2023;GTEC;2023.08.04
10229/2020;1020.2020/0000280-2;Despacho de Deferimento Comum;26/07/2021;GTEC;2023.08.04
10314/2020;1020.2020/0003116-0;Despacho de Indeferimento Comum;04/11/2021;GTEC;2023.08.04
10348/2020;1020.2020/0001965-9;Despacho de Indeferimento Comum;12/03/2021;GTEC;2023.08.04
10381/2020;1020.2020/0000679-4;Despacho de Indeferimento Comum;11/05/2021;GTEC;2023.08.04
10408/2020;1020.2021/0002297-0;Despacho de Deferimento Comum;08/03/2023;GTEC;2023.08.04
1060/2020;1020.2020/0002412-1;Despacho de Deferimento Comum;07/10/2022;GTEC;2023.08.04
10833/2020;1020.2020/0000434-1;Despacho de Indeferimento Comum;10/12/2021;GTEC;2023.08.04
10974/2023;1020.2023/0005689-4;Despacho de Indeferimento Comum;19/06/2023;GTEC;2023.08.04
11096/2022;1020.2022/0003738-3;Despacho de Indeferimento Comum;22/05/2023;GTEC;2023.08.04
11266/2020;1020.2020/0000726-0;Despacho de Indeferimento Comum;08/03/2023;GTEC;2023.08.04
11335/2020;1020.2020/0000568-2;Despacho de Indeferimento Comum;16/09/2021;GTEC;2023.08.04
11363/2021;1020.2021/0011645-1;Despacho de Indeferimento Comum;01/08/2023;GTEC;2023.08.04
11418/2021;1020.2021/0002861-7;Despacho de Indeferimento Comum;31/07/2023;GTEC;2023.08.04
11434/2020;1020.2020/0000567-4;Despacho de Indeferimento Comum;23/08/2021;GTEC;2023.08.04
11557/2020;1020.2020/0000017-6;Despacho de Indeferimento Comum;03/11/2022;GTEC;2023.08.04
11604/2020;1020.2020/0000081-8;Despacho de Indeferimento Comum;21/10/2021;GTEC;2023.08.04
11607/2021;1020.2021/0002898-6;Despacho de Indeferimento Comum;08/05/2023;GTEC;2023.08.04
11634/2021;1020.2021/0002895-1;Despacho de Deferimento Comum;13/06/2023;GTEC;2023.08.04
11659/2020;1020.2020/0000455-4;Despacho de Indeferimento Comum;12/11/2021;GTEC;2023.08.04
12017/2020;1020.2020/0003117-9;Despacho de Indeferimento Comum;10/06/2021;GTEC;2023.08.04
12123/2020;1020.2020/0002577-2;Despacho de Indeferimento Comum;22/07/2022;GTEC;2023.08.04
1219/2020;1020.2020/0002498-9;Despacho de Indeferimento Comum;17/09/2021;GTEC;2023.08.04
12192/2021;1020.2021/0003014-0;Despacho de Deferimento Comum;22/12/2022;GTEC;2023.08.04
12300/2021;1020.2021/0003373-4;Despacho de Deferimento Comum;20/12/2022;GTEC;2023.08.04
12340/2020;1020.2020/0001100-3;Despacho de Deferimento Comum;23/03/2023;GTEC;2023.08.04
12379/2020;1020.2020/0003214-0;Despacho de Indeferimento Comum;07/04/2022;GTEC;2023.08.04
12387/2022;1020.2022/0004011-2;Despacho de Indeferimento Comum;14/06/2023;GTEC;2023.08.04
12447/2020;1020.2020/0003184-5;Despacho de Indeferimento Comum;26/04/2021;GTEC;2023.08.04
12476/2021;1020.2021/0006899-6;Despacho de Deferimento Comum;29/03/2023;GTEC;2023.08.04
12510/2021;1020.2021/0006894-5;Despacho de Indeferimento Comum;16/03/2023;GTEC;2023.08.04
12560/2021;1020.2021/0003008-5;Despacho de Indeferimento Comum;20/06/2022;GTEC;2023.08.04
12616/2021;1020.2021/0003292-4;Despacho de Indeferimento Comum;28/11/2022;GTEC;2023.08.04
12721/2020;1020.2020/0004490-4;Despacho de Deferimento Comum;14/02/2023;GTEC;2023.08.04
1278/2020;6068.2020/0000001-5;Despacho de Indeferimento Comum;03/11/2021;GTEC;2023.08.04
12956/2020;1020.2020/0000787-1;Despacho de Indeferimento Comum;01/09/2021;GTEC;2023.08.04
13051/2020;1020.2020/0001556-4;Despacho de Indeferimento Comum;28/05/2021;GTEC;2023.08.04
13441/2021;1020.2021/0003414-5;Despacho de Deferimento Comum;13/04/2023;GTEC;2023.08.04
13573/2022;1020.2022/0004767-2;Despacho de Indeferimento Comum;27/01/2023;GTEC;2023.08.04
13808/2020;1020.2020/0005576-0;Despacho de Deferimento Comum;28/02/2023;GTEC;2023.08.04
14039/2020;1020.2020/0001689-7;Despacho de Indeferimento Comum;11/11/2021;GTEC;2023.08.04
14191/2021;1020.2021/0005312-3;Despacho de Indeferimento Comum;28/02/2023;GTEC;2023.08.04
14192/2021;1020.2021/0005314-0;Despacho de Deferimento Comum;07/03/2023;GTEC;2023.08.04
14239/2020;1020.2020/0005905-7;Despacho de Indeferimento Comum;01/12/2022;GTEC;2023.08.04
14342/2020;1020.2020/0002501-2;Despacho de Indeferimento Comum;27/09/2021;GTEC;2023.08.04
14718/2021;1020.2021/0007134-2;Despacho de Deferimento Comum;03/02/2023;GTEC;2023.08.04
14874/2020;1020.2020/0007047-6;Despacho de Indeferimento Comum;20/04/2022;GTEC;2023.08.04
14887/2020;1020.2020/0002578-0;Despacho de Indeferimento Comum;22/06/2022;GTEC;2023.08.04
14911/2020;1020.2020/0000788-0;Despacho de Deferimento Comum;09/03/2023;GTEC;2023.08.04
1510/2020;1020.2020/0001343-0;Despacho de Indeferimento Comum;12/02/2021;GTEC;2023.08.04
15134/2022;1020.2022/0004274-3;Despacho de Indeferimento Comum;29/12/2022;GTEC;2023.08.04
15139/2020;1020.2020/0001024-4;Despacho de Indeferimento Comum;23/08/2021;GTEC;2023.08.04
15182/2020;1020.2020/0000671-9;Despacho de Indeferimento Comum;11/02/2021;GTEC;2023.08.04
15254/2020;1020.2020/0001068-6;Despacho de Deferimento Comum;11/05/2021;GTEC;2023.08.04
15392/2020;1020.2020/0000384-1;Despacho de Indeferimento Comum;03/05/2021;GTEC;2023.08.04
15408/2020;1020.2020/0005760-7;Despacho de Deferimento Comum;06/04/2023;GTEC;2023.08.04
1546/2020;1020.2020/0000016-8;Despacho de Indeferimento Comum;15/09/2022;GTEC;2023.08.04
15800/2020;1020.2020/0001603-0;Despacho de Indeferimento Comum;25/06/2021;GTEC;2023.08.04
15807/2020;1020.2020/0002460-1;Despacho de Indeferimento Comum;06/07/2021;GTEC;2023.08.04
15916/2020;1020.2020/0000970-0;Despacho de Indeferimento Comum;16/09/2021;GTEC;2023.08.04
