n_processo;assunto;deferido;data_despacho;coord_despacho;situacao;n_protocolo;data_extracao
2015-0.100.964-4;Alvará de Licença para Residências Unifamiliares;Não;07/05/2015 00:00;GTEL;Indeferido;13453-15;2023.08.04
2015-0.100.970-9;Alvará de Licença para Residências Unifamiliares;Não;08/06/2015 00:00;GTEL;Indeferido;13418-15;2023.08.04
2015-0.100.980-6;Alvará de Licença para Residências Unifamiliares;Não;09/05/2015 00:00;GTEL;Indeferido;13587-15;2023.08.04
2015-0.104.143-2;Alvará de Licença para Residências Unifamiliares;Não;09/05/2015 00:00;GTEL;Indeferido;13805-15;2023.08.04
2015-0.105.691-0;Alvará de Licença para Residências Unifamiliares;Não;12/05/2015 00:00;GTEL;Indeferido;14168-15;2023.08.04
2015-0.107.161-7;Alvará de Licença para Residências Unifamiliares;Não;12/05/2015 00:00;GTEL;Indeferido;14231-15;2023.08.04
2015-0.112.925-9;Alvará de Licença para Residências Unifamiliares;Não;12/05/2015 00:00;GTEL;Indeferido;14503-15;2023.08.04
2015-0.112.933-0;Alvará de Licença para Residências Unifamiliares;Não;12/05/2015 00:00;GTEL;Indeferido;14520-15;2023.08.04
2015-0.115.647-7;Alvará de Licença para Residências Unifamiliares;Não;12/05/2015 00:00;GTEL;Indeferido;15098-15;2023.08.04
2015-0.105.685-5;Alvará de Licença para Residências Unifamiliares;Não;12/05/2015 00:00;GTEL;Indeferido;14099-15;2023.08.04
2015-0.115.634-5;Alvará de Licença para Residências Unifamiliares;Não;12/05/2015 00:00;GTEL;Indeferido;15257-15;2023.08.04
2015-0.105.686-3;Alvará de Licença para Residências Unifamiliares;Não;13/05/2015 00:00;GTEL;Indeferido;14175-15;2023.08.04
2015-0.105.669-3;Alvará de Licença para Residências Unifamiliares;Não;21/05/2015 00:00;GTEL;Indeferido;13338-15;2023.08.04
2015-0.122.637-8;Alvará de Licença para Residências Unifamiliares;Não;21/05/2015 00:00;GTEL;Indeferido;15690-15;2023.08.04
2015-0.122.655-6;Alvará de Licença para Residências Unifamiliares;Não;21/05/2015 00:00;GTEL;Indeferido;16018-15;2023.08.04
2015-0.122.574-6;Alvará de Licença para Residências Unifamiliares;Não;21/05/2015 00:00;GTEL;Indeferido;16164-15;2023.08.04
2015-0.124.657-3;Alvará de Licença para Residências Unifamiliares;Não;21/05/2015 00:00;GTEL;Indeferido;16101-15;2023.08.04
2015-0.126.149-1;Alvará de Licença para Residências Unifamiliares;Não;21/05/2015 00:00;GTEL;Indeferido;16432-15;2023.08.04
2015-0.126.162-9;Alvará de Licença para Residências Unifamiliares;Não;21/05/2015 00:00;GTEL;Indeferido;15591-15;2023.08.04
2015-0.122.969-5;Alvará de Licença para Residências Unifamiliares;Não;23/05/2015 00:00;GTEL;Indeferido;15611-15;2023.08.04
2015-0.185.017-9;Alvará de Licença para Residências Unifamiliares;Não;04/08/2015 00:00;GTEL;Indeferido;22679-15;2023.08.04
2015-0.169.847-4;Alvará de Licença para Residências Unifamiliares;Não;05/08/2015 00:00;GTEL;Indeferido;20617-15;2023.08.04
2015-0.175.457-9;Alvará de Licença para Residências Unifamiliares;Não;05/08/2015 00:00;GTEL;Indeferido;21847-15;2023.08.04
2015-0.162.667-8;Alvará de Licença para Residências Unifamiliares;Não;05/08/2015 00:00;GTEL;Indeferido;20056-15;2023.08.04
2015-0.133.302-6;Alvará de Licença para Residências Unifamiliares;Não;05/08/2015 00:00;GTEL;Indeferido;15143-15;2023.08.04
2015-0.145.921-6;Alvará de Licença para Residências Unifamiliares;Não;06/08/2015 00:00;GTEL;Indeferido;18883-15;2023.08.04
2015-0.187.815-4;Alvará de Licença para Residências Unifamiliares;Não;06/08/2015 00:00;GTEL;Indeferido;23585-15;2023.08.04
2015-0.189.193-2;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;23913-15;2023.08.04
2015-0.168.324-8;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;19601-15;2023.08.04
2015-0.138.878-5;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;15556-15;2023.08.04
2015-0.166.855-9;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;20382-15;2023.08.04
2015-0.162.665-1;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;20497-15;2023.08.04
2015-0.176.845-6;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;22165-15;2023.08.04
2015-0.169.844-0;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;21608-15;2023.08.04
2015-0.185.022-5;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;23910-15;2023.08.04
2015-0.185.840-4;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;20364-15;2023.08.04
2015-0.182.400-3;Alvará de Licença para Residências Unifamiliares;Não;07/08/2015 00:00;GTEL;Indeferido;20393-15;2023.08.04
2015-0.185.028-4;Alvará de Licença para Residências Unifamiliares;Não;08/08/2015 00:00;GTEL;Indeferido;21882-15;2023.08.04
2015-0.187.799-9;Alvará de Licença para Residências Unifamiliares;Não;08/08/2015 00:00;GTEL;Indeferido;24162-15;2023.08.04
2015-0.162.622-8;Alvará de Licença para Residências Unifamiliares;Não;08/08/2015 00:00;GTEL;Indeferido;24545-15;2023.08.04
2015-0.187.794-8;Alvará de Licença para Residências Unifamiliares;Não;08/08/2015 00:00;GTEL;Indeferido;23840-15;2023.08.04
2015-0.196.389-5;Alvará de Licença para Residências Unifamiliares;Não;12/08/2015 00:00;GTEL;Indeferido;25273-15;2023.08.04
2015-0.165.510-4;Alvará de Licença para Residências Unifamiliares;Não;12/08/2015 00:00;GTEL;Indeferido;26676-15;2023.08.04
2015-0.128.990-6;Alvará de Licença para Residências Unifamiliares;Não;12/08/2015 00:00;GTEL;Indeferido;21893-15;2023.08.04
2015-0.187.795-6;Alvará de Licença para Residências Unifamiliares;Não;24/08/2015 00:00;GTEL;Indeferido;23432-15;2023.08.04
2015-0.197.944-9;Alvará de Licença para Residências Unifamiliares;Não;13/08/2015 00:00;GTEL;Indeferido;25309-15;2023.08.04
2015-0.154.931-2;Alvará de Licença para Residências Unifamiliares;Não;13/08/2015 00:00;GTEL;Indeferido;25740-15;2023.08.04
2015-0.150.879-9;Alvará de Licença para Residências Unifamiliares;Não;20/08/2015 00:00;GTEL;Indeferido;19083-15;2023.08.04
2015-0.156.354-4;Alvará de Licença para Residências Unifamiliares;Não;20/08/2015 00:00;GTEL;Indeferido;24503-15;2023.08.04
2015-0.176.862-6;Alvará de Licença para Residências Unifamiliares;Não;21/08/2015 00:00;GTEL;Indeferido;22764-15;2023.08.04
2015-0.214.560-6;Alvará de Licença para Residências Unifamiliares;Não;22/08/2015 00:00;GTEL;Indeferido;27895-15;2023.08.04
2015-0.185.033-0;Alvará de Licença para Residências Unifamiliares;Não;22/08/2015 00:00;GTEL;Indeferido;23804-15;2023.08.04
2015-0.199.108-2;Alvará de Licença para Residências Unifamiliares;Não;22/08/2015 00:00;GTEL;Indeferido;24359-15;2023.08.04
2015-0.149.457-7;Alvará de Licença para Residências Unifamiliares;Não;26/08/2015 00:00;GTEL;Indeferido;19291-15;2023.08.04
2015-0.173.933-2;Alvará de Licença para Residências Unifamiliares;Não;27/08/2015 00:00;GTEL;Indeferido;28387-15;2023.08.04
2015-0.222.715-7;Alvará de Licença para Residências Unifamiliares;Não;27/08/2015 00:00;GTEL;Indeferido;29231-15;2023.08.04
2015-0.222.744-0;Alvará de Licença para Residências Unifamiliares;Não;27/08/2015 00:00;GTEL;Indeferido;26681-15;2023.08.04
2015-0.222.728-9;Alvará de Licença para Residências Unifamiliares;Não;27/08/2015 00:00;GTEL;Indeferido;28791-15;2023.08.04
2015-0.224.369-1;Alvará de Licença para Residências Unifamiliares;Não;28/08/2015 00:00;GTEL;Indeferido;29188-15;2023.08.04
2015-0.122.568-1;Alvará de Licença para Residências Unifamiliares;Não;28/08/2015 00:00;GTEL;Indeferido;29435-15;2023.08.04
2015-0.224.358-6;Alvará de Licença para Residências Unifamiliares;Não;28/08/2015 00:00;GTEL;Indeferido;29292-15;2023.08.04
2015-0.211.365-8;Alvará de Licença para Residências Unifamiliares;Não;01/09/2015 00:00;GTEL;Indeferido;25198-15;2023.08.04
2015-0.214.550-9;Alvará de Licença para Residências Unifamiliares;Não;01/09/2015 00:00;GTEL;Indeferido;27838-15;2023.08.04
2015-0.199.108-2;Alvará de Licença para Residências Unifamiliares;Não;01/09/2015 00:00;GTEL;Indeferido;30493-15;2023.08.04
2015-0.172.569-2;Alvará de Licença para Residências Unifamiliares;Não;05/09/2015 00:00;GTEL;Indeferido;30978-15;2023.08.04
2015-0.232.167-6;Alvará de Licença para Residências Unifamiliares;Não;09/09/2015 00:00;GTEL;Indeferido;30054-15;2023.08.04
2015-0.209.877-2;Alvará de Licença para Residências Unifamiliares;Não;09/09/2015 00:00;GTEL;Indeferido;26030-15;2023.08.04
2015-0.233.678-9;Alvará de Licença para Residências Unifamiliares;Não;09/09/2015 00:00;GTEL;Indeferido;26200-15;2023.08.04
2015-0.232.165-0;Alvará de Licença para Residências Unifamiliares;Não;09/09/2015 00:00;GTEL;Indeferido;29857-15;2023.08.04
2015-0.232.192-7;Alvará de Licença para Residências Unifamiliares;Não;09/09/2015 00:00;GTEL;Indeferido;30048-15;2023.08.04
2015-0.215.865-1;Alvará de Licença para Residências Unifamiliares;Não;10/09/2015 00:00;GTEL;Indeferido;27675-15;2023.08.04
2015-0.169.857-1;Alvará de Licença para Residências Unifamiliares;Não;10/09/2015 00:00;GTEL;Indeferido;27961-15;2023.08.04
2015-0.199.077-9;Alvará de Licença para Residências Unifamiliares;Não;10/09/2015 00:00;GTEL;Indeferido;25973-15;2023.08.04
2015-0.173.937-5;Alvará de Licença para Residências Unifamiliares;Não;10/09/2015 00:00;GTEL;Indeferido;29473-15;2023.08.04
2015-0.175.490-0;Alvará de Licença para Residências Unifamiliares;Não;10/09/2015 00:00;GTEL;Indeferido;22833-15;2023.08.04
2015-0.222.741-6;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;29136-15;2023.08.04
2015-0.191.526-2;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;24858-15;2023.08.04
2015-0.222.768-8;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;27109-15;2023.08.04
2015-0.192.698-1;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;24617-15;2023.08.04
2015-0.152.260-0;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;19180-15;2023.08.04
2015-0.196.375-5;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;25158-15;2023.08.04
2015-0.222.765-3;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;26587-15;2023.08.04
2015-0.122.655-6;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;27776-15;2023.08.04
2015-0.179.743-0;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;30190-15;2023.08.04
2015-0.191.532-7;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;24731-15;2023.08.04
2015-0.175.489-7;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;22754-15;2023.08.04
2015-0.222.729-7;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;28891-15;2023.08.04
2015-0.224.375-6;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;29424-15;2023.08.04
2015-0.128.988-4;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;16518-15;2023.08.04
2015-0.227.951-3;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;29345-15;2023.08.04
2015-0.229.284-6;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;28606-15;2023.08.04
2015-0.232.202-8;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;30257-15;2023.08.04
2015-0.233.700-9;Alvará de Licença para Residências Unifamiliares;Não;12/09/2015 00:00;GTEL;Indeferido;28395-15;2023.08.04
2015-0.112.312-9;Alvará de Licença para Residências Unifamiliares;Não;15/05/2015 00:00;GTEL;Indeferido;15009-15;2023.08.04
2015-0.108.726-2;Alvará de Licença para Residências Unifamiliares;Não;15/05/2015 00:00;GTEL;Indeferido;13367-15;2023.08.04
2015-0.115.626-4;Alvará de Licença para Residências Unifamiliares;Não;15/05/2015 00:00;GTEL;Indeferido;14496-15;2023.08.04
2015-0.115.642-6;Alvará de Licença para Residências Unifamiliares;Não;15/05/2015 00:00;GTEL;Indeferido;14743-15;2023.08.04
2015-0.116.981-1;Alvará de Licença para Residências Unifamiliares;Não;16/06/2015 00:00;GTEL;Indeferido;14395-15;2023.08.04
2015-0.104.132-7;Alvará de Licença para Residências Unifamiliares;Não;16/05/2015 00:00;GTEL;Indeferido;13766-15;2023.08.04
2015-0.284.868-2;Alvará de Licença para Residências Unifamiliares;Não;27/10/2015 00:00;GTEL;Indeferido;33593-15;2023.08.04
2015-0.283.586-6;Alvará de Licença para Residências Unifamiliares;Não;28/10/2015 00:00;GTEL;Indeferido;36111-15;2023.08.04
2015-0.269.058-2;Alvará de Licença para Residências Unifamiliares;Não;28/10/2015 00:00;GTEL;Indeferido;36225-15;2023.08.04
2015-0.284.842-9;Alvará de Licença para Residências Unifamiliares;Não;28/10/2015 00:00;GTEL;Indeferido;36780-15;2023.08.04
2015-0.245.269-0;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;33055-15;2023.08.04
2015-0.243.858-1;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;30280-15;2023.08.04
2015-0.159.470-9;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;33174-15;2023.08.04
2015-0.248.004-9;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;31685-15;2023.08.04
2015-0.248.014-6;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;37377-15;2023.08.04
2015-0.249.335-3;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;34957-15;2023.08.04
2015-0.202.522-8;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;31861-15;2023.08.04
2015-0.280.836-2;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;32493-15;2023.08.04
2015-0.122.574-6;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;23762-15;2023.08.04
2015-0.220.236-7;Alvará de Licença para Residências Unifamiliares;Não;29/10/2015 00:00;GTEL;Indeferido;27368-15;2023.08.04
2015-0.286.253-7;Alvará de Licença para Residências Unifamiliares;Não;30/10/2015 00:00;GTEL;Indeferido;36330-15;2023.08.04
2015-0.286.273-1;Alvará de Licença para Residências Unifamiliares;Não;04/11/2015 00:00;GTEL;Indeferido;36436-15;2023.08.04
2015-0.242.472-6;Alvará de Licença para Residências Unifamiliares;Não;04/11/2015 00:00;GTEL;Indeferido;31002-15;2023.08.04
2015-0.291.077-9;Alvará de Licença para Residências Unifamiliares;Não;05/11/2015 00:00;GTEL;Indeferido;36997-15;2023.08.04
2015-0.299.256-2;Alvará de Licença para Residências Unifamiliares;Não;12/11/2015 00:00;GTEL;Indeferido;37847-15;2023.08.04
2015-0.242.437-8;Alvará de Licença para Residências Unifamiliares;Não;12/11/2015 00:00;GTEL;Indeferido;35757-15;2023.08.04
2015-0.152.245-7;Alvará de Licença para Residências Unifamiliares;Não;22/07/2015 00:00;GTEL;Indeferido;19449-15;2023.08.04
2015-0.173.915-4;Alvará de Licença para Residências Unifamiliares;Não;24/07/2015 00:00;GTEL;Indeferido;22004-15;2023.08.04
2015-0.175.487-0;Alvará de Licença para Residências Unifamiliares;Não;11/08/2015 00:00;GTEL;Indeferido;22730-15;2023.08.04
2015-0.173.925-1;Alvará de Licença para Residências Unifamiliares;Não;24/07/2015 00:00;GTEL;Indeferido;16331-15;2023.08.04
2015-0.108.705-0;Alvará de Licença para Residências Unifamiliares;Não;28/07/2015 00:00;GTEL;Indeferido;14192-15;2023.08.04
2015-0.179.751-0;Alvará de Licença para Residências Unifamiliares;Não;28/07/2015 00:00;GTEL;Indeferido;23190-15;2023.08.04
2015-0.179.789-8;Alvará de Licença para Residências Unifamiliares;Não;28/07/2015 00:00;GTEL;Indeferido;23345-15;2023.08.04
2015-0.149.455-0;Alvará de Licença para Residências Unifamiliares;Não;28/07/2015 00:00;GTEL;Indeferido;19132-15;2023.08.04
2015-0.297.790-3;Alvará de Licença para Residências Unifamiliares;Não;19/11/2015 00:00;GTEL;Indeferido;36820-15;2023.08.04
2015-0.304.010-7;Alvará de Licença para Residências Unifamiliares;Não;20/11/2015 00:00;GTEL;Indeferido;38731-15;2023.08.04
2015-0.284.846-1;Alvará de Licença para Residências Unifamiliares;Não;20/11/2015 00:00;GTEL;Indeferido;37882-15;2023.08.04
2015-0.232.186-2;Alvará de Licença para Residências Unifamiliares;Não;24/11/2015 00:00;GTEL;Indeferido;29955-15;2023.08.04
2015-0.217.474-6;Alvará de Licença para Residências Unifamiliares;Não;24/11/2015 00:00;GTEL;Indeferido;28130-15;2023.08.04
2015-0.267.537-0;Alvará de Licença para Residências Unifamiliares;Não;24/11/2015 00:00;GTEL;Indeferido;34046-15;2023.08.04
2015-0.173.941-3;Alvará de Licença para Residências Unifamiliares;Não;25/11/2015 00:00;GTEL;Indeferido;22701-15;2023.08.04
2015-0.235.323-3;Alvará de Licença para Residências Unifamiliares;Não;25/11/2015 00:00;GTEL;Indeferido;30686-15;2023.08.04
2015-0.242.448-3;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;31306-15;2023.08.04
2015-0.264.134-4;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;32909-15;2023.08.04
2015-0.314.540-5;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;40016-15;2023.08.04
2015-0.265.726-7;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;37201-15;2023.08.04
2015-0.242.415-7;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;31600-15;2023.08.04
2015-0.179.789-8;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;30275-15;2023.08.04
2015-0.229.287-0;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;29908-15;2023.08.04
2015-0.313.227-3;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;39405-15;2023.08.04
2015-0.299.270-8;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;36417-15;2023.08.04
2015-0.233.691-6;Alvará de Licença para Residências Unifamiliares;Não;28/11/2015 00:00;GTEL;Indeferido;29484-15;2023.08.04
2015-0.189.201-7;Alvará de Licença para Residências Unifamiliares;Não;09/12/2015 00:00;GTEL;Indeferido;30591-15;2023.08.04
2015-0.218.939-5;Alvará de Licença para Residências Unifamiliares;Não;09/12/2015 00:00;GTEL;Indeferido;34629-15;2023.08.04
2015-0.314.512-0;Alvará de Licença para Residências Unifamiliares;Não;08/12/2015 00:00;GTEL;Indeferido;39979-15;2023.08.04
2015-0.310.819-4;Alvará de Licença para Residências Unifamiliares;Não;08/12/2015 00:00;GTEL;Indeferido;39276-15;2023.08.04
2015-0.284.847-0;Alvará de Licença para Residências Unifamiliares;Não;02/12/2015 00:00;GTEL;Indeferido;38291-15;2023.08.04
2015-0.275.091-7;Alvará de Licença para Residências Unifamiliares;Não;09/12/2015 00:00;GTEL;Indeferido;40143-15;2023.08.04
2015-0.108.727-0;Alvará de Licença para Residências Unifamiliares;Não;08/12/2015 00:00;GTEL;Indeferido;13585-15;2023.08.04
2015-0.270.664-0;Alvará de Licença para Residências Unifamiliares;Não;08/12/2015 00:00;GTEL;Indeferido;18922-15;2023.08.04
2015-0.185.017-9;Alvará de Licença para Residências Unifamiliares;Não;03/12/2015 00:00;GTEL;Indeferido;30763-15;2023.08.04
2015-0.214.530-4;Alvará de Licença para Residências Unifamiliares;Não;09/12/2015 00:00;GTEL;Indeferido;34031-15;2023.08.04
2015-0.291.225-9;Alvará de Licença para Residências Unifamiliares;Não;08/12/2015 00:00;GTEL;Indeferido;37741-15;2023.08.04
2015-0.232.169-2;Alvará de Licença para Residências Unifamiliares;Não;05/12/2015 00:00;GTEL;Indeferido;36676-15;2023.08.04
2015-0.321.500-4;Alvará de Licença para Residências Unifamiliares;Não;08/12/2015 00:00;GTEL;Indeferido;39617-15;2023.08.04
2015-0.122.568-1;Alvará de Licença para Residências Unifamiliares;Não;28/07/2015 00:00;GTEL;Indeferido;16154-15;2023.08.04
2015-0.187.789-1;Alvará de Licença para Residências Unifamiliares;Não;28/07/2015 00:00;GTEL;Indeferido;23359-15;2023.08.04
2015-0.189.199-1;Alvará de Licença para Residências Unifamiliares;Não;28/07/2015 00:00;GTEL;Indeferido;24463-15;2023.08.04
2015-0.176.858-8;Alvará de Licença para Residências Unifamiliares;Não;29/07/2015 00:00;GTEL;Indeferido;22566-15;2023.08.04
2015-0.149.413-5;Alvará de Licença para Residências Unifamiliares;Não;31/07/2015 00:00;GTEL;Indeferido;18796-15;2023.08.04
2015-0.122.554-1;Alvará de Licença para Residências Unifamiliares;Não;01/08/2015 00:00;GTEL;Indeferido;22207-15;2023.08.04
2015-0.162.669-4;Alvará de Licença para Residências Unifamiliares;Não;01/08/2015 00:00;GTEL;Indeferido;24009-15;2023.08.04
2015-0.153.660-1;Alvará de Licença para Residências Unifamiliares;Não;25/06/2015 00:00;GTEL;Indeferido;15995-15;2023.08.04
2015-0.112.279-3;Alvará de Licença para Residências Unifamiliares;Não;25/06/2015 00:00;GTEL;Indeferido;14824-15;2023.08.04
2015-0.130.553-7;Alvará de Licença para Residências Unifamiliares;Não;25/06/2015 00:00;GTEL;Indeferido;20520-15;2023.08.04
2015-0.154.918-5;Alvará de Licença para Residências Unifamiliares;Não;25/06/2015 00:00;GTEL;Indeferido;19611-15;2023.08.04
2015-0.156.354-4;Alvará de Licença para Residências Unifamiliares;Não;26/06/2015 00:00;GTEL;Indeferido;19417-15;2023.08.04
2015-0.126.164-5;Alvará de Licença para Residências Unifamiliares;Não;26/06/2015 00:00;GTEL;Indeferido;13483-15;2023.08.04
2015-0.153.650-4;Alvará de Licença para Residências Unifamiliares;Não;26/06/2015 00:00;GTEL;Indeferido;18368-15;2023.08.04
2015-0.133.301-8;Alvará de Licença para Residências Unifamiliares;Não;26/06/2015 00:00;GTEL;Indeferido;15023-15;2023.08.04
2015-0.138.849-1;Alvará de Licença para Residências Unifamiliares;Não;01/07/2015 00:00;GTEL;Indeferido;16556-15;2023.08.04
2015-0.130.555-3;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;17032-15;2023.08.04
2015-0.157.819-3;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;20076-15;2023.08.04
2015-0.162.622-8;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;17497-15;2023.08.04
2015-0.159.467-9;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;18274-15;2023.08.04
2015-0.165.510-4;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;17962-15;2023.08.04
2015-0.100.964-4;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;17555-15;2023.08.04
2015-0.137.586-1;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;16686-15;2023.08.04
2015-0.117.003-8;Alvará de Licença para Residências Unifamiliares;Não;02/07/2015 00:00;GTEL;Indeferido;15314-15;2023.08.04
2015-0.160.903-0;Alvará de Licença para Residências Unifamiliares;Não;07/07/2015 00:00;GTEL;Indeferido;20754-15;2023.08.04
2015-0.166.879-6;Alvará de Licença para Residências Unifamiliares;Não;11/09/2015 00:00;GTEL;Indeferido;19752-15;2023.08.04
2015-0.156.369-2;Alvará de Licença para Residências Unifamiliares;Não;07/07/2015 00:00;GTEL;Indeferido;20016-15;2023.08.04
2015-0.169.838-5;Alvará de Licença para Residências Unifamiliares;Não;14/07/2015 00:00;GTEL;Indeferido;21938-15;2023.08.04
2015-0.168.315-9;Alvará de Licença para Residências Unifamiliares;Não;14/07/2015 00:00;GTEL;Indeferido;21113-15;2023.08.04
2015-0.159.515-2;Alvará de Licença para Residências Unifamiliares;Não;15/07/2015 00:00;GTEL;Indeferido;19707-15;2023.08.04
2015-0.236.755-2;Alvará de Licença para Residências Unifamiliares;Não;15/09/2015 00:00;GTEL;Indeferido;30951-15;2023.08.04
2015-0.236.772-2;Alvará de Licença para Residências Unifamiliares;Não;15/09/2015 00:00;GTEL;Indeferido;30049-15;2023.08.04
2015-0.242.459-9;Alvará de Licença para Residências Unifamiliares;Não;15/09/2015 00:00;GTEL;Indeferido;31244-15;2023.08.04
2015-0.242.463-7;Alvará de Licença para Residências Unifamiliares;Não;15/09/2015 00:00;GTEL;Indeferido;30057-15;2023.08.04
2015-0.232.182-0;Alvará de Licença para Residências Unifamiliares;Não;16/09/2015 00:00;GTEL;Indeferido;29990-15;2023.08.04
2015-0.243.862-0;Alvará de Licença para Residências Unifamiliares;Não;16/09/2015 00:00;GTEL;Indeferido;31707-15;2023.08.04
2015-0.246.608-9;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;31555-15;2023.08.04
2015-0.162.650-3;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;27297-15;2023.08.04
2015-0.235.331-4;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;23235-15;2023.08.04
2015-0.241.039-3;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;31109-15;2023.08.04
2015-0.178.361-7;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;31891-15;2023.08.04
2015-0.179.787-1;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;30337-15;2023.08.04
2015-0.220.248-0;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;28091-15;2023.08.04
2015-0.248.006-5;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;31637-15;2023.08.04
2015-0.133.295-0;Alvará de Licença para Residências Unifamiliares;Não;19/09/2015 00:00;GTEL;Indeferido;20008-15;2023.08.04
2015-0.201.021-2;Alvará de Licença para Residências Unifamiliares;Não;14/10/2015 00:00;GTEL;Indeferido;26215-15;2023.08.04
2015-0.201.033-6;Alvará de Licença para Residências Unifamiliares;Não;15/10/2015 00:00;GTEL;Indeferido;25938-15;2023.08.04
