n_processo;assunto;deferido;data_despacho;coord_despacho;situacao;n_protocolo;data_extracao
2017-0.094.827-6;Alvará de Licença para Residências Unifamiliares;Sim;17/11/2017 00:00;GTEL;Deferido - Encerrado;13262-17;2023.08.04
2017-0.115.246-7;Alvará de Licença para Residências Unifamiliares;Sim;17/11/2017 00:00;GTEL;Deferido - Encerrado;19514-17;2023.08.04
2016-0.256.362-0;Alvará de Licença para Residências Unifamiliares;Sim;17/11/2017 00:00;GTEL;Deferido - Encerrado;39651-16;2023.08.04
2017-0.079.911-4;Alvará de Licença para Residências Unifamiliares;Sim;17/11/2017 00:00;GTEL;Deferido - Encerrado;11122-17;2023.08.04
2017-0.056.283-1;Alvará de Licença para Residências Unifamiliares;Sim;18/11/2017 00:00;GTEL;Deferido - Encerrado;9039-17;2023.08.04
2015-0.341.999-8;Alvará de Licença para Residências Unifamiliares;Sim;18/11/2017 00:00;GTEL;Deferido - Encerrado;32051-16;2023.08.04
2017-0.068.879-7;Alvará de Licença para Residências Unifamiliares;Sim;18/11/2017 00:00;GTEL;Deferido - Encerrado;11400-17;2023.08.04
2017-0.079.245-4;Alvará de Licença para Residências Unifamiliares;Sim;18/11/2017 00:00;GTEL;Deferido - Encerrado;11648-17;2023.08.04
2017-0.090.324-8;Alvará de Licença para Residências Unifamiliares;Sim;18/11/2017 00:00;GTEL;Deferido - Encerrado;15717-17;2023.08.04
2015-0.238.123-7;Alvará de Licença para Residências Unifamiliares;Sim;22/11/2017 00:00;GTEL;Deferido - Encerrado;36404-15;2023.08.04
2016-0.229.787-4;Alvará de Licença para Residências Unifamiliares;Sim;22/11/2017 00:00;GTEL;Deferido - Encerrado;15967-17;2023.08.04
2017-0.152.467-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/11/2017 00:00;GTEL;Deferido - Encerrado;29404-17;2023.08.04
2016-0.251.782-3;Alvará de Licença para Residências Unifamiliares;Sim;28/11/2017 00:00;GTEL;Deferido - Encerrado;36291-16;2023.08.04
2017-0.033.759-5;Alvará de Licença para Residências Unifamiliares;Sim;28/11/2017 00:00;GTEL;Deferido - Encerrado;16133-17;2023.08.04
2017-0.097.337-8;Alvará de Licença para Residências Unifamiliares;Sim;29/11/2017 00:00;GTEL;Deferido - Encerrado;17168-17;2023.08.04
2016-0.078.943-5;Alvará de Licença para Residências Unifamiliares;Sim;29/11/2017 00:00;GTEL;Deferido - Encerrado;27465-16;2023.08.04
2016-0.153.245-4;Alvará de Licença para Residências Unifamiliares;Sim;30/11/2017 00:00;GTEL;Deferido - Encerrado;38135-16;2023.08.04
2016-0.157.444-0;Alvará de Licença para Residências Unifamiliares;Sim;30/11/2017 00:00;GTEL;Deferido - Encerrado;40535-16;2023.08.04
2016-0.162.724-2;Alvará de Licença para Residências Unifamiliares;Sim;01/12/2017 00:00;GTEL;Deferido - Encerrado;39783-16;2023.08.04
2016-0.162.749-8;Alvará de Licença para Residências Unifamiliares;Sim;02/12/2017 00:00;GTEL;Deferido - Encerrado;5712-17;2023.08.04
2017-0.016.255-8;Alvará de Licença para Residências Unifamiliares;Sim;02/12/2017 00:00;GTEL;Deferido - Encerrado;20172-17;2023.08.04
2016-0.157.476-9;Alvará de Licença para Residências Unifamiliares;Sim;02/12/2017 00:00;GTEL;Deferido - Encerrado;5500-17;2023.08.04
2017-0.112.089-1;Alvará de Licença para Residências Unifamiliares;Sim;05/12/2017 00:00;GTEL;Deferido - Encerrado;19620-17;2023.08.04
2016-0.156.414-3;Alvará de Licença para Residências Unifamiliares;Sim;05/12/2017 00:00;GTEL;Deferido - Encerrado;4676-17;2023.08.04
2015-0.343.536-5;Alvará de Licença para Residências Unifamiliares;Sim;05/12/2017 00:00;GTEL;Deferido - Encerrado;9939-16;2023.08.04
2017-0.030.196-5;Alvará de Licença para Residências Unifamiliares;Sim;06/12/2017 00:00;GTEL;Deferido - Encerrado;3833-17;2023.08.04
2017-0.072.453-0;Alvará de Licença para Residências Unifamiliares;Sim;06/12/2017 00:00;GTEL;Deferido - Encerrado;12224-17;2023.08.04
2017-0.007.471-3;Alvará de Licença para Residências Unifamiliares;Sim;06/12/2017 00:00;GTEL;Deferido - Encerrado;347-17;2023.08.04
2017-0.062.773-9;Alvará de Licença para Residências Unifamiliares;Sim;06/12/2017 00:00;GTEL;Deferido - Encerrado;10202-17;2023.08.04
2016-0.169.121-8;Alvará de Licença para Residências Unifamiliares;Sim;07/12/2017 00:00;GTEL;Deferido - Encerrado;21746-16;2023.08.04
2017-0.112.561-3;Alvará de Licença para Residências Unifamiliares;Sim;07/12/2017 00:00;GTEL;Deferido - Encerrado;18784-17;2023.08.04
2017-0.070.907-7;Alvará de Licença para Residências Unifamiliares;Sim;07/12/2017 00:00;GTEL;Deferido - Encerrado;20684-17;2023.08.04
2015-0.283.563-7;Alvará de Licença para Residências Unifamiliares;Sim;07/12/2017 00:00;GTEL;Deferido - Encerrado;43804-15;2023.08.04
2016-0.209.422-1;Alvará de Licença para Residências Unifamiliares;Sim;08/12/2017 00:00;GTEL;Deferido - Encerrado;36595-16;2023.08.04
2016-0.251.787-4;Alvará de Licença para Residências Unifamiliares;Sim;08/12/2017 00:00;GTEL;Deferido - Encerrado;36591-16;2023.08.04
2017-0.022.282-8;Alvará de Licença para Residências Unifamiliares;Sim;08/12/2017 00:00;GTEL;Deferido - Encerrado;274-17;2023.08.04
2017-0.051.136-6;Alvará de Licença para Residências Unifamiliares;Sim;08/12/2017 00:00;GTEL;Deferido - Encerrado;7727-17;2023.08.04
2017-0.082.340-6;Alvará de Licença para Residências Unifamiliares;Sim;12/12/2017 00:00;GTEL;Deferido - Encerrado;10379-17;2023.08.04
2017-0.044.165-1;Alvará de Licença para Residências Unifamiliares;Sim;14/12/2017 00:00;GTEL;Deferido - Encerrado;5223-17;2023.08.04
2016-0.156.419-4;Alvará de Licença para Residências Unifamiliares;Sim;15/12/2017 00:00;GTEL;Deferido - Encerrado;20092-16;2023.08.04
2017-0.056.291-2;Alvará de Licença para Residências Unifamiliares;Sim;15/12/2017 00:00;GTEL;Deferido - Encerrado;9243-17;2023.08.04
2015-0.304.000-0;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2016 00:00;GTEL;Deferido - Encerrado;38572-15;2023.08.04
2015-0.331.546-7;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2016 00:00;GTEL;Deferido - Encerrado;41729-15;2023.08.04
2015-0.343.565-9;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2016 00:00;GTEL;Deferido - Encerrado;43431-15;2023.08.04
2015-0.280.849-4;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2016 00:00;GTEL;Deferido - Encerrado;35840-15;2023.08.04
2015-0.294.505-0;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2016 00:00;GTEL;Deferido - Encerrado;35935-15;2023.08.04
2015-0.324.294-0;Alvará de Licença para Residências Unifamiliares;Sim;01/06/2016 00:00;GTEL;Deferido - Encerrado;40898-15;2023.08.04
2015-0.339.725-0;Alvará de Licença para Residências Unifamiliares;Sim;01/06/2016 00:00;GTEL;Deferido - Encerrado;42516-15;2023.08.04
2015-0.310.729-5;Alvará de Licença para Residências Unifamiliares;Sim;01/06/2016 00:00;GTEL;Deferido - Encerrado;39529-15;2023.08.04
2015-0.324.244-3;Alvará de Licença para Residências Unifamiliares;Sim;02/06/2016 00:00;GTEL;Deferido - Encerrado;40894-15;2023.08.04
2016-0.044.700-3;Alvará de Licença para Residências Unifamiliares;Sim;02/06/2016 00:00;GTEL;Deferido - Encerrado;6683-16;2023.08.04
2015-0.276.680-5;Alvará de Licença para Residências Unifamiliares;Sim;02/06/2016 00:00;GTEL;Deferido - Encerrado;32381-15;2023.08.04
2015-0.337.203-7;Alvará de Licença para Residências Unifamiliares;Sim;02/06/2016 00:00;GTEL;Deferido - Encerrado;42296-15;2023.08.04
2015-0.308.061-3;Alvará de Licença para Residências Unifamiliares;Sim;02/06/2016 00:00;GTEL;Deferido - Encerrado;1227-16;2023.08.04
2016-0.036.130-3;Alvará de Licença para Residências Unifamiliares;Sim;02/06/2016 00:00;GTEL;Deferido - Encerrado;2731-16;2023.08.04
2015-0.309.402-9;Alvará de Licença para Residências Unifamiliares;Sim;03/06/2016 00:00;GTEL;Deferido - Encerrado;39436-15;2023.08.04
2015-0.305.396-9;Alvará de Licença para Residências Unifamiliares;Sim;03/06/2016 00:00;GTEL;Deferido - Encerrado;3212-16;2023.08.04
2016-0.060.174-6;Alvará de Licença para Residências Unifamiliares;Sim;03/06/2016 00:00;GTEL;Deferido - Encerrado;5266-16;2023.08.04
2015-0.310.821-6;Alvará de Licença para Residências Unifamiliares;Sim;04/06/2016 00:00;GTEL;Deferido - Encerrado;39686-15;2023.08.04
2015-0.283.585-8;Alvará de Licença para Residências Unifamiliares;Sim;04/06/2016 00:00;GTEL;Deferido - Encerrado;1306-16;2023.08.04
2015-0.280.830-3;Alvará de Licença para Residências Unifamiliares;Sim;07/06/2016 00:00;GTEL;Deferido - Encerrado;35999-15;2023.08.04
2015-0.315.721-7;Alvará de Licença para Residências Unifamiliares;Sim;07/06/2016 00:00;GTEL;Deferido - Encerrado;40198-15;2023.08.04
2016-0.015.841-9;Alvará de Licença para Residências Unifamiliares;Sim;07/06/2016 00:00;GTEL;Deferido - Encerrado;1455-16;2023.08.04
2015-0.291.101-5;Alvará de Licença para Residências Unifamiliares;Sim;07/06/2016 00:00;GTEL;Deferido - Encerrado;3508-16;2023.08.04
2017-0.135.334-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;22/05/2018 00:00;GTEL;Deferido - Encerrado;25624-17;2023.08.04
2018-0.018.592-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;22/05/2018 00:00;GTEL;Deferido - Encerrado;4407-18;2023.08.04
2016-0.198.830-0;Alvará de Licença para Residências Unifamiliares;Sim;22/05/2018 00:00;GTEL;Deferido - Encerrado;25933-17;2023.08.04
2017-0.002.440-6;Alvará de Licença para Residências Unifamiliares;Sim;22/05/2018 00:00;GTEL;Deferido - Encerrado;27039-17;2023.08.04
2018-0.006.050-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/05/2018 00:00;GTEL;Deferido - Encerrado;37650-17;2023.08.04
2017-0.112.560-5;Alvará de Licença para Residências Unifamiliares;Sim;29/05/2018 00:00;GTEL;Deferido - Encerrado;18690-17;2023.08.04
2017-0.180.384-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;30/05/2018 00:00;GTEL;Deferido - Encerrado;5550-18;2023.08.04
2016-0.150.821-9;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2018 00:00;GTEL;Deferido - Encerrado;35753-16;2023.08.04
2016-0.232.773-0;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2018 00:00;GTEL;Deferido - Encerrado;40881-16;2023.08.04
2017-0.097.327-0;Alvará de Licença para Residências Unifamiliares;Sim;31/05/2018 00:00;GTEL;Deferido - Encerrado;368-18;2023.08.04
2016-0.166.045-2;Alvará de Licença para Residências Unifamiliares;Sim;06/06/2018 00:00;GTEL;Deferido - Encerrado;1735-17;2023.08.04
2017-0.072.447-5;Alvará de Licença para Residências Unifamiliares;Sim;07/06/2018 00:00;GTEL;Deferido - Encerrado;30520-17;2023.08.04
2017-0.062.556-6;Alvará de Licença para Residências Unifamiliares;Sim;07/06/2018 00:00;GTEL;Deferido - Encerrado;13849-17;2023.08.04
2018-0.044.146-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;05/02/2020 00:00;GTEL;Deferido - Encerrado;24819-18;2023.08.04
2017-0.068.880-0;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;32458-18;2023.08.04
2016-0.033.684-8;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;8362-18;2023.08.04
2015-0.112.918-6;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;21343-17;2023.08.04
2017-0.057.236-5;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;7001-18;2023.08.04
2016-0.278.322-1;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;37566-17;2023.08.04
2017-0.044.168-6;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;282-18;2023.08.04
2017-0.151.198-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;34823-18;2023.08.04
2016-0.183.703-4;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;20458-18;2023.08.04
2015-0.220.242-1;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;38258-16;2023.08.04
2017-0.067.433-8;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;4640-19;2023.08.04
2017-0.035.550-0;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;4562-18;2023.08.04
2015-0.152.243-0;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;2182-17;2023.08.04
2016-0.163.846-5;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;32761-17;2023.08.04
2016-0.237.937-4;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;37445-17;2023.08.04
2017-0.150.632-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;24330-18;2023.08.04
2017-0.144.426-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;37086-18;2023.08.04
2017-0.131.250-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;6982-18;2023.08.04
2017-0.014.440-1;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;11914-18;2023.08.04
2019-0.042.478-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;29710-19;2023.08.04
2016-0.220.918-5;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;34249-17;2023.08.04
2016-0.260.575-7;Alvará de Licença para Residências Unifamiliares;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;7660-18;2023.08.04
2018-0.058.370-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/02/2020 00:00;GTEL;Deferido - Encerrado;17083-18;2023.08.04
2020-0.001.303-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;07/02/2020 00:00;GTEL;Deferido - Encerrado;3252-20;2023.08.04
2017-0.015.231-5;Alvará de Licença para Residências Unifamiliares;Sim;07/02/2020 00:00;GTEL;Deferido - Encerrado;34491-17;2023.08.04
2018-0.093.695-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/02/2020 00:00;GTEL;Deferido - Encerrado;1741-19;2023.08.04
2019-0.026.186-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/02/2020 00:00;GTEL;Deferido - Encerrado;31164-19;2023.08.04
2019-0.032.397-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/02/2020 00:00;GTEL;Deferido - Encerrado;13662-19;2023.08.04
2019-0.034.941-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/02/2020 00:00;GTEL;Deferido - Encerrado;17547-19;2023.08.04
2019-0.039.080-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/02/2020 00:00;GTEL;Deferido - Encerrado;25044-19;2023.08.04
2019-0.039.336-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/02/2020 00:00;GTEL;Deferido - Encerrado;25930-19;2023.08.04
2019-0.038.793-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/02/2020 00:00;GTEL;Deferido - Encerrado;24555-19;2023.08.04
2019-0.025.064-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;11/02/2020 00:00;GTEL;Deferido - Encerrado;18939-19;2023.08.04
2016-0.087.825-0;Alvará de Licença para Residências Unifamiliares;Sim;12/02/2020 00:00;GTEL;Deferido - Encerrado;1451-18;2023.08.04
2016-0.169.140-4;Alvará de Licença para Residências Unifamiliares;Sim;12/02/2020 00:00;GTEL;Deferido - Encerrado;7587-18;2023.08.04
2019-0.018.176-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/02/2020 00:00;GTEL;Deferido - Encerrado;6354-19;2023.08.04
2018-0.062.607-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/02/2020 00:00;GTEL;Deferido - Encerrado;36475-19;2023.08.04
2019-0.036.516-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/02/2020 00:00;GTEL;Deferido - Encerrado;19720-19;2023.08.04
2017-0.031.204-5;Alvará de Licença para Residências Unifamiliares;Sim;15/02/2020 00:00;GTEL;Deferido - Encerrado;24428-18;2023.08.04
2016-0.156.413-5;Alvará de Licença para Residências Unifamiliares;Sim;15/02/2020 00:00;GTEL;Deferido - Encerrado;5133-18;2023.08.04
2018-0.098.753-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;15/02/2020 00:00;GTEL;Deferido - Encerrado;24196-19;2023.08.04
2019-0.041.512-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;07/03/2020 00:00;GTEL;Deferido - Encerrado;29678-19;2023.08.04
2019-0.041.839-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;07/03/2020 00:00;GTEL;Deferido - Encerrado;30160-19;2023.08.04
2019-0.043.997-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;07/03/2020 00:00;GTEL;Deferido - Encerrado;33990-19;2023.08.04
2018-0.019.262-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;18/02/2020 00:00;GTEL;Deferido - Encerrado;18457-18;2023.08.04
2019-0.044.658-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;18/02/2020 00:00;GTEL;Deferido - Encerrado;35882-19;2023.08.04
2019-0.046.497-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;18/02/2020 00:00;GTEL;Deferido - Encerrado;38207-19;2023.08.04
2018-0.103.479-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;19/02/2020 00:00;GTEL;Deferido - Encerrado;12785-19;2023.08.04
2018-0.021.623-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/02/2020 00:00;GTEL;Deferido - Encerrado;28178-18;2023.08.04
2019-0.042.401-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/02/2020 00:00;GTEL;Deferido - Encerrado;29071-19;2023.08.04
2018-0.126.164-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;21/02/2020 00:00;GTEL;Deferido - Encerrado;39078-18;2023.08.04
2016-0.248.235-3;Alvará de Licença para Residências Unifamiliares;Sim;27/02/2020 00:00;GTEL;Deferido - Encerrado;6704-18;2023.08.04
2018-0.115.931-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/02/2020 00:00;GTEL;Deferido - Encerrado;5140-19;2023.08.04
2017-0.127.913-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;249-18;2023.08.04
2018-0.071.164-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;37116-18;2023.08.04
2018-0.046.381-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;23334-19;2023.08.04
2018-0.088.090-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;40434-18;2023.08.04
2019-0.036.121-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;31881-19;2023.08.04
2018-0.127.821-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;15855-19;2023.08.04
2019-0.038.590-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;24428-19;2023.08.04
2019-0.042.609-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;31624-19;2023.08.04
2019-0.045.525-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;37468-19;2023.08.04
2018-0.123.240-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;28/02/2020 00:00;GTEL;Deferido - Encerrado;14207-19;2023.08.04
2018-0.116.542-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;29/02/2020 00:00;GTEL;Deferido - Encerrado;6114-19;2023.08.04
2019-0.037.189-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;04/03/2020 00:00;GTEL;Deferido - Encerrado;21494-19;2023.08.04
2019-0.042.286-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;04/03/2020 00:00;GTEL;Deferido - Encerrado;31202-19;2023.08.04
2019-0.042.386-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;04/03/2020 00:00;GTEL;Deferido - Encerrado;30947-19;2023.08.04
2019-0.043.771-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;04/03/2020 00:00;GTEL;Deferido - Encerrado;34169-19;2023.08.04
2019-0.044.183-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;04/03/2020 00:00;GTEL;Deferido - Encerrado;35081-19;2023.08.04
2019-0.043.672-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;04/03/2020 00:00;GTEL;Deferido - Encerrado;32918-19;2023.08.04
2015-0.233.685-1;Alvará de Licença para Residências Unifamiliares;Sim;05/03/2020 00:00;GTEL;Deferido - Encerrado;2958-16;2023.08.04
2019-0.033.583-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;10/03/2020 00:00;GTEL;Deferido - Encerrado;13059-19;2023.08.04
2019-0.042.597-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;10/03/2020 00:00;GTEL;Deferido - Encerrado;32286-19;2023.08.04
2019-0.038.384-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;10/03/2020 00:00;GTEL;Deferido - Encerrado;1117-20;2023.08.04
2017-0.166.688-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/03/2020 00:00;GTEL;Deferido - Encerrado;30929-17;2023.08.04
2018-0.063.848-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/03/2020 00:00;GTEL;Deferido - Encerrado;19275-18;2023.08.04
2019-0.000.406-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/03/2020 00:00;GTEL;Deferido - Encerrado;40382-18;2023.08.04
2019-0.039.433-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/03/2020 00:00;GTEL;Deferido - Encerrado;25837-19;2023.08.04
2019-0.041.860-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/03/2020 00:00;GTEL;Deferido - Encerrado;29990-19;2023.08.04
2019-0.044.385-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/03/2020 00:00;GTEL;Deferido - Encerrado;35387-19;2023.08.04
2020-0.001.641-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/03/2020 00:00;GTEL;Deferido - Encerrado;3303-20;2023.08.04
2018-0.093.185-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/03/2020 00:00;GTEL;Deferido - Encerrado;28415-18;2023.08.04
2019-0.035.280-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/03/2020 00:00;GTEL;Deferido - Encerrado;18421-19;2023.08.04
2019-0.039.233-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/03/2020 00:00;GTEL;Deferido - Encerrado;25599-19;2023.08.04
2019-0.042.534-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/03/2020 00:00;GTEL;Deferido - Encerrado;31331-19;2023.08.04
2019-0.043.652-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/03/2020 00:00;GTEL;Deferido - Encerrado;33553-19;2023.08.04
2019-0.046.111-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/03/2020 00:00;GTEL;Deferido - Encerrado;38600-19;2023.08.04
2019-0.037.060-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;18/03/2020 00:00;GTEL;Deferido - Encerrado;21077-19;2023.08.04
2020-0.000.331-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;26/03/2020 00:00;GTEL;Deferido - Encerrado;41953-19;2023.08.04
2018-0.073.308-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;02/04/2020 00:00;GTEL;Deferido - Encerrado;39693-18;2023.08.04
2017-0.161.374-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;02/04/2020 00:00;GTEL;Deferido - Encerrado;13533-18;2023.08.04
2018-0.059.651-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;02/04/2020 00:00;GTEL;Deferido - Encerrado;13263-19;2023.08.04
2018-0.012.589-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;02/04/2020 00:00;GTEL;Deferido - Encerrado;17515-18;2023.08.04
2018-0.077.803-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;07/04/2020 00:00;GTEL;Deferido - Encerrado;23220-18;2023.08.04
2018-0.057.353-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;10/04/2020 00:00;GTEL;Deferido - Encerrado;16542-18;2023.08.04
2018-0.115.942-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;10/04/2020 00:00;GTEL;Deferido - Encerrado;35800-18;2023.08.04
2018-0.105.755-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;10/04/2020 00:00;GTEL;Deferido - Encerrado;32930-18;2023.08.04
2018-0.096.527-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;14/04/2020 00:00;GTEL;Deferido - Encerrado;29889-18;2023.08.04
2019-0.042.829-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/04/2020 00:00;GTEL;Deferido - Encerrado;32166-19;2023.08.04
2019-0.042.472-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/04/2020 00:00;GTEL;Deferido - Encerrado;30770-19;2023.08.04
2019-0.043.036-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/04/2020 00:00;GTEL;Deferido - Encerrado;32109-19;2023.08.04
2019-0.042.650-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;18/04/2020 00:00;GTEL;Deferido - Encerrado;31983-19;2023.08.04
2019-0.047.521-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;18/04/2020 00:00;GTEL;Deferido - Encerrado;41327-19;2023.08.04
2020-0.003.271-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;18/04/2020 00:00;GTEL;Deferido - Encerrado;7076-20;2023.08.04
