n_protocolo;n_processo;data_comuniquese;coord_comuniquese;data_extracao
38331/2020;1020.2020/0002431-8;24/07/2023;GTEC;2024.08.02
38462/2021;1020.2021/0012238-9;12/07/2022;GTEC;2024.08.02
38462/2021;1020.2021/0012238-9;30/09/2022;GTEC;2024.08.02
38828/2020;1020.2020/0002426-1;03/05/2022;GTEC;2024.08.02
38870/2021;1020.2021/0012250-8;13/07/2022;GTEC;2024.08.02
38883/2021;1020.2021/0012366-0;06/03/2023;GTEC;2024.08.02
38883/2021;1020.2021/0012366-0;24/02/2023;GTEC;2024.08.02
38961/2021;1020.2020/0002615-9;13/06/2022;GTEC;2024.08.02
38961/2021;1020.2020/0002615-9;27/10/2023;GTEC;2024.08.02
39004/2021;1020.2021/0012283-4;15/03/2024;GTEC;2024.08.02
39004/2021;1020.2021/0012283-4;29/06/2023;GTEC;2024.08.02
39064/2021;1020.2021/0013851-0;18/01/2022;GTEC;2024.08.02
39167/2021;1020.2020/0000337-0;10/06/2022;GTEC;2024.08.02
39538/2020;1020.2020/0004498-0;17/03/2021;GTEC;2024.08.02
39620/2020;1020.2020/0007482-0;05/05/2021;GTEC;2024.08.02
39620/2020;1020.2020/0007482-0;13/08/2021;GTEC;2024.08.02
40156/2021;1020.2021/0012952-9;02/08/2023;GTEC;2024.08.02
40156/2021;1020.2021/0012952-9;21/09/2023;GTEC;2024.08.02
40275/2022;1020.2020/0001745-1;13/12/2022;GTEC;2024.08.02
40275/2022;1020.2020/0001745-1;17/10/2022;GTEC;2024.08.02
40352/2022;1020.2022/0016301-0;11/09/2023;GTEC;2024.08.02
40627/2021;1020.2021/0012583-3;29/05/2024;GTEC;2024.08.02
40662/2020;1020.2020/0006127-2;15/03/2024;GTEC;2024.08.02
40662/2020;1020.2020/0006127-2;21/03/2024;GTEC;2024.08.02
40662/2020;1020.2020/0006127-2;28/05/2024;GTEC;2024.08.02
40662/2020;1020.2020/0006127-2;28/09/2023;GTEC;2024.08.02
40694/2022;1020.2020/0011951-3;19/12/2022;GTEC;2024.08.02
40774/2020;1020.2020/0005317-2;19/02/2024;GTEC;2024.08.02
40843/2021;1020.2020/0003227-2;03/09/2021;GTEC;2024.08.02
40872/2021;1020.2020/0009151-1;26/11/2021;GTEC;2024.08.02
40899/2020;1020.2020/0003232-9;29/01/2024;GTEC;2024.08.02
40989/2020;1020.2020/0006336-4;27/04/2021;GTEC;2024.08.02
41008/2020;1020.2020/0007965-1;04/01/2021;GTEC;2024.08.02
41008/2020;1020.2020/0007965-1;15/09/2021;GTEC;2024.08.02
41207/2021;1020.2020/0011956-4;07/03/2023;GTEC;2024.08.02
41207/2021;1020.2020/0011956-4;18/10/2022;GTEC;2024.08.02
41494/2021;1020.2021/0014053-0;13/02/2023;GTEC;2024.08.02
4159/2021;1020.2021/0001230-3;07/10/2022;GTEC;2024.08.02
42102/2020;1020.2020/0009075-2;26/08/2021;GTEC;2024.08.02
42384/2020;1020.2020/0003534-4;30/01/2024;GTEC;2024.08.02
4240/2021;1020.2021/0001089-0;30/11/2022;GTEC;2024.08.02
42416/2020;1020.2020/0005612-0;22/03/2021;GTEC;2024.08.02
43008/2021;1020.2021/0013613-4;07/11/2023;GTEC;2024.08.02
43329/2020;1020.2020/0003227-2;28/06/2021;GTEC;2024.08.02
43510/2021;1020.2021/0014055-7;17/05/2022;GTEC;2024.08.02
43510/2021;1020.2021/0014055-7;21/01/2022;GTEC;2024.08.02
4359/2020;1020.2020/0001397-9;22/03/2023;GTEC;2024.08.02
43624/2021;1020.2021/0013261-9;06/07/2023;GTEC;2024.08.02
43624/2021;1020.2021/0013261-9;31/07/2023;GTEC;2024.08.02
43776/2021;1020.2021/0013609-6;27/03/2024;GTEC;2024.08.02
43824/2020;1020.2020/0003095-4;15/03/2021;GTEC;2024.08.02
43838/2020;1020.2020/0005003-3;13/02/2023;GTEC;2024.08.02
43903/2020;1020.2021/0003550-8;09/03/2023;GTEC;2024.08.02
44127/2021;1020.2020/0006129-9;01/10/2021;GTEC;2024.08.02
44127/2021;1020.2020/0006129-9;08/03/2022;GTEC;2024.08.02
44127/2021;1020.2020/0006129-9;22/11/2022;GTEC;2024.08.02
44127/2021;1020.2020/0006129-9;22/12/2022;GTEC;2024.08.02
44127/2021;1020.2020/0006129-9;23/05/2022;GTEC;2024.08.02
4424/2020;1020.2020/0001392-8;22/03/2023;GTEC;2024.08.02
4424/2020;1020.2020/0001392-8;24/07/2023;GTEC;2024.08.02
44327/2020;1020.2020/0005619-8;03/04/2023;GTEC;2024.08.02
44327/2020;1020.2020/0005619-8;23/05/2022;GTEC;2024.08.02
44401/2021;1020.2020/0005612-0;13/10/2021;GTEC;2024.08.02
44450/2020;1020.2020/0003224-8;17/05/2024;GTEC;2024.08.02
44450/2020;1020.2020/0003224-8;29/01/2024;GTEC;2024.08.02
44725/2021;1020.2020/0006336-4;07/03/2023;GTEC;2024.08.02
44725/2021;1020.2020/0006336-4;16/09/2022;GTEC;2024.08.02
44725/2021;1020.2020/0006336-4;26/06/2023;GTEC;2024.08.02
44756/2022;1020.2021/0000726-1;12/01/2023;GTEC;2024.08.02
44866/2020;1020.2020/0003731-2;11/03/2021;GTEC;2024.08.02
44890/2022;1020.2020/0015709-1;03/10/2022;GTEC;2024.08.02
44890/2022;1020.2020/0015709-1;17/11/2022;GTEC;2024.08.02
45020/2023;1020.2021/0018600-0;02/02/2024;GTEC;2024.08.02
4528/2022;1020.2020/0001507-6;11/05/2022;GTEC;2024.08.02
45346/2020;1020.2020/0008079-0;06/05/2021;GTEC;2024.08.02
45417/2023;1020.2023/0022335-9;14/06/2024;GTEC;2024.08.02
45419/2021;1020.2020/0007479-0;05/09/2022;GTEC;2024.08.02
45419/2021;1020.2020/0007479-0;20/06/2022;GTEC;2024.08.02
45419/2021;1020.2020/0007479-0;28/03/2023;GTEC;2024.08.02
4548/2022;1020.2020/0003538-7;19/08/2022;GTEC;2024.08.02
45550/2020;1020.2020/0003096-2;07/05/2021;GTEC;2024.08.02
45610/2020;1020.2020/0005605-8;08/10/2021;GTEC;2024.08.02
45641/2021;1020.2020/0014818-1;02/02/2022;GTEC;2024.08.02
45641/2021;1020.2020/0014818-1;04/04/2022;GTEC;2024.08.02
45646/2020;1020.2020/0006334-8;19/04/2021;GTEC;2024.08.02
45677/2020;1020.2020/0003097-0;01/07/2021;GTEC;2024.08.02
45684/2020;1020.2020/0004720-2;13/03/2023;GTEC;2024.08.02
45730/2020;1020.2020/0003533-6;04/03/2021;GTEC;2024.08.02
45783/2020;1020.2020/0004493-9;05/04/2021;GTEC;2024.08.02
45799/2020;1020.2020/0005611-2;08/10/2021;GTEC;2024.08.02
45799/2020;1020.2020/0005611-2;26/06/2023;GTEC;2024.08.02
4581/2020;1020.2020/0003099-7;22/01/2024;GTEC;2024.08.02
45871/2020;1020.2020/0006122-1;06/03/2023;GTEC;2024.08.02
45871/2020;1020.2020/0006122-1;09/08/2023;GTEC;2024.08.02
46025/2022;1020.2021/0019190-9;10/10/2022;GTEC;2024.08.02
46132/2020;1020.2020/0005623-6;06/06/2023;GTEC;2024.08.02
46176/2021;1020.2021/0014840-0;06/10/2023;GTEC;2024.08.02
46176/2021;1020.2021/0014840-0;13/06/2023;GTEC;2024.08.02
46176/2021;1020.2021/0014840-0;17/11/2022;GTEC;2024.08.02
46176/2021;1020.2021/0014840-0;19/09/2022;GTEC;2024.08.02
46176/2021;1020.2021/0014840-0;29/11/2022;GTEC;2024.08.02
46217/2022;1020.2020/0012923-3;14/07/2023;GTEC;2024.08.02
46217/2022;1020.2020/0012923-3;28/02/2023;GTEC;2024.08.02
46218/2023;1020.2023/0023016-9;23/07/2024;GTEC;2024.08.02
46303/2020;1020.2020/0006335-6;22/04/2021;GTEC;2024.08.02
46417/2020;1020.2020/0007618-0;26/04/2021;GTEC;2024.08.02
46640/2020;1020.2020/0003720-7;22/09/2021;GTEC;2024.08.02
46707/2020;1020.2020/0003098-9;17/01/2024;GTEC;2024.08.02
46813/2023;1020.2021/0014840-0;09/02/2024;GTEC;2024.08.02
47142/2021;1020.2020/0002600-0;15/06/2022;GTEC;2024.08.02
47197/2021;1020.2020/0001624-2;14/06/2022;GTEC;2024.08.02
47337/2020;1020.2020/0003263-9;28/02/2024;GTEC;2024.08.02
47344/2020;1020.2020/0004107-7;19/11/2021;GTEC;2024.08.02
47417/2020;1020.2020/0006125-6;29/05/2023;GTEC;2024.08.02
47534/2021;1020.2020/0001645-5;28/06/2022;GTEC;2024.08.02
47566/2020;1020.2020/0004155-7;12/03/2021;GTEC;2024.08.02
47577/2020;1020.2020/0004388-6;08/04/2024;GTEC;2024.08.02
4768/2020;1020.2020/0000798-7;26/02/2021;GTEC;2024.08.02
47707/2020;1020.2020/0004499-8;08/04/2021;GTEC;2024.08.02
47769/2023;1020.2020/0005623-6;02/02/2024;GTEC;2024.08.02
47769/2023;1020.2020/0005623-6;05/01/2024;GTEC;2024.08.02
47859/2020;1020.2020/0004165-4;07/07/2021;GTEC;2024.08.02
47907/2020;1020.2020/0005618-0;02/03/2023;GTEC;2024.08.02
48029/2020;1020.2020/0004495-5;08/09/2021;GTEC;2024.08.02
48060/2021;1020.2021/0015132-0;19/12/2022;GTEC;2024.08.02
48116/2020;1020.2020/0004718-0;03/04/2024;GTEC;2024.08.02
48116/2020;1020.2020/0004718-0;29/05/2024;GTEC;2024.08.02
48128/2020;1020.2020/0004386-0;08/09/2021;GTEC;2024.08.02
48128/2020;1020.2020/0004386-0;30/11/2021;GTEC;2024.08.02
48353/2020;1020.2020/0006331-3;18/08/2021;GTEC;2024.08.02
48358/2020;1020.2020/0004396-7;05/04/2021;GTEC;2024.08.02
48404/2020;1020.2020/0007480-3;07/10/2021;GTEC;2024.08.02
48404/2020;1020.2020/0007480-3;26/05/2023;GTEC;2024.08.02
48459/2022;1020.2022/0020000-4;09/05/2024;GTEC;2024.08.02
48643/2020;1020.2020/0014446-1;09/03/2023;GTEC;2024.08.02
48654/2020;1020.2020/0007288-6;11/08/2021;GTEC;2024.08.02
48654/2020;1020.2020/0007288-6;12/01/2021;GTEC;2024.08.02
48669/2020;1020.2020/0004587-0;04/04/2023;GTEC;2024.08.02
48669/2020;1020.2020/0004587-0;25/07/2023;GTEC;2024.08.02
48799/2020;1020.2020/0004392-4;15/07/2021;GTEC;2024.08.02
48952/2021;1020.2021/0015604-6;17/02/2023;GTEC;2024.08.02
49047/2020;1020.2020/0005622-8;03/06/2022;GTEC;2024.08.02
49047/2020;1020.2020/0005622-8;26/06/2023;GTEC;2024.08.02
49058/2020;1020.2020/0008893-6;08/02/2022;GTEC;2024.08.02
49058/2020;1020.2020/0008893-6;29/10/2021;GTEC;2024.08.02
49078/2020;1020.2020/0007299-1;27/12/2021;GTEC;2024.08.02
49078/2020;1020.2020/0007299-1;30/08/2021;GTEC;2024.08.02
49110/2021;1020.2020/0004498-0;21/06/2022;GTEC;2024.08.02
49127/2021;1020.2020/0004499-8;20/06/2022;GTEC;2024.08.02
49130/2020;1020.2020/0007481-1;03/05/2021;GTEC;2024.08.02
49216/2020;1020.2020/0005310-5;04/11/2021;GTEC;2024.08.02
49216/2020;1020.2020/0005310-5;20/04/2021;GTEC;2024.08.02
49287/2020;1020.2020/0004387-8;19/03/2021;GTEC;2024.08.02
49341/2020;1020.2020/0004394-0;06/04/2021;GTEC;2024.08.02
49574/2021;1020.2021/0015616-0;09/02/2022;GTEC;2024.08.02
49601/2020;1020.2020/0007289-4;28/09/2021;GTEC;2024.08.02
49729/2020;1020.2020/0004391-6;15/05/2024;GTEC;2024.08.02
49854/2020;1020.2020/0007485-4;04/07/2023;GTEC;2024.08.02
49854/2020;1020.2020/0007485-4;20/03/2024;GTEC;2024.08.02
49862/2021;1020.2020/0000976-9;22/06/2022;GTEC;2024.08.02
49862/2021;1020.2020/0000976-9;27/09/2022;GTEC;2024.08.02
50035/2020;1020.2020/0005313-0;06/12/2022;GTEC;2024.08.02
50303/2020;1020.2020/0004714-8;05/12/2022;GTEC;2024.08.02
50303/2020;1020.2020/0004714-8;19/07/2023;GTEC;2024.08.02
50472/2020;1020.2020/0004752-0;18/02/2021;GTEC;2024.08.02
50527/2020;1020.2020/0005321-0;08/03/2021;GTEC;2024.08.02
50580/2020;1020.2020/0005319-9;04/02/2021;GTEC;2024.08.02
50666/2022;1020.2021/0013851-0;30/03/2023;GTEC;2024.08.02
5095/2022;1020.2022/0001710-2;12/09/2022;GTEC;2024.08.02
5095/2022;1020.2022/0001710-2;30/05/2022;GTEC;2024.08.02
51073/2021;1020.2021/0016452-9;08/12/2022;GTEC;2024.08.02
51073/2021;1020.2021/0016452-9;21/11/2022;GTEC;2024.08.02
51162/2020;1020.2020/0006130-2;13/04/2021;GTEC;2024.08.02
51655/2020;1020.2020/0007971-6;26/05/2023;GTEC;2024.08.02
51757/2020;1020.2020/0006124-8;15/02/2022;GTEC;2024.08.02
51757/2020;1020.2020/0006124-8;19/10/2022;GTEC;2024.08.02
52287/2023;1020.2021/0009479-2;01/02/2024;GTEC;2024.08.02
52291/2020;1020.2020/0007536-2;14/02/2022;GTEC;2024.08.02
52411/2021;1020.2021/0017847-3;11/04/2022;GTEC;2024.08.02
52414/2020;1020.2020/0005821-2;03/08/2023;GTEC;2024.08.02
52755/2022;1020.2022/0021760-8;07/02/2023;GTEC;2024.08.02
52804/2021;1020.2021/0018600-0;29/08/2023;GTEC;2024.08.02
52940/2021;1020.2021/0019213-1;23/03/2022;GTEC;2024.08.02
53218/2021;1020.2020/0002425-3;18/07/2022;GTEC;2024.08.02
53218/2021;1020.2020/0002425-3;20/03/2023;GTEC;2024.08.02
53345/2022;1020.2021/0004506-6;05/12/2022;GTEC;2024.08.02
53345/2022;1020.2021/0004506-6;10/07/2023;GTEC;2024.08.02
53345/2022;1020.2021/0004506-6;23/05/2023;GTEC;2024.08.02
53345/2022;1020.2021/0004506-6;27/09/2023;GTEC;2024.08.02
53473/2023;1020.2023/0027013-6;03/04/2024;GTEC;2024.08.02
53632/2020;1020.2020/0006329-1;30/05/2022;GTEC;2024.08.02
53641/2020;1020.2020/0005828-0;28/02/2023;GTEC;2024.08.02
53674/2020;1020.2020/0007794-2;12/01/2024;GTEC;2024.08.02
53937/2020;1020.2020/0007801-9;12/04/2024;GTEC;2024.08.02
53979/2021;1020.2020/0006334-8;15/02/2023;GTEC;2024.08.02
53979/2021;1020.2020/0006334-8;16/09/2022;GTEC;2024.08.02
54157/2020;1020.2020/0007005-0;01/09/2023;GTEC;2024.08.02
54188/2020;1020.2020/0007004-2;31/05/2021;GTEC;2024.08.02
54272/2020;1020.2020/0006376-3;08/03/2024;GTEC;2024.08.02
54272/2020;1020.2020/0006376-3;18/10/2023;GTEC;2024.08.02
54299/2020;1020.2020/0007086-7;15/03/2021;GTEC;2024.08.02
5446/2021;1020.2021/0001249-4;07/06/2023;GTEC;2024.08.02
5446/2021;1020.2021/0001249-4;26/06/2023;GTEC;2024.08.02
54478/2020;1020.2020/0006330-5;09/04/2021;GTEC;2024.08.02
54509/2021;1020.2020/0007288-6;03/01/2023;GTEC;2024.08.02
54643/2020;1020.2020/0008466-3;17/05/2021;GTEC;2024.08.02
54645/2020;1020.2020/0008464-7;24/09/2021;GTEC;2024.08.02
54795/2020;1020.2020/0008463-9;31/08/2021;GTEC;2024.08.02
54797/2020;1020.2020/0008077-3;27/09/2021;GTEC;2024.08.02
54908/2021;1020.2021/0019130-5;05/01/2023;GTEC;2024.08.02
54908/2021;1020.2021/0019130-5;13/05/2022;GTEC;2024.08.02
55026/2020;1020.2020/0007003-4;08/05/2023;GTEC;2024.08.02
55227/2022;1020.2021/0001766-6;05/05/2023;GTEC;2024.08.02
55812/2020;1020.2020/0007010-7;01/04/2024;GTEC;2024.08.02
55987/2022;1020.2020/0005614-7;06/02/2023;GTEC;2024.08.02
56085/2022;1020.2023/0002668-5;02/06/2023;GTEC;2024.08.02
56085/2022;1020.2023/0002668-5;29/05/2023;GTEC;2024.08.02
56090/2020;1020.2020/0007007-7;19/04/2021;GTEC;2024.08.02
56091/2020;1020.2020/0007006-9;14/04/2021;GTEC;2024.08.02
56122/2020;1020.2020/0012563-7;09/02/2024;GTEC;2024.08.02
56437/2020;1020.2020/0007193-6;07/06/2022;GTEC;2024.08.02
56531/2022;1020.2022/0023639-4;29/09/2023;GTEC;2024.08.02
56612/2022;1020.2021/0000502-1;05/01/2023;GTEC;2024.08.02
56741/2020;1020.2020/0007195-2;07/02/2022;GTEC;2024.08.02
56833/2021;1020.2020/0001244-1;28/11/2022;GTEC;2024.08.02
56885/2020;1020.2020/0007196-0;09/05/2022;GTEC;2024.08.02
56885/2020;1020.2020/0007196-0;20/07/2022;GTEC;2024.08.02
56939/2023;1020.2023/0028803-5;15/03/2024;GTEC;2024.08.02
56988/2022;1020.2022/0023638-6;24/11/2023;GTEC;2024.08.02
57149/2020;1020.2020/0011207-1;23/02/2022;GTEC;2024.08.02
5722/2022;1020.2020/0004493-9;21/07/2022;GTEC;2024.08.02
5746/2021;1020.2021/0001503-5;11/07/2024;GTEC;2024.08.02
57618/2020;1020.2020/0009078-7;24/05/2021;GTEC;2024.08.02
57672/2020;1020.2020/0007537-0;16/01/2024;GTEC;2024.08.02
57672/2020;1020.2020/0007537-0;30/11/2023;GTEC;2024.08.02
57776/2020;1020.2020/0008126-5;21/05/2024;GTEC;2024.08.02
58063/2021;1020.2020/0004495-5;28/11/2022;GTEC;2024.08.02
58205/2020;1020.2020/0011593-3;01/03/2023;GTEC;2024.08.02
58323/2020;1020.2020/0007613-0;07/02/2022;GTEC;2024.08.02
58323/2020;1020.2020/0007613-0;10/05/2021;GTEC;2024.08.02
58394/2020;1020.2020/0007816-7;16/11/2022;GTEC;2024.08.02
58808/2021;1020.2020/0002610-8;21/03/2023;GTEC;2024.08.02
58808/2021;1020.2020/0002610-8;24/06/2022;GTEC;2024.08.02
59154/2020;1020.2020/0007967-8;25/02/2022;GTEC;2024.08.02
59154/2020;1020.2020/0007967-8;28/09/2021;GTEC;2024.08.02
59240/2020;1020.2020/0007968-6;27/09/2021;GTEC;2024.08.02
59687/2020;1020.2020/0011707-3;06/02/2024;GTEC;2024.08.02
59897/2020;1020.2020/0008486-8;23/02/2022;GTEC;2024.08.02
59897/2020;1020.2020/0008486-8;23/08/2021;GTEC;2024.08.02
60253/2020;1020.2020/0008485-0;02/02/2022;GTEC;2024.08.02
60253/2020;1020.2020/0008485-0;23/08/2021;GTEC;2024.08.02
60254/2020;1020.2020/0011956-4;22/02/2021;GTEC;2024.08.02
60377/2020;1020.2020/0009079-5;10/05/2024;GTEC;2024.08.02
60809/2020;1020.2020/0008480-9;23/09/2021;GTEC;2024.08.02
60989/2020;1020.2020/0009077-9;14/02/2022;GTEC;2024.08.02
60989/2020;1020.2020/0009077-9;23/08/2021;GTEC;2024.08.02
61159/2020;1020.2020/0008483-3;22/09/2021;GTEC;2024.08.02
61199/2021;1020.2020/0001282-4;16/01/2023;GTEC;2024.08.02
61489/2021;1020.2021/0004297-0;08/06/2022;GTEC;2024.08.02
61489/2021;1020.2021/0004297-0;14/06/2023;GTEC;2024.08.02
61489/2021;1020.2021/0004297-0;21/10/2022;GTEC;2024.08.02
61489/2021;1020.2021/0004297-0;22/12/2023;GTEC;2024.08.02
61698/2020;1020.2020/0011594-1;11/07/2024;GTEC;2024.08.02
6173/2022;1020.2020/0007007-7;26/07/2022;GTEC;2024.08.02
61805/2021;1020.2021/0019190-9;21/06/2022;GTEC;2024.08.02
62088/2020;1020.2020/0008689-5;18/08/2021;GTEC;2024.08.02
62121/2020;1020.2020/0008734-4;11/06/2024;GTEC;2024.08.02
62121/2020;1020.2020/0008734-4;18/03/2024;GTEC;2024.08.02
62189/2020;1020.2020/0009148-1;19/05/2022;GTEC;2024.08.02
6227/2022;1020.2020/0002596-9;02/08/2022;GTEC;2024.08.02
6228/2022;1020.2020/0007006-9;21/07/2022;GTEC;2024.08.02
62326/2021;1020.2020/0000980-7;04/02/2022;GTEC;2024.08.02
62326/2021;1020.2020/0000980-7;19/08/2022;GTEC;2024.08.02
62326/2021;1020.2020/0000980-7;25/11/2022;GTEC;2024.08.02
62326/2021;1020.2020/0000980-7;31/03/2022;GTEC;2024.08.02
62349/2020;1020.2020/0009071-0;25/05/2021;GTEC;2024.08.02
62613/2020;1020.2020/0009072-8;09/03/2022;GTEC;2024.08.02
62613/2020;1020.2020/0009072-8;19/08/2021;GTEC;2024.08.02
62613/2020;1020.2020/0009072-8;19/11/2021;GTEC;2024.08.02
62764/2021;1020.2022/0001052-3;23/01/2024;GTEC;2024.08.02
62764/2021;1020.2022/0001052-3;25/03/2024;GTEC;2024.08.02
62951/2020;1020.2020/0011595-0;15/02/2024;GTEC;2024.08.02
62951/2020;1020.2020/0011595-0;26/03/2024;GTEC;2024.08.02
63020/2021;1020.2020/0007482-0;04/01/2023;GTEC;2024.08.02
63366/2020;1020.2020/0008982-7;16/01/2024;GTEC;2024.08.02
63873/2020;1020.2020/0009151-1;26/01/2021;GTEC;2024.08.02
6391/2021;1020.2021/0001783-6;19/03/2024;GTEC;2024.08.02
64072/2020;1020.2020/0009083-3;07/03/2024;GTEC;2024.08.02
64324/2020;1020.2020/0009116-3;11/05/2021;GTEC;2024.08.02
64324/2020;1020.2020/0009116-3;17/06/2021;GTEC;2024.08.02
6452/2020;1020.2020/0006129-9;20/04/2021;GTEC;2024.08.02
65811/2020;1020.2020/0011214-4;09/05/2024;GTEC;2024.08.02
66284/2020;1020.2020/0011198-9;03/04/2023;GTEC;2024.08.02
66284/2020;1020.2020/0011198-9;05/06/2023;GTEC;2024.08.02
66284/2020;1020.2020/0011198-9;22/05/2023;GTEC;2024.08.02
67293/2020;1020.2020/0012705-2;13/03/2024;GTEC;2024.08.02
67293/2020;1020.2020/0012705-2;15/02/2024;GTEC;2024.08.02
67523/2020;1020.2020/0011952-1;15/04/2021;GTEC;2024.08.02
67894/2020;1020.2020/0013411-3;19/02/2024;GTEC;2024.08.02
67894/2020;1020.2020/0013411-3;19/06/2024;GTEC;2024.08.02
68214/2020;1020.2020/0011870-3;14/10/2021;GTEC;2024.08.02
68319/2020;1020.2020/0011700-6;05/03/2024;GTEC;2024.08.02
68319/2020;1020.2020/0011700-6;06/02/2024;GTEC;2024.08.02
68350/2020;1020.2020/0011703-0;07/06/2023;GTEC;2024.08.02
68373/2020;1020.2020/0012194-1;10/07/2023;GTEC;2024.08.02
68373/2020;1020.2020/0012194-1;25/08/2023;GTEC;2024.08.02
68536/2020;1020.2020/0011751-0;11/08/2023;GTEC;2024.08.02
69206/2020;1020.2020/0012195-0;26/03/2024;GTEC;2024.08.02
69262/2020;1020.2020/0011951-3;17/01/2022;GTEC;2024.08.02
69271/2020;1020.2020/0012894-6;20/09/2021;GTEC;2024.08.02
69327/2020;1020.2020/0011953-0;11/07/2023;GTEC;2024.08.02
69327/2020;1020.2020/0011953-0;13/05/2024;GTEC;2024.08.02
69480/2020;1020.2020/0011969-6;05/02/2024;GTEC;2024.08.02
69509/2020;1020.2020/0012954-3;20/05/2022;GTEC;2024.08.02
69509/2020;1020.2020/0012954-3;25/03/2022;GTEC;2024.08.02
70037/2020;1020.2020/0012188-7;07/02/2024;GTEC;2024.08.02
70037/2020;1020.2020/0012188-7;12/06/2024;GTEC;2024.08.02
70348/2020;1020.2020/0012658-7;26/07/2022;GTEC;2024.08.02
70514/2020;1020.2020/0012667-6;03/05/2023;GTEC;2024.08.02
70559/2020;1020.2020/0013155-6;23/06/2021;GTEC;2024.08.02
70580/2020;1020.2020/0014016-4;02/01/2023;GTEC;2024.08.02
70746/2020;1020.2020/0012473-8;08/02/2021;GTEC;2024.08.02
70841/2020;1020.2020/0012521-1;05/02/2024;GTEC;2024.08.02
70998/2020;1020.2020/0013945-0;06/06/2022;GTEC;2024.08.02
70998/2020;1020.2020/0013945-0;15/09/2021;GTEC;2024.08.02
70999/2020;1020.2020/0013952-2;09/03/2022;GTEC;2024.08.02
70999/2020;1020.2020/0013952-2;15/09/2021;GTEC;2024.08.02
71055/2020;1020.2020/0013156-4;12/03/2021;GTEC;2024.08.02
71347/2020;1020.2020/0012519-0;04/07/2024;GTEC;2024.08.02
71347/2020;1020.2020/0012519-0;05/02/2024;GTEC;2024.08.02
71347/2020;1020.2020/0012519-0;13/06/2024;GTEC;2024.08.02
72539/2020;1020.2020/0012780-0;21/03/2022;GTEC;2024.08.02
72560/2020;1020.2020/0013128-9;05/07/2022;GTEC;2024.08.02
72560/2020;1020.2020/0013128-9;12/04/2023;GTEC;2024.08.02
72560/2020;1020.2020/0013128-9;23/01/2023;GTEC;2024.08.02
7322/2023;1020.2023/0004893-0;08/04/2024;GTEC;2024.08.02
73257/2020;1020.2020/0012953-5;19/01/2024;GTEC;2024.08.02
73257/2020;1020.2020/0012953-5;20/12/2023;GTEC;2024.08.02
73346/2020;1020.2021/0002965-6;02/04/2024;GTEC;2024.08.02
73346/2020;1020.2021/0002965-6;21/05/2024;GTEC;2024.08.02
73553/2020;1020.2020/0012958-6;27/02/2023;GTEC;2024.08.02
73599/2020;1020.2020/0012956-0;03/03/2021;GTEC;2024.08.02
73644/2020;1020.2020/0012963-2;02/10/2023;GTEC;2024.08.02
74259/2020;1020.2020/0013164-5;16/02/2024;GTEC;2024.08.02
75371/2020;1020.2020/0013415-6;10/05/2024;GTEC;2024.08.02
75963/2020;1020.2020/0014662-6;27/05/2024;GTEC;2024.08.02
76575/2020;1020.2020/0013631-0;15/03/2023;GTEC;2024.08.02
76603/2020;1020.2020/0016112-9;03/10/2022;GTEC;2024.08.02
76624/2020;1020.2020/0016113-7;13/12/2022;GTEC;2024.08.02
770/2021;1020.2021/0000661-3;17/07/2024;GTEC;2024.08.02
77105/2020;1020.2020/0014092-0;10/03/2023;GTEC;2024.08.02
77347/2020;1020.2020/0013642-6;19/02/2024;GTEC;2024.08.02
7740/2021;1020.2021/0001789-5;17/10/2023;GTEC;2024.08.02
7740/2021;1020.2021/0001789-5;20/06/2024;GTEC;2024.08.02
7740/2021;1020.2021/0001789-5;31/08/2023;GTEC;2024.08.02
7867/2020;1020.2020/0004968-0;21/06/2024;GTEC;2024.08.02
78985/2020;1020.2020/0014021-0;01/11/2022;GTEC;2024.08.02
78985/2020;1020.2020/0014021-0;03/04/2023;GTEC;2024.08.02
80148/2020;1020.2020/0014700-2;18/08/2023;GTEC;2024.08.02
80148/2020;1020.2020/0014700-2;20/10/2023;GTEC;2024.08.02
80148/2020;1020.2020/0014700-2;29/11/2023;GTEC;2024.08.02
80533/2020;1020.2020/0014818-1;29/01/2021;GTEC;2024.08.02
8130/2021;1020.2021/0001784-4;14/09/2023;GTEC;2024.08.02
8130/2021;1020.2021/0001784-4;24/10/2023;GTEC;2024.08.02
8146/2023;1020.2022/0004274-3;13/03/2023;GTEC;2024.08.02
819/2020;1020.2020/0000682-4;08/04/2021;GTEC;2024.08.02
82253/2020;1020.2020/0015045-3;18/01/2022;GTEC;2024.08.02
82494/2020;1020.2020/0015044-5;07/07/2023;GTEC;2024.08.02
82494/2020;1020.2020/0015044-5;15/08/2023;GTEC;2024.08.02
82886/2020;1020.2021/0000523-4;31/03/2023;GTEC;2024.08.02
83332/2020;1020.2020/0015449-1;02/08/2023;GTEC;2024.08.02
8443/2022;1020.2022/0002576-8;23/05/2024;GTEC;2024.08.02
84667/2020;1020.2021/0004887-1;19/07/2024;GTEC;2024.08.02
84749/2020;1020.2020/0015709-1;19/05/2022;GTEC;2024.08.02
8482/2021;1020.2021/0002961-3;19/10/2023;GTEC;2024.08.02
8482/2021;1020.2021/0002961-3;27/11/2023;GTEC;2024.08.02
84887/2020;1020.2020/0015898-5;03/03/2023;GTEC;2024.08.02
