n_protocolo;n_processo;despacho;data_despacho;coord_despacho;data_extracao
49401/2020;1020.2020/0005030-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
49731/2020;1020.2020/0004625-7;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
50239/2020;1020.2020/0004779-2;Despacho de Deferimento Comum;28/11/2022;GTEC;2024.06.03
50552/2020;1020.2020/0004802-0;Despacho de Deferimento Comum;06/01/2022;GTEC;2024.06.03
51029/2020;1020.2020/0004777-6;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
51470/2020;1020.2020/0005660-0;Despacho de Deferimento Comum;27/01/2022;GTEC;2024.06.03
52534/2020;1020.2020/0007941-4;Despacho de Deferimento Comum;30/12/2021;GTEC;2024.06.03
53073/2020;1020.2020/0007549-4;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
53146/2020;1020.2020/0006360-7;Despacho de Deferimento Comum;30/12/2021;GTEC;2024.06.03
53218/2020;1020.2020/0005656-2;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
53798/2020;1020.2020/0008669-0;Despacho de Deferimento Comum;07/01/2022;GTEC;2024.06.03
5383/2020;1020.2020/0000429-5;Despacho de Deferimento Comum;11/11/2021;GTEC;2024.06.03
54478/2020;1020.2020/0006330-5;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
54525/2020;1020.2020/0009105-8;Despacho de Deferimento Comum;08/11/2021;GTEC;2024.06.03
54795/2020;1020.2020/0008463-9;Despacho de Indeferimento Comum;30/12/2021;GTEC;2024.06.03
56065/2020;1020.2020/0009132-5;Despacho de Deferimento Comum;05/10/2023;GTEC;2024.06.03
56090/2020;1020.2020/0007007-7;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
56091/2020;1020.2020/0007006-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
56595/2020;1020.2020/0007054-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
58656/2020;1020.2020/0007951-1;Despacho de Deferimento Comum;29/10/2021;GTEC;2024.06.03
60909/2020;1020.2020/0008442-6;Despacho de Deferimento Comum;09/11/2021;GTEC;2024.06.03
61112/2020;1020.2020/0008566-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
62349/2020;1020.2020/0009071-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
63646/2020;1020.2020/0009103-1;Despacho de Deferimento Comum;21/09/2021;GTEC;2024.06.03
64012/2020;1020.2020/0009199-6;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
64302/2020;1020.2020/0009104-0;Despacho de Deferimento Comum;08/11/2021;GTEC;2024.06.03
64324/2020;1020.2020/0009116-3;Despacho de Deferimento Comum;08/12/2021;GTEC;2024.06.03
67644/2020;1020.2020/0011658-1;Despacho de Deferimento Comum;03/01/2022;GTEC;2024.06.03
68555/2020;1020.2020/0011801-0;Despacho de Deferimento Comum;03/01/2022;GTEC;2024.06.03
69361/2020;1020.2020/0011965-3;Despacho de Deferimento Comum;03/03/2021;GTEC;2024.06.03
69676/2020;1020.2020/0012115-1;Despacho de Deferimento Comum;07/01/2022;GTEC;2024.06.03
70016/2020;1020.2020/0013657-4;Despacho de Deferimento Comum;31/01/2022;GTEC;2024.06.03
7044/2020;1020.2020/0003142-0;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
70559/2020;1020.2020/0013155-6;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
70746/2020;1020.2020/0012473-8;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
70791/2020;1020.2020/0012725-7;Despacho de Deferimento Comum;27/12/2021;GTEC;2024.06.03
73599/2020;1020.2020/0012956-0;Despacho de Deferimento Comum;27/12/2021;GTEC;2024.06.03
7476/2020;1020.2020/0000781-2;Despacho de Deferimento Comum;25/10/2021;GTEC;2024.06.03
75127/2020;1020.2020/0013434-2;Despacho de Deferimento Comum;14/01/2022;GTEC;2024.06.03
75528/2020;1020.2020/0014126-8;Despacho de Deferimento Comum;28/10/2021;GTEC;2024.06.03
76410/2020;1020.2020/0013564-0;Despacho de Deferimento Comum;17/12/2021;GTEC;2024.06.03
76733/2020;1020.2020/0014993-5;Despacho de Deferimento Comum;27/12/2021;GTEC;2024.06.03
79255/2020;1020.2020/0014031-8;Despacho de Deferimento Comum;30/12/2021;GTEC;2024.06.03
79884/2020;1020.2020/0014688-0;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
80931/2020;1020.2020/0014755-0;Despacho de Deferimento Comum;17/12/2021;GTEC;2024.06.03
819/2020;1020.2020/0000682-4;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.06.03
81912/2020;1020.2021/0000650-8;Despacho de Deferimento Comum;28/06/2022;GTEC;2024.06.03
83578/2020;1020.2020/0016026-2;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
84449/2020;1020.2020/0015718-0;Despacho de Deferimento Comum;04/01/2022;GTEC;2024.06.03
85673/2020;1020.2021/0000655-9;Despacho de Indeferimento Comum;06/12/2021;GTEC;2024.06.03
86429/2020;1020.2021/0001250-8;Despacho de Deferimento Comum;18/11/2021;GTEC;2024.06.03
9193/2020;1020.2020/0001560-2;Despacho de Deferimento Comum;05/08/2022;GTEC;2024.06.03
9952/2020;1020.2020/0001271-9;Despacho de Deferimento Comum;19/08/2022;GTEC;2024.06.03
11296/2020;1020.2020/0004964-7;Despacho de Indeferimento Comum;14/01/2022;GTEC;2024.06.03
11438/2020;1020.2020/0001385-5;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
11477/2021;1020.2021/0002890-0;Despacho de Indeferimento Comum;07/01/2022;GTEC;2024.06.03
1784/2021;1020.2021/0000970-1;Despacho de Deferimento Comum;12/01/2022;GTEC;2024.06.03
19927/2020;1020.2021/0002342-9;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
20463/2020;1020.2020/0001248-4;Despacho de Indeferimento Comum;11/01/2022;GTEC;2024.06.03
25015/2020;1020.2020/0004480-7;Despacho de Indeferimento Comum;11/01/2022;GTEC;2024.06.03
26762/2020;1020.2020/0001027-9;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
28429/2020;1020.2020/0002541-1;Despacho de Indeferimento Comum;12/01/2022;GTEC;2024.06.03
28580/2021;1020.2021/0008298-0;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
32348/2020;1020.2020/0003321-0;Despacho de Indeferimento Comum;21/01/2022;GTEC;2024.06.03
35194/2020;1020.2020/0004642-7;Despacho de Indeferimento Comum;27/01/2022;GTEC;2024.06.03
36807/2020;1020.2020/0003322-8;Despacho de Deferimento Comum;13/01/2022;GTEC;2024.06.03
39783/2020;1020.2020/0002706-6;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
42809/2020;1020.2020/0004110-7;Despacho de Deferimento Comum;12/01/2022;GTEC;2024.06.03
43857/2020;1020.2020/0003274-4;Despacho de Indeferimento Comum;05/01/2022;GTEC;2024.06.03
47334/2020;1020.2020/0003273-6;Despacho de Indeferimento Comum;11/01/2022;GTEC;2024.06.03
47958/2020;1020.2020/0004119-0;Despacho de Indeferimento Comum;06/01/2022;GTEC;2024.06.03
50511/2020;1020.2020/0007314-9;Despacho de Indeferimento Comum;11/01/2022;GTEC;2024.06.03
51484/2020;1020.2020/0004644-3;Despacho de Indeferimento Comum;17/02/2022;GTEC;2024.06.03
54469/2020;1020.2020/0007995-3;Despacho de Deferimento Comum;18/01/2022;GTEC;2024.06.03
60307/2020;1020.2020/0008230-0;Despacho de Indeferimento Comum;05/01/2022;GTEC;2024.06.03
66517/2020;1020.2020/0011636-0;Despacho de Indeferimento Comum;28/01/2022;GTEC;2024.06.03
67878/2020;1020.2020/0012109-7;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
69488/2020;1020.2020/0012585-8;Despacho de Indeferimento Comum;26/01/2022;GTEC;2024.06.03
76771/2020;1020.2020/0014046-6;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
80083/2020;1020.2020/0014725-8;Despacho de Indeferimento Comum;17/01/2022;GTEC;2024.06.03
24119/2020;1020.2020/0001361-8;Despacho de Indeferimento Comum;11/01/2021;GTEC;2024.06.03
25001/2020;1020.2020/0001616-1;Despacho de Indeferimento Comum;13/01/2021;GTEC;2024.06.03
29927/2020;1020.2020/0001330-8;Despacho de Indeferimento Comum;12/01/2021;GTEC;2024.06.03
59990/2020;1020.2020/0008336-5;Despacho de Deferimento Comum;14/01/2021;GTEC;2024.06.03
60021/2020;1020.2020/0008335-7;Despacho de Deferimento Comum;14/01/2021;GTEC;2024.06.03
821/2020;1020.2020/0000958-0;Despacho de Indeferimento Comum;11/01/2021;GTEC;2024.06.03
10074/2020;1020.2020/0001318-9;Despacho de Indeferimento Comum;08/06/2022;GTEC;2024.06.03
10074/2021;1020.2021/0002311-9;Despacho de Deferimento Comum;13/06/2023;GTEC;2024.06.03
10120/2020;1020.2020/0001604-8;Despacho de Indeferimento Comum;25/06/2021;GTEC;2024.06.03
10155/2021;1020.2021/0002301-1;Despacho de Indeferimento Comum;19/02/2024;GTEC;2024.06.03
10215/2021;1020.2021/0002319-4;Despacho de Deferimento Comum;14/03/2023;GTEC;2024.06.03
10229/2020;1020.2020/0000280-2;Despacho de Deferimento Comum;26/07/2021;GTEC;2024.06.03
10314/2020;1020.2020/0003116-0;Despacho de Indeferimento Comum;04/11/2021;GTEC;2024.06.03
10348/2020;1020.2020/0001965-9;Despacho de Indeferimento Comum;12/03/2021;GTEC;2024.06.03
10381/2020;1020.2020/0000679-4;Despacho de Indeferimento Comum;11/05/2021;GTEC;2024.06.03
10408/2020;1020.2021/0002297-0;Despacho de Deferimento Comum;08/03/2023;GTEC;2024.06.03
1060/2020;1020.2020/0002412-1;Despacho de Deferimento Comum;07/10/2022;GTEC;2024.06.03
10608/2020;1020.2020/0001381-2;Despacho de Indeferimento Comum;29/01/2024;GTEC;2024.06.03
10830/2022;1020.2022/0003739-1;Despacho de Indeferimento Comum;16/10/2023;GTEC;2024.06.03
10833/2020;1020.2020/0000434-1;Despacho de Indeferimento Comum;10/12/2021;GTEC;2024.06.03
10974/2023;1020.2023/0005689-4;Despacho de Indeferimento Comum;19/06/2023;GTEC;2024.06.03
11096/2022;1020.2022/0003738-3;Despacho de Indeferimento Comum;22/05/2023;GTEC;2024.06.03
11266/2020;1020.2020/0000726-0;Despacho de Indeferimento Comum;08/03/2023;GTEC;2024.06.03
11335/2020;1020.2020/0000568-2;Despacho de Indeferimento Comum;16/09/2021;GTEC;2024.06.03
11363/2021;1020.2021/0011645-1;Despacho de Indeferimento Comum;01/08/2023;GTEC;2024.06.03
11393/2022;1020.2022/0003655-7;Despacho de Deferimento Comum;03/10/2023;GTEC;2024.06.03
11418/2021;1020.2021/0002861-7;Despacho de Indeferimento Comum;31/07/2023;GTEC;2024.06.03
11434/2020;1020.2020/0000567-4;Despacho de Indeferimento Comum;23/08/2021;GTEC;2024.06.03
11557/2020;1020.2020/0000017-6;Despacho de Indeferimento Comum;03/11/2022;GTEC;2024.06.03
11604/2020;1020.2020/0000081-8;Despacho de Indeferimento Comum;21/10/2021;GTEC;2024.06.03
11607/2021;1020.2021/0002898-6;Despacho de Indeferimento Comum;08/05/2023;GTEC;2024.06.03
11634/2021;1020.2021/0002895-1;Despacho de Deferimento Comum;13/06/2023;GTEC;2024.06.03
11659/2020;1020.2020/0000455-4;Despacho de Indeferimento Comum;12/11/2021;GTEC;2024.06.03
11817/2020;1020.2020/0008542-2;Despacho de Deferimento Comum;06/03/2024;GTEC;2024.06.03
11828/2022;1020.2022/0004036-8;Despacho de Deferimento Comum;08/08/2023;GTEC;2024.06.03
11918/2020;1020.2020/0006085-3;Despacho de Deferimento Comum;29/11/2023;GTEC;2024.06.03
12017/2020;1020.2020/0003117-9;Despacho de Indeferimento Comum;10/06/2021;GTEC;2024.06.03
12109/2021;1020.2021/0003273-8;Despacho de Deferimento Comum;17/08/2023;GTEC;2024.06.03
12123/2020;1020.2020/0002577-2;Despacho de Indeferimento Comum;22/07/2022;GTEC;2024.06.03
1219/2020;1020.2020/0002498-9;Despacho de Indeferimento Comum;17/09/2021;GTEC;2024.06.03
12192/2021;1020.2021/0003014-0;Despacho de Deferimento Comum;22/12/2022;GTEC;2024.06.03
12300/2021;1020.2021/0003373-4;Despacho de Deferimento Comum;20/12/2022;GTEC;2024.06.03
12340/2020;1020.2020/0001100-3;Despacho de Deferimento Comum;23/03/2023;GTEC;2024.06.03
12379/2020;1020.2020/0003214-0;Despacho de Indeferimento Comum;07/04/2022;GTEC;2024.06.03
12387/2022;1020.2022/0004011-2;Despacho de Indeferimento Comum;14/06/2023;GTEC;2024.06.03
12447/2020;1020.2020/0003184-5;Despacho de Indeferimento Comum;26/04/2021;GTEC;2024.06.03
12476/2021;1020.2021/0006899-6;Despacho de Deferimento Comum;29/03/2023;GTEC;2024.06.03
12510/2021;1020.2021/0006894-5;Despacho de Indeferimento Comum;16/03/2023;GTEC;2024.06.03
12521/2021;1020.2021/0003856-6;Despacho de Indeferimento Comum;29/05/2024;GTEC;2024.06.03
12530/2020;1020.2020/0000633-6;Despacho de Deferimento Comum;07/05/2024;GTEC;2024.06.03
12560/2021;1020.2021/0003008-5;Despacho de Indeferimento Comum;20/06/2022;GTEC;2024.06.03
12616/2021;1020.2021/0003292-4;Despacho de Indeferimento Comum;28/11/2022;GTEC;2024.06.03
12691/2022;1020.2022/0003759-6;Despacho de Indeferimento Comum;08/08/2023;GTEC;2024.06.03
12721/2020;1020.2020/0004490-4;Despacho de Deferimento Comum;14/02/2023;GTEC;2024.06.03
1278/2020;6068.2020/0000001-5;Despacho de Indeferimento Comum;03/11/2021;GTEC;2024.06.03
12956/2020;1020.2020/0000787-1;Despacho de Indeferimento Comum;01/09/2021;GTEC;2024.06.03
12975/2021;1020.2021/0003266-5;Despacho de Deferimento Comum;30/10/2023;GTEC;2024.06.03
12982/2022;1020.2022/0006831-9;Despacho de Indeferimento Comum;24/08/2023;GTEC;2024.06.03
13051/2020;1020.2020/0001556-4;Despacho de Indeferimento Comum;28/05/2021;GTEC;2024.06.03
13251/2020;1020.2020/0004432-7;Despacho de Indeferimento Comum;04/03/2024;GTEC;2024.06.03
13254/2020;1020.2020/0001287-5;Despacho de Indeferimento Comum;27/11/2023;GTEC;2024.06.03
13312/2021;1020.2021/0003518-4;Despacho de Deferimento Comum;27/09/2023;GTEC;2024.06.03
13323/2022;1020.2022/0004717-6;Despacho de Deferimento Comum;06/03/2024;GTEC;2024.06.03
13441/2021;1020.2021/0003414-5;Despacho de Deferimento Comum;13/04/2023;GTEC;2024.06.03
13573/2022;1020.2022/0004767-2;Despacho de Indeferimento Comum;27/01/2023;GTEC;2024.06.03
13692/2022;1020.2022/0004935-7;Despacho de Indeferimento Comum;30/04/2024;GTEC;2024.06.03
13808/2020;1020.2020/0005576-0;Despacho de Deferimento Comum;28/02/2023;GTEC;2024.06.03
1381/2020;1020.2020/0000733-2;Despacho de Deferimento Comum;31/10/2023;GTEC;2024.06.03
13939/2022;1020.2022/0005313-3;Despacho de Deferimento Comum;07/05/2024;GTEC;2024.06.03
14039/2020;1020.2020/0001689-7;Despacho de Indeferimento Comum;11/11/2021;GTEC;2024.06.03
14191/2021;1020.2021/0005312-3;Despacho de Indeferimento Comum;28/02/2023;GTEC;2024.06.03
14192/2021;1020.2021/0005314-0;Despacho de Deferimento Comum;07/03/2023;GTEC;2024.06.03
14239/2020;1020.2020/0005905-7;Despacho de Indeferimento Comum;01/12/2022;GTEC;2024.06.03
14316/2021;1020.2021/0004372-1;Despacho de Indeferimento Comum;28/08/2023;GTEC;2024.06.03
14342/2020;1020.2020/0002501-2;Despacho de Indeferimento Comum;27/09/2021;GTEC;2024.06.03
14672/2020;1020.2020/0004652-4;Despacho de Indeferimento Comum;30/04/2024;GTEC;2024.06.03
14718/2021;1020.2021/0007134-2;Despacho de Deferimento Comum;03/02/2023;GTEC;2024.06.03
14741/2022;1020.2022/0004765-6;Despacho de Indeferimento Comum;21/02/2024;GTEC;2024.06.03
14874/2020;1020.2020/0007047-6;Despacho de Indeferimento Comum;20/04/2022;GTEC;2024.06.03
14887/2020;1020.2020/0002578-0;Despacho de Indeferimento Comum;22/06/2022;GTEC;2024.06.03
14911/2020;1020.2020/0000788-0;Despacho de Deferimento Comum;09/03/2023;GTEC;2024.06.03
1510/2020;1020.2020/0001343-0;Despacho de Indeferimento Comum;12/02/2021;GTEC;2024.06.03
15134/2022;1020.2022/0004274-3;Despacho de Indeferimento Comum;29/12/2022;GTEC;2024.06.03
15137/2020;1020.2020/0007553-2;Despacho de Indeferimento Comum;03/05/2024;GTEC;2024.06.03
15139/2020;1020.2020/0001024-4;Despacho de Indeferimento Comum;23/08/2021;GTEC;2024.06.03
15182/2020;1020.2020/0000671-9;Despacho de Indeferimento Comum;11/02/2021;GTEC;2024.06.03
15254/2020;1020.2020/0001068-6;Despacho de Deferimento Comum;11/05/2021;GTEC;2024.06.03
15392/2020;1020.2020/0000384-1;Despacho de Indeferimento Comum;03/05/2021;GTEC;2024.06.03
15408/2020;1020.2020/0005760-7;Despacho de Deferimento Comum;06/04/2023;GTEC;2024.06.03
1546/2020;1020.2020/0000016-8;Despacho de Indeferimento Comum;15/09/2022;GTEC;2024.06.03
15657/2021;1020.2021/0007344-2;Despacho de Deferimento Comum;25/03/2024;GTEC;2024.06.03
15660/2022;1020.2022/0005147-5;Despacho de Deferimento Comum;30/05/2024;GTEC;2024.06.03
15683/2020;1020.2020/0000717-0;Despacho de Deferimento Comum;30/08/2023;GTEC;2024.06.03
15800/2020;1020.2020/0001603-0;Despacho de Indeferimento Comum;25/06/2021;GTEC;2024.06.03
15807/2020;1020.2020/0002460-1;Despacho de Indeferimento Comum;06/07/2021;GTEC;2024.06.03
15828/2020;1020.2020/0007663-6;Despacho de Indeferimento Comum;05/03/2024;GTEC;2024.06.03
15916/2020;1020.2020/0000970-0;Despacho de Indeferimento Comum;16/09/2021;GTEC;2024.06.03
1592/2020;1020.2020/0004257-0;Despacho de Deferimento Comum;15/03/2023;GTEC;2024.06.03
15953/2020;1020.2020/0001602-1;Despacho de Indeferimento Comum;04/06/2021;GTEC;2024.06.03
16165/2021;1020.2021/0005446-4;Despacho de Deferimento Comum;10/10/2023;GTEC;2024.06.03
16168/2020;1020.2020/0002595-0;Despacho de Indeferimento Comum;19/09/2022;GTEC;2024.06.03
16198/2022;1020.2022/0006304-0;Despacho de Indeferimento Comum;10/08/2023;GTEC;2024.06.03
16222/2021;1020.2021/0010812-2;Despacho de Deferimento Comum;24/05/2024;GTEC;2024.06.03
1623/2021;1020.2021/0000544-7;Despacho de Indeferimento Comum;23/02/2024;GTEC;2024.06.03
16307/2020;1020.2020/0001012-0;Despacho de Indeferimento Comum;12/11/2021;GTEC;2024.06.03
16356/2020;1020.2020/0002386-9;Despacho de Indeferimento Comum;10/12/2021;GTEC;2024.06.03
16376/2021;1020.2021/0005241-0;Despacho de Indeferimento Comum;18/08/2022;GTEC;2024.06.03
16501/2021;1020.2021/0004339-0;Despacho de Indeferimento Comum;11/03/2024;GTEC;2024.06.03
16589/2020;1020.2020/0005710-0;Despacho de Indeferimento Comum;17/03/2022;GTEC;2024.06.03
16611/2021;1020.2021/0007143-1;Despacho de Indeferimento Comum;15/07/2022;GTEC;2024.06.03
1663/2021;1020.2021/0003300-9;Despacho de Indeferimento Comum;02/02/2023;GTEC;2024.06.03
16646/2020;1020.2020/0001186-0;Despacho de Indeferimento Comum;09/09/2022;GTEC;2024.06.03
16777/2022;1020.2022/0005349-4;Despacho de Deferimento Comum;29/05/2024;GTEC;2024.06.03
16789/2022;1020.2022/0006357-0;Despacho de Deferimento Comum;27/03/2024;GTEC;2024.06.03
16826/2021;1020.2021/0004133-8;Despacho de Indeferimento Comum;26/04/2024;GTEC;2024.06.03
16836/2021;1020.2021/0005300-0;Despacho de Deferimento Comum;20/05/2022;GTEC;2024.06.03
16836/2022;1020.2022/0006812-2;Despacho de Indeferimento Comum;27/05/2024;GTEC;2024.06.03
16906/2021;1020.2021/0004337-3;Despacho de Deferimento Comum;22/07/2023;GTEC;2024.06.03
1696/2021;1020.2021/0000677-0;Despacho de Deferimento Comum;01/04/2022;GTEC;2024.06.03
17229/2020;1020.2020/0001063-5;Despacho de Indeferimento Comum;24/09/2021;GTEC;2024.06.03
17238/2020;1020.2020/0000720-0;Despacho de Deferimento Comum;18/03/2022;GTEC;2024.06.03
17254/2021;1020.2021/0007137-7;Despacho de Deferimento Comum;06/05/2022;GTEC;2024.06.03
17367/2020;1020.2020/0000335-3;Despacho de Deferimento Comum;10/02/2021;GTEC;2024.06.03
17538/2020;1020.2020/0001921-7;Despacho de Indeferimento Comum;21/05/2021;GTEC;2024.06.03
17606/2020;1020.2020/0000370-1;Despacho de Deferimento Comum;09/08/2021;GTEC;2024.06.03
17617/2020;1020.2020/0001919-5;Despacho de Indeferimento Comum;09/03/2021;GTEC;2024.06.03
17620/2020;1020.2020/0000345-0;Despacho de Indeferimento Comum;18/03/2022;GTEC;2024.06.03
17654/2020;1020.2020/0000328-0;Despacho de Indeferimento Comum;23/11/2021;GTEC;2024.06.03
1768/2021;1020.2021/0000734-2;Despacho de Indeferimento Comum;20/02/2024;GTEC;2024.06.03
17705/2020;1020.2020/0002782-1;Despacho de Deferimento Comum;30/04/2021;GTEC;2024.06.03
17826/2020;1020.2020/0007616-4;Despacho de Indeferimento Comum;22/04/2021;GTEC;2024.06.03
17864/2020;1020.2020/0002008-8;Despacho de Indeferimento Comum;24/02/2023;GTEC;2024.06.03
17871/2020;1020.2020/0006074-8;Despacho de Indeferimento Comum;27/01/2023;GTEC;2024.06.03
17908/2020;1020.2020/0000321-3;Despacho de Indeferimento Comum;10/02/2021;GTEC;2024.06.03
17926/2020;1020.2020/0000320-5;Despacho de Deferimento Comum;28/05/2021;GTEC;2024.06.03
1794/2020;1020.2020/0002327-3;Despacho de Indeferimento Comum;27/04/2022;GTEC;2024.06.03
18002/2021;1020.2021/0009513-6;Despacho de Indeferimento Comum;13/12/2023;GTEC;2024.06.03
18016/2020;1020.2020/0004735-0;Despacho de Deferimento Comum;24/05/2023;GTEC;2024.06.03
18163/2020;1020.2020/0000432-5;Despacho de Deferimento Comum;16/07/2021;GTEC;2024.06.03
18224/2021;1020.2021/0007139-3;Despacho de Indeferimento Comum;11/04/2024;GTEC;2024.06.03
18234/2020;1020.2020/0000403-1;Despacho de Indeferimento Comum;22/09/2022;GTEC;2024.06.03
18238/2020;1020.2020/0000371-0;Despacho de Indeferimento Comum;10/02/2021;GTEC;2024.06.03
18313/2020;1020.2020/0001572-6;Despacho de Indeferimento Comum;01/09/2022;GTEC;2024.06.03
18353/2022;1020.2022/0006076-8;Despacho de Indeferimento Comum;21/12/2023;GTEC;2024.06.03
18358/2020;1020.2020/0001984-5;Despacho de Indeferimento Comum;09/12/2021;GTEC;2024.06.03
18491/2021;1020.2021/0005433-2;Despacho de Deferimento Comum;09/11/2023;GTEC;2024.06.03
18618/2020;1020.2020/0001617-0;Despacho de Indeferimento Comum;06/04/2021;GTEC;2024.06.03
18633/2020;1020.2020/0000412-0;Despacho de Indeferimento Comum;08/09/2022;GTEC;2024.06.03
18743/2020;1020.2020/0002125-4;Despacho de Indeferimento Comum;29/10/2021;GTEC;2024.06.03
18798/2021;1020.2021/0006189-4;Despacho de Deferimento Comum;07/12/2023;GTEC;2024.06.03
18811/2020;1020.2020/0000423-6;Despacho de Indeferimento Comum;12/11/2021;GTEC;2024.06.03
18844/2020;1020.2020/0000337-0;Despacho de Indeferimento Comum;19/08/2021;GTEC;2024.06.03
18872/2020;1020.2020/0005621-0;Despacho de Indeferimento Comum;03/03/2022;GTEC;2024.06.03
18903/2020;1020.2020/0000309-4;Despacho de Indeferimento Comum;19/04/2021;GTEC;2024.06.03
18993/2020;1020.2020/0001979-9;Despacho de Indeferimento Comum;12/04/2021;GTEC;2024.06.03
1908/2022;1020.2022/0001471-5;Despacho de Deferimento Comum;08/05/2023;GTEC;2024.06.03
19084/2020;1020.2020/0004346-0;Despacho de Deferimento Comum;25/05/2023;GTEC;2024.06.03
19107/2020;1020.2020/0001246-8;Despacho de Indeferimento Comum;01/06/2022;GTEC;2024.06.03
19151/2020;1020.2020/0001533-5;Despacho de Indeferimento Comum;22/07/2021;GTEC;2024.06.03
19159/2020;1020.2020/0000344-2;Despacho de Deferimento Comum;08/02/2021;GTEC;2024.06.03
19180/2020;1020.2020/0000634-4;Despacho de Deferimento Comum;03/03/2021;GTEC;2024.06.03
19272/2020;1020.2020/0000376-0;Despacho de Indeferimento Comum;15/04/2021;GTEC;2024.06.03
19281/2020;1020.2020/0000338-8;Despacho de Indeferimento Comum;07/03/2022;GTEC;2024.06.03
19286/2020;1020.2020/0002247-1;Despacho de Indeferimento Comum;31/05/2021;GTEC;2024.06.03
19385/2020;1020.2020/0000341-8;Despacho de Deferimento Comum;13/05/2022;GTEC;2024.06.03
19462/2022;1020.2022/0006588-3;Despacho de Deferimento Comum;09/04/2024;GTEC;2024.06.03
19543/2021;1020.2021/0004624-0;Despacho de Indeferimento Comum;22/03/2023;GTEC;2024.06.03
19572/2020;1020.2020/0002437-7;Despacho de Indeferimento Comum;01/09/2021;GTEC;2024.06.03
19599/2021;1020.2021/0005238-0;Despacho de Deferimento Comum;31/10/2023;GTEC;2024.06.03
19677/2020;1020.2020/0001953-5;Despacho de Indeferimento Comum;29/09/2022;GTEC;2024.06.03
19686/2020;1020.2020/0000377-9;Despacho de Deferimento Comum;21/12/2021;GTEC;2024.06.03
19733/2020;1020.2020/0000701-4;Despacho de Indeferimento Comum;19/03/2021;GTEC;2024.06.03
19746/2021;1020.2021/0004506-6;Despacho de Indeferimento Comum;03/11/2022;GTEC;2024.06.03
19752/2020;1020.2020/0002780-5;Despacho de Indeferimento Comum;27/05/2022;GTEC;2024.06.03
19759/2020;1020.2020/0000387-6;Despacho de Indeferimento Comum;02/09/2021;GTEC;2024.06.03
19781/2020;1020.2020/0000415-5;Despacho de Indeferimento Comum;03/11/2021;GTEC;2024.06.03
19785/2021;1020.2021/0008288-3;Despacho de Indeferimento Comum;03/05/2023;GTEC;2024.06.03
19803/2020;1020.2020/0004647-8;Despacho de Deferimento Comum;25/03/2022;GTEC;2024.06.03
19824/2021;1020.2021/0005257-7;Despacho de Deferimento Comum;03/07/2023;GTEC;2024.06.03
19845/2022;1020.2022/0006902-1;Despacho de Deferimento Comum;23/04/2024;GTEC;2024.06.03
19939/2020;1020.2020/0000365-5;Despacho de Indeferimento Comum;08/10/2021;GTEC;2024.06.03
19951/2020;1020.2020/0001269-7;Despacho de Deferimento Comum;12/08/2021;GTEC;2024.06.03
19954/2020;1020.2020/0000721-9;Despacho de Deferimento Comum;22/08/2022;GTEC;2024.06.03
19989/2021;1020.2021/0004729-8;Despacho de Indeferimento Comum;07/07/2023;GTEC;2024.06.03
20011/2020;1020.2020/0001418-5;Despacho de Indeferimento Comum;30/07/2021;GTEC;2024.06.03
20022/2020;1020.2020/0001650-1;Despacho de Indeferimento Comum;10/03/2021;GTEC;2024.06.03
20039/2020;1020.2020/0000362-0;Despacho de Indeferimento Comum;28/04/2021;GTEC;2024.06.03
20071/2020;1020.2020/0000405-8;Despacho de Indeferimento Comum;04/11/2021;GTEC;2024.06.03
20086/2020;1020.2020/0000441-4;Despacho de Indeferimento Comum;07/06/2021;GTEC;2024.06.03
20111/2020;1020.2020/0002710-4;Despacho de Indeferimento Comum;12/05/2022;GTEC;2024.06.03
